科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"34,511,302.49","30,464,307.79","73,653,062.57","30,415,433.49","48,487,033.80","786,944,762.14","799,013,140.56","709,730,151.68","725,736,966.31","765,368,819.61","775,961,688.99","794,976,625.10","794,428,028.86","822,659,008.13","816,752,378.47","769,088,865.11","745,756,975.63","550,003,476.91","559,223,737.73","522,396,465.84","502,191,590.33","401,731,533.52","303,831,081.31","298,724,423.17","304,041,494.89","80,833,061.53","51,289,926.85","262,232,483.18","138,126,533.78","161,674,844.08","124,255,383.59","66,927,785.44","91,438,907.80","99,804,517.63","46,344,992.08"
短期借款,"71,500,000.00","87,200,000.00","72,200,000.00","30,200,000.00","20,200,000.00",,,,,,,,,,,,,"119,000,000.00","203,600,000.00","263,600,000.00","263,600,000.00","144,600,000.00","60,000,000.00","60,000,000.00","30,000,000.00",,,"130,000,000.00","130,000,000.00","180,000,000.00","130,000,000.00","35,000,000.00","130,000,000.00","130,000,000.00","130,000,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,249,200.00",
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"50,000.00","3,460,780.67","9,021,185.30","29,067,136.80","29,539,626.62","25,966,630.32","14,032,446.00","15,151,770.00","17,618,812.20","20,360,551.96","24,637,226.75","25,798,341.20","29,844,570.01","20,176,020.50","19,012,909.77","19,700,636.00","17,294,743.02","9,359,061.27","12,012,486.80","14,817,473.94","24,700,268.12","2,775,100.00","10,609,970.00","3,566,849.46","11,083,847.26","16,116,834.15","11,328,667.23","9,745,829.00","9,584,384.24","13,026,261.90","17,779,962.76","16,891,057.12","8,672,632.33","12,488,810.81","12,195,063.17"
应付票据,"2,800,000.00",,,,,,,,,,"2,512,184.10","24,433,532.15","30,597,484.64","11,283,949.05","7,760,023.71","6,581,198.65",,"10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,
应收账款,"64,561,975.84","80,783,631.03","65,081,536.03","59,175,317.30","67,384,762.55","74,551,230.09","58,592,459.71","67,050,561.38","64,307,753.45","54,166,087.39","42,777,337.84","47,100,310.99","47,151,822.58","40,709,397.78","36,438,070.13","34,624,730.54","34,188,830.71","34,917,314.95","37,314,802.24","32,515,748.69","42,888,656.26","53,795,171.45","43,701,185.33","40,003,152.91","61,178,393.15","69,598,988.66","54,147,465.96","53,393,642.77","70,432,067.01","88,464,261.60","81,448,941.19","129,336,745.99","109,169,776.36","133,098,156.50","123,059,441.77"
应付账款,"18,628,870.09","13,957,579.20","22,633,702.06","22,583,789.18","20,537,991.57","13,292,007.57","25,998,028.57","15,779,486.73","15,513,497.90","10,922,769.94","14,956,224.24","20,700,683.26","21,418,791.66","18,441,780.27","16,777,744.55","17,838,572.65","21,979,073.75","17,742,424.47","16,004,215.66","19,829,168.08","20,333,981.77","18,786,331.18","20,426,022.53","25,367,590.09","27,619,001.24","21,202,763.25","15,316,195.93","15,367,309.64","16,246,965.87","17,882,518.56","14,467,954.38","25,905,142.52",,"14,489,511.29",
预付款项,"7,953,931.37","10,044,000.46","9,388,463.23","17,810,003.18","14,156,700.01","8,795,047.08","27,046,537.18","58,799,711.40","62,021,902.82","6,069,014.26","14,647,643.89","27,158,395.05","32,930,279.86","3,745,469.23","7,178,640.50","10,589,163.04","39,750,220.21","28,777,580.36","33,904,746.49","37,147,530.86","30,467,636.62","13,958,829.07","10,566,371.93","13,596,147.57","15,969,522.87","9,496,869.19","8,395,997.70","7,214,932.78","20,900,138.14","6,110,352.10","17,928,205.78","47,905,109.86","54,011,188.43","54,955,527.15","46,963,698.59"
预收款项,"28,211,685.54","10,531,503.80","14,033,715.64","33,563,375.92","27,731,688.41","13,350,048.50","33,412,839.69","28,053,531.10","19,946,632.02","7,341,335.10","17,108,318.58","12,563,257.48","24,890,402.32","12,543,141.81","16,938,777.21","15,681,904.91","37,300,028.38","14,008,027.42","17,374,051.90","26,418,246.46","21,134,955.06","11,582,007.30","12,328,526.70","16,624,995.70","23,638,883.79","32,242,680.41","36,658,359.95","31,257,716.84","39,232,731.88","12,939,587.10","14,151,744.33","18,167,058.65","20,593,255.91","22,208,308.85","15,961,323.98"
