科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"229,871,709.15","234,708,259.86","334,404,317.78","204,277,345.20","547,337,236.27","1,250,234,100.09","1,087,166,753.91","641,368,049.83","1,000,841,198.27","958,314,617.38","957,030,300.42","1,041,762,888.04","954,242,015.13","1,146,212,374.24","1,032,010,946.47","622,664,197.16","766,530,462.15","1,014,432,432.86","927,935,030.58","697,708,715.35","1,317,907,172.02","1,086,796,798.46","608,849,530.28","263,707,564.28","319,251,597.25","211,554,078.12","316,961,066.06","437,635,370.16","640,986,561.61","693,187,156.94","359,209,163.14","170,624,003.80","343,523,256.94","281,966,716.77","237,327,518.27","175,272,409.52","291,114,368.79","817,230,464.21","229,971,748.85","676,511,431.87","649,098,594.89","431,537,424.52","315,722,326.84","581,840,308.23","944,193,181.14"
短期借款,"85,000,000.00","85,000,000.00","85,000,000.00",,,,,,,,,"90,000,000.00","90,000,000.00","50,000,000.00",,,,,,,,,,"50,000,000.00","300,000,000.00","720,000,000.00","1,590,300,000.00","1,820,300,000.00","1,920,800,000.00","1,952,300,000.00","1,679,000,000.00","700,000,000.00","1,037,700,000.00","686,000,000.00","536,000,000.00","750,000,000.00","950,000,000.00","900,000,000.00","800,000,000.00","750,000,000.00","400,000,000.00","400,000,000.00","300,000,000.00","400,000,000.00","400,000,000.00"
交易性金融资产,"900,997.20","37,594,167.04","35,656,332.74",,"40,856,642.94","1,186,900.00","6,938,925.00",,,,"447,375.00",,,"3,214,950.00","34,750.00",,,"4,750.00","1,115,100.00",,,,"66,650.00",,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,"1,405,425.00","1,235,575.00",,"4,586,825.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"201,787,682.35","244,936,226.56","268,422,388.69","154,204,996.02","153,538,515.58","151,043,419.39","245,696,350.36","406,188,859.81","228,803,886.31","560,398,427.91","671,847,858.44","427,222,228.58","506,805,842.36","742,878,479.57","809,263,462.46","885,978,956.22","774,543,293.10","1,148,403,492.41","1,558,774,807.83","1,229,895,284.85","699,763,080.35","442,145,286.98","547,552,475.36","848,021,257.47","773,968,196.74","871,652,362.50","1,230,841,900.18","1,161,245,959.21","881,418,808.21","953,961,569.80","758,576,367.34","1,077,908,728.46","829,377,999.11","556,820,302.67","448,650,318.53","571,035,612.78","698,697,543.71","697,715,448.23","889,460,278.96","1,104,703,009.40","1,329,350,102.60","1,587,559,701.84","2,056,972,413.55","1,884,551,117.23","1,905,450,499.33"
应付票据,,,,,,,,,,,,,,"9,000,000.00",,,,,,,"49,000,000.00","79,000,000.00","60,000,000.00","97,200,000.00","210,500,000.00","240,500,000.00","193,000,000.00","223,500,000.00","339,790,000.00","472,646,333.85","346,246,333.85","237,713,126.60","302,521,877.72","394,767,751.12","330,359,000.00","137,800,000.00","152,800,000.00","163,092,787.19","148,092,787.19","101,520,714.66","151,520,714.66","100,000,000.00","110,000,000.00","175,000,000.00","204,000,000.00"
应收账款,"58,530,651.71","72,906,946.86","80,801,753.27","84,085,540.09","224,105,961.26","181,448,689.19","146,066,185.30","42,008,413.26","77,694,883.81","96,357,708.88","84,564,589.03","134,603,322.15","220,020,846.64","224,745,984.96","171,432,400.79","95,947,309.11","170,923,902.78","206,147,907.57","254,542,855.68","133,257,881.60","272,188,835.43","445,930,550.33","349,492,465.38","300,846,908.76","390,304,864.06","445,113,909.82","364,373,393.23","296,248,783.05","458,779,813.46","497,690,540.44","485,917,527.04","460,758,959.98","648,917,110.15","714,037,137.46","754,569,096.93","915,991,492.83","921,546,639.73","426,270,886.50","367,937,313.86","255,146,630.15","346,559,597.54","256,129,292.73","228,530,264.63","189,761,338.96","258,507,912.59"
应付账款,"455,604,451.64","458,359,287.47","379,616,221.38","700,279,948.77","503,249,947.17","479,569,623.79","618,426,463.41","717,959,921.49","468,928,650.48","423,429,215.21","445,420,588.00","731,033,365.03","517,774,948.56","504,619,075.42","538,140,637.28","768,529,676.40","574,031,453.05","534,549,068.57","611,863,271.47","928,213,228.46","727,267,514.80","718,324,224.21","719,302,860.26","973,835,729.26","678,100,067.59","752,279,469.74","856,914,627.12","1,303,277,711.91","1,261,612,873.40","1,117,720,918.03","1,022,862,464.79","1,175,445,692.96","1,061,450,433.85","1,058,541,765.31","986,619,302.41","1,013,729,036.48","992,125,835.27","996,948,216.30","1,033,538,716.55","1,608,680,009.16","1,394,300,390.14","1,235,365,397.97","1,309,331,952.01","1,601,282,354.54","1,361,181,202.29"
预付款项,"181,510,228.29","207,990,355.43","172,208,877.09","170,831,540.81","184,376,411.76","152,981,698.31","224,909,187.66","70,362,698.23","86,587,140.37","115,263,340.80","236,783,669.49","92,061,778.10","288,827,293.62","85,010,219.80","168,035,090.76","153,131,744.84","197,387,798.50","269,782,619.81","408,197,080.88","140,978,342.65","120,699,080.59","133,329,812.93","168,113,825.55","113,355,836.01","143,332,938.57","114,056,754.33","143,945,411.41","102,882,617.20","102,861,837.26","57,515,659.95","62,089,946.19","25,061,127.19","37,993,355.12","40,418,882.44","38,161,344.61","21,861,448.45","37,323,603.52","16,138,379.46","39,756,146.15","16,967,350.15","19,043,249.69","9,155,225.88","21,216,801.62","15,308,272.88","25,487,789.38"
预收款项,"93,548,934.74","88,748,249.17","124,208,718.20","146,829,470.16","142,503,025.33","237,547,272.24","91,190,436.46","134,533,134.38","112,217,497.26","249,662,430.41","283,017,305.22","431,778,037.18","252,736,916.34","155,706,454.61","387,003,959.21","181,324,855.09","219,075,643.30","204,386,446.88","321,661,215.35","239,497,026.82","347,371,824.76","196,000,010.71","333,629,193.89","187,486,413.95","133,456,186.95","177,391,463.29","194,082,337.78","102,720,762.71","104,197,191.59","68,023,773.41","71,341,803.62","71,541,056.88","69,367,761.80","74,189,397.23","69,877,490.16","63,246,723.52","82,658,299.47","66,873,378.64","100,579,828.38","86,433,140.36","188,037,464.00","101,813,742.07","196,277,464.25","127,044,792.93","200,434,624.70"
