科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"28,317,284.60","37,136,873.33","80,069,894.05","59,826,504.39","127,290,057.34","1,136,323,513.95","1,179,799,146.49","1,229,162,370.84","1,325,295,211.91","1,356,541,914.42","1,286,077,279.50","1,320,856,190.61","1,440,545,757.75","1,474,933,502.25","1,414,775,662.35","1,444,253,011.55","1,583,884,559.91","1,641,435,328.50","1,517,959,005.24","1,586,342,505.10","1,630,034,859.97","1,623,948,509.88","1,361,907,783.00","979,241,548.85","975,584,423.84","1,164,307,271.04","1,199,008,626.71","1,185,903,005.41","1,216,215,430.97","1,230,974,565.30","1,182,124,128.04","1,167,217,100.89"
短期借款,,,,,,,,,,,,,,,,,,,"3,600,000.00","3,000,000.00",,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"400,000.00",,"2,709,504.00","300,000.00","4,991,200.00","3,090,000.00","3,109,040.50","6,896,800.00","3,643,090.00","8,112,291.98","14,847,369.96","16,151,371.62","24,880,438.63","9,064,114.41","8,421,190.00","8,121,617.50","15,142,297.80","22,193,995.00","7,297,300.00","9,825,920.00","4,595,605.30","23,173,687.29","20,783,870.48","28,641,682.61","58,372,031.36","74,822,237.61","96,079,846.72","118,886,295.84","168,240,943.46","160,569,850.44","122,056,786.73","123,455,426.40"
应付票据,,,,,,,,,,,,,,,,,,,,,,,,"10,120,981.15","2,878,608.06",,,,"11,497,864.14","17,987,609.21","18,531,913.50","12,544,094.77"
应收账款,"9,373,169.11","32,138,796.48","30,011,433.71","48,980,616.92","47,373,084.94","56,903,032.97","52,683,713.36","65,519,365.46","53,307,451.63","58,002,207.03","62,121,004.94","84,079,630.70","80,801,220.15","108,957,080.63","95,470,165.30","138,476,791.07","114,261,714.70","93,991,181.17","142,265,813.24","163,162,979.91","222,306,584.21","203,094,806.72","240,845,327.33","368,567,443.44","327,774,450.12","281,411,210.62","312,814,591.59","400,722,212.20","328,348,763.45","259,035,596.68","351,720,534.71","325,267,202.61"
应付账款,"2,370,454.49","5,725,443.37","15,162,172.76","17,391,529.90","14,234,779.83","20,010,300.98","24,654,248.49","33,171,429.75","20,547,469.59","20,700,136.73","27,646,782.37","31,983,717.57","28,870,154.67","38,569,344.71","41,218,730.08","43,145,487.30","45,449,694.97","51,919,695.05","78,308,435.66","120,597,827.07","116,393,716.81","134,985,563.89","163,655,852.63","74,505,361.63","94,513,758.52","92,533,827.59","98,611,375.89","125,372,806.72","125,010,526.61","136,801,596.48","124,152,447.20","119,079,422.78"
预付款项,"4,666,461.00","1,435,738.79","1,337,907.11","2,366,559.50","2,266,517.48","4,061,139.88","8,565,051.51","568,933.75","2,034,040.55","2,096,161.73","2,795,299.80","3,931,092.84","648,818.04","4,766,797.75","4,477,163.33","1,542,623.26","755,526.24","1,199,114.36","6,034,391.71","2,259,062.21","2,443,742.41","5,128,869.53","6,040,480.60","14,284,771.97","4,430,759.94","13,969,019.98","9,497,924.47","12,232,801.41","18,688,117.40","10,615,467.72","15,752,881.14","24,302,552.31"
预收款项,"2,119,401.31","2,051,331.80","3,248,381.85","3,012,138.90","2,603,423.91","6,012,579.61","10,271,500.86","10,523,025.36","12,649,240.91","3,263,087.60","2,048,888.90","3,945,215.31","2,630,748.00","2,732,389.80","439,001.00","6,525,209.50","7,784,081.59","3,198,717.75","3,897,039.75","2,758,904.75","15,567,860.64","15,235,105.40","6,459,282.50","6,529,368.69","7,409,567.63","8,777,717.52","13,270,118.20","9,081,276.22","5,432,500.44","16,007,495.74","8,788,376.39","12,198,493.81"
