科目,2009年度,2010年度,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"346,175,689.51","477,642,598.27","466,346,144.33","94,204,985.71","251,219,907.75","385,811,988.65","743,576,050.56","112,255,778.47","259,986,091.45","522,204,059.79","1,245,418,515.63","185,294,695.01","437,052,205.78","666,465,095.21","1,422,888,423.89","215,367,356.83","612,714,808.72","836,758,373.81","1,504,199,944.04","221,684,863.22","610,857,350.97","927,981,525.54","1,573,266,762.44","177,810,086.98","473,812,324.99","755,621,012.89","1,398,227,962.45","173,771,760.34","551,370,745.35","906,403,857.06","1,747,073,418.87","261,476,089.24"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,"228,749,997.09",,,,"31,920,003.33",,"25,801,604.67","25,801,604.67","82,654,947.52",,"22,101,116.23","22,101,116.23","22,101,116.23",,,,,
收到的税费返还,"7,208,568.84","6,647,793.10","11,244,262.46","1,759,066.25","2,103,813.31","13,937,083.87","14,358,867.56","4,218,560.11","9,758,389.51","18,640,695.62","24,887,274.53","801,685.92","1,491,895.32","3,506,191.66","14,457,215.09","5,188,417.23","6,033,175.99","10,284,785.67","11,500,783.30","6,163,764.77","6,177,301.98","7,338,287.86","14,947,387.59","1,156,260.36","1,984,108.68","2,784,398.52","4,114,531.75","307,027.20","307,524.97","1,538,367.63","2,959,500.56","159,668.56"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,"5,268,027.76",,,,"11,231,600.00",,,,,"4,423,511.62"
收到其他与经营活动有关的现金,"22,151,068.60","32,550,493.57","52,836,802.52","16,367,232.75","20,643,428.90","33,468,488.88","70,449,935.99","60,325,678.86","41,337,541.42","84,375,772.14","250,936,724.35","56,766,734.62","67,364,665.16","97,911,874.82","145,605,369.89","59,880,963.96","102,502,046.71","131,344,787.70","212,713,893.66","29,560,592.79","65,535,940.81","132,842,278.58","186,582,460.73","25,400,285.13","94,176,954.50","155,702,096.48","275,084,217.33","61,930,910.06","113,863,228.69","167,380,001.51","260,128,607.41","43,492,949.36"
投资活动现金流出小计,"9,920,284.91","29,812,839.19","72,518,253.98","33,351,012.20","81,452,716.41","89,614,140.30","139,695,853.81","16,340,755.58","194,494,254.24","255,391,047.07","397,947,886.13","85,862,920.95","230,211,754.68","355,557,463.24","800,070,722.90","160,302,041.86","1,503,768,549.95","1,894,042,799.56","2,361,061,792.53","2,045,372,960.45","2,781,849,153.43","3,836,831,049.12","5,207,311,872.79","918,471,502.77","2,556,048,059.68","4,290,149,491.60","6,512,917,400.03","1,333,142,991.88","2,058,885,551.16","3,359,990,371.94","5,485,713,313.47","2,012,987,227.34"
经营活动现金流入小计,"375,535,326.95","516,840,884.94","530,427,209.31","112,331,284.71","273,967,149.96","433,217,561.40","828,384,854.11","176,800,017.44","311,082,022.38","625,220,527.55","1,521,242,514.51","242,863,115.55","505,908,766.26","767,883,161.69","1,582,951,008.87","280,436,738.02","721,250,031.42","978,387,947.18","1,728,414,621.00","257,409,220.78","682,570,593.76","1,068,162,091.98","1,774,796,610.76","204,366,632.47","569,973,388.17","914,107,507.89","1,677,426,711.53","236,009,697.60","665,541,499.01","1,075,322,226.20","2,010,161,526.84","305,128,707.16"
投资活动产生的现金流量净额,"-9,920,284.91","-26,212,839.19","-72,450,383.98","-33,351,012.20","-81,452,716.41","-89,614,140.30","-139,695,853.81","-16,340,755.58","-117,961,716.84","-91,310,483.28","-168,592,975.77","29,965,010.45","-1,721,902.74","-29,879,539.98","-298,804,499.46","-73,480,106.73","-238,442,893.00","-291,307,055.46","-471,482,972.63","-925,636,399.36","-44,043,522.86","-701,156,306.96","-1,008,220,870.13","215,662,172.34","206,349,895.60","146,370,591.15","-666,136,154.56","450,234,187.01","557,188,179.73","564,712,067.50","477,540,708.80","204,343,514.69"
购买商品、接受劳务支付的现金,"265,746,841.12","381,631,962.70","300,857,515.73","92,476,151.33","226,528,314.78","342,398,911.05","582,036,044.59","206,400,845.34","398,852,500.95","638,510,050.99","975,016,009.33","329,839,399.32","664,261,144.04","845,141,098.62","1,050,985,404.22","263,305,037.58","471,734,240.93","671,693,825.66","921,174,103.48","273,471,455.65","530,050,547.81","791,568,662.95","1,100,073,611.61","207,930,132.41","351,255,623.56","623,974,626.07","1,057,385,345.95","287,542,778.32","618,009,955.67","904,908,217.83","1,386,611,067.21","346,725,845.39"
吸收投资收到的现金,,"54,200,000.00",,"344,188,000.00","344,188,000.00","344,188,000.00","344,188,000.00","12,420,000.00","12,420,000.00","12,420,000.00","12,420,000.00",,"15,880,000.00","15,880,000.00","266,179,986.56",,"100,000.00","100,000.00","100,000.00","960,193,993.96","960,200,923.96","960,200,923.96","960,200,923.96",,,,,,,,,
