科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"12,956,884.84","29,087,348.66","44,013,389.71","64,580,606.32","15,270,722.72","29,744,901.83","45,631,606.90","66,345,314.75","14,242,557.67","29,249,021.07","42,831,086.70","62,332,070.73","15,917,751.69","39,022,973.57","52,330,372.27","75,247,157.83","25,104,084.84","36,502,527.07","53,552,319.93","85,913,205.95","22,087,911.43","46,203,381.01","72,274,250.09","104,473,155.83","29,609,223.32","61,399,409.28","92,858,918.19","226,744,884.65","126,234,428.13","262,464,778.41","394,922,554.24","565,820,205.51","103,997,545.96","220,430,538.40","318,637,415.94","475,805,044.29","73,401,318.83","166,110,936.93","274,697,677.55","449,950,868.63","78,461,064.68","186,752,554.05","293,433,938.96","468,080,735.66","93,430,702.81","213,327,006.81","335,019,179.49","536,983,626.24","87,770,964.01"
二、营业利润,"3,972,449.98","9,548,508.16","15,197,707.52","23,704,107.06","4,044,811.10","6,088,533.02","10,450,977.84","12,744,820.51","3,106,325.32","4,863,763.41","8,937,464.44","14,024,952.06","3,938,393.06","7,862,033.23","12,940,281.34","22,678,313.23","7,990,758.95","7,344,346.05","8,948,057.79","19,627,297.55","-2,105,111.93","-2,613,460.68","1,008,365.14","5,040,145.87","2,773,103.51","8,125,869.34","18,344,845.93","176,344,085.00","20,514,124.79","39,166,341.39","50,202,031.45","76,180,673.41","14,208,346.17","35,515,837.42","47,057,368.61","74,447,822.12","9,761,201.49","19,047,283.72","28,099,287.93","66,686,028.32","10,395,631.28","12,414,273.82","14,762,486.19","-206,909,133.87","9,273,985.49","13,294,182.78","20,816,439.59","41,838,748.70","8,724,690.86"
减:营业成本,"5,857,848.35","11,908,629.12","16,919,224.29","23,863,287.57","6,409,422.06","12,320,131.03","18,268,923.79","26,863,803.27","5,885,002.79","11,953,463.76","17,134,634.47","25,827,521.68","7,352,793.44","17,549,519.46","23,781,366.34","34,204,102.31","13,485,264.95","18,905,489.64","28,010,476.81","45,082,144.69","14,357,034.98","24,285,773.19","36,761,288.65","52,103,677.38","14,415,774.31","30,758,466.58","45,972,949.68","96,790,399.35","56,747,310.63","110,150,320.54","164,648,044.91","221,252,336.08","40,973,137.90","70,303,772.79","95,305,168.77","126,708,251.12","26,314,474.01","45,347,887.39","69,262,505.41","104,733,375.83","23,939,804.19","52,042,456.20","80,303,625.90","125,034,023.95","35,825,419.03","68,462,734.35","100,357,824.83","144,004,385.61","25,180,201.07"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"124,032.88","320,171.96","422,472.56","754,968.46","177,469.55","322,163.62","505,297.68","770,445.22","140,387.75","246,488.39","418,227.09","636,395.79","80,246.34","521,663.68","426,429.43","924,794.02","151,201.07","433,168.27","662,015.26","980,425.00","211,068.29","457,189.57","824,751.68","1,212,257.14","349,754.80","592,638.14","876,846.71","2,561,329.76","1,769,366.86","3,339,240.83","5,227,035.90","7,258,413.37","2,030,050.63","3,704,921.10","5,332,943.06","7,389,534.37","2,053,811.75","3,825,952.99","5,668,361.76","12,374,234.98","1,705,670.23","4,761,381.18","7,368,344.29","10,987,790.13","2,273,627.74","4,834,465.05","7,644,742.80","11,614,853.90","2,083,037.08"
营业外收入,"1,264,928.00","2,264,928.00","4,064,928.00","5,066,925.53","1,280,000.00","2,280,000.00","2,280,000.00","3,407,000.00",,"1,639,234.88","2,218,438.48","2,769,949.00","499,836.36","499,836.36","951,214.89","3,712,624.69",,"1,108,466.50","1,224,170.10","1,248,766.50",,,"20,000.00","2,022,551.02",,,"310,758.48","4,006,758.48","30,000.00","30,000.00","10,552,268.38","11,552,268.38","3,100,000.00","3,230,000.00","5,030,000.00","5,042,000.00","153,020.52","154,718.52","168,649.52","79,807.55","1,534.63","3,800.87","1,857,537.19","1,179,716.27","186,637.06","669,792.13","675,341.87","689,075.05","1,858,024.61"
销售费用,"855,220.37","3,717,954.57","5,666,513.61","7,130,873.87","1,967,388.34","4,433,998.77","6,678,488.90","13,911,737.83","2,097,688.26","7,033,843.89","9,806,810.96","12,772,355.90","3,280,934.41","10,497,522.37","13,073,458.28","19,094,891.19","1,566,103.92","5,695,500.06","9,299,052.78","17,525,895.36","5,879,671.74","15,632,320.62","22,825,955.71","37,642,394.72","7,583,831.95","15,717,545.53","21,481,422.39","66,684,123.92","32,123,441.23","80,605,650.38","130,387,454.08","198,769,440.08","33,728,859.20","84,817,089.72","130,962,298.18","210,349,439.99","20,851,122.07","70,287,236.78","127,074,851.47","202,538,181.64","26,186,873.66","86,096,704.68","146,580,310.35","235,284,883.22","32,117,666.01","97,722,991.24","163,418,893.29","275,669,565.63","37,200,216.88"
减:营业外支出,,,,,"2,993.14","2,993.14","2,993.14","88,753.14",,,,"20,000.00",,"200,000.00","200,000.00","200,000.00",,,"30,000.00","30,043.88",,,"15,000.00","15,000.00",,,,"1,028,550.03",,"6,840.20","6,840.20","425,723.69",,,"800,000.00","1,257,256.81","3,000.00","3,000.00","108,795.91","140,137.22","3,000.00","124,376.32","338,136.93","100,400.13",,,"9,191.81","196,327.77",88.76
管理费用,"1,892,656.44","3,303,407.31","5,525,538.91","7,391,672.28","2,694,850.84","6,637,726.28","9,976,944.92","12,673,259.16","3,059,887.57","6,964,905.52","10,015,252.22","15,181,467.98","3,638,657.97","7,829,701.36","12,229,132.82","16,763,954.72","4,830,499.46","10,685,854.18","16,559,055.72","22,177,225.83","5,939,875.66","12,328,738.01","17,416,048.53","23,173,751.68","6,022,707.83","11,646,104.33","17,767,038.49","31,919,172.87","14,785,105.81","27,953,841.33","42,758,577.85","57,039,261.87","13,573,077.68","27,283,297.17","40,559,654.03","56,488,626.11","14,212,615.22","29,703,108.00","46,294,090.88","59,567,764.70","15,304,309.43","29,762,437.51","43,484,910.10","58,299,347.44","13,938,631.17","28,529,911.68","41,937,137.95","47,594,429.85","14,467,525.41"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,028,550.03",,,"6,840.20","314,377.48",,,,"150,256.81",,,,"29,012.33",,"51,378.43","265,139.04",,,,,,
