科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"480,622,377.26","382,804,151.32","363,828,595.89","103,055,050.72","229,320,508.54","383,242,284.01","594,441,213.56","187,088,473.86","432,547,974.28","682,580,416.65","985,454,329.94","233,673,783.47","561,752,683.67","887,675,549.99","1,308,448,170.84","334,357,172.99","754,770,450.48","1,214,989,071.65","1,772,355,254.13","365,703,463.96","851,873,501.75","1,309,755,232.37","1,789,202,698.33","280,399,894.08","649,157,165.40","981,935,843.46","1,345,320,713.48","233,792,002.75","560,747,139.97","934,590,610.42","1,384,925,742.10","340,185,094.43","820,841,276.18","1,334,897,184.20","1,997,655,720.16","454,588,214.88","1,154,426,038.64"
二、营业利润,"78,297,921.07","67,054,648.46","73,162,992.43","12,869,674.23","23,196,881.72","38,205,429.27","55,746,660.18","22,867,937.42","65,581,843.28","111,088,594.38","163,918,446.94","46,215,502.85","109,412,012.84","181,013,329.89","242,797,669.87","63,813,803.35","146,239,786.12","219,238,786.63","280,117,913.28","51,526,536.78","132,951,107.63","201,997,253.43","271,442,401.38","58,854,056.71","130,584,257.54","193,493,969.80","242,435,975.85","43,540,836.29","94,507,675.63","139,096,049.69","183,145,052.37","34,988,698.85","90,343,022.04","155,067,473.74","227,667,684.04","56,350,812.05","137,224,116.47"
减:营业成本,"361,539,162.50","272,574,812.32","241,839,048.88","73,754,424.49","173,514,874.72","291,227,376.76","453,952,303.97","138,211,530.70","313,680,253.11","487,286,336.93","691,819,171.97","156,739,030.98","376,912,203.81","584,992,452.61","873,039,746.21","221,984,863.76","496,435,675.35","809,639,458.08","1,206,757,188.22","254,105,136.00","583,037,293.82","892,450,752.53","1,203,420,051.07","167,453,699.33","397,578,206.10","598,744,626.96","814,898,353.25","141,639,824.74","356,403,723.79","620,135,802.67","931,591,687.49","255,632,959.68","614,898,781.31","990,841,339.79","1,479,036,891.66","340,352,667.83","857,291,407.69"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"7,703,528.13","7,710,789.15","7,866,886.27","2,087,165.29","4,371,106.96","7,398,768.68","10,634,121.76","2,891,949.56","6,588,794.91","11,121,358.29","16,325,103.68","3,667,335.58","8,369,966.71","13,266,355.81","18,388,084.06","2,471,973.66","5,358,137.19","8,765,323.25","12,787,797.96","2,350,288.31","6,016,229.71","9,311,097.61","13,496,378.70","2,713,951.22","6,188,997.77","9,014,594.32","12,623,345.55","2,114,668.45","4,312,712.60","6,288,320.04","12,292,950.63","3,051,813.86","6,917,235.15","10,242,446.55","14,929,610.16","2,933,330.79","8,003,805.26"
营业外收入,"3,628,612.98","1,707,983.80","5,782,094.28","3,136,943.78","4,881,626.30","5,140,493.03","9,908,880.74","315,150.95","622,494.55","966,887.77","8,142,438.47","260,891.52","692,850.59","1,127,513.66","6,929,073.50","2,277,243.11","3,439,222.59","5,048,703.22","9,504,500.92","2,609,738.26","7,104,133.12","10,520,805.54","11,372,521.41","1,083,223.71","4,945,776.38","5,786,124.25","8,655,382.71","4,486,478.26","10,448,034.34","12,335,325.61","23,795,124.34","1,726,941.84","4,808,866.71","2,851,230.37","2,397,739.65","134,256.32","2,937,552.81"
销售费用,"9,035,257.54","7,909,550.15","9,305,358.48","3,494,504.28","8,518,782.35","16,612,955.97","28,408,780.79","11,425,318.08","24,729,374.50","39,300,965.67","59,050,862.82","12,031,294.21","35,652,057.32","58,543,128.29","94,669,901.13","23,411,684.90","58,070,666.86","96,232,251.27","145,997,110.04","28,985,322.97","68,126,671.09","106,083,529.05","142,859,651.40","22,622,434.98","52,610,678.40","83,334,160.02","119,225,809.77","23,662,367.38","52,469,842.01","85,608,336.90","127,302,462.01","26,930,196.92","64,549,850.60","106,809,026.77","159,296,574.09","34,146,505.60","84,958,390.56"
减:营业外支出,"91,463.37","234,508.18","160,260.26","1,541.12","52,914.29","83,146.08","163,854.50","2,504.77","63,575.63","87,180.59","635,805.33","231,605.72","280,503.17","475,325.12","857,162.66","91,369.48","16,381.18","172,902.70","602,951.49","245,878.38","992,078.44","1,490,563.40","2,563,854.05","187,508.25","397,394.05","589,965.93","4,308,480.76","414,783.70","726,367.12","1,123,007.14","2,615,688.03","461,215.02","518,478.70","846,254.83","965,980.28","256,774.36","658,826.24"
管理费用,"16,938,978.86","24,506,398.68","26,520,816.66","7,701,475.88","15,982,622.32","27,076,298.56","42,306,305.36","12,071,910.84","25,516,631.33","40,586,215.28","62,544,515.31","13,885,286.13","30,053,301.26","49,927,837.30","79,980,484.04","20,767,721.80","45,419,344.00","73,204,904.94","113,534,985.53","27,747,729.02","56,983,864.06","91,221,328.89","138,044,437.56","31,853,207.77","63,611,659.13","95,826,877.26","136,463,803.42","29,257,422.62","57,747,719.63","84,562,662.62","124,931,517.46","24,700,157.41","52,671,167.79","83,599,629.22","135,310,784.41","29,841,878.00","78,803,815.97"
其中:非流动资产处置净损失,"83,519.19","7,554.62","41,871.06",,,,"80,202.57",,"15,500.00","15,500.00","281,916.03",,"24,650.08","43,462.42","382,512.96",,"82,749.20","97,246.35","377,794.65","5,144.44","675,605.78","902,290.71","1,702,413.31","134,240.14","309,188.61","474,094.27","770,700.89","371,482.81","624,248.66","728,779.86","1,355,859.22","87,719.29","129,540.87","231,498.94",,,
