科目,2007-12-31,2008-12-31,2009-12-31,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"13,449,831.59","8,628,244.15","19,094,861.41","17,627,889.87","20,015,263.13","586,172,813.70","592,535,988.00","555,105,573.89","543,401,224.71","527,582,605.09","421,067,255.33","366,770,921.02","348,703,871.56","327,629,749.09","324,255,371.48","175,374,420.86","270,824,350.09","129,046,310.02","98,100,643.45","149,905,544.14","91,859,290.58","59,531,099.43","80,642,910.86","86,149,220.91","741,630,779.88","227,567,610.78","236,537,973.82","167,999,346.41","251,267,807.39","211,196,803.07","321,205,852.12","254,133,195.51"
短期借款,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,"20,000,000.00","355,190,000.00","426,870,000.00","418,830,000.00","624,230,000.00","717,300,000.00","774,060,000.00","678,400,000.00","687,300,000.00","754,174,625.44","911,381,250.97","1,029,783,114.56","1,204,583,114.56","1,284,484,778.22"
交易性金融资产,"226,330.28","416,570.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"500,000.00",,"850,000.00",,"2,043,772.80",,,"290,000.00","2,490,070.00","300,000.00","1,100,000.00","650,000.00","582,860.00","7,010,860.00","1,000,000.00","900,000.00",,"500,000.00","300,000.00",,"6,362,518.86","19,849,418.40","19,889,667.51","21,855,496.13","36,458,357.60","13,687,315.76","62,569,041.88","71,844,823.54","100,424,303.18","111,530,903.89","82,745,040.96","79,501,950.49"
应付票据,,,,,,,,,,,,,,,,,,,,"78,643,875.71","53,876,027.54","74,631,938.99","86,333,007.70","89,977,107.90","81,733,810.51","103,524,622.76","110,183,942.58","126,689,286.59","110,652,790.00","80,976,608.00","70,413,354.05","87,331,245.00"
应收账款,"37,758,989.31","40,838,215.37","77,497,459.95","99,606,861.62","96,731,670.15","77,565,531.50","94,694,269.11","114,313,738.45","98,950,404.66","73,151,215.40","86,581,374.27","82,756,663.82","248,653,787.55","215,745,408.94","207,382,091.47","257,325,248.70","259,697,128.23","242,806,615.23","254,642,362.37","738,284,232.46","952,338,238.36","797,782,812.09","797,166,488.75","778,623,857.29","949,982,743.00","862,005,006.97","874,963,199.47","919,889,671.53","1,291,142,435.23","1,056,466,239.12","1,261,830,228.22","1,356,598,626.37"
应付账款,"41,573,741.94","45,512,568.84","43,022,340.23","44,555,829.22","43,657,209.55","46,590,432.81","51,913,936.82","52,865,713.46","50,218,928.23","40,919,521.98","31,351,678.34","44,762,274.50","94,638,330.02","64,248,293.35","68,721,230.86","81,421,284.53","123,958,721.96","94,474,514.83","79,296,440.80","322,184,528.15","426,006,323.57","253,234,959.00","342,865,514.79","356,385,308.95","493,290,385.07","347,860,041.97","423,788,044.51","478,766,883.44","632,403,801.88","458,329,597.91","530,786,324.48","546,417,014.68"
预付款项,"3,752,909.13","11,470,765.86","2,837,873.98","8,652,885.16","3,161,161.30","31,338,740.75","23,353,131.98","35,750,274.71","31,128,513.14","32,186,742.48","59,858,483.72","41,038,581.12","9,027,208.32","15,015,878.10","11,513,458.19","29,943,077.68","7,950,597.31","16,923,155.29","17,950,504.44","29,819,842.47","48,905,445.92","68,033,604.57","91,705,650.24","110,336,067.87","83,660,761.25","124,857,811.15","165,714,387.09","148,229,718.85","158,647,066.19","190,328,444.91","196,646,802.50","222,339,778.71"
预收款项,"2,587,951.00","16,443,193.13","16,587,566.82","18,642,953.50","15,392,481.83","16,138,266.66","36,387,755.61","33,551,859.12","16,535,347.08","15,290,862.25","17,017,120.11","33,544,825.73","29,183,209.56","36,123,054.04","42,158,035.96","58,421,591.88","17,355,905.60","21,585,441.18","27,263,702.10","83,600,646.27","38,137,054.18","61,305,323.38","26,076,375.00","68,896,342.64","114,399,064.20","130,451,001.70","182,193,382.86","144,304,240.95","128,840,947.63","171,397,522.21","226,958,656.98","326,562,742.73"
