科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"423,265,777.11","549,624,147.10","530,459,649.60","265,453,422.45","408,397,465.54","670,560,188.01","209,881,503.71","426,318,727.42","637,392,479.43","937,491,018.21","212,042,330.37","388,730,792.89","600,559,855.82","934,435,378.28","182,656,153.07","427,198,317.07","694,851,505.72","1,171,658,269.99","263,117,539.23","583,607,456.64","911,607,235.14","1,387,878,069.97","275,617,808.93","623,765,777.31","990,724,843.00","1,526,483,093.46","341,552,721.45","748,245,192.55","1,163,456,332.87","1,750,444,766.11","398,009,911.38","1,074,953,275.44","1,709,479,426.69"
二、营业利润,"35,157,949.56","47,257,050.40","67,327,701.24","40,910,268.35","59,799,496.29","87,781,880.38","21,061,200.23","40,160,886.90","62,524,233.99","92,165,559.18","23,993,599.67","40,673,530.54","64,699,994.88","101,405,135.05","20,523,822.91","50,947,920.17","87,730,353.09","144,667,633.49","26,292,842.57","70,844,473.37","113,416,504.18","168,745,422.12","39,180,800.05","93,630,478.47","161,191,571.86","260,400,293.57","57,496,534.52","136,994,036.33","216,181,897.77","309,871,315.94","51,936,175.14","165,427,083.74","274,798,143.96"
减:营业成本,"342,576,554.11","423,070,978.05","382,072,216.41","182,776,254.95","281,311,184.82","471,487,519.36","160,012,937.97","325,401,090.84","482,152,695.77","700,286,858.75","154,873,080.87","277,828,347.83","428,839,414.44","655,174,418.87","126,787,788.76","294,734,521.82","473,689,436.82","795,437,204.91","176,743,535.06","399,267,268.72","628,935,400.36","965,495,604.84","189,135,074.14","428,565,092.27","673,690,706.20","1,007,584,800.07","225,362,383.34","480,262,672.50","735,046,869.09","1,106,172,588.65","263,807,071.27","707,944,157.96","1,132,179,354.20"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"413,966.84","1,215,743.95","1,141,118.46","735,596.30","825,932.77","1,797,786.40","741,895.00","1,550,373.36","2,552,391.91","4,876,093.19","1,017,069.30","1,922,928.80","3,014,096.13","3,996,967.22","1,085,966.47","2,995,789.05","3,981,182.05","5,676,716.19","2,994,336.21","4,206,407.40","5,583,056.60","7,859,524.17","3,357,553.82","5,763,672.06","8,284,445.74","12,025,881.27","3,961,406.21","7,981,227.25","14,198,734.86","24,834,446.90","6,190,668.50","14,813,323.65","25,838,524.97"
营业外收入,"718,030.17","622,580.44","2,132,245.12","988,781.35","1,236,878.46","1,568,520.21","1,140,164.64","1,538,483.10","2,156,025.67","3,950,846.76","260,066.76","2,886,825.74","3,254,344.82","5,146,052.90","938,247.09","2,975,794.35","5,195,166.42","8,182,342.57","1,615,534.49","2,355,524.02","2,942,351.00","7,084,531.59","1,067,958.35","2,210,607.70","5,512,043.84","9,296,958.56","780,407.08","1,829,720.08","5,738,343.77","25,942,024.83","4,179,907.62","226,688.84","576,823.05"
销售费用,"18,185,461.94","31,727,463.24","37,472,374.65","18,368,913.98","31,224,441.18","48,076,000.03","17,156,434.87","34,459,750.51","50,052,269.49","78,244,052.50","19,786,746.48","38,976,499.26","60,541,752.54","101,321,145.37","19,224,434.80","44,349,753.43","74,001,565.89","123,633,275.82","28,633,236.58","56,903,774.22","86,673,861.10","128,488,077.46","27,160,431.37","63,619,904.95","99,271,295.75","149,770,520.98","32,320,375.70","70,072,572.75","113,299,935.67","179,175,096.60","45,997,589.33","107,450,043.60","157,140,848.08"
减:营业外支出,"50,351.09","273,048.82","1,573,767.96","187,456.77","204,264.21","206,992.76","33,656.71","47,166.93","134,067.73","170,517.01","92,270.71","144,089.72","152,118.07","253,223.99","68,191.35","487,919.52","516,855.87","898,232.49","50,674.04","335,574.48","398,148.79","490,320.17","258,254.35","313,240.80","343,005.60","527,766.75","110,583.82","528,054.16","582,412.55","1,045,000.18","33,778.01","154,331.89","637,073.34"
管理费用,"22,307,868.86","37,764,548.43","39,470,469.96","21,962,219.60","33,047,960.33","55,373,375.07","14,242,359.44","31,487,666.21","49,280,212.95","72,879,986.18","15,691,973.31","35,035,271.79","54,059,509.12","82,670,704.96","17,964,535.53","34,924,655.84","55,739,559.21","101,096,650.40","26,035,453.12","53,698,846.96","80,908,590.84","116,552,643.92","23,693,904.35","49,789,066.54","75,325,922.46","126,403,307.64","26,746,704.49","55,498,604.52","89,972,672.60","131,654,912.67","33,879,254.21","69,074,080.64","112,065,016.95"
其中:非流动资产处置净损失,,"1,408.00","810,048.86",,,"19,812.06","33,256.71","45,266.93","51,601.95","90,329.01","41,156.18","92,775.19","100,803.54","136,890.40","68,191.35","96,878.70","125,815.05","422,360.13","49,710.57","334,611.01","397,185.32","489,356.70","43,533.51","79,019.96","108,784.76","202,974.85","10,583.82","28,554.16","36,285.45","545,450.18","30,728.01","118,249.87","289,791.32"
