科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"5,016,665.13","11,419,798.01","29,016,726.24","26,188,517.88","15,448,089.76","358,319,113.53","338,319,667.52","308,228,683.71","306,713,140.73","322,659,081.37","297,801,297.83","276,911,921.04","274,059,176.83","272,631,981.84","247,001,887.18","190,432,483.26","159,747,479.81","140,544,697.28","115,535,084.75","89,053,110.24","63,699,143.80","70,966,778.20","75,605,468.17","37,379,705.69","21,337,884.26","84,585,500.93","58,454,915.62","34,759,361.28","174,017,934.56"
短期借款,"4,000,000.00","2,000,000.00","3,000,000.00",,,,,,,,,,,,,"1,000,000.00",,,"30,000,000.00","39,625,000.00","101,625,000.00","127,000,000.00","147,000,000.00","145,000,000.00","168,000,000.00","52,000,000.00","32,000,000.00","32,000,000.00","7,950,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,378,450.00","6,309,850.00","14,994,231.00","13,926,508.49","18,530,927.39","23,657,855.84","19,494,027.44","26,058,626.74","26,687,161.00","32,454,084.00","26,179,843.50","21,713,701.50","22,678,495.85","26,702,344.77","16,481,411.45","16,986,279.55","22,440,469.23","24,151,905.50","26,605,523.00","30,015,921.74","28,573,306.88","11,472,488.10","13,860,209.64","10,322,556.34","7,228,619.60","16,278,489.69","15,806,935.60","16,405,253.87","23,295,136.30"
应付票据,"2,365,294.40",,,,,,,,,,,"242,962.00","142,962.00",,"400,000.00","3,946,492.62","6,435,101.99","9,627,460.00","19,248,298.80","20,074,189.82","13,205,891.02","9,339,773.13","9,219,621.93","7,194,021.00","6,867,661.50","6,026,350.00","5,340,000.00","6,751,000.00","11,092,000.00"
应收账款,"37,156,436.88","40,353,354.60","54,812,588.62","69,635,114.76","84,462,628.88","91,312,103.75","102,905,928.70","111,104,790.91","126,848,766.94","134,012,964.14","159,831,654.96","184,678,256.23","220,242,791.84","250,167,975.55","280,285,825.20","322,534,866.70","337,490,750.85","349,713,115.21","344,933,001.19","329,810,007.22","320,435,410.60","322,892,708.71","309,976,621.01","300,423,859.02","296,695,529.00","311,162,206.22","383,176,214.95","415,967,382.68","358,696,684.56"
应付账款,"21,861,382.18","18,055,885.29","26,468,661.14","27,914,995.04","27,843,821.78","26,447,567.71","24,844,308.40","31,052,739.22","33,768,744.02","34,680,409.76","36,257,426.27","45,733,351.79","40,639,248.20","49,113,228.03","58,672,349.36","74,266,433.99","71,744,851.50","70,116,206.65","57,930,195.15","44,242,948.66","52,847,322.10","37,671,039.76","40,057,661.51","37,277,643.49","31,968,379.47","59,864,809.43","115,864,496.23","134,881,323.41","114,536,408.83"
预付款项,"1,786,486.00","958,076.66","130,042.88","1,131,048.43","5,179,658.45","2,806,298.19","1,599,232.70","2,519,710.87","4,913,946.34","1,033,872.72","2,123,821.38","9,557,068.79","7,697,582.26","5,672,333.86","35,373,509.86","10,290,772.89","13,460,596.25","11,647,915.35","5,839,398.91","4,212,983.41","10,063,606.28","4,990,464.31","4,884,530.45","10,629,471.09","23,897,653.53","11,125,195.34","17,300,386.60","16,895,202.48","6,317,014.35"
预收款项,"13,809,235.81","8,595,728.65","7,634,203.54","6,051,907.16","7,378,631.01","11,927,009.88","9,246,137.03","7,357,489.10","6,975,764.39","7,385,375.38","3,117,974.47","2,499,395.70","2,640,060.30","3,705,881.67","3,073,458.07","3,444,972.52","4,537,437.03","3,403,870.47","2,847,170.97","2,143,602.52","2,429,134.92","3,816,092.52","1,789,960.80","6,312,658.47","11,106,936.77","5,604,818.45","8,214,043.25","11,828,756.31","10,518,457.00"
其他应收款,"4,512,956.72","2,757,672.85","2,307,589.83","4,017,812.91","8,654,183.74","5,581,877.35","6,791,624.14","8,380,617.22","9,341,929.71","5,705,269.57","16,966,202.67","19,046,167.47","19,880,124.17","18,812,484.56","11,480,048.45","16,175,943.11","17,742,870.87","8,171,849.10","11,450,818.17","21,708,759.01","25,826,530.69","13,362,642.55","22,828,561.61","20,815,003.43","32,337,391.01","20,759,066.10","26,124,525.51","22,141,328.44","17,003,053.24"
应付职工薪酬,"587,918.57","699,389.19","1,202,954.30","1,287,739.80","1,763,504.66","1,624,471.10","1,797,614.56","3,410,797.20","3,285,831.15","3,400,242.64","3,270,695.83","2,951,457.18","2,590,355.90","2,758,127.88","2,964,961.63","3,556,225.25","3,500,028.62","4,512,250.73","5,304,462.24","7,610,172.87","7,217,274.71","5,083,489.15","4,284,009.68","4,486,924.04","4,126,060.36","4,118,150.46","4,541,280.92","4,302,441.66","3,849,358.50"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"4,253,998.78","7,096,501.03","2,386,501.79","3,811,821.35","5,537,643.34","3,544,196.46","3,446,615.10","7,102,970.41","6,252,998.07","5,392,235.31","5,695,134.59","9,439,890.47","8,766,058.45","1,206,666.26","504,169.49","3,046,579.46","-3,599,158.15","1,196,763.13","402,728.78","480,462.85","420,281.33","392,733.72","1,032,011.88","83,681.17","236,857.83","839,081.03","10,105,999.63","6,728,254.35","4,489,098.00"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,"7,030.36",,,,,,,,,,,,,,"2,300.00",,,,,,,,,,"56,066.67",,,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
