科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
销售商品、提供劳务收到的现金,"659,269,391.76","1,649,617,654.67","2,019,085,824.07","3,255,823,106.28","830,480,195.54","2,211,302,227.63","3,164,732,845.37","3,712,324,633.23","382,215,513.31","1,600,835,368.56","2,352,826,994.65","3,703,974,373.51","627,718,484.18","1,557,403,807.65","2,284,872,194.07","5,270,337,582.49","942,247,420.57","2,573,612,481.98","3,791,431,747.66","5,541,558,263.89","750,386,796.45","1,841,143,617.98","2,591,360,543.12","3,755,816,939.27","436,998,781.91","1,080,670,445.86","1,802,805,114.85","2,790,555,290.50","631,530,733.89","1,663,476,881.25","2,476,693,392.97","3,606,794,117.91","679,861,165.82","1,555,866,890.98","1,984,504,980.92","2,947,385,776.71","428,307,437.14","1,210,559,336.97","1,824,352,896.75","2,687,775,717.06","581,212,537.07","1,724,654,827.32","2,314,884,719.09"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"854,490.99","1,161,693.58","5,945,000.00","7,476,621.93","2,090,051.81","2,521,051.81","2,889,149.60","184,149.60",,,,"667,506.32",,,"3,103,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,"27,020.00","27,020.00","12,619,007.07","13,166,859.73","357,225.00","126,924,507.03","127,024,064.03","84,661,748.93",,"1,576.00","70,326.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"52,005,056.04","106,321,940.95","3,723,071.43","5,192,182.41","9,521,031.61","50,118,753.04","62,963,163.39","21,361,548.63","21,869,534.66","56,975,958.35","153,663,732.19","59,246,008.68","36,256,162.21","45,809,531.93","53,701,075.95","54,441,231.58","12,782,783.27","24,295,987.02","70,545,507.94","85,832,653.82","10,303,183.21","53,764,179.34","69,624,698.64","70,085,392.96","20,253,934.46","33,620,069.35","63,282,977.83","78,059,325.01","14,009,554.24","26,161,331.31","53,614,750.68","90,336,902.28","15,447,323.61","29,999,486.95","49,554,159.43","46,866,178.54","15,090,921.84","30,042,142.13","47,782,552.15","64,712,952.65","18,828,436.90","41,534,428.37","65,409,924.94"
投资活动现金流出小计,"27,327,592.77","37,476,571.92","68,461,530.72","146,647,467.13","70,961,970.24","338,685,791.18","348,878,278.34","319,106,947.05","2,725,964.45","10,133,868.47","118,766,716.58","132,472,694.67","7,504,969.56","12,697,988.01","40,256,535.80","96,087,131.24","108,388,515.29","189,621,474.72","302,461,026.14","390,861,878.49","132,478,964.83","256,220,270.81","425,232,283.96","667,548,233.59","267,109,476.95","343,857,925.96","396,771,071.10","512,599,484.70","63,072,983.20","230,393,024.92","292,279,853.51","316,455,740.57","39,329,732.10","72,834,583.51","123,764,774.47","183,113,475.50","36,785,799.14","48,593,369.36","210,252,254.57","403,071,513.25","25,163,260.34","183,913,088.80","202,374,956.26"
经营活动现金流入小计,"712,128,938.79","1,757,101,289.20","2,028,753,895.50","3,268,491,910.62","842,091,278.96","2,263,942,032.48","3,230,585,158.36","3,733,870,331.46","404,085,047.97","1,657,811,326.91","2,506,490,726.84","3,763,887,888.51","663,974,646.39","1,603,213,339.58","2,341,676,270.02","5,324,778,814.07","955,030,203.84","2,597,908,469.00","3,861,977,255.60","5,627,390,917.71","760,689,979.66","1,894,907,797.32","2,660,985,241.76","3,825,902,332.23","457,252,716.37","1,114,290,515.21","1,866,088,092.68","2,868,614,615.51","645,540,288.13","1,689,638,212.56","2,530,308,143.65","3,697,131,020.19","695,308,489.43","1,585,866,377.93","2,034,059,140.35","2,994,251,955.25","443,398,358.98","1,240,601,479.10","1,872,135,448.90","2,752,488,669.71","600,040,973.97","1,766,189,255.69","2,380,294,644.03"
投资活动产生的现金流量净额,"-16,820,100.22","-22,226,908.92","-59,418,387.97","194,494,231.29","-63,646,908.03","-326,223,402.60","-334,577,137.51","-191,838,676.66","2,368,386.55","-4,530,533.81","-105,327,431.81","-115,833,977.56","-6,893,808.40","-9,564,343.57","65,444,585.63","19,908,973.61","-97,124,845.31","-176,613,850.91","-288,050,148.75","-374,252,116.25","-130,928,937.78","-251,140,813.10","-418,523,260.35","-639,027,723.22","-249,987,792.56","-327,985,179.84","-379,303,558.86","-494,472,054.49","-63,015,381.37","-218,125,553.36","-279,896,195.48","-195,763,852.33","-19,709,644.15","46,496,130.78","-4,100,877.04","55,860,063.81","-36,731,772.12","97,323,227.51","-64,135,517.32","-248,497,469.39","278,134,233.50","229,044,943.48","261,838,836.73"
购买商品、接受劳务支付的现金,"625,702,963.31","1,357,250,920.04","1,502,086,943.15","2,198,695,107.67","668,148,535.57","1,825,386,396.27","2,646,803,351.75","2,965,660,451.38","275,482,461.79","1,166,063,550.84","1,951,942,951.62","2,601,909,321.65","488,092,527.18","1,159,433,543.84","1,741,171,258.21","4,014,363,425.50","1,221,563,552.94","2,308,927,961.27","3,331,851,415.52","4,030,375,096.57","711,543,662.97","1,485,885,887.70","2,057,255,882.39","2,675,509,475.14","407,824,212.53","817,857,881.94","1,304,819,881.61","1,975,263,497.67","680,181,940.76","1,410,809,032.51","2,055,553,731.34","2,711,935,245.35","516,894,616.88","1,042,942,408.14","1,489,033,314.38","1,936,226,235.46","468,647,058.39","983,707,452.61","1,531,127,106.87","2,035,517,738.03","567,963,493.89","1,293,225,371.99","2,025,016,628.52"
吸收投资收到的现金,,,,,,,,,,,,,,,,,,,,,"818,149,600.84","818,149,600.84","818,149,600.84","818,149,600.84",,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"97,058,717.67","181,595,531.10","264,807,402.51","392,156,945.51","100,117,182.02","199,700,048.55","277,791,642.86","370,319,888.51","81,876,697.14","155,065,019.58","238,161,321.70","364,055,658.28","84,213,581.53","175,977,330.29","276,382,902.10","391,664,508.66","102,916,365.49","201,879,655.21","318,353,950.52","448,748,213.81","86,853,633.99","180,935,454.77","279,233,900.18","376,214,062.21","92,934,235.05","179,246,125.92","268,111,841.08","354,392,389.56","92,400,016.91","182,963,637.07","275,063,539.47","371,870,277.89","97,135,848.35","171,918,681.45","259,122,500.95","348,228,322.14","87,388,903.13","161,171,422.29","252,644,819.56","353,655,250.37","89,367,790.92","179,747,923.03","285,817,902.28"
取得借款收到的现金,,"17,000,000.00","2,000,000.00","37,000,000.00",,,,,,,,,,,,"80,000,000.00",,"80,000,000.00","80,000,000.00","80,000,000.00",,,"30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,
支付的各项税费,"44,343,042.75","96,250,592.58","138,367,464.51","165,696,726.59","54,239,914.38","93,617,009.22","124,432,045.38","125,640,024.67","28,663,275.07","79,019,134.08","133,942,126.50","163,801,204.99","59,383,478.12","157,598,074.13","211,734,166.31","256,322,969.20","87,816,896.24","211,374,019.72","264,097,398.32","326,080,237.14","46,898,985.42","86,779,889.97","105,389,771.24","112,356,545.43","9,050,231.41","37,919,603.69","56,253,727.88","90,194,778.35","9,497,782.22","52,333,029.97","67,692,515.16","93,394,240.63","13,693,545.58","30,392,118.28","45,098,509.96","86,200,027.23","9,079,848.73","46,052,526.37","83,700,217.52","92,022,068.69","15,633,513.89","59,453,033.89","93,228,704.45"
收到其他与筹资活动有关的现金,"185,879.30","442,791.15",,,"1,815,673.44","3,163,576.63","3,921,498.60",,"655,414.87","4,208,747.46","5,443,127.45",,"1,883,661.72","6,341,038.72","8,424,129.29",,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"100,095,983.33","223,871,459.42","182,202,270.42","252,945,232.95","73,630,361.48","114,373,948.46","161,400,019.91","157,119,986.66","45,654,130.65","76,491,140.14","82,338,963.29","214,249,639.58","75,913,288.53","120,584,735.08","128,590,714.38","312,966,992.85","31,301,885.21","62,007,624.25","85,354,056.43","348,588,101.13","16,379,120.21","44,931,426.91","73,870,765.98","267,537,811.51","28,427,304.95","54,020,437.76","92,763,758.41","285,923,080.92","30,260,146.18","62,748,853.59","94,644,600.40","251,607,618.37","28,186,882.25","50,593,747.22","68,411,937.33","226,420,197.56","18,664,197.07","34,405,875.80","53,614,079.95","217,941,957.51","16,524,257.35","30,089,385.60","49,241,532.38"
筹资活动现金流入小计,"185,879.30","17,442,791.15","2,000,000.00","37,000,000.00","1,815,673.44","3,163,576.63","3,921,498.60",,"655,414.87","4,208,747.46","5,443,127.45",,"1,883,661.72","6,341,038.72","8,424,129.29","80,000,000.00",,"80,000,000.00","80,000,000.00","80,000,000.00","818,149,600.84","818,149,600.84","848,149,600.84","848,149,600.84",,,,,,,,,,,,,,,,,,,
经营活动现金流出小计,"867,200,707.06","1,858,968,503.14","2,087,464,080.59","3,009,494,012.72","896,135,993.45","2,233,077,402.50","3,210,427,059.90","3,618,740,351.22","431,676,564.65","1,476,638,844.64","2,406,385,363.11","3,344,015,824.50","707,602,875.36","1,613,593,683.34","2,357,879,041.00","4,975,317,896.21","1,443,598,699.88","2,784,189,260.45","3,999,656,820.79","5,153,791,648.65","861,675,402.59","1,798,532,659.35","2,515,750,319.79","3,431,617,894.29","538,235,983.94","1,089,044,049.31","1,721,949,208.98","2,705,773,746.50","812,339,886.07","1,708,854,553.14","2,492,954,386.37","3,428,807,382.24","655,910,893.06","1,295,846,955.09","1,861,666,262.62","2,597,074,782.39","583,780,007.32","1,225,337,277.07","1,921,086,223.90","2,699,137,014.60","689,489,056.05","1,562,515,714.51","2,453,304,767.63"
偿还债务支付的现金,,,,"15,000,000.00",,"2,369,278.54","2,369,278.54",,,,,,,,,,,"80,000,000.00","160,000,000.00","160,000,000.00",,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,
经营活动产生的现金流量净额,"-155,071,768.27","-101,867,213.94","-58,710,185.09","258,997,897.90","-54,044,714.49","30,864,629.98","20,158,098.46","115,129,980.24","-27,591,516.68","181,172,482.27","100,105,363.73","419,872,064.01","-43,628,228.97","-10,380,343.76","-16,202,770.98","349,460,917.86","-488,568,496.04","-186,280,791.45","-137,679,565.19","473,599,269.06","-100,985,422.93","96,375,137.97","145,234,921.97","394,284,437.94","-80,983,267.57","25,246,465.90","144,138,883.70","162,840,869.01","-166,799,597.94","-19,216,340.58","37,353,757.28","268,323,637.95","39,397,596.37","290,019,422.84","172,392,877.73","397,177,172.86","-140,381,648.34","15,264,202.03","-48,950,775.00","53,351,655.11","-89,448,082.08","203,673,541.18","-73,010,123.60"
分配股利、利润或偿还利息支付的现金,"46,055.49","126,910.78","1,936,717.29","4,053,786.79","417,686.60","154,820.97","211,876.99","117,034.96","48,954.22","393,228.46","24,573,032.43","24,015,464.00","52,160.30","24,170,100.35","24,222,328.04","24,015,464.00","935,625.00","25,767,524.59","25,884,524.59","25,910,759.00",,"27,192,255.23","27,408,255.23","27,811,941.55",,,"31,729,862.23","61,374,791.86",,,"26,605,887.98","51,176,587.25",,,"23,570,170.92","45,226,296.86",,,"14,904,529.00","30,315,978.47",,,"30,194,048.75"
收回投资收到的现金,,,"1,620,400.74","31,403,200.25",,,,"122,616,075.26","5,000,000.00","5,015,668.00","12,396,593.80","12,421,281.87","312,140.00","472,890.00","100,678,176.99","104,328,577.36","3,682,338.10","3,682,338.10","3,682,338.10","9,455,937.13",,,,,"16,433,490.00","15,093,420.00","15,093,420.00","15,537,884.59",,,"31,720.00","105,923,220.75","12,906,452.66","43,023,502.66","43,332,562.66","50,331,490.73","5,310.00","5,310.00","39,920.00","7,701,278.73","300,012,540.00","300,028,880.00","350,041,250.00"
支付其他与筹资活动有关的现金,"1,616.95","44,976.55",,,"1,226.82","1,518.82","1,518.82",,"1,522.22","1,522.22","1,522.22",,527.20,468.89,468.89,,,,,,,,,,,"10,891,052.63","10,891,052.63","10,891,052.63",,,,,,,,,,,,,,,
取得投资收益收到的现金,,"1,877,330.45","2,012,973.64","1,982,034.74","2,269,191.21","3,646,968.58","4,086,010.83","1,194,850.64",,,"57,236.31","585,182.50","35,732.16","55,427.44","55,427.44","418,840.49","5,773,599.04","5,814,849.04","6,330,249.04","556,650.00",,"542,212.50","542,212.50","542,212.50","444,464.59","485,577.09","743,277.09","298,812.50",,"12,042,900.00","12,077,093.00","14,003,282.20","6,619,811.75","76,089,074.37","76,095,957.69","69,087,029.62","12,666.24","100,369,353.74","100,407,727.26","100,356,687.50","3,284,953.84","112,878,171.90","114,120,778.37"
筹资活动现金流出小计,"47,672.44","171,887.33","1,936,717.29","19,053,786.79","418,913.42","2,525,618.33","2,582,674.35","117,034.96","50,476.44","394,750.68","24,574,554.65","24,015,464.00","52,687.50","24,170,569.24","24,222,796.93","24,015,464.00","935,625.00","105,767,524.59","185,884,524.59","185,910,759.00",,"27,192,255.23","27,408,255.23","27,811,941.55","30,000,000.00","40,891,052.63","72,620,914.86","102,265,844.49",,,"26,605,887.98","51,176,587.25",,,"23,570,170.92","45,226,296.86",,,"14,904,529.00","30,315,978.47",,,"30,194,048.75"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,282,417.00","4,147,257.00","5,409,768.37","10,986,580.70","80,770.00","1,023,170.00","1,595,390.00","3,457,344.49","94,351.00","587,666.66","969,786.66",,"263,289.00","2,469,277.00","4,573,767.00","11,248,687.00","1,807,732.84","3,510,436.67","4,398,290.25","6,597,175.11","1,550,027.05","4,537,245.21","6,166,811.11","27,978,297.87","243,729.80","293,749.03","1,630,815.15","2,290,733.12","57,601.83","224,571.56","274,845.03","765,385.29","93,823.54","218,137.26","235,377.08","119,555,018.96","36,050.78","45,541,933.13","45,669,089.99","46,516,077.63",,"50,980.38","51,764.62"
筹资活动产生的现金流量净额,"138,206.86","17,270,903.82","63,282.71","17,946,213.21","1,396,760.02","637,958.30","1,338,824.25","-117,034.96","604,938.43","3,813,996.78","-19,131,427.20","-24,015,464.00","1,830,974.22","-17,829,530.52","-15,798,667.64","55,984,536.00","-935,625.00","-25,767,524.59","-105,884,524.59","-105,910,759.00","818,149,600.84","790,957,345.61","820,741,345.61","820,337,659.29","-30,000,000.00","-40,891,052.63","-72,620,914.86","-102,265,844.49",,,"-26,605,887.98","-51,176,587.25",,,"-23,570,170.92","-45,226,296.86",,,"-14,904,529.00","-30,315,978.47",,,"-30,194,048.75"
处置子公司及其他营业单位收到的现金净额,"9,225,075.55","9,225,075.55",,"296,769,882.73","4,965,101.00","7,659,171.00","8,342,661.00",,,,,"3,632,252.74",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"-23,113.23","-40,274.55","-6,251.89","-52,748.15","-506,398.98","-852,626.24","-1,171,379.29","-1,322,582.05","-329,813.48","65,069.42","33,941.17","-306,379.84","-46,283.44","-212,507.09","-657,297.76","-378,247.46","-262,658.19","-467,489.73","-1,049,993.44","-989,914.25","161,980.47","10,986.82","414,349.28","47,617.17","-347,093.47","-1,028,082.45","-1,166,221.16","-1,873,762.30","916,825.14","850,507.90","570,474.97","-136,375.50","64,078.99","-521,111.25","6,447,172.97","9,348,205.50","-1,191,982.05","5,466,194.09","6,482,109.08","17,852,207.54","-1,725,786.89","-8,205,597.38","-15,539,398.89"
收到其他与投资活动有关的现金,,,,,,"133,079.00","277,079.00",,,,"15,668.00",,,"136,050.00","393,750.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,507,492.55","15,249,663.00","9,043,142.75","341,141,698.42","7,315,062.21","12,462,388.58","14,301,140.83","127,268,270.39","5,094,351.00","5,603,334.66","13,439,284.77","16,638,717.11","611,161.16","3,133,644.44","105,701,121.43","115,996,104.85","11,263,669.98","13,007,623.81","14,410,877.39","16,609,762.24","1,550,027.05","5,079,457.71","6,709,023.61","28,520,510.37","17,121,684.39","15,872,746.12","17,467,512.24","18,127,430.21","57,601.83","12,267,471.56","12,383,658.03","120,691,888.24","19,620,087.95","119,330,714.29","119,663,897.43","238,973,539.31","54,027.02","145,916,596.87","146,116,737.25","154,574,043.86","303,297,493.84","412,958,032.28","464,213,792.99"
