科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"29,785,979.95","65,631,609.69","44,806,353.19","90,689,243.81","124,076,103.03","75,582,823.43","627,514,433.50","603,603,705.04","547,627,176.51","547,513,664.12","565,253,505.10","492,541,985.79","467,587,781.45","364,026,400.24","403,677,996.86","363,292,051.28","317,032,977.75","350,342,905.17","312,731,026.61","252,062,774.99","262,668,983.07","278,417,668.81","244,635,208.70","211,429,772.81","185,050,057.08","163,989,581.65","205,472,879.08","167,495,991.28","253,023,785.65","141,562,339.69","186,320,633.43","256,640,929.21","264,103,406.33","319,903,596.79","336,768,275.29","280,395,956.67"
短期借款,"101,300,000.00","77,000,000.00","55,000,000.00","159,346,805.00","169,716,595.00","165,761,749.00","55,000,000.00","87,000,000.00","79,500,000.00","89,100,000.00","89,100,000.00","77,100,000.00","80,000,000.00","80,000,000.00","140,000,000.00","159,073,211.16","160,983,070.62","174,786,050.00","118,609,900.00","90,155,000.00","80,000,000.00","80,000,000.00","80,711,000.00","40,000,000.00","20,000,000.00","110,000,000.00","190,100,000.00","200,000,000.00","250,000,000.00","239,584,000.00","375,153,287.24","480,816,207.12","512,584,000.00","400,302,644.00","407,296,708.88","406,920,764.00"
交易性金融资产,,,,,"11,927,722.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"31,076,811.71","6,745,589.75","14,002,859.73","30,825,587.28","22,676,847.27","43,118,971.54","20,583,690.57","37,369,493.23","110,332,366.48","114,456,313.27","47,485,859.16","36,122,920.30","62,246,338.85","77,267,044.62","73,699,256.54","142,745,204.29","140,919,628.35","118,034,602.73","108,224,961.12","137,354,312.14","99,471,041.18","98,084,228.17","91,691,619.00","110,223,655.54","137,196,550.21","147,016,355.13","148,798,291.72","147,906,713.78","139,134,952.38","121,728,375.81","79,472,921.27","162,494,569.68","175,209,996.88","110,945,529.92","56,442,921.08","104,881,795.07"
应付票据,"17,130,000.00","37,000,000.00","72,030,000.00","114,080,000.00","133,470,000.00","112,870,000.00","79,420,000.00","56,678,000.00","50,783,000.00","41,595,058.68","50,066,398.11","98,465,339.43","91,561,000.00","69,576,000.00","79,200,120.52","68,544,312.48","53,055,676.65","53,301,313.49","45,876,099.42","39,848,879.42","40,424,452.34","46,641,735.02","47,631,858.14","46,619,094.20","57,702,295.83","61,809,762.09","61,481,517.62","56,881,602.92","47,151,469.27","37,817,212.40","32,975,178.87","27,377,082.11","21,432,820.72","22,719,390.90","28,568,557.51","24,956,502.80"
应收账款,"59,746,363.89","49,267,128.70","91,541,097.42","147,247,917.05","159,807,242.24","139,454,180.12","182,524,710.68","195,478,751.12","212,565,723.32","171,842,629.53","219,675,546.16","246,684,135.71","246,067,296.34","242,665,306.76","244,706,064.85","257,810,909.42","241,224,896.13","258,230,068.92","223,346,337.77","248,218,933.30","257,275,494.13","259,963,884.54","284,145,611.12","328,035,748.37","305,117,212.88","285,855,921.00","301,653,124.90","310,413,400.92","280,929,597.27","231,651,872.10","374,439,368.92","335,155,908.39","330,329,093.50","310,122,094.81","359,115,216.82","359,711,155.42"
应付账款,"23,169,564.33","22,603,570.62","35,182,734.64","56,511,791.70","43,120,867.79","51,506,468.78","27,343,539.63","47,851,048.73","69,532,618.52","72,244,979.19","86,135,273.01","62,979,771.28","57,397,758.66","61,399,882.61","45,197,104.25","94,281,040.93","77,356,668.78","91,688,303.27","70,079,122.24","81,376,891.37","84,406,599.57","60,673,350.72","74,203,443.97","97,245,514.95","99,385,206.96","101,764,606.34","87,458,837.38","94,140,779.02","95,807,432.66","97,074,954.85","109,498,696.20","99,888,602.54","99,557,653.33","99,703,131.77","94,001,069.39","84,685,476.22"
预付款项,"21,261,120.36","18,165,673.77","17,535,630.14","28,248,117.96","38,180,625.47","23,167,652.55","44,124,763.52","53,164,080.73","49,434,920.97","82,786,475.17","96,752,377.13","103,878,801.30","91,825,000.03","100,397,633.41","123,200,414.39","113,911,702.73","110,344,931.65","108,977,721.46","108,075,925.51","105,242,905.07","121,645,488.02","61,707,775.17","98,745,469.93","64,355,287.13","28,049,616.74","28,118,202.39","42,913,690.44","43,768,710.50","44,667,606.70","25,033,100.76","41,527,675.87","54,227,541.29","57,426,614.10","37,094,296.91","76,433,506.87","41,648,225.46"
预收款项,"1,648,567.40","2,032,752.29","424,162.35","361,822.98","881,271.16","554,796.79","915,368.75","487,204.34","785,779.23","400,224.22","476,837.18","1,365,813.22","685,602.46","748,581.77","837,022.29","1,573,078.95","2,415,968.13","2,028,985.11","1,229,542.41","2,019,528.95","2,209,179.83","5,606,415.78","2,249,329.48","5,983,616.42","7,812,282.04","4,585,499.24","7,805,220.46","4,036,189.86","2,466,097.89","4,902,129.11","25,726,690.09","17,424,523.18","44,649,156.55","21,207,581.35","58,861,471.78","36,051,493.99"
其他应收款,"1,968,236.28","6,485,841.76","6,082,774.75","11,128,045.95",,"10,543,717.09","10,356,160.83","24,416,195.57","25,815,739.61","19,528,853.63","19,174,859.09","21,086,664.45","27,675,487.77","22,862,982.22","25,466,111.23","25,133,140.65","24,002,959.54","18,129,790.38","17,073,260.12","13,872,815.40","16,284,074.14","46,084,618.10","45,443,251.76","38,253,044.54","61,629,047.27","32,773,226.00","39,725,969.60","39,971,513.32","38,106,622.79","33,137,016.70","43,660,286.98","42,702,004.67","56,186,730.89","40,678,662.76","53,715,942.48","50,814,434.72"
应付职工薪酬,"3,758,310.26","7,653,404.00","4,831,152.02","6,771,840.99","3,271,131.44","10,022,240.62","6,652,094.03","7,841,787.85","4,646,767.19","10,267,212.69","8,400,332.11","9,070,266.05","8,389,464.77","10,603,029.49","9,924,200.58","12,299,614.20","14,825,677.84","16,402,184.75","11,038,958.55","8,829,790.88","9,999,903.18","15,350,046.97","11,487,735.42","14,263,820.58","15,876,841.81","21,506,900.82","19,427,331.96","20,266,751.37","22,792,612.54","26,340,818.40","21,995,542.13","22,507,281.33","25,207,237.52","36,518,733.63","24,663,680.00","23,048,137.41"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"5,665,981.72","2,080,913.37","3,889,912.30","4,924,937.26","8,906,901.97","-706,339.84","8,484,032.23","4,537,597.93","7,707,144.57","3,415,726.87","8,689,677.28","204,786.48","6,302,848.30","748,057.60","6,604,375.83","5,864,105.29","2,087,723.25","7,616,530.61","9,114,844.80","7,483,710.85","4,018,384.74","3,572,805.19","5,889,066.68","9,994,456.19","7,555,826.30","9,420,831.65","55,695,871.90","14,388,419.39","11,060,369.43","8,227,516.79","20,162,178.13","16,851,257.89","10,378,269.26","14,163,527.18","18,999,144.36","10,787,315.30"
应收利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付利息,,,,,"1,489,066.67","1,405,866.67","1,693,866.67","1,981,866.67","2,269,866.67","1,706,666.67",,,,,,,,,,,,,,,,,,,,,,,,"1,550,752.07","1,949,013.53","2,663,471.15"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,"4,349,112.63","14,000,000.00","14,000,000.00",,,,,,,,,,,,,,,,,,,"18,680,000.00",,,,,,,,,,,,
存货,"37,208,469.63","36,323,086.77","41,191,187.48","69,122,014.12","72,193,343.22","89,946,416.29","84,811,721.18","76,806,181.82","66,308,203.11","71,363,386.51","85,099,033.63","89,760,057.06","75,983,162.19","76,097,704.03","90,120,192.59","87,514,744.89","89,284,433.27","90,778,724.95","92,963,431.02","78,936,622.90","79,609,043.18","67,820,808.46","79,611,227.32","74,211,255.49","87,811,246.07","106,519,222.13","86,879,481.98","69,713,805.30","59,974,426.12","112,312,663.10","95,311,665.41","83,173,767.91","90,442,148.83","97,515,481.49","103,314,992.87","84,920,207.58"
其他应付款,"44,607,825.95","28,061,149.84","2,251,292.45","4,391,001.62","7,096,054.39","7,512,510.30","3,368,854.29","1,438,184.49","1,526,744.27","7,736,741.02","5,653,658.96","4,985,397.61","5,906,024.68","6,921,647.08","7,868,659.24","7,811,346.44","7,954,399.09","7,258,878.63","8,113,799.00","7,976,864.79","6,115,171.57","6,057,461.39","4,481,589.52","5,504,695.33","10,326,586.10","32,257,369.07","33,198,631.19","13,053,138.54","14,335,005.74","13,370,072.00","42,873,522.83","21,154,823.50","28,928,790.39","41,210,216.45","46,848,246.19","36,873,791.67"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,130,148.75","1,130,148.75",,,"1,292,974.74","1,292,974.74","90,573.60"
一年内到期的非流动负债,,,,,,,,,,"10,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,"37,000,000.00","37,000,000.00","27,000,000.00"
其他流动资产,"928,630.35","359,088.70",,,"110,250.00","454,476.89","303,358.82","295,126.46","381,459.14","574,987.12","877,723.34","324,068.05","469,563.45","5,564,854.58","807,096.54","6,478,682.08","13,633,746.53","9,895,943.69","9,678,744.43","8,520,680.98","6,969,265.65","5,189,343.71","11,540,424.54","4,656,288.36","4,347,057.01","5,530,260.18","3,441,317.45","3,910,558.00","3,860,160.56","32,539,101.87","26,752,149.50","5,070,212.56","9,864,390.42","67,612,188.60","68,442,254.97","65,803,890.85"
其他流动负债,"1,826,386.75","1,568,339.57","3,272,040.18","4,669,720.93","4,056,720.77","4,310,388.53","6,074,651.48","8,358,659.97","3,940,607.69","7,932,131.28","5,058,319.17","5,414,951.42","5,288,650.78","7,110,420.15","6,071,591.66","6,767,596.91","7,589,810.13","8,589,619.54","6,605,874.71","7,354,504.41","9,945,471.90","11,066,461.71","13,568,036.19","15,184,300.13","11,334,920.39","19,377,631.19","16,373,215.09","16,246,287.20","16,509,231.06","15,834,852.60","15,145,522.66","15,331,204.45","16,930,247.19","20,123,957.77","18,400,895.34","23,492,587.28"
流动资产合计,"181,975,612.17","182,978,019.14","215,159,902.71","377,260,926.17","428,972,134.02","382,268,237.91","970,218,839.10","991,133,533.97","1,012,465,589.14","1,008,066,309.35","1,034,318,903.61","990,398,632.66","971,854,630.08","888,881,925.86","961,677,133.00","996,886,435.34","936,443,573.22","954,389,757.30","872,093,686.58","844,209,044.78","843,923,389.37","817,268,326.96","855,812,812.37","831,165,052.24","809,200,787.26","773,261,224.78","828,884,755.17","783,180,693.10","819,697,151.47","699,094,618.78","848,614,850.13","939,464,933.71","983,562,380.95","985,164,826.02","1,055,526,085.12","988,266,239.37"
