科目,2007-12-31,2008-12-31,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
应付职工薪酬,"1,597,425.51","4,206,413.67","3,162,750.58","1,787,587.92","2,599,136.66","2,563,962.29","2,778,486.14","2,561,085.88","3,334,263.38","3,745,025.97","3,546,159.08","2,965,009.98","4,412,064.11","4,283,712.22","4,469,057.01","3,222,185.72","4,277,557.61","4,718,659.36","5,135,869.45","3,267,644.87","4,038,172.54","5,765,131.18","5,965,274.96","7,273,193.38","5,888,821.57","5,472,948.84","3,935,538.16","4,742,285.06","6,732,170.62","5,986,454.79","7,726,575.47","6,358,571.30","5,294,699.64","5,865,207.10","8,886,120.39","5,558,631.89","16,063,958.38","17,392,926.67","17,796,839.52","13,509,706.65"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"6,964,823.15","14,115,607.38","8,948,372.56","8,873,054.65","2,247,409.31","2,765,674.44","-669,771.83","976,103.94","729,221.53","-411,675.76","-1,582,386.95","-1,734,748.50","-2,141,379.76","-1,638,734.84","3,700,091.50","4,253,643.27","1,362,571.13","1,118,902.99","4,286,132.83","2,417,248.06","4,052,234.07","3,191,861.50","3,114,223.86","2,972,680.40","371,235.10","779,541.28","264,334.13","-1,200,165.16","486,368.48","5,156,766.12","9,320,554.42","6,460,729.31","5,636,482.70","11,722,809.18","13,482,876.92","12,462,501.17","9,752,886.85","24,786,827.21","49,269,736.64","46,963,730.53"
应收利息,,,,,,,"3,232,600.00","2,648,000.00","6,454,305.55","3,828,901.85","6,977,619.74","6,357,152.35","9,388,567.74","4,504,065.89","4,526,207.50","828,745.56","2,221,348.89","3,092,540.28","4,501,326.94","834,337.22","2,226,940.56","3,372,631.94","4,495,817.78","813,701.67","1,550,917.50","2,522,437.50","2,690,499.17","1,424,133.34","1,519,833.33","2,316,783.34","1,267,557.69",,,,"866,930.21","1,685,344.37","2,802,622.07",,"1,094,799.61",
应付利息,,,,,,,"220,623.33",,,,"251,365.28",,,"360,083.33","417,205.56","408,650.01","408,650.01","398,999.98","440,000.02","476,666.69","495,000.02","537,472.22","746,993.50","693,162.15","593,950.44","547,417.94","641,833.20","602,056.25","584,198.86","607,444.14","791,969.09","648,652.42","571,983.35","413,500.70","19,229,406.28","628,291.73","552,589.65",,"19,600,375.01",
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,"2,873,882.69",,,,,,,,,,,,,,,
存货,"32,825,880.52","42,876,142.35","44,545,521.10","49,415,521.38","50,395,145.22","45,944,225.07","52,807,267.24","52,858,719.91","55,611,183.12","49,023,470.83","75,608,379.94","65,028,898.35","68,694,880.16","78,838,637.24","90,269,928.74","82,162,180.52","86,038,062.68","91,873,869.52","96,448,104.56","109,568,442.39","98,704,036.74","93,939,153.88","95,109,952.85","91,768,485.90","103,978,286.08","95,041,738.25","91,229,037.40","90,762,148.30","92,798,890.26","130,538,732.54","105,579,071.47","90,608,063.04","109,464,461.28","100,355,469.94","95,191,612.35","100,414,061.46","158,134,154.51","161,876,605.49","199,209,342.84","180,193,824.73"
其他应付款,"6,541,640.50","1,786,205.59","1,126,204.00","2,322,296.21","21,235,878.24","1,244,322.95","359,786.23","259,253.09","4,156,202.28","1,631,687.81","1,717,130.45","1,416,825.42","132,352.42","1,424,734.97","2,041,192.84","1,091,868.63","4,518,600.82","5,873,304.13","1,885,447.20","72,886.00","18,400,881.64","14,452,110.61","2,357,734.27","1,781,722.04","584,719.23","2,402,494.47","3,671,620.59","2,589,051.33","2,021,965.37","44,993,166.07","10,995,212.66","11,020,093.04","3,031,133.80","5,075,723.00","2,016,886.77","2,412,395.71","796,206,288.51","810,814,354.29","714,730,989.65","700,141,065.53"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"19,647,761.41","19,647,761.41","19,647,761.41","19,647,761.41",,,,,,,,,,,,,,
一年内到期的非流动负债,,,"10,000,000.00","10,000,000.00","10,000,000.00","5,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"36,000,000.00","33,500,000.00","5,000,000.00","2,500,000.00","36,000,000.00","33,500,000.00","5,000,000.00","2,500,000.00","132,858,749.62","110,500,000.00"
其他流动资产,,,,,,,,,,,,,,,"2,739,350.43","2,926,751.31","2,726,873.87","2,990,166.24","37,908,529.02","2,912,740.17","3,038,700.73","3,657,181.36","3,371,886.96","3,371,886.96","5,942,426.94","7,356,754.00","4,223,431.91","5,469,799.37","5,053,048.30","5,320,778.89","19,077,410.72","43,513,860.18","52,044,232.22","49,017,277.79","3,062,593.54","10,496,072.75","13,466,903.14","7,063,374.06","35,676,416.87","33,002,213.89"
其他流动负债,,,,,,,,,,,,,,,,"408,600.00","522,800.00","522,800.00","367,500.00",,"644,550.00","308,000.00",,,,,,,,,"8,627,878.61","8,627,878.61","401,025.64",,"6,206,949.12","7,801,019.04","7,884,589.61","14,696,520.69","9,510,192.49","9,233,827.04"
流动资产合计,"85,987,867.17","176,847,681.41","198,522,955.10","224,564,624.03","800,523,960.10","764,899,326.89","710,878,359.01","720,244,273.64","721,250,236.97","751,861,413.91","741,437,333.47","802,649,718.66","799,871,671.53","860,302,902.86","860,298,423.13","863,839,274.57","881,018,186.91","895,596,768.48","735,195,319.57","725,606,049.06","658,390,024.63","628,102,130.21","641,418,774.23","608,689,037.40","583,354,330.44","600,765,226.78","595,964,767.84","595,582,302.93","568,433,038.96","980,993,408.07","972,761,797.77","1,114,938,154.98","1,097,553,541.62","985,736,402.08","932,246,262.83","1,021,416,738.44","1,566,094,382.08","1,653,956,539.94","1,630,531,174.08","1,562,754,102.47"
流动负债合计,"74,508,468.85","107,393,833.26","82,564,034.11","96,178,752.23","193,495,387.57","156,088,088.59","129,245,704.93","130,558,055.68","120,412,844.50","136,323,138.02","136,773,834.31","184,167,047.30","183,324,144.92","237,710,783.37","252,822,977.25","244,322,033.41","266,311,251.20","284,532,787.20","287,185,759.96","320,075,361.44","334,601,051.58","345,548,123.81","373,182,168.57","367,322,643.93","335,424,836.91","348,859,025.73","389,892,477.49","379,420,270.47","409,554,525.79","475,099,534.50","479,579,514.76","383,133,058.12","348,964,072.45","242,630,283.93","370,086,237.35","390,526,364.07","1,330,545,563.89","1,404,866,520.35","1,562,777,643.74","1,479,413,915.01"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,"25,000,000.00","25,000,000.00","25,000,000.00","25,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","12,000,000.00","13,000,000.00","13,000,000.00","13,100,000.00","13,100,000.00","41,960,000.00","41,960,000.00"
长期借款,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,"90,000,000.00","90,000,000.00","90,000,000.00","90,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","80,000,000.00","5,000,000.00","20,000,000.00"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"339,103,773.55","352,583,459.17","354,267,474.77","345,332,014.46","344,074,891.17","353,719,511.36","360,032,896.40","327,669,368.68","326,323,655.05"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,129,436.71","10,129,436.71","10,129,436.71","11,465,436.71","9,017,106.46","19,973,302.79"
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"123,000,000.00","123,000,000.00","123,000,000.00","123,000,000.00","97,000,000.00","97,000,000.00","97,000,000.00","97,000,000.00","64,000,000.00","64,000,000.00"
长期股权投资,,,,,,,,,,,,,,,,,,,,"50,000,000.00","82,818,183.04","132,818,183.04","31,402,474.44","71,402,474.44","71,402,474.44","73,402,474.44","105,996,136.70","106,615,766.41","171,549,204.56","122,209,463.84","107,930,065.54","218,725,537.01","218,393,762.03","218,210,199.54","210,118,481.23","210,118,481.23","209,429,835.71","221,229,835.71","214,000,010.80","216,729,526.17"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"90,679,779.18","99,918,630.38","107,188,197.08","105,998,916.24","104,695,990.16","118,729,527.50","119,221,442.77","118,398,339.59","118,454,352.48","121,321,627.27","132,969,892.88","131,636,326.83","130,410,815.80","129,040,421.14","136,533,805.05","134,118,347.80","132,154,478.00","130,808,628.48","128,548,742.78","126,092,350.15","168,526,394.09","165,673,378.07","167,029,466.12","163,993,560.66","161,705,607.17","161,157,415.33","158,232,610.91","156,335,782.74","154,646,936.98","174,274,972.54","186,286,037.04","182,069,103.63","178,589,686.49","190,579,357.93","224,683,337.46","219,211,956.06","226,379,918.45","221,521,021.49","319,503,000.27","312,564,127.05"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16,088,986.34","1,784,601.01","1,784,601.01","1,784,601.01","1,784,601.01","1,395,233.52","1,395,233.52","7,707,764.80","7,336,416.23","5,877,166.03","5,877,166.03"
在建工程,,"2,120,000.00","21,998,249.08","21,998,249.08","21,998,249.08","10,984,283.81","13,922,434.25","15,952,583.63","21,267,635.57","18,814,877.08","9,135,600.00","7,945,925.20","8,365,063.00","8,258,909.15","1,072,000.00","1,072,000.00","10,102,000.00","1,908,000.00","4,201,188.78","4,208,485.78","6,594,995.08","5,839,995.08","1,819,374.00","1,819,374.00","1,819,374.00","1,819,374.00","1,048,000.00","1,048,000.00",,"5,507,525.46","2,086,153.67","4,575,817.77","7,309,015.19","10,534,447.85","1,970,781.39","4,522,298.54","2,439,407.17","13,731,590.00","1,619,692.28","5,402,469.16"
其他非流动负债,,,,,,,,,,,,,,,,,,,"155,300.00","308,000.00","124,700,000.00","124,700,000.00",,,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,,,,,,"155,300.00","308,000.00","124,700,000.00","124,700,000.00","308,000.00","308,000.00",,,,,,"16,088,986.34","216,420,534.19","555,524,307.74","569,003,993.36","570,688,008.96","528,652,828.52","527,395,705.23","543,352,856.70","549,294,893.17","408,396,297.34","422,050,583.71"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"74,508,468.85","107,393,833.26","112,564,034.11","126,178,752.23","223,495,387.57","186,088,088.59","129,245,704.93","130,558,055.68","120,412,844.50","136,323,138.02","136,773,834.31","184,167,047.30","183,324,144.92","237,710,783.37","252,822,977.25","244,322,033.41","266,311,251.20","284,532,787.20","287,341,059.96","320,383,361.44","459,301,051.58","470,248,123.81","373,490,168.57","367,630,643.93","335,424,836.91","348,859,025.73","389,892,477.49","379,420,270.47","409,554,525.79","491,188,520.84","696,000,048.95","938,657,365.86","917,968,065.81","813,318,292.89","898,739,065.87","917,922,069.30","1,873,898,420.59","1,954,161,413.52","1,971,173,941.08","1,901,464,498.72"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"52,800,000.00","75,000,000.00","75,000,000.00","75,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","150,000,000.00","375,000,000.00","434,800,140.00","434,800,140.00","434,800,140.00","434,800,140.00","434,800,140.00","434,800,140.00","434,800,140.00","489,837,266.00","481,056,870.00","481,056,870.00","481,056,870.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"772,918.54","84,302,484.84","84,302,484.84","84,302,484.84","520,302,484.84","520,302,484.84","535,894,284.84","535,894,284.84","535,894,284.84","535,894,284.84","535,894,284.84","535,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","485,894,284.84","260,894,284.84","1,025,781,879.09","1,026,574,331.92","1,026,574,331.92","1,026,574,331.92","1,026,574,331.92","1,026,574,331.92","1,026,574,331.92","1,427,368,457.77","1,362,072,702.33","1,348,540,585.60","1,348,540,585.60"
无形资产,"3,544,575.46","5,310,910.67","5,220,830.37","5,169,595.29","5,118,360.21","5,067,125.13","5,015,890.05","4,964,654.97","4,913,419.89","4,862,184.81","6,261,077.94","6,136,272.09","6,276,966.24","6,149,739.34","6,304,136.30","6,149,037.14","5,993,937.98","5,838,838.82","169,378,528.58","168,288,294.00","302,138,303.86","300,475,536.89","298,844,084.29","297,225,382.02","295,569,269.94","293,961,649.95","292,296,539.22","290,660,382.06","289,024,224.90","302,800,574.15","300,680,557.78","299,890,996.60","297,212,535.18","295,485,202.57","315,586,147.72","313,811,074.49","421,388,732.52","482,212,316.40","516,886,705.03","510,031,680.67"
盈余公积,"5,533,708.75","2,728,777.79","7,339,938.75","7,339,938.75","10,282,743.82","11,431,231.69","11,028,771.71","12,191,923.91","14,290,185.77","16,150,037.81","16,547,540.41","18,317,567.66","19,952,440.30","21,626,475.62","21,516,154.40","23,009,818.54","24,208,652.42","25,330,277.70","25,489,972.05","26,912,738.14","25,489,972.05","28,381,550.89","27,741,748.41","28,597,164.09","27,741,748.41","27,741,748.41","30,809,328.74","30,809,328.74","30,809,328.74","30,809,328.74","30,955,536.44","30,955,536.44","30,955,536.44","30,955,536.44","33,481,335.68","33,481,335.68","33,481,335.68","33,481,335.68","33,481,335.68","33,481,335.68"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74,200,000.00",,,
商誉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"604,408,439.97","867,417,152.25","867,417,152.25","867,417,152.25","867,417,152.25","867,417,152.25","867,417,152.25","1,607,192,439.45","1,607,192,439.45","1,628,583,557.37","1,628,583,557.37"
未分配利润,"47,130,481.41","15,700,208.38","55,739,726.99","66,891,706.92","80,153,301.54","90,547,187.90","84,729,416.23","95,326,486.92","110,137,555.01","124,326,040.31","116,952,089.38","127,953,881.87","123,052,621.31","128,017,448.85","120,457,212.08","128,634,739.00","129,917,210.27","130,719,904.16","120,083,052.49","123,650,249.27","128,357,441.71","127,482,705.22","126,233,895.58","130,536,985.85","132,440,408.87","133,587,335.14","132,556,411.92","137,992,848.27","140,469,659.31","239,027,534.96","266,207,450.13","273,520,087.77","273,290,278.49","306,103,451.35","326,273,427.87","333,956,168.29","375,768,217.55","463,003,016.06","531,124,776.93","538,584,536.41"
长期待摊费用,,,"1,523,600.00","1,439,199.98","1,354,799.96","8,205,849.72","11,337,276.73","13,757,437.82","14,377,520.28","15,350,293.42","15,502,158.10","17,256,849.71","16,601,040.40","18,527,477.12","25,158,332.25","25,448,432.71","25,744,651.63","40,696,269.50","29,826,741.09","30,926,164.06","28,587,898.56","27,156,700.01","19,044,979.69","16,494,491.34","14,148,913.43","13,676,195.33","8,918,099.24","7,384,080.47","5,862,471.70","4,662,898.76","752,860.16","769,228.52","900,467.64","1,863,754.87","4,422,773.15","5,852,520.77","17,164,753.17","15,758,667.69","13,980,787.77","12,223,541.24"
少数股东权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"336,761.26","318,226.73","310,888.73","303,557.84","296,361.93","379,695.05","619,004.87","37,808,802.77","36,947,256.17","57,237,030.93","53,075,901.94"
递延所得税资产,"533,355.74","928,081.81","492,353.06","542,298.12","542,558.26","482,879.97","522,774.90","653,461.70","471,704.93","483,104.49","861,686.55","707,689.18","697,934.40","969,543.07","1,323,931.84","1,233,783.57","1,318,144.21","1,628,748.62","1,657,848.54","1,719,290.64","1,986,950.92","1,940,741.46","1,780,408.63","1,014,222.85","1,388,839.21","1,300,058.29","1,696,349.08","1,490,417.71","2,211,921.58","2,086,882.10","3,432,359.96","3,432,359.96","3,515,750.10","3,753,597.44","8,796,453.84","8,796,453.84","10,120,191.32","10,312,142.59","19,485,453.36","19,934,368.63"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,,,,,,,,,,,,,,,,,"2,020,536.00","2,020,536.00","2,112,470.40",,,,,,"1,508,750.00","1,000,000.00","1,000,000.00","26,000,000.00","131,877,169.81","73,076,937.73","80,523,403.78","80,242,603.78","27,047,052.80","26,047,052.80"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"94,757,710.38","108,277,622.86","136,423,229.59","135,148,258.71","133,709,957.67","143,469,666.13","150,019,818.70","153,726,477.71","159,484,633.15","160,832,087.07","164,730,415.47","163,683,063.01","162,351,819.84","162,946,089.82","170,392,205.44","168,021,601.22","175,313,211.82","180,880,485.42","333,613,049.77","381,234,584.63","590,652,725.55","633,904,534.55","521,941,323.17","553,970,041.31","548,146,948.59","545,317,167.34","593,187,735.15","588,534,429.39","648,294,759.72","1,240,950,756.82","1,482,093,936.40","1,589,880,195.74","1,586,338,368.88","1,626,311,712.45","1,788,001,733.56","1,725,936,311.62","2,597,868,118.28","2,676,766,053.82","2,792,083,366.14","2,793,449,625.88"
所有者权益(或股东权益)合计,"106,237,108.70","177,731,471.01","222,382,150.58","233,534,130.51","710,738,530.20","722,280,904.43","731,652,472.78","743,412,695.67","760,322,025.62","776,370,362.96","769,393,914.63","782,165,734.37","778,899,346.45","785,538,209.31","777,867,651.32","787,538,842.38","790,020,147.53","791,944,466.70","781,467,309.38","786,457,272.25","789,741,698.60","791,758,540.95","789,869,928.83","795,028,434.78","796,076,442.12","797,223,368.39","799,260,025.50","804,696,461.85","807,173,272.89","1,730,755,644.05","1,758,855,685.22","1,766,160,984.86","1,765,923,844.69","1,798,729,821.64","1,821,508,930.52","1,829,430,980.76","2,290,064,079.77","2,376,561,180.24","2,451,440,599.14","2,454,739,229.63"
资产总计,"180,745,577.55","285,125,304.27","334,946,184.69","359,712,882.74","934,233,917.77","908,368,993.02","860,898,177.71","873,970,751.35","880,734,870.12","912,693,500.98","906,167,748.94","966,332,781.67","962,223,491.37","1,023,248,992.68","1,030,690,628.57","1,031,860,875.79","1,056,331,398.73","1,076,477,253.90","1,068,808,369.34","1,106,840,633.69","1,249,042,750.18","1,262,006,664.76","1,163,360,097.40","1,162,659,078.71","1,131,501,279.03","1,146,082,394.12","1,189,152,502.99","1,184,116,732.32","1,216,727,798.68","2,221,944,164.89","2,454,855,734.17","2,704,818,350.72","2,683,891,910.50","2,612,048,114.53","2,720,247,996.39","2,747,353,050.06","4,163,962,500.36","4,330,722,593.76","4,422,614,540.22","4,356,203,728.35"
负债和所有者(或股东权益)合计,"180,745,577.55","285,125,304.27","334,946,184.69","359,712,882.74","934,233,917.77","908,368,993.02","860,898,177.71","873,970,751.35","880,734,870.12","912,693,500.98","906,167,748.94","966,332,781.67","962,223,491.37","1,023,248,992.68","1,030,690,628.57","1,031,860,875.79","1,056,331,398.73","1,076,477,253.90","1,068,808,369.34","1,106,840,633.69","1,249,042,750.18","1,262,006,664.76","1,163,360,097.40","1,162,659,078.71","1,131,501,279.03","1,146,082,394.12","1,189,152,502.99","1,184,116,732.32","1,216,727,798.68","2,221,944,164.89","2,454,855,734.17","2,704,818,350.72","2,683,891,910.50","2,612,048,114.53","2,720,247,996.39","2,747,353,050.06","4,163,962,500.36","4,330,722,593.76","4,422,614,540.22","4,356,203,728.35"
