科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"131,066,980.11","225,991,528.21","377,943,637.00","312,113,755.33","310,754,910.60","378,484,399.09","907,282,178.50","584,771,454.64","523,369,283.51","519,745,376.72","499,319,730.58","589,171,827.66","588,011,083.64","792,432,933.37","646,580,418.33"
短期借款,"111,300,000.00","161,299,540.00","172,562,557.23","144,000,000.00","252,177,863.37","171,992,345.91","203,814,482.54","264,261,261.93","233,261,261.93","170,000,000.00","135,878,400.00","398,878,400.00","469,178,400.00","434,178,400.00","331,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,"620,000,000.00"
交易性金融负债,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,"500,000.00","500,000.00",,,
应付票据,"54,083,941.54","143,568,436.36","139,335,695.75","140,918,974.17","156,988,541.59","167,693,738.16","198,243,395.49","134,341,452.54","128,946,374.07","154,724,193.04","188,936,004.81","171,813,397.77",,"173,133,535.93",
应收账款,"110,193,432.32","106,451,144.10","85,966,757.47","74,696,216.63","89,351,350.27","105,941,405.08","83,997,643.41","103,953,373.79","115,509,366.02","114,719,199.75","116,336,376.17","74,278,503.92","89,606,899.31","116,936,394.35","138,128,583.28"
应付账款,"328,959,590.84","378,044,695.75","491,322,459.94","436,957,858.80","368,375,230.79","576,648,399.96","461,051,991.38","443,160,672.58","404,739,780.74","596,788,257.51","475,107,614.90","490,252,009.89",,"778,924,740.48",
预付款项,"16,851,817.53","21,148,037.59","13,071,608.79","12,023,376.78","15,054,553.82","32,205,789.91","25,698,112.98","26,392,464.63","26,689,940.19","25,639,552.02","27,062,859.18","69,424,080.74","80,417,231.12","25,336,938.50","30,650,876.10"
预收款项,"180,014,521.00","220,441,192.30","356,319,194.13","287,929,708.54","303,447,824.33","384,937,145.14","563,643,395.32","305,841,151.76","370,889,711.68","436,840,096.55","725,644,150.61","398,939,509.95","464,250,154.35","503,130,673.38","785,445,150.00"
其他应收款,"5,182,745.84","5,580,892.71","4,965,536.96","5,394,741.29","7,704,729.19","3,329,555.26","6,380,946.40","4,380,733.70","6,029,609.38","3,299,616.90","5,677,861.17","4,757,367.79","6,043,907.05","3,566,774.78","4,874,043.61"
应付职工薪酬,"24,695,768.99","34,105,375.92","42,969,226.77","27,662,106.93","31,010,916.75","59,077,187.22","29,969,874.09","31,773,547.54","33,948,763.69","60,528,680.60","42,862,343.79","44,769,570.82","42,249,723.55","78,649,724.71","54,274,295.43"
应收关联公司款,,,,,,,,,,,,,,,
应交税费,"17,846,381.74","23,188,678.66","16,831,571.93","32,024,476.65","22,565,570.92","24,667,312.55","43,329,765.57","38,049,400.01","43,967,698.53","41,127,184.30","44,272,566.02","46,546,618.58","42,415,184.12","39,235,207.54","33,006,844.10"
应收利息,,,,,,,,,,,,,,,
应付利息,"269,418.76","285,354.72","463,113.09","149,821.24","376,794.06","383,390.52","193,539.88","304,646.50","483,685.36","385,023.35","136,886.02","459,837.69","847,370.21","1,220,346.17","1,479,346.61"
应收股利,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,
存货,"476,736,888.57","572,082,724.57","586,916,154.11","568,420,395.07","607,121,921.73","737,519,209.74","902,920,162.05","696,971,757.92","665,923,936.11","803,865,649.80","914,305,146.94","835,426,331.07","877,010,804.98","1,162,864,174.39","1,232,462,450.98"
其他应付款,"19,128,293.64","23,594,272.28","21,713,914.70","26,208,402.55","32,451,898.44","27,268,464.49","43,495,497.08","31,965,035.70","38,028,697.73","34,523,874.74","38,976,413.16","32,850,679.01","37,510,655.23","45,481,291.75","38,110,203.08"
其中:消耗性生物资产,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,
一年内到期的非流动负债,"20,000,000.00","9,500,000.00",,,,,,,,,,,,,
其他流动资产,,,,,,"13,104,985.79","44,935,553.11","232,172,508.46","288,543,430.20","402,902,204.97","387,550,086.84","254,677,744.36","688,714,229.08","622,900,065.50","60,715,846.96"
其他流动负债,,,,,,,,,,,,,,,
流动资产合计,"740,031,864.37","931,254,327.18","1,068,863,694.33","972,648,485.10","1,029,987,465.61","1,270,585,344.87","1,971,214,596.45","1,648,642,293.14","1,626,065,565.41","1,870,171,600.16","1,950,752,060.88","1,828,235,855.54","2,329,804,155.18","2,724,037,280.89","2,733,412,219.26"
流动负债合计,"756,297,916.51","994,027,545.99","1,241,517,733.54","1,095,851,348.88","1,167,394,640.25","1,412,667,983.95","1,543,741,941.35","1,249,697,168.56","1,254,265,973.73","1,494,917,310.09","1,651,814,379.31","1,584,510,023.71","1,642,482,269.16","2,052,733,573.79","2,005,099,907.22"
可供出售金融资产,,,,,,,,,,,,"79,800,000.00","79,800,000.00","79,800,000.00",
长期借款,"9,500,000.00",,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,"347,738,895.69","354,131,480.52","360,462,055.23"
