科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
其他应收款,"6,398,013.67","3,110,699.37","5,166,649.91","6,579,198.10","1,434,379.91","5,471,793.07","778,559.62","701,981.41","1,000,348.05","553,739.35","503,365.15","703,956.81","485,538.38","1,100,084.86","975,243.37","1,120,222.13","1,728,478.37","3,393,374.76","1,811,234.58","1,806,823.12","2,537,631.50","6,429,411.40","2,721,930,772.45"
应付职工薪酬,"6,131,335.20","6,298,524.28","2,578,094.02","3,052,628.72","2,767,438.34","2,945,106.38","3,520,711.77","2,987,810.84","2,906,495.48","3,128,157.77","4,684,233.54","4,397,045.05","4,124,896.67","11,699,778.07","16,647,488.72","10,534,911.80","12,750,430.11","11,999,414.33","11,338,035.82","10,003,958.12","51,400,297.11","50,220,366.05","57,188,965.89"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-715,254.35","2,512,461.43","7,592,312.25","7,016,136.19","8,021,505.30","2,380,765.89","406,249.04","3,607,737.35","7,044,524.47","9,707,264.78","7,353,920.21","7,865,355.07","25,456,031.62","11,722,368.73","12,113,406.12","4,899,543.36","6,897,632.32","9,941,070.82","16,464,221.95","6,209,562.94","49,162,306.62","49,717,818.51","110,119,508.21"
应收利息,,,,,,,,,,,,,,,,,,,,,"34,637,770.41","55,866,445.09","79,049,176.92"
应付利息,,,,,,,,,,,,,,,"226,183.33","93,333.33","99,333.33",,"40,437.00",,"13,023,655.34","26,412,332.57","65,433,443.10"
应收股利,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,"39,196,825.54",,,,,,,,,,,,,,,,,,
存货,"139,424,815.19","167,533,913.05","108,324,275.99","123,502,583.47","136,720,427.43","160,336,772.71","168,945,534.90","194,560,436.85","175,125,745.63","216,976,088.37","214,045,413.17","201,590,680.48","184,671,194.09","216,009,705.23","226,982,702.27","193,140,084.75","196,165,287.82","161,547,865.92","122,513,629.38","133,280,944.08","119,789,091.38","131,724,760.02","232,085,149.63"
其他应付款,"18,489,157.39","863,186.85","1,065,160.00","1,032,967.13","3,217,525.17","3,390,681.60","6,171,134.08","4,598,714.95","2,927,337.47","3,628,387.45","6,427,958.24","4,971,312.55","5,749,602.40","5,695,843.93","5,222,258.00","2,425,816.73","2,563,612.56","2,661,401.20","7,578,406.88","1,989,891,488.87","4,420,526.54","98,409,846.38","72,250,139.04"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,"177,250,000.00","171,000,000.00","170,000,000.00","50,000,000.00",,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","25,000,000.00","50,000,000.00","48,000,000.00","18,000,000.00",,,,,
其他流动资产,,,,,,,"3,945,522.96","978,947.13","9,668,816.69","1,648,104.36",,"437,043.48","224,728.27","286,342.94","12,957,389.72","25,744,623.32","9,773,274.60","370,416.74","4,149,817.19","1,990,253,486.10","2,312,288,477.73","2,390,407,826.44","421,620,507.49"
其他流动负债,,,,,,,,,,,,,,,,,,,,,"2,777,013.77","224,675.87","2,255,084.13"
流动资产合计,"507,156,785.30","614,441,189.37","813,108,104.47","800,847,454.74","1,054,368,995.40","933,073,872.23","809,800,751.25","855,969,150.31","894,664,338.87","1,068,319,055.52","1,030,531,866.31","1,015,775,264.36","1,071,400,329.38","1,164,551,429.31","992,840,685.80","886,251,595.23","913,156,909.77","827,043,165.94","689,316,867.55","2,677,621,341.42","16,747,706,526.58","15,695,460,774.63","18,147,429,973.05"
流动负债合计,"280,810,173.24","286,936,748.67","576,042,169.59","550,453,941.27","498,847,836.32","410,537,082.75","344,523,632.28","338,383,388.08","416,775,946.02","578,801,056.92","499,015,356.97","467,653,147.38","555,968,519.37","642,337,245.10","506,241,283.42","410,214,647.55","495,830,120.51","402,905,603.74","264,082,665.83","2,237,917,507.78","8,951,820,528.27","8,476,182,841.37","9,550,434,137.60"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,"1,686,249,969.34","1,905,942,810.72","4,129,240,891.56"
长期借款,"130,000,000.00","185,000,000.00","79,000,000.00","78,000,000.00","79,000,000.00","30,000,000.00",,"50,000,000.00","50,000,000.00","45,000,000.00","75,000,000.00","70,000,000.00","68,000,000.00","63,000,000.00","25,000,000.00",,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,"1,923,690,000.00","1,400,000,000.00","4,394,741,242.78"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,"68,878,563.84","69,782,542.56","66,331,578.31"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"153,839,595.38","150,525,920.01","167,561,046.30","164,369,280.27","202,719,262.25","200,469,277.38","205,556,763.97","202,743,981.44","203,042,798.71","212,661,175.34","231,754,095.98","227,529,804.71","227,672,586.68","241,031,102.99","308,736,521.98","302,361,050.48","307,925,520.06","302,527,351.66","301,566,266.83","297,607,581.26","349,193,682.04","340,968,275.72","335,084,140.29"
递延所得税负债,,,,,,,,,,,,,,,"669,197.01","655,388.23","645,829.28","675,647.35","658,968.56","658,968.56","5,094,817.90","15,588,424.04","33,819,002.74"
在建工程,"1,152,307.66","12,004,738.24","30,346,161.98","34,380,097.28","9,397,883.13","11,529,399.65","22,806,124.34","37,258,998.90","48,190,912.95","43,888,211.73","58,027,099.27","62,008,176.43","68,197,915.25","61,765,316.86","12,773,667.35","17,748,572.07","11,996,624.90","14,346,797.33","9,327,951.85","7,157,929.00","7,188,425.17","6,471,631.46","5,787,113.55"
其他非流动负债,,"7,750,000.00",,,,,,,,,,,,,,,"1,240,000.00","1,540,000.00",,,,,"375,000,000.00"
工程物资,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,"130,000,000.00","192,750,000.00","79,000,000.00","78,000,000.00","79,000,000.00","30,000,000.00",,"50,000,000.00","50,000,000.00","45,000,000.00","75,000,000.00","70,000,000.00","68,000,000.00","63,000,000.00","25,669,197.01","655,388.23","1,885,829.28","2,215,647.35","2,328,968.56","2,328,968.56","1,932,454,817.90","1,419,258,424.04","4,807,230,245.52"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"410,810,173.24","479,686,748.67","655,042,169.59","628,453,941.27","577,847,836.32","440,537,082.75","344,523,632.28","388,383,388.08","466,775,946.02","623,801,056.92","574,015,356.97","537,653,147.38","623,968,519.37","705,337,245.10","531,910,480.43","410,870,035.78","497,715,949.79","405,121,251.09","266,411,634.39","2,240,246,476.34","10,884,275,346.17","9,895,441,265.41","14,357,664,383.12"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,
实收资本(或股本),"129,518,331.78","150,000,000.00","150,000,000.00","150,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","200,000,000.00","936,127,750.00","936,127,750.00","936,127,750.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"48,807,573.54","144,422,236.16","144,422,236.16","144,422,236.16","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","429,089,779.67","10,022,968,324.20","10,022,968,324.20","10,022,606,084.61"
无形资产,"37,126,520.31","36,407,714.49","35,355,481.83","35,080,738.42","35,020,480.03","35,057,208.20","34,714,372.77","34,445,499.07","34,110,722.38","33,939,757.69","33,415,250.26","33,183,662.80","32,952,075.34","37,075,181.48","36,821,747.72","36,568,313.96","36,314,880.20","36,061,446.64","35,808,012.88","35,600,393.14","53,266,528.68","53,036,726.20","53,617,185.45"
盈余公积,"22,937,612.92","2,840,236.65","9,098,389.18","9,098,389.18","9,098,389.18","9,098,389.18","14,761,921.44","14,761,921.44","14,761,921.44","14,761,921.44","22,386,945.56","22,386,945.56","22,386,945.56","22,386,945.56","32,210,413.29","32,210,413.29","32,210,413.29","32,210,413.29","32,819,438.83","32,819,438.83","32,819,438.83","32,819,438.83","40,336,352.49"
开发支出,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,,,,,,,,"3,161,210,831.44","3,161,210,831.44","3,162,030,950.83"
未分配利润,"89,821,426.44","37,970,862.30","88,698,394.43","103,467,503.00","86,425,125.82","101,984,339.36","108,588,788.45","126,997,163.94","100,478,471.74","126,123,187.53","141,588,806.36","164,667,536.96","134,597,722.10","158,444,098.54","165,124,504.68","177,742,740.76","114,128,681.47","116,398,926.49","110,678,933.94","117,861,152.85","209,083,499.73","343,118,790.58","601,307,611.10"
长期待摊费用,"1,738,540.90","1,255,781.22","715,648.37","701,167.45","611,605.69","505,189.96","436,321.07","767,305.20","693,836.25","620,367.30","546,898.35","905,192.02","825,932.66","988,355.90","2,764,609.57","4,006,407.73","4,459,116.19","5,136,815.04","5,831,321.82","5,735,438.35","17,125,007.18","15,710,667.06","18,288,070.78"
少数股东权益,,,,,,,,,,,,,,,,,"2,968,915.14","5,947,433.24","5,881,745.30","5,853,727.55","18,848,568.25","8,766,341.12","8,803,075.10"
递延所得税资产,"881,368.37","284,740.45","174,746.41","63,331.45","342,904.49","74,643.54","240,849.55","575,619.00","954,221.83","960,728.12","107,197.03","538,052.84","551,896.59","595,921.20","664,239.97","1,168,998.27","746,235.99","808,312.93","941,098.95","962,942.64","911,037.03","1,469,103.53","11,505,029.64"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"23,408,938.89","27,471,699.21","29,449,287.88","33,386,649.86","12,698,481.36","13,857,256.41","8,442,230.80","9,250,761.13","3,733,705.68","1,808,031.76","1,514,452.25","2,843,914.24","2,090,012.25","1,184,949.43","26,038.98","63,158.64","1,235,104.71"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"194,738,332.62","200,478,894.41","234,153,084.89","234,594,614.87","248,092,135.59","247,635,718.73","287,163,370.59","303,263,102.82","316,441,780.00","325,456,890.04","336,549,022.25","338,022,145.21","338,642,637.32","350,706,639.56","365,494,492.27","363,661,374.27","362,956,829.59","361,724,637.84","355,564,664.58","348,249,233.82","5,344,050,083.70","5,554,655,747.33","7,783,120,065.12"
所有者权益(或股东权益)合计,"291,084,944.68","335,233,335.11","392,219,019.77","406,988,128.34","724,613,294.67","740,172,508.21","752,440,489.56","770,848,865.05","744,330,172.85","769,974,888.64","793,065,531.59","816,144,262.19","786,074,447.33","809,920,823.77","826,424,697.64","839,042,933.72","778,397,789.57","783,646,552.69","778,469,897.74","785,624,098.90","11,207,481,264.11","11,354,675,256.55","11,572,885,655.05"
资产总计,"701,895,117.92","814,920,083.78","1,047,261,189.36","1,035,442,069.61","1,302,461,130.99","1,180,709,590.96","1,096,964,121.84","1,159,232,253.13","1,211,106,118.87","1,393,775,945.56","1,367,080,888.56","1,353,797,409.57","1,410,042,966.70","1,515,258,068.87","1,358,335,178.07","1,249,912,969.50","1,276,113,739.36","1,188,767,803.78","1,044,881,532.13","3,025,870,575.24","22,091,756,610.28","21,250,116,521.96","25,930,550,038.17"
负债和所有者(或股东权益)合计,"701,895,117.92","814,920,083.78","1,047,261,189.36","1,035,442,069.61","1,302,461,130.99","1,180,709,590.96","1,096,964,121.84","1,159,232,253.13","1,211,106,118.87","1,393,775,945.56","1,367,080,888.56","1,353,797,409.57","1,410,042,966.70","1,515,258,068.87","1,358,335,178.07","1,249,912,969.50","1,276,113,739.36","1,188,767,803.78","1,044,881,532.13","3,025,870,575.24","22,091,756,610.28","21,250,116,521.96","25,930,550,038.17"
