科目,2009-12-31,2010-12-31,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
货币资金,"106,711,555.82","110,271,413.96","144,144,404.96","76,078,226.41","265,993,240.87","222,090,974.62","188,270,481.54","216,183,115.76","161,722,715.04","159,669,940.42","141,167,731.22","115,040,462.65","134,952,752.56","178,652,792.43","93,892,442.54","46,955,381.15","95,057,068.51","76,609,510.29","64,125,510.44","73,420,963.68","11,777,722,219.09","9,776,061,606.43","7,759,033,183.29"
短期借款,"8,490,183.88",,"118,650,000.00","134,010,000.00","30,000,000.00","100,000,000.00","100,000,000.00","88,000,000.00","51,173,257.28","250,358,751.01","140,000,000.00","160,000,000.00","90,000,000.00","262,500,000.00","122,500,000.00","77,832,376.49","131,970,556.98","80,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00","51,775,584.20"
交易性金融资产,"619,008.00",,,,,,,,,,,,,,,,,,,,"850,752,142.62","1,017,510,239.83","2,412,043,481.70"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"38,401,857.37","55,089,019.68","349,340,181.35","252,494,142.06","287,890,936.41","120,878,693.09","201,156,586.88","115,079,033.45","193,369,611.65","323,139,502.80","329,352,067.96","332,481,060.31","372,882,621.15","435,654,647.10","288,888,119.30","188,076,902.33","163,677,809.90","323,568,778.03","190,430,774.17","244,872,998.75","214,993,517.19","188,074,293.64","95,795,734.34"
应付票据,"159,347,661.32","199,116,039.60","168,003,245.26","143,183,201.32","158,337,868.40","171,978,420.06","163,497,851.65","153,953,541.40","221,027,888.69","208,926,835.87","207,425,218.42","147,089,376.85","291,858,770.09","183,270,150.32","194,645,116.97","149,604,677.77","159,604,218.24","183,332,984.89","116,873,274.27","86,590,624.28","81,247,599.45","91,277,332.13","111,584,979.41"
应收账款,"208,747,968.66","268,466,150.18","195,288,312.37","324,452,041.52","347,323,321.16","396,273,761.50","237,428,720.32","318,781,459.63","342,134,173.16","364,379,931.04","333,108,382.37","363,065,373.23","374,229,353.01","331,168,193.24","357,542,111.51","423,038,912.90","429,794,599.43","248,847,448.49","298,181,657.77","223,098,296.91","264,463,593.15","423,929,940.64","482,870,617.36"
应付账款,"85,992,284.32","76,762,821.57","93,165,507.86","87,441,906.85","86,545,753.79","79,502,128.38","63,099,326.19","76,001,522.94","128,030,758.36","101,635,402.05","99,568,124.87","111,998,939.32","107,911,156.94","136,794,201.62","128,309,490.73","113,290,876.63","132,613,019.78","95,354,477.91","79,435,487.56","113,576,544.83","113,273,025.40","174,870,713.72","305,713,420.10"
预付款项,"6,853,566.59","9,969,993.13","10,844,279.89","17,741,263.18","15,006,689.62","28,021,877.24","9,275,345.03","9,684,176.08","11,642,928.65","1,951,749.18","12,354,906.44","2,456,687.40","3,954,141.92","1,679,663.51","11,602,677.09","8,175,468.65","16,960,391.14","12,705,771.71","8,104,244.02","10,887,828.78","3,001,792.84","1,806,364.16","18,314,067.95"
预收款项,"3,074,805.48","1,383,714.94","7,737,850.20","3,717,101.06","760,919.78","339,980.44","7,828,359.55","9,234,060.60","3,665,684.27","1,416,257.99","3,555,901.69","1,331,118.54","868,061.65","654,902.43","1,577,339.55","1,533,111.44","1,331,317.19","1,616,254.59","2,352,802.35","1,645,328.74","24,106,353.28","3,229,500.29","47,484,937.67"
