科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"43,118,656.64","123,974,775.20","145,328,521.93","122,182,867.10","1,795,459,513.27","159,170,587.34","199,606,823.05","208,505,622.19","175,431,162.87","208,321,857.58","433,520,202.70","85,025,164.45","477,250,851.22","120,309,017.19","193,638,197.41","149,720,716.88","185,262,266.05","455,240,574.61","427,338,149.37","776,138,089.25","130,559,138.15","361,580,959.60","300,893,896.60","190,601,360.35","340,398,156.58","291,276,246.27","284,230,793.18","291,831,525.44","174,579,861.18","206,487,684.93","459,536,509.24","256,504,852.77"
短期借款,,,,,,,,,,,,,,,,,"40,768,000.00","150,000,000.00","150,000,000.00","580,000,000.00","150,000,000.00","332,493,192.04","336,830,216.25","369,444,125.16","632,992,689.04","572,470,835.01","1,035,871,515.60","1,063,971,129.01","1,357,342,663.68","1,539,585,434.96","1,264,801,236.93","1,866,653,466.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,"2,000,000.00","2,000,000.00",,"6,300,000.00","6,300,000.00","2,506,400.00","3,600,000.00","1,800,000.00","1,000,000.00",,"1,000,000.00","2,000,000.00","1,000,000.00","1,000,000.00","1,000,000.00","700,000.00","1,700,000.00","1,400,000.00","400,000.00","1,200,000.00","400,000.00"
应付票据,,,,,,,,,,,,"160,000.00","430,550.00",,,,,,,"200,000,000.00","200,000,000.00",,,,,,,,,,,
应收账款,"23,276,594.53","13,050,173.34","27,028,064.35","40,952,090.70","43,845,597.92","58,546,584.63","85,331,951.97","97,640,015.56","87,810,929.99","106,313,998.49","101,790,911.14","109,680,336.60","113,825,031.18","115,491,855.54","132,379,770.89","126,558,979.06","89,331,044.59","108,320,721.44","100,455,183.65","86,501,205.36","102,146,075.35","96,460,252.65","96,622,882.91","75,349,687.01","428,940,615.93","369,177,276.86","388,221,236.75","327,156,906.23","420,880,954.57","375,741,879.41","420,142,574.39","422,479,070.00"
应付账款,"11,536,745.49","20,663,233.77","30,179,239.41","15,845,747.48","53,064,938.63","40,751,645.40","64,690,637.96","115,644,880.09","148,858,091.76","168,640,258.03","125,716,021.09","61,007,388.59","197,548,956.56","114,529,846.95","98,603,363.32","78,457,109.49","177,255,730.88","71,481,480.61","67,500,432.37","67,433,374.31","114,498,894.53","49,295,077.48","57,532,439.40","21,817,263.40","221,875,125.70","133,515,994.47","134,512,389.75","80,485,256.32","211,057,650.38","121,954,327.39","126,257,854.71","112,038,583.66"
预付款项,"4,891,187.37","28,462,181.55","30,540,350.30","108,861,052.90","113,072,630.47","151,950,067.80","126,777,857.26","386,358,925.45","421,266,377.47","71,550,243.97","85,874,486.60","86,535,680.61","115,448,274.65","57,329,303.83","47,103,126.70","82,567,361.61","83,233,220.47","31,284,948.33","49,612,609.42","49,249,809.44","53,731,739.01","17,993,834.21","35,727,776.44","25,753,643.53","66,119,047.63","15,721,249.11","27,104,763.57","49,656,513.29","41,701,546.26","16,227,304.44","32,918,634.94","64,688,126.21"
预收款项,"27,216,391.10","56,291,331.16","63,763,375.37","59,457,738.26","106,716,840.02","163,976,227.64","87,708,916.78","45,464,217.54","88,532,811.86","128,863,748.36","70,643,089.18","55,179,518.22","30,421,378.67","26,603,553.28","14,386,113.80","20,977,927.71","25,978,256.87","36,794,390.10","32,982,003.94","20,005,609.40","11,924,541.64","27,531,762.14","17,959,059.97","16,317,593.61","69,887,812.39","71,788,064.26","72,838,759.16","65,918,876.60","93,507,619.73","76,768,509.85","122,079,320.53","133,664,807.05"
其他应收款,"21,382,349.53","3,354,177.21","5,815,156.22","10,189,751.55","15,268,322.99","6,622,398.91","6,488,871.02","8,673,005.45","19,611,847.21","10,700,537.15","16,147,527.70","16,426,810.25","6,683,865.52","17,773,891.46","15,564,164.19","15,126,406.51","12,539,549.76","16,011,711.82","10,293,731.51","12,621,867.48","12,654,736.82","13,750,229.47","9,574,516.99","16,262,110.44","41,521,013.08","33,038,217.15","37,033,786.39","39,131,187.03","49,126,512.06","31,729,124.04","65,127,216.12","62,705,137.96"
应付职工薪酬,"27,503.95","24,934.65","605,981.19","641,518.89",,"708,090.39","1,113,651.60","1,095,041.34","734,580.64","865,259.82","1,524,072.92","1,439,207.95","1,598,475.61","759,435.73","302,330.63","412,437.60","381,142.81","360,731.22","404,686.94","460,016.89","480,856.82","387,639.92","172,779.23","248,914.57","6,184,569.70","6,994,155.31","6,332,180.29","4,850,450.47","6,880,073.41","31,092,605.64","28,518,547.57","22,836,197.68"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,788,643.25","4,087,872.47","22,718,648.22","17,185,023.08","13,021,414.29","13,344,265.25","14,326,725.32","21,079,060.05","26,004,816.67","15,821,552.63","26,253,267.29","17,561,558.24","23,621,604.22","24,140,297.24","17,592,483.32","23,790,619.98","15,149,605.88","19,427,915.74","26,690,504.09","11,013,709.66","19,859,746.67","16,770,598.63","17,420,757.92","8,375,350.37","50,015,551.65","26,156,701.92","26,632,005.59","14,871,805.71","42,646,268.13","28,093,203.60","16,995,161.70","29,501,438.93"
