科目,2007-12-31,2008-12-31,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"97,708,244.58","67,687,718.44","91,981,708.20","93,683,776.93","791,108,957.53","678,979,900.44","635,009,268.73","679,859,660.71","587,562,472.47","522,770,493.76","459,216,941.86","451,664,597.14","425,596,537.01","329,883,267.70","212,361,399.79","244,323,834.53","178,787,188.72","200,999,094.78","86,115,553.09","236,947,072.37","171,449,285.65","188,839,741.20","142,735,115.58","259,417,405.82","155,922,375.18","158,726,039.21","239,081,332.98","410,349,129.59","327,765,887.07","235,112,904.76","370,260,780.13","184,729,676.50","167,155,345.17","142,220,776.47","148,494,266.96","345,412,409.00","150,716,394.28","137,339,828.90"
短期借款,"23,200,000.00","10,000,000.00","30,000,000.00","20,000,000.00",,,,,,,,,,"39,800,000.00","44,500,000.00","82,568,000.00","96,305,022.00","141,670,650.00","195,957,018.00","210,937,018.00","184,200,000.00","295,082,361.00","336,982,361.00","388,900,000.00","298,900,000.00","380,000,000.00","541,500,000.00","746,500,000.00","577,715,500.00","750,130,000.00","636,500,000.00","645,000,000.00","591,900,000.00","572,000,000.00","539,000,000.00","681,000,000.00","514,800,000.00","661,800,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,123,921.70","3,190,371.70","2,608,269.70"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"2,043,717.00","500,000.00",,"1,000,000.00","3,997,360.00","4,300,700.00","303,340.00","803,340.00","950,000.00","588,000.00","1,650,000.00","3,913,856.00","900,000.00","1,076,000.00","1,030,250.00","8,422,838.49","7,389,794.00","9,408,958.90","3,619,935.40","3,310,430.00","11,561,642.80","8,687,475.05","8,179,112.74","12,717,478.90","16,204,134.20","27,924,365.50","17,611,105.90","14,226,824.95","20,611,909.91","21,008,310.80","31,931,870.20","75,829,022.55","39,268,661.56","70,703,879.45","115,980,322.72","129,915,302.63","49,487,787.99","57,840,758.48"
应付票据,"2,300,180.00","1,971,200.00","375,000.00",,,"2,238,800.00","645,308.00","5,802,706.00",,,,,,"9,900,000.00","3,000,000.00","37,027,782.00","713,542.00","10,000,000.00","10,000,000.00","14,529,968.00","39,689,968.00","35,160,000.00","46,000,000.00","45,000,000.00","40,000,000.00","105,000,000.00","148,500,000.00","93,500,000.00","45,000,000.00",,,,,,,,,
应收账款,"39,931,477.86","65,080,550.21","87,361,203.76","83,809,396.68","87,091,453.00","102,464,081.74","133,908,543.46","124,868,987.10","154,816,086.81","161,971,170.12","174,279,518.67","266,491,496.48","245,430,031.22","274,169,339.42","315,885,379.76","360,863,695.79","401,650,256.64","394,093,713.57","409,146,184.15","507,513,147.99","503,118,875.03","447,343,606.62","429,883,054.66","573,644,404.86","538,222,654.61","524,045,989.39","564,426,514.11","673,344,403.50","664,788,050.14","665,761,285.89","669,540,245.34","958,708,040.18","967,380,777.05","938,802,389.11","808,163,895.97","1,259,763,179.94","1,189,646,690.11","1,177,924,449.88"
应付账款,"16,261,439.12","7,034,129.08","9,425,277.68","7,673,644.77","6,615,864.30","4,274,067.68","3,453,948.94","8,049,249.78","9,423,824.32","10,546,979.73","11,005,515.63","18,945,197.26","13,763,485.58","41,529,938.84","47,470,684.10","27,115,186.57","26,340,097.11","32,102,169.80","31,495,180.90","36,058,810.22","34,097,493.15","32,451,531.77","13,976,827.82","16,775,885.95","30,475,050.75","24,556,286.60","25,549,000.99","54,270,971.97","53,264,747.00","38,041,038.72","22,002,159.80","38,242,830.36","25,689,743.28","24,683,045.15","29,627,368.61","29,322,925.39","22,767,849.07","34,498,412.82"
预付款项,"6,627,001.48","1,918,347.90","3,369,560.36","1,761,904.12","10,696,496.28","8,583,956.16","11,699,900.81","4,771,735.13","9,655,113.98","19,124,590.75","8,708,009.38","2,106,112.15","6,305,357.46","65,357,393.27","42,656,905.83","18,482,035.25","25,527,072.97","30,209,885.38","100,490,276.38","11,838,892.24","29,505,211.25","61,529,913.51","95,015,321.74","56,936,364.91","42,657,769.05","106,002,593.25","60,580,660.96","80,337,971.01","105,015,365.86","190,137,364.05","99,606,611.12","135,573,462.02","133,557,562.57","152,585,802.88","153,100,818.01","145,708,647.20","187,114,609.23","268,006,080.62"
预收款项,"3,194,280.00","3,765,187.00","134,591.24","60,279.24","1,125,852.08","1,382,205.91","1,368,598.25","1,610,184.59","519,347.91","1,735,703.21","108,236.74","3,693,347.17","10,354,988.95","18,171,388.52","21,000,469.17","15,687,619.75","26,473,764.04","30,156,893.78","23,161,586.86","22,570,135.18","36,590,154.73","50,840,906.79","57,543,970.34","59,652,227.24","68,406,511.63","72,041,738.56","81,881,573.92","77,567,975.81","99,633,196.91","154,003,528.83","173,668,832.34","173,165,468.12","208,909,042.94","203,847,159.55","181,623,602.20","125,125,414.44","145,566,753.68","182,401,469.17"
其他应收款,"3,175,231.54","3,948,625.17","3,699,458.74","6,226,603.73","6,755,555.46","5,652,011.51","7,799,653.06","3,874,549.24","6,402,414.11","7,969,783.71","10,689,393.79","11,541,539.01","11,704,987.18","12,348,413.44","15,173,537.46","16,226,841.70","19,711,710.37","18,438,500.13","19,120,582.85","17,577,975.18","20,540,994.86","21,120,257.20","27,837,604.97","22,042,099.82","27,455,947.47","30,873,866.23","33,365,064.92","25,346,576.80","39,161,892.82","43,406,233.53","45,119,304.44","26,630,925.14","37,551,687.61","37,233,995.33","46,693,688.68","40,605,187.67","43,990,200.12","52,050,156.42"
应付职工薪酬,"1,782,886.05","485,487.40","338,888.75","3,177,857.70","94,658.09","2,346,980.00","272,321.12","4,514,376.71","2,433,749.96","6,510,148.14","2,272,049.07","8,761,716.89","5,047,045.18","8,668,225.68","2,574,916.70","7,701,743.19","5,744,346.57","14,418,649.84","2,293,756.39","8,660,587.54","9,304,478.67","19,581,919.85","535,823.90","9,976,793.65","11,575,237.65","18,935,711.22","5,796,840.93","13,901,694.44","15,701,763.41","4,461,617.90","3,357,703.45","20,490,178.29","23,210,271.05","24,276,587.52","12,771,872.95","41,066,416.40","32,424,608.42","32,403,180.87"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,376,054.77","1,446,342.81","3,940,696.67","1,729,085.84","2,342,916.36","1,266,051.71","4,426,948.76","628,638.20","-186,180.40","-2,665,770.67","749,701.27","5,299,287.91","5,611,805.82","2,044,725.28","2,982,375.04","-2,972,315.63","-977,551.29","-1,584,057.31","1,905,302.96","11,359,327.97","-2,693,717.99","5,170,792.53","-1,089,812.66","15,835,286.33","5,639,448.50","10,875,160.29","5,309,063.45","15,278,135.31","25,436,336.72","34,818,746.21","9,227,796.94","21,733,286.23","14,429,015.32","14,623,376.08","15,744,796.31","25,714,455.27","19,516,545.78","18,926,967.54"
应收利息,,,,,,"4,141,000.00","6,199,181.02","8,617,332.34","1,973,579.53","4,261,175.42","5,929,514.35","7,545,069.65","4,798,830.66","4,409,418.21","5,218,965.09","5,610,324.45","140,616.67",,,"31,230.15","391,284.59","137,832.37",,,,,,,,,"949,912.58","2,786,295.83","936,305.56","240,170.83","137,008.33",,,
应付利息,,,,,,,,,,,,,,,,,,,,"187,777.78",,,,"510,666.25","207,829.72","98,791.67","778,156.89","1,176,895.84","1,374,395.10","4,236,980.56","7,267,591.67","10,077,176.90","1,290,887.50","4,335,630.42","6,946,149.82","10,926,101.17","1,418,727.08","4,642,463.19"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"3,844,286.05","18,675,962.57","659,907.77","2,381,956.56","10,190,342.71","13,636,945.74","10,220,228.99","2,067,082.89","14,026,494.55","28,955,408.03","32,328,646.56","2,127,044.00","18,556,220.51","53,079,840.11","75,594,907.57","103,462,262.38","115,470,426.29","154,665,703.50","204,707,018.38","195,924,178.81","237,882,083.60","368,588,848.90","397,602,661.28","276,699,296.00","322,993,923.72","385,303,432.06","511,888,719.92","418,986,448.21","461,021,400.84","729,806,847.76","749,496,630.42","591,704,044.63","671,239,303.85","792,735,971.58","780,287,312.79","536,284,824.21","653,683,435.42","786,014,615.37"
其他应付款,"97,229.10","161,520.83","95,491.70","982,329.39","186,651.28","1,180,736.73","743,224.53","1,512,791.49","374,937.63","2,575,977.06","2,132,976.58","2,533,170.39","2,286,269.00","2,484,267.30","8,111,271.69","11,204,681.54","9,345,619.13","13,078,363.90","3,181,837.58","3,020,176.61","1,131,087.53","1,076,677.92","1,495,335.02","2,067,600.33","6,926,670.46","2,352,395.62","2,535,345.24","4,330,639.88","3,637,424.50","2,890,161.90","11,258,747.28","4,512,265.46","4,319,285.10","14,694,210.42","6,080,345.48","10,339,306.79","22,729,515.40","20,656,817.48"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,"5,360,000.00","5,360,000.00","21,440,000.00","26,800,000.00","47,900,000.00","47,900,000.00","61,930,000.00","61,930,000.00","46,200,000.00","46,200,000.00","25,750,000.00","25,750,000.00","15,450,000.00","15,450,000.00","8,575,000.00","8,575,000.00","8,575,000.00",,,"199,450,862.33","229,600,627.15"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"267,352,164.96","263,098,330.04","182,000,000.00","79,361,057.66","35,179,979.94","4,028,352.42","4,350,938.86","10,265,307.09"
其他流动负债,"2,000,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"153,329,958.51","157,811,204.29","187,071,838.83","188,863,638.02","909,840,164.98","817,758,595.59","805,140,116.07","824,862,687.41","775,386,161.45","745,640,621.79","692,802,024.61","745,389,714.43","713,291,964.04","740,323,672.15","667,921,345.50","757,391,832.59","748,677,065.66","807,815,856.26","823,199,550.25","973,142,926.74","974,449,377.78","1,096,247,674.85","1,101,252,870.97","1,201,457,050.31","1,103,456,804.23","1,232,876,285.64","1,426,953,398.79","1,622,591,354.06","1,618,364,506.64","1,885,232,946.79","2,234,257,519.19","2,239,059,796.89","2,199,089,643.37","2,213,884,043.31","2,088,037,293.40","2,464,841,824.77","2,282,180,427.71","2,492,049,466.46"
流动负债合计,"50,212,069.04","24,863,867.12","44,309,946.04","33,623,196.94","10,365,942.11","12,688,842.03","10,910,349.60","22,117,946.77","12,565,679.42","18,703,037.47","16,268,479.29","39,232,719.62","37,063,594.53","122,598,545.62","129,639,716.70","178,332,697.42","163,944,839.56","245,202,670.01","273,354,682.69","328,763,801.30","329,119,464.09","487,264,189.86","503,344,505.42","600,648,459.75","524,060,748.71","660,060,083.96","858,049,981.42","1,032,276,313.25","847,513,363.64","1,004,032,074.12","878,732,831.48","921,796,205.36","878,323,245.19","867,035,009.14","791,794,135.37","923,494,619.46","958,674,861.76","1,184,929,938.22"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","35,351,758.25","50,900,358.25","50,900,358.25","50,900,358.25","30,900,358.25","35,733,998.25","35,733,998.25","35,733,998.25","35,733,998.25","55,063,998.25","61,063,998.25","71,052,564.25"
长期借款,,,,,,,,,,,,,,,,,"20,000,000.00","34,640,000.00","34,640,000.00","48,560,000.00","73,200,000.00","61,640,000.00","61,640,000.00","30,650,000.00","30,650,000.00","15,450,000.00","15,450,000.00","4,900,000.00","4,900,000.00",,,,,"30,000,000.00","30,000,000.00","30,000,000.00","30,000,000.00",
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000,000.00",,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"198,344,576.06","198,478,304.24","198,612,032.42","198,745,760.60","198,882,081.70","199,023,588.71","199,165,095.72","199,306,602.73",,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,"7,716,493.00",,"2,437,110.80","29,829,885.64","22,921,516.30","34,611,026.85","46,390,521.53","47,837,810.07","31,126,997.64","40,719,731.81","56,221,726.78","55,786,737.51","56,235,450.65","54,917,179.45","58,579,224.17","57,479,276.18","76,450,396.09","59,220,694.00","60,067,439.63","59,529,572.77","58,915,818.38","60,212,143.98","62,750,179.98","62,368,046.03","64,447,410.73","64,351,950.60","66,350,943.52","65,447,126.34","66,497,470.81","65,970,665.32","70,168,905.31","68,799,934.30","68,644,184.13"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6,503,635.68","6,439,054.59","6,374,342.10"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
固定资产,"10,663,720.40","10,794,242.95","16,792,360.48","18,168,373.78","18,727,560.00","76,393,474.18","78,155,017.36","78,727,596.98","77,286,451.53","78,389,186.01","77,309,832.67","76,851,102.50","75,258,593.07","75,441,875.58","74,224,356.62","73,166,980.62","71,993,452.18","71,324,140.81","73,002,731.91","72,543,778.05","70,774,073.81","117,352,326.56","117,778,646.76","139,364,817.36","137,634,742.85","138,699,563.21","137,511,385.67","188,930,879.92","189,928,815.91","189,084,229.42","202,267,742.67","201,526,515.15","200,563,751.96","200,907,329.89","203,497,749.55","244,156,240.59","247,331,774.56","405,841,121.63"
递延所得税负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
在建工程,,,,,,,,"101,661.56","615,293.42","6,807,818.02","18,033,095.19","22,936,749.90","44,142,677.42","80,987,739.95","96,445,793.31","102,769,924.49","118,746,343.74","141,486,098.39","156,385,757.26","178,576,116.35","206,695,344.29","164,765,282.04","173,711,970.90","159,978,374.91","170,544,822.32","179,533,870.23","184,557,198.00","138,030,605.94","143,571,032.32","143,990,102.69","133,564,340.64","138,464,286.93","139,691,157.15","140,407,695.24","145,327,756.67","152,468,550.55","163,781,640.02","9,130,655.60"
其他非流动负债,,,"200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","200,000.00","3,600,000.00","3,630,000.00","3,600,000.00","6,750,000.00","10,150,000.00","12,940,000.00","14,355,666.67","14,344,166.67","20,242,739.73","20,383,979.46","17,369,739.73","15,517,298.52",,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动负债合计,,,"200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","4,200,000.00","200,000.00","3,600,000.00","3,630,000.00","3,600,000.00","6,750,000.00","10,150,000.00","32,940,000.00","48,995,666.67","48,984,166.67","68,802,739.73","93,583,979.46","79,009,739.73","77,157,298.52","46,775,479.44","47,933,664.36","32,861,849.28","36,460,734.20","28,788,919.12","226,721,680.10","226,543,592.20","225,385,505.30","224,179,050.08","222,289,341.02","253,204,817.87","253,320,294.72","258,181,224.90","60,576,008.69","29,837,395.21"
固定资产清理,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
负债合计,"50,212,069.04","24,863,867.12","44,509,946.04","37,823,196.94","14,565,942.11","16,888,842.03","15,110,349.60","26,317,946.77","16,765,679.42","22,903,037.47","16,468,479.29","42,832,719.62","40,693,594.53","126,198,545.62","136,389,716.70","188,482,697.42","196,884,839.56","294,198,336.68","322,338,849.36","397,566,541.03","422,703,443.55","566,273,929.59","580,501,803.94","647,423,939.19","571,994,413.07","692,921,933.24","894,510,715.62","1,061,065,232.37","1,074,235,043.74","1,230,575,666.32","1,104,118,336.78","1,145,975,255.44","1,100,612,586.21","1,120,239,827.01","1,045,114,430.09","1,181,675,844.36","1,019,250,870.45","1,214,767,333.43"
生产性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
