科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"58,151,507.46","154,656,553.36","249,618,249.26","344,641,960.41","81,957,508.60","216,554,187.69","339,744,913.00","413,028,560.81","58,294,820.91","142,173,086.72","234,042,339.22","320,912,528.89","79,685,613.44","197,055,261.56","341,841,358.30","525,463,592.24","141,545,676.29","386,423,100.96","573,101,638.75","732,317,852.29","156,431,316.28","304,013,929.85","483,310,600.78","646,538,719.07","143,781,578.35","401,764,443.28","640,593,760.61","855,380,275.72","183,738,631.98","423,746,042.89","621,020,786.65","793,299,115.59","169,178,554.92","403,647,452.96","587,045,469.64","892,846,984.41","572,150,256.29","1,321,831,936.51","2,096,174,088.06","2,984,711,704.46","352,960,015.41","1,020,862,553.41","1,939,055,885.69"
二、营业利润,"4,234,902.02","19,007,612.42","29,961,710.66","40,928,638.17","5,247,518.08","20,253,683.48","32,699,531.14","23,277,821.25","-1,673,787.45","2,027,920.39","7,406,576.85","5,306,402.52","869,946.69","10,165,881.64","18,652,432.18","33,029,879.60","11,474,731.80","27,963,528.01","40,183,300.75","62,448,631.95","12,343,695.96","16,425,077.75","35,386,508.87","35,876,196.82","7,476,345.93","30,300,967.01","58,871,694.82","57,612,534.08","13,350,541.30","35,410,182.81","51,991,350.76","45,635,775.59","16,541,812.47","35,062,472.82","48,222,106.74","15,197,928.31","44,173,815.29","121,134,583.70","203,998,123.36","217,504,527.13","44,554,283.34","80,149,866.42","252,256,592.20"
减:营业成本,"43,356,955.35","112,263,248.97","186,729,284.70","258,238,142.97","63,002,961.86","168,043,852.95","261,024,527.71","324,641,496.82","46,264,647.80","110,238,007.74","178,730,924.81","249,917,727.76","63,171,443.55","153,929,966.87","272,371,680.44","412,732,410.67","109,924,296.19","305,173,774.57","443,480,484.37","557,137,480.64","119,751,615.60","236,321,595.90","364,137,926.47","487,686,398.09","110,378,809.00","304,494,266.88","478,735,251.17","644,331,578.64","137,670,033.33","317,695,565.18","458,686,189.82","595,545,255.86","126,759,076.05","296,014,467.17","431,539,871.01","666,811,877.94","412,758,379.51","943,693,199.21","1,476,429,840.48","2,224,554,188.59","260,472,359.17","770,325,042.24","1,408,974,720.93"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"121,773.35","885,048.25","1,267,519.67","1,393,867.84","427,605.63","371,376.68","564,641.18","910,594.28","547,580.85","1,027,573.60","1,413,170.81","1,825,813.96","365,228.03","961,739.27","1,283,919.36","2,406,628.23","595,197.72","1,446,048.46","1,899,975.31","2,840,761.86","1,360,455.94","2,251,853.62","3,915,240.80","5,184,197.20","477,900.40","2,061,591.83","3,389,889.67","4,759,286.88","804,317.26","1,696,804.06","3,269,395.39","4,661,849.18","1,168,366.18","3,792,765.16","4,603,861.60","6,974,159.46","6,184,078.42","13,641,031.23","19,391,841.20","35,059,324.77","8,237,299.06","19,010,427.52","28,565,069.97"
营业外收入,"122,599.89","647,023.62","772,471.24","2,074,906.09","15,414.85","5,150,904.35","5,203,353.88","7,100,062.12","2,914,274.10","4,276,027.28","5,432,904.21","5,940,701.06","732,610.07","1,498,874.30","2,654,646.35","3,332,886.23","496,728.00","4,034,513.60","5,320,996.77","7,751,919.29","673,021.35","16,588,347.52","24,110,124.01","24,860,661.61","6,175,585.00","7,092,550.99","8,586,960.03","15,766,378.15","1,460,670.54","4,435,421.13","6,208,754.84","8,423,108.37","6,697,128.98","8,523,497.43","11,305,369.33","12,792,230.16","3,533,317.19","12,871,800.14","15,595,770.55","21,401,494.03","11,052,557.53","742,567.69","2,887,602.38"
销售费用,"4,405,965.95","10,061,108.30","15,382,302.32","22,611,349.48","5,783,964.07","13,161,407.75","22,143,074.18","29,609,430.61","4,957,857.56","10,996,919.22","20,581,915.79","26,793,501.03","7,071,357.17","14,117,616.61","25,630,273.54","37,107,952.92","9,294,291.13","24,375,980.89","41,652,414.58","48,122,342.17","8,723,035.96","18,478,469.91","29,523,617.05","40,068,591.65","8,908,995.89","19,168,456.49","31,546,198.71","45,231,422.91","8,537,360.73","17,545,676.39","30,677,566.05","45,006,596.00","8,246,873.41","19,297,661.80","31,364,297.55","48,893,923.72","27,945,619.30","56,556,918.75","97,478,756.79","156,053,926.05","22,852,938.75","57,365,883.76","89,070,067.60"
减:营业外支出,"24,541.39","42,546.94","44,879.54","290,128.07","16,704.32","1,638,685.44","1,681,077.42","1,710,241.71","1,728.10","9,827.47","133,486.37","452,977.87","59,724.94","74,098.88","78,057.57","102,545.06","10,705.63","15,605.63","189,243.26","306,718.07","81,009.14","97,901.73","215,748.76","281,518.06","32,247.86","100,842.20","159,762.91","607,436.84","74,344.83","186,057.54","247,521.48","840,771.45","114,921.96","316,304.06","510,828.24","1,210,859.51","774,104.89","1,261,191.18","1,704,105.67","2,121,091.36","629,526.07","4,267,421.41","3,437,038.87"
管理费用,"4,770,902.95","8,277,471.44","10,637,771.09","11,942,534.98","5,807,440.94","11,893,322.72","18,833,202.54","25,558,803.55","6,529,599.74","13,899,610.72","20,951,009.69","25,762,280.96","7,455,802.48","15,342,426.04","23,225,338.16","34,901,581.02","8,477,503.41","19,719,388.59","33,150,565.55","46,751,631.54","12,821,739.79","26,420,856.83","40,190,985.95","59,825,967.49","13,524,742.26","36,273,647.45","51,774,111.20","78,169,630.99","15,788,899.78","36,747,742.65","59,015,407.45","82,454,140.03","16,133,504.58","39,156,875.17","61,469,138.58","154,566,721.68","61,211,794.30","131,043,786.47","200,200,599.53","250,950,600.85","57,537,893.93","128,860,460.72","213,939,684.55"
其中:非流动资产处置净损失,,,,,,"795,869.36",,"795,869.36",,,,,,,,"21,065.67",,,,"75,362.02",,"77,212.01",,"77,714.34",,,,"135,519.17",,"2,791.42","-6,936.74","461,493.73",,"19,610.51","19,610.51","486,041.54",,"19,749.89","19,749.89","119,653.82",,"2,912.83","2,912.83"
