科目,2010-12-31,2011-12-31,2012-12-31,2013-06-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"40,595,559.58","90,245,689.43","71,250,389.76","99,670,111.32","97,297,608.83","282,078,240.56","196,252,020.13","151,115,333.33","253,233,285.39","176,320,566.33","395,309,194.43","139,927,356.59","248,722,800.87","755,610,350.29","397,305,708.57","475,267,266.66","452,790,451.96","293,613,388.09","285,018,766.14","676,466,339.75"
短期借款,"33,590,000.00","135,200,000.00","260,000,000.00","337,890,000.00","345,500,000.00","375,200,000.00","426,041,743.00","419,400,000.00","449,201,743.00","441,834,403.00","452,411,000.80","451,765,412.09","511,441,413.58","185,341,913.58","32,100,367.46","35,666,794.68","199,876,794.68","301,824,863.76","653,324,520.64","1,400,679,000.00"
交易性金融资产,,,,,,,,,,,,,,,,,"13,788,859.01","308,939.78","50,000.00",
交易性金融负债,,,,,,,,,,,,,,,,,,,,
应收票据,"1,280,000.00","750,000.00",,"459,265.58",,"300,000.00","2,841,743.00","9,181,538.25","7,367,805.65","19,796,909.48","23,885,364.81","16,777,276.44","15,174,724.84","11,412,289.17","28,416,063.75","8,065,183.96","25,530,987.68","11,405,139.85","30,604,755.50","12,823,511.34"
应付票据,,"820,178.50","9,863,241.80","15,973,198.03","68,757,341.48","74,837,552.36","40,742,464.56","15,385,842.61","45,961,934.56","67,921,502.18","36,864,245.45","31,416,702.57","49,018,211.63","58,759,609.37","51,365,448.32","34,522,719.53","30,087,942.61","12,693,944.62","19,186,024.95","150,487,321.08"
应收账款,"113,762,962.23","189,856,349.35","254,066,139.28","280,103,777.48","304,500,690.50","284,375,260.70","343,157,142.42","334,428,476.95","376,263,676.78","319,960,389.51","411,464,098.99","469,071,289.53","541,071,590.67","518,552,244.73","533,109,827.89","526,171,562.78","993,981,697.29","917,867,101.24","1,239,410,231.15","1,272,829,581.58"
应付账款,"94,913,888.11","154,395,610.98","213,737,537.42","280,495,443.38","286,997,468.23","296,400,289.72","409,429,753.93","411,328,027.00","484,700,766.94","422,281,235.92","606,660,720.68","692,786,377.30","1,048,739,137.58","931,796,334.32","1,270,999,785.16","1,333,845,027.25","1,568,226,626.35","1,226,417,739.63","1,696,794,312.18","1,539,163,930.42"
预付款项,"2,439,191.07","3,269,543.49","5,463,140.65","6,120,838.39","7,749,619.86","1,710,301.01","5,386,502.24","2,441,793.38","5,920,928.74","4,056,362.14","8,693,068.93","22,613,531.81","9,054,427.17","7,379,207.44","17,453,180.77","14,522,488.93","15,884,322.79","24,049,820.91","65,860,539.37","71,976,104.88"
预收款项,"2,441,818.93","3,691,444.74","2,389,483.03","1,459,247.71","2,369,808.47","2,323,531.43","5,339,808.54","1,017,539.84","4,068,290.34","3,305,090.82","55,771,253.89","81,384,977.83","31,158,024.68","28,107,431.12","57,467,936.40","77,230,687.22","53,703,792.60","47,468,325.75","70,577,053.93","77,425,507.80"
其他应收款,"9,073,522.52","12,749,745.03","10,251,047.99","12,106,575.86","21,686,872.67","58,214,629.58","63,888,282.11","48,782,138.65","53,863,597.81","71,161,508.32","48,395,399.17","75,493,575.90","53,542,640.39","60,259,023.63","116,952,052.38","99,933,775.60","98,922,915.05","143,970,196.66","338,385,652.14","256,185,052.87"
应付职工薪酬,"5,455,330.99","8,011,182.43","12,476,845.29","12,143,221.95","16,299,707.59","17,012,947.77","14,611,870.14","16,595,993.80","17,358,108.36","11,742,814.12","14,888,759.06","15,869,170.74","19,956,542.91","11,015,104.81","16,646,931.28","18,969,734.78","53,326,928.92","31,645,459.56","40,716,085.83","47,462,863.68"
应收关联公司款,,,,,,,,,,,,,,,,,,,,
