科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"6,267,134,926.87","12,859,841,165.97","19,815,735,383.70","27,321,085,284.35","6,357,788,713.89","14,477,852,691.57","20,142,198,974.91","24,512,857,255.97","5,582,164,577.05","10,865,229,980.23","16,765,728,041.71","22,788,178,128.72","6,604,820,769.59","14,263,223,793.44","21,439,558,674.48","27,905,980,881.22","3,562,952,851.49","6,509,050,621.79","9,502,575,535.22","12,516,486,236.78","2,921,555,123.68","5,604,852,073.52","7,871,590,700.95","10,103,382,166.66","2,849,423,534.17","5,097,983,121.50","7,001,448,208.33","9,250,190,792.61","6,561,238,733.55","12,662,805,315.35","18,487,389,404.13","23,985,250,720.77","5,137,134,355.95","9,922,047,343.90","13,806,926,437.96","17,843,232,849.43","3,433,971,855.87","18,302,453,820.83","29,395,117,921.05","41,850,407,993.16","15,143,471,941.07","28,256,890,646.52","44,139,461,003.83","60,250,154,291.48","14,612,322,479.74"
二、营业利润,"203,133,844.72","543,991,947.73","787,634,340.70","961,166,721.06","286,616,240.09","753,946,681.67","781,933,032.71","536,670,979.87","99,177,239.15","128,506,827.72","560,234,938.30","455,900,465.07","72,342,262.35","85,467,669.64","272,962,104.48","308,153,228.24","918,462.12","196,988,411.55","-21,873,062.56","-290,394,288.90","-207,567,753.47","-472,827,227.37","-494,767,398.44","-547,096,469.34","-193,782,613.33","-334,741,887.05","-493,996,432.35","-351,115,115.16","5,232,140.53","-39,222,695.42","-40,983,276.79","-110,337,667.52","-377,209,709.86","-399,057,405.24","-865,171,723.09","-1,622,770,877.35","-579,248,382.14","37,305,262.36","207,478,364.23","547,200,085.64","775,080,652.72","1,449,088,132.01","2,777,149,304.72","3,349,460,375.56","668,126,628.76"
减:营业成本,"5,893,984,032.95","12,112,840,141.39","18,644,215,630.93","25,741,653,638.22","5,917,370,261.80","13,421,154,970.75","18,856,379,923.89","23,129,793,019.61","5,373,139,903.88","10,518,228,375.16","15,922,233,873.25","21,872,938,940.72","6,308,744,185.67","13,711,617,083.50","20,841,284,918.50","26,970,315,870.14","3,378,858,587.46","6,384,947,139.88","9,461,319,533.02","12,548,823,512.51","2,923,448,779.22","5,668,803,798.94","8,068,248,962.96","10,226,416,734.44","2,855,904,143.88","5,080,333,638.97","6,994,975,761.68","9,160,042,341.14","6,130,971,883.46","11,906,317,876.44","17,290,517,050.14","22,254,159,822.00","5,012,819,908.23","9,559,942,943.65","13,448,297,339.65","17,607,178,217.08","3,367,140,885.50","16,065,057,977.21","26,008,354,465.55","37,006,128,888.62","13,084,423,088.71","24,612,027,534.01","37,977,588,818.05","52,316,476,471.66","12,658,100,699.04"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"20,277,744.87","49,046,765.76","73,803,715.09","97,122,236.72","17,524,819.96","42,858,000.40","45,636,991.19","72,805,172.30","20,977,338.59","35,827,529.85","55,274,394.53","71,586,149.93","4,073,750.52","4,073,971.30","6,500,791.29","20,210,048.57","3,540,401.61","3,714,378.10","4,179,331.70","5,169,198.15","4,227,163.50","8,978,813.59","11,540,070.68","15,855,904.93","1,528,068.56","4,226,161.65","4,228,329.08","4,915,636.71","1,362,306.20","15,887,394.85","29,416,366.31","43,862,493.32","16,889,769.06","32,819,663.15","36,443,880.77","50,957,222.29","18,360,764.66","117,936,321.57","159,442,462.94","318,382,130.72","133,293,371.54","253,264,065.02","424,231,286.98","549,998,955.76","171,660,036.81"
营业外收入,"3,774.70","9,355,251.50","9,846,572.55","10,124,975.92","345,572.00","209,424.56","347,277.50","5,336,757.98",960.00,"257,239.00","263,997.57","323,933.42","23,021.00","23,321.00","13,328,946.53","13,678,946.53","59,316,290.63","59,209,691.05","72,975,402.10","124,973,448.81","3,072,760.20","6,172,906.48","9,239,066.68","12,404,529.03","3,068,160.20","6,134,320.40","9,200,480.60","12,281,340.80","3,584,913.48","6,400,420.57","11,280,382.55","15,687,068.55","2,923,534.64","6,626,690.62","10,416,446.60","14,111,551.57","40,524,397.97","45,056,650.08","53,126,110.55","61,587,528.77","8,445,289.80","181,175.34","978,585.46","896,598.44","6,060,181.10"
销售费用,"59,506,963.10","109,197,912.73","176,589,143.91","251,367,508.02","29,080,543.88","63,313,018.60","95,235,809.20","138,886,124.82","40,505,512.74","80,524,652.05","122,381,121.83","163,566,763.71","70,497,036.87","163,301,653.60","244,630,436.57","381,537,710.54","92,452,387.37","185,467,466.69","266,548,815.13","356,655,239.53","95,802,526.20","182,560,127.38","257,083,989.67","298,424,389.96","62,216,183.89","142,515,209.78","208,727,485.96","291,668,866.81","137,206,784.16","305,506,672.45","472,203,332.22","671,962,490.62","179,395,913.48","328,509,842.44","469,079,448.39","611,729,191.31","127,615,702.77","412,151,049.34","657,213,533.64","962,340,059.79","320,450,503.98","618,905,542.75","925,694,164.29","1,261,969,513.87","284,316,317.71"
减:营业外支出,,"10,842.00","6,060,406.93","6,426,755.75","14,326.43","1,292,303.03","1,351,151.69","1,937,648.29","4,151.72","2,156,236.35","2,176,236.35","5,418,622.53",,,,"1,139,815.94","1,298,558.18","1,179,303.00","1,406,553.00","1,420,540.78","148,420.81","175,659.15","210,771.15","212,771.15","52,000.00","77,000.00","83,661.90","371,427.83","50,136.87","1,363,136.87","1,513,136.87","1,524,257.20","28,000.00","28,645.04","48,645.04","202,711.80","990,000.00","1,791,286.65","2,091,286.65","8,952,260.50",,"17,099,069.31","17,653,555.58","5,647,978.66",
管理费用,"47,610,501.29","94,385,836.61","141,992,313.56","242,702,209.05","57,586,332.82","109,870,412.39","195,195,992.05","274,382,809.04","63,595,099.42","124,343,858.06","203,013,370.86","321,399,297.05","71,149,088.56","142,594,306.74","213,871,225.82","317,411,200.56","44,887,776.02","80,660,450.12","112,731,815.00","152,771,577.19","28,691,028.81","59,426,715.48","86,791,896.00","122,827,881.99","33,768,153.99","69,017,232.33","102,429,344.18","137,687,013.32","143,473,098.16","314,216,876.46","488,956,959.20","701,503,472.26","152,061,747.01","319,365,433.22","493,789,441.40","703,437,755.55","150,128,465.00","524,315,062.85","820,679,717.21","1,006,114,065.23","269,147,508.52","529,064,665.29","759,077,607.75","960,199,961.40","248,134,417.06"
其中:非流动资产处置净损失,,,,"6,426,655.75","14,326.43","1,262,303.03","1,262,303.03","1,805,123.43","3,951.72","3,951.72","3,951.72","3,244,260.04",,,,"1,137,815.94","119,255.18",,"165,000.00",,"66,426.69","66,426.69","66,426.69","66,426.69",,,"6,661.90","6,661.90",,,,"8,572.71",,645.04,645.04,"154,711.80",,,,"4,938,141.15",,"12,829,790.31","13,184,276.58",,
