科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"9,786,145.45","21,581,896.96","36,529,030.98","11,001,715.35","22,823,741.79","36,883,498.14","49,529,850.63","14,615,937.25","26,610,530.01","39,446,471.22","53,146,316.89","12,678,795.35","26,609,833.77","41,294,883.76","60,624,379.97","17,821,347.48","36,924,681.63","51,183,531.96","76,645,698.20","17,830,151.89","41,152,521.35","56,944,296.60","68,993,525.06","17,737,473.09","32,437,656.92","47,956,029.20","77,351,705.11","23,586,539.61","47,531,670.37","55,799,739.88","95,109,916.64","15,362,492.81","44,537,569.01","64,514,154.98","85,278,119.00","27,472,753.57","55,720,723.06","77,381,431.75","105,311,773.96","7,130,761.40","15,604,970.06","22,042,992.17","26,144,008.93","7,810,533.67","14,570,371.72","22,160,980.65","28,494,193.54","6,707,114.64"
取得借款收到的现金,"16,545,506.57",,"508,614,433.83","51,635,922.34",,"488,031,017.57","625,231,017.57","338,000,000.00","464,500,000.00","604,500,000.00","658,400,000.00","80,000,000.00","235,190,000.00","411,190,000.00","513,390,000.00","57,700,000.00","293,700,000.00","537,700,000.00","709,700,000.00","253,000,000.00","471,000,000.00","596,000,000.00","756,250,000.00","157,400,000.00","581,800,000.00","711,600,000.00","861,869,500.00","228,360,000.00","484,800,000.00","594,800,000.00","694,800,000.00","50,000,000.00","255,400,000.00","830,400,000.00","995,400,000.00","106,000,000.00","349,000,000.00","699,000,000.00","993,914,397.82","100,000,000.00","261,000,000.00","505,990,000.00","655,990,000.00","95,000,000.00","95,000,000.00","230,520,000.00","290,520,000.00",
支付的各项税费,"11,065,711.56","13,941,935.01","41,986,219.79","15,184,313.89","25,866,436.73","37,734,317.80","54,867,060.19","9,948,568.30","17,320,469.11","27,092,999.92","81,906,697.90","6,738,835.11","21,340,402.39","38,611,658.84","72,341,428.40","10,450,754.51","27,014,472.41","45,298,535.22","99,069,520.75","16,221,604.94","30,794,456.53","44,279,651.12","62,173,871.72","11,338,494.21","28,288,878.06","43,451,769.64","59,757,952.93","11,851,992.39","18,469,936.91","30,389,974.72","55,539,561.29","11,949,950.92","16,868,296.06","26,962,216.44","52,105,431.79","15,475,534.23","41,250,026.05","56,214,919.44","64,948,273.36","3,455,570.62","21,125,576.07","28,136,814.38","50,586,472.80","8,042,549.99","13,470,038.99","17,014,716.87","36,952,588.24","3,616,299.05"
收到其他与筹资活动有关的现金,"5,816,082.36","39,000,000.00","122,000,000.00",,"64,530,290.00","95,381,060.00","232,034,325.71","50,916,874.66","50,916,874.66","130,151,226.08","104,671,604.94",,"14,290,000.00","132,005,261.23","130,901,407.07","112,844,087.25","210,246,652.23","361,790,000.00","878,450,085.56","186,464,379.65",,,"794,780,867.08","412,344,411.40","544,209,904.45","783,555,800.00","785,649,757.61","90,490,000.00","284,500,000.00","384,500,000.00","562,000,501.03","117,000,000.00","217,000,000.00","222,000,000.00","759,484,527.14","79,000,000.00","522,000,000.00","498,000,000.00","1,005,902,123.69",,"100,000,000.00","100,000,000.00","197,757,237.43","19,469,000.00","56,196,818.53","56,196,818.53","194,745,624.35","175,278,558.00"
支付其他与经营活动有关的现金,"18,509,853.63","19,235,942.52","54,104,711.52","16,602,846.11","25,517,904.21","39,791,096.16","51,610,232.75","16,699,865.57","20,347,061.75","62,551,695.73","49,098,793.46","30,828,661.89","31,166,028.61","41,957,682.50","50,276,466.78","12,393,617.12","30,273,299.66","49,232,054.25","65,486,019.75","9,558,118.14","62,722,979.54","82,221,808.94","52,765,692.32","11,504,681.26","44,457,708.88","45,403,438.24","56,701,682.90","19,170,424.14","56,359,250.37","116,120,481.47","87,089,503.81","27,523,478.45","48,650,643.21","49,656,300.82","60,498,073.06","51,035,796.22","53,315,929.28","66,763,541.22","73,215,620.42","7,825,666.14","24,279,131.55","35,855,282.76","38,560,976.94","14,095,114.95","250,163,909.76","838,719,869.97","16,086,464.63","3,041,052.53"
筹资活动现金流入小计,"22,361,588.93","202,019,457.12","630,614,433.83","51,635,922.34","258,122,063.84","815,403,979.34","1,092,757,245.05","388,916,874.66","515,416,874.66","734,651,226.08","763,071,604.94","80,000,000.00","249,480,000.00","543,195,261.23","957,725,607.07","170,544,087.25","507,246,652.23","902,790,000.00","1,699,950,085.56","439,464,379.65","471,000,000.00","596,000,000.00","1,650,430,867.08","669,144,411.40","1,225,409,904.45","1,594,555,800.00","1,703,819,257.61","478,850,000.00","929,300,000.00","1,139,300,000.00","1,416,800,501.03","167,000,000.00","472,400,000.00","1,052,400,000.00","1,754,884,527.14","185,000,000.00","1,616,331,433.09","1,942,331,433.09","2,745,147,955.38","100,000,000.00","361,000,000.00","605,990,000.00","853,747,237.43","114,469,000.00","151,196,818.53","286,716,818.53","485,265,624.35","175,278,558.00"
经营活动现金流出小计,"103,982,340.04","209,439,798.05","492,658,476.19","133,337,988.75","326,825,439.59","485,779,778.65","663,190,963.25","100,167,557.89","271,656,902.94","452,590,683.90","603,066,934.44","138,816,440.04","307,633,221.06","467,445,443.27","710,299,190.50","185,054,077.79","435,666,240.92","653,003,855.20","815,476,271.07","220,071,853.08","406,675,879.87","491,108,975.77","589,889,619.68","184,530,230.53","324,630,821.16","530,130,444.04","599,956,370.98","222,009,003.96","491,962,470.50","697,955,760.97","710,621,181.77","122,341,733.84","271,197,689.61","415,515,185.65","574,070,050.53","364,691,191.32","772,666,087.66","1,143,710,599.50","1,491,252,427.37","290,603,006.79","621,679,769.48","922,266,611.69","1,107,786,471.18","204,297,567.00","815,195,248.20","1,575,616,843.46","1,001,603,075.04","229,214,364.40"
偿还债务支付的现金,"33,391,553.83","96,153,660.40","392,615,146.86","14,785,209.60","63,036,623.14","313,269,860.49","411,916,227.17","54,000,000.00","121,400,000.00","282,400,000.00","412,600,000.00","178,000,000.00","299,500,000.00","450,500,000.00","504,900,000.00","86,000,000.00","276,190,000.00","534,190,000.00","697,134,719.60","56,459,703.91","352,233,135.55","314,341,380.76","834,836,171.74","137,825,656.58","477,066,500.00","654,663,400.00","907,846,858.72","259,454,100.00","602,666,566.12","836,591,400.00","1,000,140,170.55","122,800,000.00","341,800,000.00","523,800,000.00","882,400,000.00","285,700,000.00","380,700,000.00","668,374,700.00","647,546,807.23","507,604,200.00","787,625,800.00","1,164,170,600.00","1,101,981,466.74","8,384,100.00","178,088,316.58","396,980,860.53","461,133,994.75","180,209,266.00"
经营活动产生的现金流量净额,"-6,538,016.06","23,288,894.09","34,717,319.86","-15,561,453.29","-32,863,464.30","-27,790,691.86","-60,233,918.25","8,050,072.45","-3,203,669.92","2,668,888.78","39,333,134.67","27,324,024.06","24,650,502.40","44,480,610.56","74,451,696.27","-5,357,060.22","-21,419,965.80","10,892,799.19","5,262,630.68","32,852,158.39","17,490,852.50","37,583,963.62","162,386,983.77","-27,650,772.72","11,509,826.68","83,969,700.39","159,705,579.72","-19,687,902.39","-12,853,177.09","104,566,955.44","43,867,101.00","-18,315,716.42","9,101,259.19","-6,875,186.93","189,108,218.08","-36,074,544.56","6,135,724.32","-12,614,294.49","95,911,211.28","-13,463,748.74","20,784,475.02","40,439,514.15","16,369,263.39","12,840,540.01","-221,558,444.81","-765,667,902.89","-41,765,657.24","4,454,379.56"
分配股利、利润或偿还利息支付的现金,"5,919,907.17","23,353,246.89","49,665,335.97","11,707,723.58","24,136,309.53","33,286,934.48","47,027,926.23","9,790,877.06","33,943,558.89","42,567,316.09","71,787,986.49","12,501,556.46","35,234,057.19","49,449,731.57","63,816,829.53","14,666,943.19","48,434,232.06","65,316,693.61","77,878,791.48","19,805,843.83","50,145,950.68","66,606,604.63","77,143,781.83","14,885,455.07","36,873,306.64","48,236,408.11","90,364,892.80","17,227,130.06","44,748,724.30","85,313,622.97","108,498,974.30","10,355,273.22","21,514,545.87","27,275,153.49","44,623,266.94","14,068,609.80","27,214,148.20","53,310,120.41","135,320,602.18","18,572,358.80","43,451,102.21","61,614,428.24","80,190,446.84","11,456,023.22","10,120,942.10","14,220,942.10","10,913,055.23",
收回投资收到的现金,,"400,000.00","400,000.00",,,,,,"210,664.57","210,664.57","824,139.36",,,,,,,,,,,,,,,,"3,162,188.23",,,,,"22,050.00","22,050.00","22,050.00","22,050.00",,,,"1,940,214,228.60",,"350,000,000.00","350,000,000.00","1,404,015,068.49",,,,,
支付其他与筹资活动有关的现金,,"59,250,000.00","121,150,351.52","27,622,656.70","103,530,986.54","154,984,479.37","203,197,267.48","90,873,241.27","91,452,066.52","173,294,483.42","131,161,024.55","10,890,466.55","12,645,961.22","127,209,568.47","132,589,662.47","93,690,288.85","172,230,378.65","276,820,023.06","800,949,757.76","258,192,486.11","21,911,478.52","108,767,702.58","832,569,521.16","399,539,418.88","560,500,000.00","777,628,505.67","743,975,056.58","159,789,702.60","434,642,560.41","493,368,300.00","748,893,200.05","164,371,210.41","284,022,656.14","403,558,691.06","892,393,273.34","156,782,265.42","428,814,278.59","517,565,009.14","1,524,445,663.55","132,997,431.25","177,016,763.57","177,016,763.57","432,691,951.71","27,720,120.19","23,371,821.87","23,547,821.87","1,086,739,399.46",
取得投资收益收到的现金,,"54,720.00","52,590.00",,,,,,"169,969.24","169,969.24","67,685.00",,,,,,,,,,"1,500,000.00","1,500,000.00","1,500,000.00",,,,,,"2,100.00","2,100.00","4,150.00",,,,,,,,"16,891,100.00",,"4,725,703.73","7,725,703.73","3,000,000.00",,,,,
筹资活动现金流出小计,"39,311,461.00","178,756,907.29","563,430,834.35","54,115,589.88","190,703,919.21","501,541,274.34","662,141,420.88","154,664,118.33","246,795,625.41","498,261,799.51","615,549,011.04","201,392,023.01","347,380,018.41","627,159,300.04","701,306,492.00","194,357,232.04","496,854,610.71","876,326,716.67","1,575,963,268.84","334,458,033.85","424,290,564.75","489,715,687.97","1,744,549,474.73","552,250,530.53","1,074,439,806.64","1,480,528,313.78","1,742,186,808.10","436,470,932.66","1,082,057,850.83","1,415,273,322.97","1,857,532,344.90","297,526,483.63","647,337,202.01","954,633,844.55","1,819,416,540.28","456,550,875.22","836,728,426.79","1,239,249,829.55","2,307,313,072.96","659,173,990.05","1,008,093,665.78","1,402,801,791.81","1,614,863,865.29","47,560,243.41","211,581,080.55","434,749,624.50","1,558,786,449.44","180,209,266.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"32,793.94",,,,,"2,530,160.00","443,949.31","478,149.31","581,505.65","1,329,214.85",,"8,000.00","8,000.00","248,183.42",740.00,"54,790.00","55,340.00","492,170.00",,,,"731,880.27",,,,"7,562,020.80",,,,,,,,"64,700.67",,,,"214,684,634.35",,"1,475.25","1,475.25","241,578.64",,,"300,000.00",,
筹资活动产生的现金流量净额,"-16,949,872.07","23,262,549.83","67,183,599.48","-2,479,667.54","67,418,144.63","313,862,705.00","430,615,824.17","234,252,756.33","268,621,249.25","236,389,426.57","147,522,593.90","-121,392,023.01","-97,900,018.41","-83,964,038.81","256,419,115.07","-23,813,144.79","10,392,041.52","26,463,283.33","123,986,816.72","105,006,345.80","46,709,435.25","106,284,312.03","-94,118,607.65","116,893,880.87","150,970,097.81","114,027,486.22","-38,367,550.49","42,379,067.34","-152,757,850.83","-275,973,322.97","-440,731,843.87","-130,526,483.63","-174,937,202.01","97,766,155.45","-64,532,013.14","-271,550,875.22","779,603,006.30","703,081,603.54","437,834,882.42","-559,173,990.05","-647,093,665.78","-796,811,791.81","-761,116,627.86","66,908,756.59","-60,384,262.02","-148,032,805.97","-1,073,520,825.09","-4,930,708.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"191,567,670.43","191,567,670.43","388,314,221.79",,,,,,,"8,236,081.12","176,284,822.12",,"852,832,762.18","852,832,762.18","825,889,834.99",,,,,
四、汇率变动对现金的影响,,"206,583.80",,,,,,,,,,,,,,,"-24,218.26",,,,,,"-187,331.56",,,,-6.00,,,,-134.94,,,,"-1,833.14",,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,"7,474,480.68","7,560,643.94","8,275,129.96","16,344,096.95","839,991.17","5,520,780.54","5,520,780.54","9,377,764.39","41,210,231.42",,,"350,000.00",,,,"1,729,726.47",,,,"217,032,282.66","40,000,000.00","197,967,688.21","197,967,688.21","212,815,264.83",,,,,,"14,167,237.82","14,167,237.82","14,457,982.37","10,600,000.00","9,000,000.00","9,000,000.00",,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"487,513.94","452,590.00",,,,"2,530,160.00","443,949.31","858,783.12","962,139.46","2,221,039.21","7,474,480.68","7,568,643.94","8,283,129.96","16,592,280.37","840,731.17","5,575,570.54","5,576,120.54","9,869,934.39","41,210,231.42","1,500,000.00","1,500,000.00","2,581,880.27",,,,"12,453,935.50",,"191,569,770.43","191,569,770.43","605,350,654.45","40,022,050.00","197,989,738.21","197,989,738.21","212,902,015.50",,,"8,236,081.12","2,348,074,785.07",,"1,221,727,178.98","1,224,727,178.98","2,247,604,464.49","10,600,000.00","9,000,000.00","9,300,000.00",,
五、现金及现金等价物净增加额,"-29,948,410.34","-17,908,849.93","-59,388,418.26","-44,178,946.62","5,563,388.53","208,239,726.53","156,340,391.37","135,382,391.98","141,735,939.71","42,274,385.40","-50,292,194.26","-111,509,006.57","-122,053,460.24","-100,474,699.26","228,586,876.99","-64,275,804.67","-91,939,490.36","-189,459,356.15","-190,460,276.21","120,146,001.29","-31,805,848.14","-38,559,291.32","-105,451,416.81","60,816,066.86","81,513,051.21","109,410,600.38","4,568,850.19","16,709,407.38","-19,270,541.03","-56,016,577.32","114,399,058.58","-110,259,016.96","-3,968,253.63","249,044,080.58","221,632,192.47","-321,175,968.78","742,636,522.23","650,427,242.78","532,014,154.51","-575,768,474.92","591,945,638.09","443,814,845.16","346,658,568.02","83,267,918.25","-282,310,850.23","-914,936,178.33","-1,340,272,922.29","-479,118.44"
购建固定资产、无形资产和其他长期资产支付的现金,"6,460,522.21","54,661,086.49","161,396,016.60","26,137,825.79","28,991,291.80","77,832,286.61","211,596,998.33","107,364,386.11","124,540,422.74","193,746,069.41","212,504,865.09","24,915,488.30","56,372,588.17","69,274,400.97","113,776,291.18","35,858,543.02","79,679,985.99","174,797,874.84","312,979,173.03","58,922,734.32","97,506,135.89","143,328,391.15","174,497,896.64","28,427,041.29","80,966,873.28","77,109,523.31","112,289,753.91","5,981,757.57","45,229,283.54","76,179,980.22","74,913,955.22","1,438,866.91","2,172,640.48","2,834,379.55","22,925,569.17","3,300,549.00","24,852,208.39","30,026,147.39","89,806,724.26","3,130,736.13","3,472,350.13","24,540,056.16","32,198,532.00","7,081,378.35","9,368,143.40","10,535,469.47","4,709,249.47","2,790.00"
期初现金及现金等价物余额,"133,882,909.76","133,882,909.76","133,882,909.76","74,494,491.50","74,494,491.50","74,494,491.50","74,627,949.07","230,968,340.43","230,968,340.43","230,968,340.43","230,968,340.43","180,676,146.17","180,676,146.17","180,676,146.17","180,676,146.17","409,263,023.16","409,263,023.16","409,263,023.16","409,263,023.16","218,802,746.95","218,802,746.95","218,802,746.95","218,802,746.95","113,351,330.14","113,351,330.14","113,351,330.14","125,853,350.64","130,422,200.83","130,422,200.83","130,422,200.83","130,422,200.83","244,821,259.41","244,821,259.41","244,821,259.41","244,821,259.41","465,855,629.40","466,453,451.88","466,453,451.88","466,453,451.88","998,467,606.39","998,467,606.39","998,467,606.39","998,467,606.39","1,345,126,174.41","1,345,126,174.41","1,345,126,174.41","1,345,126,174.41","4,853,252.12"
投资支付的现金,,"300,000.00","345,911.00",,,,,,,"4,000,000.00","10,520,000.00",,,,"4,250,000.00",,,,,,,,,,,,,,,,"9,900,000.00",,,,"1,500,000.00","10,250,000.00","18,250,000.00","18,250,000.00","2,260,000,000.00",,,,"1,052,000,000.00",,,,"220,000,000.00",
期末现金及现金等价物余额,"103,934,499.42","115,974,059.83","74,494,491.50","30,315,544.88","80,057,880.03","282,734,218.03","230,968,340.44","366,350,732.41","372,704,280.14","273,242,725.83","180,676,146.17","69,167,139.60","58,622,685.93","80,201,446.91","409,263,023.16","344,987,218.49","317,323,532.80","219,803,667.01","218,802,746.95","338,948,748.24","186,996,898.81","180,243,455.63","113,351,330.14","174,167,397.00","194,864,381.35","222,761,930.52","130,422,200.83","147,131,608.21","111,151,659.80","74,405,623.51","244,821,259.41","134,562,242.45","240,853,005.78","493,865,339.99","466,453,451.88","144,679,660.62","1,209,089,974.11","1,116,880,694.66","998,467,606.39","422,699,131.47","1,590,413,244.48","1,442,282,451.55","1,345,126,174.41","1,428,394,092.66","1,062,815,324.18","430,189,996.08","4,853,252.12","4,374,133.68"
