科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"95,833,648.83","229,994,785.85","518,125,132.07","111,752,420.29","284,902,731.90","447,969,069.62","593,146,988.81","106,796,812.93","266,625,910.60","438,044,231.23","621,933,542.11","155,484,525.36","308,412,296.10","484,558,097.59","749,756,981.54","176,398,240.89","407,462,179.22","657,554,028.13","801,619,648.15","238,759,458.64","405,151,759.67","509,095,933.94","701,195,101.17","151,725,105.01","323,719,471.08","596,294,820.48","730,733,979.23","196,827,976.98","466,582,945.35","663,241,290.49","734,927,824.80","96,155,410.13","257,808,442.22","386,041,675.27","692,832,809.56","328,403,633.86","778,373,647.99","1,128,066,165.83","1,565,046,457.54","277,139,258.05","638,962,051.62","958,400,508.48","1,119,821,619.56","214,922,576.35","591,279,454.55","804,425,805.49","955,780,379.44","228,599,853.77"
取得子公司及其他营业单位支付的现金净额,,"3,307,983.20",,,,,"4,974,676.22",,,,,,,,,,,,,,,,,,,"8,855,861.75","16,925,579.37",,,,,,,,"91,418,625.66",,,,,,,,,,,,,
收到的税费返还,"1,610,675.15","2,733,906.29","8,160,663.98","4,174,115.17","4,573,243.39","5,534,017.17","7,823,875.19","389,536.87","389,536.87","1,742,370.56","3,394,062.48","9,860,105.12","16,183,053.52","20,039,731.32","24,794,224.29","1,582,459.03","1,856,200.26","1,875,283.19","14,419,904.83","575,626.11","3,816,551.19","10,130,907.72","14,347,699.77","907,943.79","907,943.79","8,464,109.04","12,603,262.60","863,826.09","2,624,497.05","4,153,459.58","9,438,540.95","4,583,108.03","4,583,441.36","4,583,441.36","7,721,390.25",,"212,518.17","2,810,322.15","10,377,938.32",,,,,,,,,
支付其他与投资活动有关的现金,,"6,885,321.90",,,,,,,,,"16,344,096.95",,,,"849,923.54","87,787.81","6,782,932.37","57,593,684.37","16,600,484.97",,,"40,599,175.82","1,616,445.00",,,"2,621,201.17","7,775.26",,,,"9,272,762.84",,"33,949,408.54","37,002,246.60",,,,,,,,,"72,000,000.00",,,,"277,190.49",
收到其他与经营活动有关的现金,,,"1,090,000.00","1,850,000.00","4,486,000.00","4,486,000.00","1,986,181.00","1,031,280.54","1,437,785.55","15,472,970.89","17,072,464.52","795,833.62","7,688,373.84","7,328,224.92","10,199,680.94","1,716,317.65","4,927,895.64","4,467,343.07","4,699,348.77","13,588,926.72","15,198,421.51","9,466,097.73","36,733,802.51","4,246,409.01","11,513,232.97","9,341,214.91","16,324,708.87","4,629,298.50","9,901,851.01","135,127,966.34","10,121,917.02","3,287,499.26","17,907,065.22","18,014,882.09","62,624,068.80","213,012.90","215,645.82","219,817.03","11,739,242.79",,"3,502,192.88","4,305,617.36","4,334,115.01","2,215,530.66","2,357,348.84","5,523,135.08","4,057,038.36","5,068,890.19"
投资活动现金流出小计,"6,460,522.21","65,154,391.59","161,741,927.60","26,137,825.79","28,991,291.80","77,832,286.61","216,571,674.55","107,364,386.11","124,540,422.74","197,746,069.41","239,368,962.04","24,915,488.30","56,372,588.17","69,274,400.97","118,876,214.72","35,946,330.83","86,462,918.36","232,391,559.21","329,579,658.00","58,922,734.32","97,506,135.89","183,927,566.97","176,114,341.64","28,427,041.29","80,966,873.28","88,586,586.23","129,223,108.54","5,981,757.57","45,229,283.54","76,179,980.22","94,086,718.06","1,438,866.91","36,122,049.02","39,836,626.15","115,844,194.83","13,550,549.00","43,102,208.39","48,276,147.39","2,349,806,724.26","3,130,736.13","3,472,350.13","24,540,056.16","1,156,198,532.00","7,081,378.35","9,368,143.40","10,535,469.47","224,986,439.96","2,790.00"
经营活动现金流入小计,"97,444,323.98","232,728,692.14","527,375,796.05","117,776,535.46","293,961,975.29","457,989,086.79","602,957,045.00","108,217,630.34","268,453,233.02","455,259,572.68","642,400,069.11","166,140,464.10","332,283,723.46","511,926,053.83","784,750,886.77","179,697,017.57","414,246,275.12","663,896,654.39","820,738,901.75","252,924,011.47","424,166,732.37","528,692,939.39","752,276,603.45","156,879,457.81","336,140,647.84","614,100,144.43","759,661,950.70","202,321,101.57","479,109,293.41","802,522,716.41","754,488,282.77","104,026,017.42","280,298,948.80","408,639,998.72","763,178,268.61","328,616,646.76","778,801,811.98","1,131,096,305.01","1,587,163,638.65","277,139,258.05","642,464,244.50","962,706,125.84","1,124,155,734.57","217,138,107.01","593,636,803.39","809,948,940.57","959,837,417.80","233,668,743.96"
投资活动产生的现金流量净额,"-6,460,522.21","-64,666,877.65","-161,289,337.60","-26,137,825.79","-28,991,291.80","-77,832,286.61","-214,041,514.55","-106,920,436.80","-123,681,639.62","-196,783,929.95","-237,147,922.83","-17,441,007.62","-48,803,944.23","-60,991,271.01","-102,283,934.35","-35,105,599.66","-80,887,347.82","-226,815,438.67","-319,709,723.61","-17,712,502.90","-96,006,135.89","-182,427,566.97","-173,532,461.37","-28,427,041.29","-80,966,873.28","-88,586,586.23","-116,769,173.04","-5,981,757.57","146,340,486.89","115,389,790.21","511,263,936.39","38,583,183.09","161,867,689.19","158,153,112.06","97,057,820.67","-13,550,549.00","-43,102,208.39","-40,040,066.27","-1,731,939.19","-3,130,736.13","1,218,254,828.85","1,200,187,122.82","1,091,405,932.49","3,518,621.65","-368,143.40","-1,235,469.47","-224,986,439.96","-2,790.00"
购买商品、接受劳务支付的现金,"64,620,629.40","154,680,023.56","360,038,513.90","90,549,113.40","252,617,356.86","371,370,866.55","507,183,819.68","58,903,186.77","207,378,842.07","323,499,517.03","418,915,126.19","88,570,147.69","228,516,956.29","345,581,218.17","527,056,915.35","144,388,358.68","341,453,787.22","507,289,733.77","574,275,032.37","176,461,978.11","272,005,922.45","307,663,219.11","405,956,530.58","143,949,581.97","219,446,577.30","393,319,206.96","406,145,030.04","167,400,047.82","369,601,612.85","495,645,564.90","472,882,200.03","67,505,811.66","161,141,181.33","274,382,513.41","376,188,426.68","270,707,107.30","622,379,409.27","943,350,707.09","1,247,776,759.63","272,191,008.63","560,670,091.80","836,231,522.38","992,495,012.51","174,349,368.39","536,990,927.73","697,721,275.97","920,069,828.63","215,849,898.18"
吸收投资收到的现金,,"163,019,457.12",,,"193,591,773.84","231,991,901.77","235,491,901.77",,,,,,,,"313,434,200.00",,"3,300,000.00","3,300,000.00","11,800,000.00",,,,,,,,"6,600,000.00","160,000,000.00","160,000,000.00","160,000,000.00","160,000,000.00",,,,,,"745,331,433.09","745,331,433.09","745,331,433.87",,,,,,,,,
