科目,2013年度,2014年度,2015年度,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"97,564,004.42","125,181,805.54","153,708,021.38","142,721,597.02","282,785,689.75","474,430,211.20","229,172,166.91","448,575,950.02","698,324,690.57","962,847,615.79","229,721,351.02","484,240,718.38","667,608,063.55","827,382,439.27","175,250,277.93"
取得子公司及其他营业单位支付的现金净额,,"5,677,600.83","5,641,601.19",,,,,,,"37,362,629.06",,,,,
收到的税费返还,,,,,,,,,,,,,,"262,700.00","7,947.24"
支付其他与投资活动有关的现金,,,,,,,"30,000,000.00",,,,,,,,
收到其他与经营活动有关的现金,"3,737,129.01","3,294,057.36","7,269,555.71","3,150,961.33","3,209,089.18","4,502,962.45","1,169,443.18","7,197,686.87","6,940,198.78","21,494,233.73","8,619,905.95","7,913,010.32","9,004,482.12","14,847,674.42","57,888,071.40"
投资活动现金流出小计,"2,295,348.24","38,346,509.66","22,778,437.55","15,252,264.32","21,491,504.37","32,357,553.22","37,024,171.92","128,641,089.85","208,306,151.06","236,235,625.70","24,044,466.78","99,201,873.34","120,208,768.75","287,676,107.36","65,274,608.40"
经营活动现金流入小计,"101,301,133.43","128,475,862.90","160,977,577.09","145,872,558.35","285,994,778.93","478,933,173.65","230,341,610.09","455,773,636.89","705,264,889.35","984,341,849.52","238,341,256.97","492,153,728.70","676,612,545.67","842,492,813.69","233,146,296.57"
投资活动产生的现金流量净额,"-1,900,348.24","-8,901,567.91","-7,705,543.03","-15,252,264.32","-21,491,504.37","-32,357,553.22","-37,024,171.92","-98,368,089.85","-178,033,151.06","-204,247,606.24","-3,654,315.04","1,854,337.23","-18,539,307.84","-25,416,923.94","-64,434,608.40"
购买商品、接受劳务支付的现金,"50,701,905.89","82,970,147.93","107,583,652.62","113,928,517.90","208,966,584.93","332,167,668.62","180,839,418.67","339,735,756.35","519,466,409.83","690,498,706.24","152,229,300.45","266,308,423.99","380,039,860.98","476,285,800.97","75,743,899.76"
吸收投资收到的现金,,,,,,"103,900,000.00",,,,"500,000.00",,"10,383,095.00","10,383,095.00","10,504,825.00",
支付给职工以及为职工支付的现金,"10,982,051.61","13,656,462.48","14,775,608.37","9,189,388.45","16,411,158.32","24,037,539.22","9,418,643.90","19,957,863.11","34,011,520.62","48,461,686.67","18,333,104.60","36,631,587.79","58,001,384.71","79,464,109.35","18,473,679.62"
取得借款收到的现金,,"8,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00",,,,"140,000,000.00","147,369,365.55",,,"60,000,000.00","80,000,000.00",
支付的各项税费,"6,814,352.63","10,653,686.31","10,117,663.40","7,075,764.92","15,428,982.06","17,538,620.58","3,234,325.41","11,343,450.35","15,351,839.69","21,618,928.63","6,327,907.32","45,637,969.70","52,723,206.02","53,377,011.31","4,950,484.10"
收到其他与筹资活动有关的现金,"2,928,691.24",,,,,,,,,,,,,"50,000,000.00","50,000,000.00"
支付其他与经营活动有关的现金,"12,523,205.71","13,884,927.54","14,894,790.25","8,027,526.27","12,337,864.15","22,548,606.38","13,818,626.44","12,864,617.29","25,738,169.01","36,765,106.08","16,075,660.39","21,539,151.17","45,030,803.55","50,863,232.40","18,079,333.23"
筹资活动现金流入小计,"2,928,691.24","8,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","103,900,000.00",,,"140,000,000.00","147,869,365.55",,"10,383,095.00","70,383,095.00","140,504,825.00","50,000,000.00"
经营活动现金流出小计,"81,021,515.84","121,165,224.26","147,371,714.64","138,221,197.54","253,144,589.46","396,292,434.80","207,311,014.42","383,901,687.10","594,567,939.15","797,344,427.62","192,965,972.76","370,117,132.65","535,795,255.26","659,990,154.03","117,247,396.71"
偿还债务支付的现金,,,"8,000,000.00",,"10,000,000.00",,"10,000,000.00","10,000,000.00","10,000,000.00","11,036,844.49","80,414,201.66","80,828,403.32","141,242,604.98","141,656,806.64","914,201.66"
经营活动产生的现金流量净额,"20,279,617.59","7,310,638.64","13,605,862.45","7,651,360.81","32,850,189.47","82,640,738.85","23,030,595.67","71,871,949.79","110,696,950.20","186,997,421.90","45,375,284.21","122,036,596.05","140,817,290.41","182,502,659.66","115,898,899.86"
分配股利、利润或偿还利息支付的现金,,"118,666.67","501,777.77","482,342.00","803,860.45","1,755,156.40","159,473.78","10,307,088.85","10,298,494.73","12,195,759.50","1,356,780.51","21,869,195.49","22,337,277.14","25,235,860.49","2,467,619.48"
收回投资收到的现金,,"29,444,941.75","15,072,894.52",,,,,"30,273,000.00","30,273,000.00","31,723,313.58","20,388,091.74","101,048,376.67","101,654,952.01","262,243,023.42","840,000.00"
支付其他与筹资活动有关的现金,,"2,300,000.00",,,,"3,788,074.49",,"7,216,981.13","7,622,641.51","7,628,301.89",,,,,
取得投资收益收到的现金,,,,,,,,,,,,,,,
筹资活动现金流出小计,,"2,418,666.67","8,501,777.77","482,342.00","10,803,860.45","5,543,230.89","10,159,473.78","27,524,069.98","27,921,136.24","30,860,905.88","81,770,982.17","102,697,598.81","163,579,882.12","166,892,667.13","3,381,821.14"
处置固定资产、无形资产和其他长期资产收回的现金净额,"395,000.00",,,,,,,,,"264,705.88","2,060.00","7,833.90","14,508.90","16,160.00",
筹资活动产生的现金流量净额,"2,928,691.24","5,581,333.33","1,498,222.23","9,517,658.00","-803,860.45","98,356,769.11","-10,159,473.78","-27,524,069.98","112,078,863.76","117,008,459.67","-81,770,982.17","-92,314,503.81","-93,196,787.12","-26,387,842.13","46,618,178.86"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,-123.46,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,
投资活动现金流入小计,"395,000.00","29,444,941.75","15,072,894.52",,,,,"30,273,000.00","30,273,000.00","31,988,019.46","20,390,151.74","101,056,210.57","101,669,460.91","262,259,183.42","840,000.00"
五、现金及现金等价物净增加额,"21,307,837.13","3,990,404.06","7,398,541.65","1,916,754.49","10,554,824.65","148,639,954.74","-24,153,050.03","-54,020,210.04","44,742,662.90","99,758,275.33","-40,050,013.00","31,576,429.47","29,081,195.45","130,697,893.59","98,082,470.32"
购建固定资产、无形资产和其他长期资产支付的现金,"2,295,348.24","1,668,908.83","4,136,836.36","15,252,264.32","21,491,504.37","32,357,553.22","7,024,171.92","57,651,089.85","72,149,397.32","107,372,996.64","20,944,466.78","42,976,873.34","61,038,768.75","64,125,066.09","11,444,607.40"
期初现金及现金等价物余额,"11,342,101.11","32,649,938.24","36,640,342.30","44,038,883.95","44,038,883.95","44,038,883.95","192,678,838.69","192,678,838.69","192,678,838.69","192,678,838.69","292,437,114.02","292,437,114.02","292,437,114.02","292,437,114.02","423,135,007.61"
投资支付的现金,,"31,000,000.00","13,000,000.00",,,,,"70,990,000.00","136,156,753.74","91,500,000.00","3,100,000.00","56,225,000.00","59,170,000.00","223,551,041.27","53,830,001.00"
期末现金及现金等价物余额,"32,649,938.24","36,640,342.30","44,038,883.95","45,955,638.44","54,593,708.60","192,678,838.69","168,525,788.66","138,658,628.65","237,421,501.59","292,437,114.02","252,387,101.02","324,013,543.49","321,518,309.47","423,135,007.61","521,217,477.93"
