科目,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"97,092,698.53","266,285,563.32","214,910,456.16","223,228,292.37","232,525,055.87","200,313,144.31","188,882,224.71","188,727,330.70","172,178,012.39","120,175,081.45","135,238,822.79","104,330,851.58","83,523,095.25","94,756,247.07","82,664,091.24","96,481,333.93","86,985,237.45","236,121,247.53","238,766,088.90","277,145,170.22","185,472,970.90","252,154,760.75","226,614,545.21","213,580,066.75","247,053,973.47","127,738,190.47","173,565,391.58","171,658,548.03","164,436,684.19","164,947,723.56","140,334,818.04","141,914,782.07","135,226,157.05","116,508,286.98","130,858,622.21","157,621,963.31","519,290,122.65","509,534,873.13","451,930,627.02","319,471,477.16","231,331,398.38","176,552,579.96","162,927,798.29","227,003,288.65","194,074,440.29","323,647,400.80","310,951,026.11","203,471,625.40"
短期借款,"50,000,000.00","110,000,000.00","110,000,000.00","140,000,000.00","150,000,000.00","144,000,000.00","100,000,000.00","100,000,000.00","120,000,000.00","120,000,000.00","110,000,000.00","208,000,000.00","200,000,000.00","230,000,000.00","272,000,000.00","373,000,000.00","418,806,136.76","374,546,812.92","355,603,171.40","378,572,466.27","327,763,148.95","429,000,000.00","386,684,023.75","353,314,112.66","335,000,000.00","368,918,400.00","350,125,712.99","403,362,941.42","345,730,433.74","290,000,000.00","252,738,000.00","282,784,400.00","290,500,000.00","369,583,900.00","310,000,000.00","320,000,000.00","320,000,000.00","300,000,000.00","310,000,000.00","409,500,000.00","470,000,000.00","452,386,860.00","403,657,948.96","620,212,745.01","740,055,846.26","799,303,423.27","841,560,888.00","985,683,665.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"27,514,894.48","23,474,414.34","69,292,034.31","56,233,511.68","107,462,210.36","63,785,398.76","98,476,130.18","61,697,350.31","61,170,433.72","100,547,754.35","71,686,667.89","97,047,062.15","139,819,863.18","140,622,796.23","173,055,370.50","192,850,004.01","287,678,229.96","388,392,456.73","346,633,800.79","184,908,882.90","222,491,113.21","245,372,432.46","247,621,026.61","150,892,865.24","180,848,088.01","254,170,500.53","258,589,536.59","246,085,840.16","287,524,299.72","192,989,534.20","215,511,612.17","140,763,066.12","154,057,314.15","224,977,100.04","221,482,672.02","187,894,668.94","166,370,368.77","144,182,757.76","186,167,287.83","233,434,928.82","296,596,950.41","338,313,253.86","350,024,296.52","266,373,676.41","317,925,709.69","357,541,612.00","389,991,186.46","417,562,517.43"
应付票据,"105,876,000.00","44,612,500.00","30,324,500.00","71,273,500.00","59,700,000.00","49,920,000.00","11,107,375.00","10,750,000.00","41,130,000.00","39,000,000.00","21,800,000.00","88,000,000.00","82,000,000.00","76,752,400.00","50,529,500.00","69,450,000.00","57,427,000.00","63,088,909.84","19,537,111.62","54,757,423.72","52,705,238.22","56,304,536.68","73,881,567.15","166,593,364.07","219,341,968.83","170,132,933.97","197,218,759.66","248,083,741.89","249,124,464.69","241,546,787.92","188,497,834.52","114,743,905.92","146,994,485.65","107,399,860.02","151,928,491.04","171,521,426.77","128,560,105.81","221,932,016.21","289,048,660.40","268,042,527.30","357,291,297.30","366,571,906.90","322,518,413.95","295,111,471.50","301,702,471.00",,"297,630,000.00",
应收账款,"73,692,110.13","101,004,097.11","74,398,388.89","142,814,143.04","143,823,372.99","145,508,799.74","81,571,002.14","131,452,990.55","157,186,741.20","177,244,565.93","134,963,545.79","236,568,229.91","235,692,694.18","212,641,933.02","164,960,424.85","283,589,443.50","313,251,369.55","229,758,416.43","169,335,233.61","275,313,090.06","243,331,157.89","254,108,339.16","201,402,004.77","302,794,351.43","284,924,090.94","286,222,174.43","302,974,487.52","339,422,204.33","365,413,261.35","321,960,758.57","311,339,004.17","313,433,863.90","346,793,056.88","303,278,494.48","264,330,894.78","271,632,164.83","294,758,568.69","306,179,641.69","303,929,008.62","351,683,898.45","363,378,067.79","343,332,927.82","286,722,812.89","389,064,058.98","378,275,241.36","383,075,278.69","293,580,830.89","348,057,877.41"
应付账款,"50,640,656.71","50,171,153.13","39,360,202.87","30,928,868.40","43,596,566.13","39,378,233.39","33,822,568.91","47,728,327.59","38,854,006.56","45,140,970.94","62,804,349.24","56,334,217.26","148,911,293.42","126,329,550.56","142,084,655.81","157,005,517.80","142,505,188.06","133,958,575.76","162,672,516.46","195,791,404.44","149,892,358.95","172,778,380.72","216,786,262.41","197,314,740.76","171,585,733.76","123,059,681.23","161,287,135.63","150,078,744.63","178,341,385.69","155,184,031.93","185,718,414.69","204,320,368.36","147,642,730.70","125,390,205.87","128,276,839.83","136,247,253.63","149,100,654.47","147,977,799.02","183,664,902.40","169,479,142.66","216,438,329.35","221,238,497.17","291,969,206.35","310,460,784.07","323,777,583.75",,"424,579,161.15",
预付款项,"5,476,438.77","6,642,950.38","30,186,322.75","25,443,030.82","18,476,260.39","38,051,788.01","11,150,332.60","21,237,784.96","53,150,383.15","58,115,651.31","34,097,558.01","73,584,004.22","69,662,151.77","29,274,399.98","36,272,893.25","35,395,703.40","30,137,164.43","22,948,397.56","22,875,984.56","47,809,031.74","40,520,924.21","69,033,345.48","42,737,204.02","47,749,853.40","29,436,981.80","19,202,696.37","11,265,203.67","23,927,081.59","13,573,009.19","44,557,693.52","12,344,825.79","15,664,765.95","29,855,628.14","87,166,642.82","20,494,988.97","31,816,820.10","35,108,857.74","92,538,035.20","85,975,031.92","76,573,276.69","131,683,438.46","75,429,153.53","84,863,204.98","85,996,077.86","104,384,282.24","65,689,059.47","101,434,778.19","120,283,922.17"
预收款项,"3,372,980.15","3,311,476.27","2,970,098.67","6,278,062.73","7,596,538.09","5,439,951.02","4,781,036.10","3,018,866.82","11,868,437.87","5,548,228.12","6,542,978.67","6,014,760.99","1,959,976.33","7,102,824.65","5,841,340.86","3,271,908.95","10,314,902.17","3,857,593.77","4,119,222.81","5,126,884.43","5,936,051.32","7,199,264.23","32,166,689.64","15,130,018.94","11,961,038.96","11,839,672.04","28,068,978.81","27,898,803.64","19,224,332.12","21,855,629.77","9,150,688.53","13,196,228.88","13,052,471.25","12,413,474.79","7,309,696.45","6,946,359.87","9,071,070.55","16,802,665.67","16,396,687.69","14,245,465.67","15,930,338.09","21,190,436.40","21,621,816.35","28,184,331.07","8,056,394.85","16,147,554.98","48,205,324.91","73,815,962.88"
