科目,2013-12-31,2014-12-31,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"209,022,562.13","118,424,459.69","96,557,000.30","129,950,509.59","590,167,895.43","302,383,041.64","216,145,605.52","108,421,778.00","114,827,685.71","84,249,594.52","107,175,377.61","140,722,108.54","79,474,986.63","45,033,312.37","371,301,677.76","57,287,339.98"
短期借款,"474,692,668.48","209,500,755.45","182,624,589.16","291,966,782.24","251,052,433.36","7,790,682.85","2,149,260.22","1,097,486.14","2,333,620.48",,,,,,,
交易性金融资产,"61,800.01",,,,,,,,,,,,,,,
交易性金融负债,"1,527,206.38",,,,,,,,,,,,,,,
应收票据,,"100,000.00",,,,,,,,,,,,,,
应付票据,"8,532,545.03","8,068,714.85","4,064,179.26","800,330.13","887,821.51","623,489.81",,,,,,,,,,
应收账款,"195,917,271.37","164,416,352.99","151,445,337.34","117,592,211.81","106,966,123.83","101,349,748.66","138,246,634.34","90,938,893.70","111,773,191.62","73,093,704.74","133,500,720.15","119,683,500.71","123,954,013.04","92,962,871.11",,"106,259,972.49"
应付账款,"292,394,092.03","356,646,468.66","271,066,245.43","145,297,297.92","169,098,670.40","192,275,340.94","200,840,979.69","131,423,578.92","134,322,495.35","178,378,971.78","195,800,891.47","164,189,907.55","134,807,547.57",,"188,463,415.78",
预付款项,"41,554,779.11","34,343,645.68","27,890,850.95","30,735,609.74","40,926,915.23","19,970,233.89","33,558,852.57","23,622,677.20","21,490,328.65","30,042,719.09","25,492,412.77","23,361,986.94","25,670,265.97","29,498,446.61","27,925,887.10","21,938,324.93"
预收款项,"4,749,994.49","4,364,908.26","3,086,065.73","4,072,946.36","15,851,510.96","4,881,369.53","7,023,905.25","2,857,351.68","4,742,823.21","9,194,702.79","2,903,504.42","3,732,078.46","2,821,046.03","8,015,463.08","2,460,288.17","2,668,791.22"
其他应收款,"30,305,374.53","29,747,658.55","38,308,013.50","39,960,286.97","29,205,591.19","30,258,786.35","30,028,156.70","47,682,244.00","41,774,006.90","27,685,275.08","31,231,444.20","22,282,982.24","24,019,954.65","30,780,053.39","26,812,377.64","27,839,710.50"
应付职工薪酬,"59,103,227.23","53,703,210.76","39,741,839.86","31,297,853.86","32,706,099.67","33,828,697.33","33,577,723.72","30,835,895.60","29,999,096.87","29,121,597.96","31,194,233.69","28,699,832.93","29,388,712.51","29,331,331.24","36,997,857.92","28,538,818.14"
应收关联公司款,,,,,,,,,,,,,,,,
应交税费,"39,136,677.82","28,674,794.95","23,598,976.21","20,923,429.70","13,117,352.73","10,395,400.64","20,148,956.02","10,501,288.96","15,667,378.52","10,047,829.56","25,051,408.53","17,572,465.95","14,901,339.16","4,822,318.04","12,394,641.91","6,468,264.67"
应收利息,,417.31,395.59,,,,745.73,,,,,,,,,
应付利息,"947,900.00","345,428.33","312,212.51","331,015.58","360,511.13","1,782.28","1,178.12",573.98,516.59,,,,,,,
应收股利,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,"662,129.00","662,129.00","662,129.00","662,129.00"
存货,"732,651,562.95","707,972,741.70","700,287,123.15","678,194,914.72","682,812,026.16","740,854,435.70","675,478,037.14","622,047,005.13","580,510,954.14","659,462,886.38","595,902,912.55","555,657,754.23","521,411,122.33","601,651,939.84","530,892,433.77","501,439,868.62"
其他应付款,"38,679,184.42","40,250,269.00","37,771,744.04","32,162,788.56","31,514,173.74","22,743,983.48","35,716,412.28","30,350,060.50","30,033,408.90","26,388,259.74","34,980,117.96","49,267,140.61","46,708,342.72","47,447,801.12","56,356,805.18","45,909,910.67"
其中:消耗性生物资产,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,"1,290.29","1,290.29",,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,
其他流动资产,,"150,057.70","3,587,734.19","1,864,728.78","6,225,396.83","9,021,236.51","164,331,533.29","304,056,556.21","287,474,068.57","295,075,639.82","315,005,512.48","361,982,515.37","359,729,045.33","333,360,341.09","22,137,114.11","310,646,988.02"
其他流动负债,,,,,,,,,,,,,,,,
流动资产合计,"1,209,513,350.10","1,055,155,333.62","1,018,076,455.02","998,298,261.61","1,456,303,948.67","1,203,837,482.75","1,257,790,855.58","1,196,770,444.53","1,157,850,235.59","1,169,609,819.63","1,208,308,379.76","1,223,690,848.03","1,134,259,387.95","1,133,286,964.41","1,093,561,304.55","1,025,412,204.54"
流动负债合计,"919,763,495.88","701,554,550.26","562,265,852.20","526,852,444.35","514,588,573.50","272,540,746.86","299,458,415.30","207,066,235.78","217,099,339.92","253,131,361.83","289,930,156.07","263,461,425.50","229,289,116.99","297,548,213.25","296,673,008.96","201,892,206.28"
可供出售金融资产,,,,,,,,,,,,,,,,
长期借款,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,"10,808,762.88","8,771,186.74","6,615,799.31","2,642,990.47","130,070.98",,"14,838,852.25","14,951,360.16","14,586,778.51"
专项应付款,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,
预计负债,,,,,,,,,,,,,,,,
固定资产,"171,545,243.44","158,387,931.26","149,742,162.77","146,255,104.58","142,923,368.24","141,047,729.29","138,650,429.25","136,155,362.64","132,923,818.10","129,509,658.54","126,292,319.10","122,809,665.02","119,785,274.15","115,911,803.09","113,167,944.86","110,153,234.57"
递延所得税负债,"15,450.00",,,,,,,,,,,,,,,
在建工程,,,,"21,694.00",,,,,,,,,,,,
其他非流动负债,,,,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,
非流动负债合计,"2,015,450.00","2,000,000.00","6,000,000.00","6,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,"1,104,610.11","1,026,641.55"
固定资产清理,,,,,,,,,,,,,,,,
负债合计,"921,778,945.88","703,554,550.26","568,265,852.20","532,852,444.35","518,588,573.50","276,540,746.86","303,458,415.30","211,066,235.78","221,099,339.92","257,131,361.83","293,930,156.07","267,461,425.50","229,289,116.99","297,548,213.25","297,777,619.07","202,918,847.83"
生产性生物资产,,,,,,,,,,,,,,,,
实收资本(或股本),"163,000,000.00","163,000,000.00","163,000,000.00","163,000,000.00","217,360,000.00","217,360,000.00","217,360,000.00","217,360,000.00","217,360,000.00","217,360,000.00","217,360,000.00","217,360,000.00","219,906,650.00","219,906,650.00","219,906,650.00","219,906,650.00"
油气资产,,,,,,,,,,,,,,,,
