科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动现金流入小计,"18,750,000.00","20,800,000.00",,,,"806,587,500.00",,,,,,,,,,,,,,,,,,,,,,,,,,"198,000,000.00","198,000,000.00","249,137,600.00",,,,,
经营活动现金流出小计,"101,158,948.65","182,880,155.09","186,225,860.86","63,853,884.16","191,806,540.45","280,807,373.47","76,817,756.24","174,114,150.55","308,483,212.36","337,704,498.04","116,446,754.90","166,942,112.84","161,404,840.02","279,715,211.32","79,048,441.72","116,458,179.26","162,664,835.29","231,930,414.26","61,892,528.26","142,971,406.36","196,116,376.53","252,977,270.96","80,273,572.05","130,901,773.10","180,575,146.49","242,673,465.21","52,508,915.16","128,974,226.69","151,561,112.02","178,280,581.53","61,476,327.41","103,941,370.59","130,539,472.88","178,881,617.01","63,231,567.98","113,857,601.01","133,472,604.17","107,667,433.55","41,067,651.21"
偿还债务支付的现金,,,,,"10,000,000.00","10,000,000.00",,,"27,325,901.33","24,371,695.30",,,,,,,,,,,,,,,,,,,,,,,,,"2,782,430.91","96,103,836.28","98,653,545.35","102,437,963.49","2,439,745.43"
经营活动产生的现金流量净额,"44,544,276.95","28,663,711.43","66,539,948.16","-38,536,642.24","-78,483,028.75","-41,641,692.57","-25,967,856.77","-28,831,559.59","-47,881,705.77","-37,621,459.69","-19,860,546.27","-29,112,718.33","11,000,759.58","34,400,219.52","-1,107,783.90","19,460,483.28","28,054,229.01","-13,002,392.09","1,111,395.16","-53,691,000.75","-32,688,639.28","-25,299,695.96","-5,292,527.10","-1,602,271.23","141,543.42","11,966,143.17","13,502,436.82","-24,698,882.99","764,108.81","23,699,022.93","-10,514,009.32","24,977,263.74","50,836,123.62","58,896,445.40","-10,707,276.73","13,179,178.78","37,397,969.45","41,611,304.44","-13,245,765.46"
分配股利、利润或偿还利息支付的现金,,"11,525,025.00","16,954,925.00","132,750.00","268,450.00","79,633.00",,"27,400,000.00","27,400,000.00","28,071,379.27",,"27,400,000.00","27,400,000.00","27,400,000.00",,"16,440,000.00","16,440,000.00","16,440,000.00",,,"10,960,000.00","10,960,000.00",,"10,960,000.00","10,960,000.00","12,658,818.45",,"3,561,994.36","3,561,994.36","3,993,117.78",,,"3,013,999.99","3,013,889.77","1,841,714.50","15,905,724.28","16,803,676.45","18,055,053.85",
收回投资收到的现金,"9,732,859.55",,,,,,,,,,,,,,,,,,,,,,,,,,,"11,000,000.00",,,,"1,000,000.00","2,000,000.00",,,"2,000,000.00",,,
支付其他与筹资活动有关的现金,,,,,,"4,501,917.10",,,,,,,,,"2,530.00",,,,,,,,,,,,,,,,,"3,204,000.00","3,204,000.00",,,,,"1,568,000.00",
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"455,365.77","102,104.11","178,471.23","237,501.36","284,449.32","72,487.67","133,167.13","191,200.01","244,131.51","48,027.39","89,452.05","134,386.31","173,969.88","29,457.53"
筹资活动现金流出小计,,"11,525,025.00","16,954,925.00","132,750.00","10,268,450.00","14,581,550.10",,"27,400,000.00","54,725,901.33","52,443,074.57",,"27,400,000.00","27,400,000.00","27,400,000.00","2,530.00","16,440,000.00","16,440,000.00","16,440,000.00",,,"10,960,000.00","10,960,000.00",,"10,960,000.00","10,960,000.00","12,658,818.45",,"3,561,994.36","3,561,994.36","3,993,117.78",,"3,204,000.00","6,217,999.99","3,013,889.77","4,624,145.41","112,009,560.56","115,457,221.80","122,061,017.34","2,439,745.43"
处置固定资产、无形资产和其他长期资产收回的现金净额,"321,436.25","232,993.04","153,010.05",,,"30,000.00",,,200.00,"837,653.31",,,"32,962.56","539,989.31","638,491.21","611,317.46","726,676.72","303,980.77",,,"1,480.00","1,549,615.51",,520.00,920.00,"122,280.11",,,,"307,616.17","14,519.82","48,502.33","70,204.73","373,993.31",,"14,399.08","14,577.56","166,726.49",
筹资活动产生的现金流量净额,"18,750,000.00","9,274,975.00","-16,954,925.00","-132,750.00","-10,268,450.00","792,005,949.90",,"-27,400,000.00","-54,725,901.33","-52,443,074.57",,"-27,400,000.00","-27,400,000.00","-27,400,000.00","-2,530.00","-16,440,000.00","-16,440,000.00","-16,440,000.00",,,"-10,960,000.00","-10,960,000.00",,"-10,960,000.00","-10,960,000.00","-12,658,818.45",,"-3,561,994.36","-3,561,994.36","-3,993,117.78",,"194,796,000.00","191,782,000.01","246,123,710.23","-4,624,145.41","-112,009,560.56","-115,457,221.80","-122,061,017.34","-2,439,745.43"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"224,112.25","-602,981.78","-36,944.96","-12,144.32",,,,"7,202.06","-37,969.89","-1,856,555.19",,"-1,147,821.10","-783,375.99","-2,012,162.77","-549,725.50","-3,009,197.49","-2,996,248.69","-3,670,840.08","-650,369.72","-2,023,760.30","-1,383,494.84","-1,841,277.77","-593,291.10","-4,536,683.62","-791,609.09","-14,790,503.02","13,544.09","965,245.59","1,430,420.74","1,305,578.42","-251,479.35","582,150.39","-3,307,886.15","-9,862,046.65","-5,012,368.72","-5,595,206.68","-4,666,098.44","1,627,480.34","-1,932,971.19"
收到其他与投资活动有关的现金,"3,457.12",,,,,,,,,"719,773.44",,,,,,"816,700.00","816,700.00",,,,,"63,700,000.00",,,,,,,"12,000,000.00","3,000,000.00","1,000,000.00",,,"2,000,000.00","6,000,000.00",,"2,000,000.00","2,000,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"10,057,752.92","232,993.04","153,010.05",,,"30,000.00",,,200.00,"1,557,426.75",,,"32,962.56","539,989.31","638,491.21","1,428,017.46","1,543,376.72","303,980.77",,,"1,480.00","65,249,615.51",,520.00,920.00,"577,645.88","102,104.11","11,178,471.23","12,237,501.36","3,592,065.49","1,087,007.49","1,181,669.46","2,261,404.74","2,618,124.82","6,048,027.39","2,103,851.13","2,148,963.87","2,340,696.37","29,457.53"
五、现金及现金等价物净增加额,"34,041,020.96","16,896,547.34","45,454,977.13","-39,829,344.56","-91,489,549.12","745,420,071.25","-26,634,245.77","-96,703,807.56","-106,774,502.59","-178,817,846.22","-21,470,935.38","-110,724,979.58","-160,955,984.66","-153,108,399.88","-6,582,757.38","-57,278,428.21","-115,572,253.64","-148,521,445.92","-102,879,096.35","-146,045,978.22","-180,270,504.80","-124,051,709.62","-17,792,315.37","-45,836,973.02","-68,042,089.38","-77,621,291.87","2,163,412.89","-42,745,517.81","-43,677,611.93","-33,998,134.44","-22,535,573.11","174,483,316.41","163,148,895.37","193,338,357.79","-143,604,260.02","-262,154,844.21","-257,170,803.52","-248,335,364.86","-17,596,314.47"
购建固定资产、无形资产和其他长期资产支付的现金,"18,765,272.96","20,672,150.35","4,246,111.12","147,808.00","2,738,070.37","4,974,186.08","666,389.00","733,533.47","4,129,125.60","24,824,183.52","1,610,389.11","53,064,440.15","143,693,470.31","157,566,445.94","5,561,209.19","58,717,731.46","125,733,610.68","115,712,194.52","103,340,121.79","90,331,217.17","135,239,850.68","151,200,351.40","11,906,497.17","28,738,538.17","55,821,971.99","51,715,759.45","11,454,672.13","17,628,357.28","45,547,648.48","58,601,683.50","12,857,091.93","40,182,867.18","78,422,746.85","100,800,875.34","124,308,496.55","159,833,106.88","176,594,416.60","171,853,828.67","7,289.92"
期初现金及现金等价物余额,"19,119,192.11","53,160,213.07","70,056,760.41","115,511,737.54","115,511,737.54","115,511,737.54","864,621,181.02","864,590,381.96","864,617,392.60","860,931,808.79","682,113,962.57","745,743,962.57","745,743,962.57","682,113,962.57","529,005,562.69","529,005,378.35","529,005,378.35","529,005,562.69","380,484,116.77","380,484,116.77","380,484,116.77","380,484,116.77","262,571,696.99","257,809,182.15","257,809,182.15","256,432,407.15","177,672,035.29","178,811,115.28","178,811,115.28","178,811,115.28","144,812,980.84","144,812,980.84","144,814,862.34","144,812,980.84","338,151,338.63","338,151,338.63","338,151,338.63","338,151,338.63","89,815,973.77"
投资支付的现金,"6,206,813.04",,,,,,,"39,745,916.56",,,,,,"1,000,000.00",,,,,,,,,,,,,,"9,000,000.00","9,000,000.00",,,"6,870,900.00",,"3,637,000.67",,,,,
期末现金及现金等价物余额,"53,160,213.07","70,056,760.41","115,511,737.54","75,682,392.98","24,022,188.42","860,931,808.79","837,986,935.25","767,886,574.40","757,842,890.01","682,113,962.57","660,643,027.19","635,018,982.99","584,787,977.91","529,005,562.69","522,422,805.31","471,726,950.14","413,433,124.71","380,484,116.77","277,605,020.42","234,438,138.55","200,213,611.97","256,432,407.15","244,779,381.62","211,972,209.13","189,767,092.77","178,811,115.28","179,835,448.18","136,065,597.47","135,133,503.35","144,812,980.84","122,277,407.73","319,296,297.25","307,963,757.71","338,151,338.63","194,547,078.61","75,996,494.42","80,980,535.11","89,815,973.77","72,219,659.30"
