科目,2007年1-3月,2007年1-6月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
财务费用,"1,305,874.48","2,638,813.83","5,134,047.79","1,955,390.34","2,447,453.91","2,361,613.37","1,277,066.18","-1,626,433.03","-1,903,775.20","-10,950,435.00","-11,158,827.45","-892,430.03","-1,280,510.31","-6,481,490.82","-6,965,556.07","-1,903,735.56","-3,203,759.33","-5,440,623.52","-7,042,669.40","-1,688,648.52","-3,063,867.85","-3,777,674.68","-4,555,156.12","-395,511.20","5,965,201.49","11,196,668.74","14,577,237.83","6,556,620.97","11,407,466.64","11,854,894.71","13,610,879.98","870,313.49","3,016,210.84","-1,707,619.64","-13,042,631.61","-6,951,242.12","-9,403,189.14","-11,420,667.71","-17,374,601.74","3,551,678.62","16,007,710.75","23,056,455.22"
三、利润总额,"22,316,133.16","47,545,772.83","97,986,254.17","38,335,998.32","76,733,305.15","99,471,463.47","124,478,495.42","23,503,748.36","61,404,357.70","99,382,600.52","159,567,514.58","27,714,707.18","85,474,804.26","148,446,728.25","220,901,600.43","26,267,547.24","94,072,931.98","163,621,389.91","235,510,047.04","25,119,334.77","79,703,207.85","166,825,345.24","264,565,710.20","26,439,241.73","101,522,888.53","174,911,795.67","168,974,556.94","78,242,117.23","204,318,770.42","374,602,092.67","601,981,697.24","454,598,674.23","1,000,840,013.24","1,410,194,052.10","1,749,191,793.33","380,657,825.81","794,861,086.03","1,499,162,410.54","1,959,354,638.99","265,355,345.37","837,254,787.47","1,118,385,904.14"
资产减值损失,"5,981,841.44","4,842,117.24","5,882,668.69","303,049.32","-1,311,789.65","-376,582.36","-797,112.33",,"1,366,979.91","608,366.17","397,534.16",,"417,337.61","909,095.90","653,152.98",,"763,958.09","1,070,401.10","2,175,213.39",,"110,330.68","551,229.20","2,488,699.29","299,915.60","3,949,926.31","4,002,292.20","5,182,593.34","649,245.74","1,516,190.79","-826,448.52","-783,726.27","885,174.64","7,429,863.90","8,675,412.21","15,266,941.59","245,625.11","5,997,406.48","14,308,216.92","13,874,055.68","-7,025,778.99","30,903,806.26","46,685,988.64"
减:所得税,"2,678,537.06","6,240,245.96","16,351,425.03","6,955,873.38","12,928,094.33","16,901,441.34","19,297,168.30","3,542,226.79","9,408,680.15","15,106,909.65","22,798,416.97","6,428,041.01","14,787,026.48","24,267,471.20","35,499,515.36","4,338,787.60","14,431,887.48","24,921,223.06","36,059,940.64","3,825,001.95","12,591,237.21","25,252,274.35","40,675,030.95","4,208,742.88","15,926,208.29","27,532,145.96","26,454,877.98","12,426,662.69","31,368,591.64","56,646,796.23","91,466,938.97","70,073,635.65","151,785,326.44","213,903,092.79","268,763,558.47","58,635,207.53","124,565,903.40","233,425,066.39","308,941,946.79","44,354,196.05","130,019,834.34","179,635,789.06"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"321,480,000.00","653,730,000.00","712,980,000.00","865,224,000.00","91,653,587.97","252,443,047.83","680,779,764.76","156,482,760.36","62,404,407.00","106,920,944.84","117,247,590.44"
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,,747.83,"-1,406,841.78",,"-1,162,512.89","-1,162,512.89","-1,162,512.89","-399,768.65","-447,338.41","-447,338.41","-118,239.53",,,,,,,,,,,,,,,,,,"10,348.00","26,120,399.10","31,463,697.65","2,301.37","-205,868.63","-259,868.63","9,705,178.81","-19,515.22","4,280,479.07","3,912,296.99","672,305,103.43","-442,670.75","390,353,040.01","394,007,459.08"
四、净利润,"19,637,596.10","41,305,526.87","81,634,829.14","31,380,124.94","63,805,210.82","82,570,022.13","105,181,327.12","19,961,521.57","51,995,677.55","84,275,690.87","136,769,097.61","21,286,666.17","70,687,777.78","124,179,257.05","185,402,085.07","21,928,759.64","79,641,044.50","138,700,166.85","199,450,106.40","21,294,332.82","67,111,970.64","141,573,070.89","223,890,679.25","22,230,498.85","85,596,680.24","147,379,649.71","142,519,678.96","65,815,454.54","172,950,178.78","317,955,296.44","510,514,758.27","384,525,038.58","849,054,686.80","1,196,290,959.31","1,480,428,234.86","322,022,618.28","670,295,182.63","1,265,737,344.15","1,650,412,692.20","221,001,149.32","707,234,953.13","938,750,115.08"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,518,609.11","4,763,190.18"
归属于母公司所有者的净利润,"19,647,385.93","41,331,507.04","81,769,205.51","31,542,642.72","63,775,785.32","82,338,530.78","104,790,807.70","19,887,197.71","51,214,630.47","82,876,532.47","135,663,016.16","21,462,837.88","70,496,548.30","123,821,589.87","185,498,269.68","22,329,909.53","80,008,903.48","139,064,708.30","200,354,617.62","21,314,454.78","67,415,998.86","142,085,517.96","225,013,842.60","22,430,109.92","85,908,166.17","148,370,905.92","143,794,617.31","66,054,725.67","173,589,088.35","319,125,708.20","510,854,940.89","378,660,374.84","831,535,470.63","1,167,672,702.71","1,442,414,301.23","312,319,812.07","648,544,622.01","1,233,459,114.89","1,613,153,629.12","222,228,006.21","708,837,965.48","940,143,971.30"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,"-9,789.83","-25,980.17","-134,376.37","-162,517.78","29,425.50","231,491.35","390,519.42","74,323.86","781,047.08","1,399,158.40","1,106,081.45","-176,171.71","191,229.48","357,667.18","-96,184.61","-401,149.89","-367,858.98","-364,541.45","-904,511.22","-20,121.96","-304,028.22","-512,447.07","-1,123,163.35","-199,611.07","-311,485.93","-991,256.21","-1,274,938.35","-239,271.13","-638,909.57","-1,170,411.76","-340,182.62","5,864,663.74","17,519,216.17","28,618,256.60","38,013,933.63","9,702,806.21","21,750,560.62","32,278,229.26","37,259,063.08","-1,226,856.89","-1,603,012.35","-1,393,856.22"
