科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"87,955,649.49","106,012,574.66","269,741,790.77","317,749,038.61","2,291,724,725.47","2,235,599,591.21","2,045,613,288.67","1,862,687,558.14","1,805,581,565.35","1,736,705,825.48","1,764,541,849.47","1,656,742,557.43","1,451,775,415.44","1,576,811,615.29","1,320,000,170.11","1,741,296,819.46","1,639,712,127.32","2,119,198,387.03","1,815,993,040.69","1,499,293,459.35","1,245,138,762.51","2,308,899,954.89","1,131,832,357.74","1,919,325,275.26","1,800,963,494.05","2,656,339,847.39","2,049,638,457.94","1,316,576,372.73","823,957,738.24","1,554,951,949.83","1,363,568,895.56","2,375,861,249.14","2,045,338,506.12"
短期借款,"60,000,000.00",,,,,,,"130,000,000.00","130,000,000.00","130,000,000.00","200,000,000.00","90,000,000.00","380,000,000.00","617,860,000.00","360,750,000.00","418,800,000.00","717,990,000.00","704,990,000.00","605,306,666.67","891,990,000.00","869,500,000.00","699,500,000.00","1,222,500,000.00","1,469,900,000.00","1,385,333,334.23","617,691,234.10","648,795,590.31","611,280,278.20","410,800,000.00","867,000,000.00","1,069,000,000.00","1,206,000,000.00","1,225,000,000.00"
交易性金融资产,"11,360.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,600,000.00","1,650,000.00","7,100,000.00","180,000.00",,"1,900,000.00","2,600,000.00","6,500,000.00","13,300,000.00","349,733,740.51","5,540,000.00","265,199,985.69","572,189,432.79","1,006,497,411.80","544,737,343.05","545,259,599.70","844,682,959.13","633,944,996.07","688,849,408.91","934,656,954.06","907,328,962.57","236,227,434.46","517,137,920.23","298,853,199.53","730,757,787.03","1,306,153,345.23","1,438,502,544.31","1,015,766,001.99","899,525,798.70","413,478,855.27","294,443,307.89","180,230,301.65","282,577,433.92"
应付票据,,,,"34,918,978.48","128,706,420.47","174,524,764.61","170,049,136.75","165,469,621.87","167,111,141.76","249,171,348.69","226,155,539.65","226,379,744.34","359,421,005.07","462,594,401.64","588,721,618.95","395,780,326.25","415,848,997.79","579,288,052.75","431,693,581.40","415,676,375.39","615,409,456.88","867,731,377.45","858,168,186.95","772,241,921.31","978,896,107.00","1,115,116,206.07","1,476,325,632.93","1,366,195,560.73","1,630,905,666.19","1,628,495,031.57","1,444,893,528.07","1,414,574,911.26","1,601,399,740.22"
应收账款,"73,464,557.54","310,441,108.95","255,453,205.68","478,159,486.87","723,551,988.92","968,549,405.18","1,288,742,482.35","1,642,388,327.42","1,980,304,311.21","2,493,191,291.72","2,565,186,673.78","3,026,664,942.01","3,386,764,788.96","3,118,619,165.04","3,404,695,557.10","3,870,255,948.94","4,095,469,864.63","4,470,707,124.89","4,605,826,793.06","5,734,157,712.26","6,292,567,747.67","6,685,909,735.01","7,210,389,078.11","7,373,364,472.16","7,899,109,232.36","6,906,401,402.99","7,098,509,221.10","7,564,110,329.30","7,816,638,858.68","9,679,690,212.69","8,887,021,039.87","7,645,803,384.54","8,209,406,277.21"
应付账款,"46,079,801.04","230,915,320.11","164,478,105.95","373,111,818.54","314,503,057.65","705,042,912.41","721,454,969.42","844,585,280.87","1,126,830,179.29","1,959,188,690.68","1,709,368,297.12","1,889,191,770.38","1,809,375,221.24","2,023,227,840.63","1,679,014,216.05","1,929,545,289.29","1,856,992,053.90","2,301,204,944.12","1,941,326,769.77","2,690,880,712.75","2,629,480,003.83","3,210,456,791.21","2,968,602,209.42","2,870,115,936.76","3,041,369,342.98","3,073,013,795.55","2,412,853,390.37","2,477,199,910.41","2,288,947,203.45","4,085,631,935.16","3,333,062,976.47","3,352,744,346.70","3,342,317,989.19"
预付款项,"18,982,535.71","41,559,131.27","31,056,645.90","48,329,003.16","33,599,573.14","8,587,874.16","16,216,597.08","78,214,822.78","82,287,584.56","107,842,869.76","131,765,555.57","119,355,864.53","154,867,727.86","105,135,230.03","107,867,231.12","135,628,815.48","154,022,465.90","131,357,637.62","128,588,040.55","166,257,957.56","191,191,859.25","160,913,492.79","206,316,455.62","246,153,547.67","204,753,872.31","159,234,911.52","164,448,188.58","173,253,604.33","183,336,203.16","193,356,074.24","268,837,135.75","292,299,762.49","255,067,489.18"
预收款项,"90,063,477.52","74,153,040.72","108,974,768.45","105,899,949.22","191,475,087.56","60,011,220.86","49,772,982.03","82,057,598.20","91,344,032.75","42,766,285.96","36,980,174.64","101,646,784.19","152,268,591.00","122,293,186.25","134,157,214.73","208,357,459.05","238,943,745.68","103,756,868.09","113,273,639.49","100,463,660.79","172,963,498.87","108,758,743.86","81,944,779.38","101,305,783.36","132,599,513.33","84,811,674.95","161,580,283.71","272,800,184.32","235,163,036.77","250,911,018.94","314,555,466.12","328,944,646.22","420,897,131.65"
