科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"562,616,215.27","716,597,549.64","646,710,391.58","623,840,298.04","624,566,779.74","1,660,248,847.91","1,643,646,151.53","1,520,930,779.08","1,613,290,411.48","1,754,002,180.70","1,749,544,823.74","1,925,945,548.89","1,516,450,899.56","1,479,700,085.01","1,548,240,692.95","1,143,235,447.45","1,163,959,204.68","1,271,205,988.73","1,259,711,997.71","1,342,049,444.36","1,249,411,053.87","1,290,996,159.24","1,026,218,590.12","865,190,985.82","820,857,596.78","893,043,031.76","972,954,278.81","885,300,572.92","890,224,586.74","887,085,406.35","1,295,506,199.73","692,898,918.72"
短期借款,,,,,,,,,,,,,,,,,,,,,"3,762,800.00",,,,,,,,,,,
交易性金融资产,"4,585,160.00","8,496,120.00","6,389,430.00","7,236,390.00","6,352,790.00","6,167,040.00","6,211,180.00","5,731,440.00","5,708,140.00","6,222,670.00","5,412,570.00","4,380,090.00","4,429,380.00","4,311,450.00","3,854,210.00","4,047,290.00","4,313,550.00","5,988,310.00","6,129,070.00",,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"53,609,078.50","53,718,000.00","73,424,800.00","107,650,000.00","92,941,540.00","61,730,000.00","102,811,041.00","120,538,400.00","156,602,221.59","83,184,100.00","109,275,872.94","45,171,688.77","96,543,166.83","180,772,125.91","144,126,717.27","170,748,702.21","151,425,040.00","62,775,512.05","78,867,378.88","51,451,119.97","82,236,130.85","68,852,873.81","70,888,390.90","58,256,059.00","53,971,750.00","62,516,800.78","41,195,672.00","46,849,520.00","79,854,754.50","55,554,931.62","74,791,746.62","78,079,600.00"
应付票据,"21,330,000.00",,"42,840,000.00","27,090,000.00","10,290,000.00","17,200,000.00","22,990,000.00","25,725,000.00","20,925,000.00","5,000,000.00","5,000,000.00",,"20,000,000.00","20,000,000.00",,,,"2,000,000.00","2,000,000.00",,,"7,670,000.00","7,800,000.00","130,000.00",,"10,711,000.00","12,711,000.00","5,268,043.15","7,018,043.15","5,750,000.00","2,000,000.00","2,400,000.00"
应收账款,"62,408,505.36","69,489,443.57","149,324,392.54","235,433,936.95","260,836,105.85","230,340,991.81","232,731,101.65","272,950,871.30","264,195,501.79","264,725,540.09","256,829,216.78","263,547,757.56","225,901,161.17","216,810,703.32","234,315,839.46","231,283,724.45","237,967,877.55","220,991,195.26","231,879,536.12","237,191,798.91","250,498,393.89","262,357,195.76","242,498,588.05","225,866,945.48","218,401,503.51","251,817,059.47","231,522,555.31","224,956,303.93","181,423,765.86","193,070,137.68","214,362,601.25","189,751,433.65"
应付账款,"52,671,745.76","110,541,324.56","149,051,292.24","222,698,360.57","223,899,510.00","196,998,720.51","185,217,746.63","189,411,021.48","202,539,836.96","179,911,762.18","179,305,247.63","184,577,686.87","168,082,811.25","177,453,171.69","167,615,485.08","163,766,022.66","161,115,093.93","137,379,215.26","127,743,032.12","145,451,088.97","140,803,246.74","140,186,089.85","125,808,714.60","117,803,758.62","118,749,606.72","130,289,231.44","120,551,637.14","132,864,819.44","130,714,924.93","130,551,688.13","105,740,649.62","111,671,696.03"
预付款项,"54,708,059.87","36,101,199.22","14,624,235.56","35,286,018.08","55,018,032.72","27,960,701.26","35,741,917.35","10,670,421.23","12,406,419.83","15,997,577.23","28,028,591.56","17,978,005.00","15,823,999.72","14,891,354.32","10,546,114.34","5,671,643.37","12,297,249.67","7,502,041.49","15,684,525.01","12,871,182.96","25,407,441.46","16,850,755.42","22,946,297.23","25,993,622.02","14,923,723.30","17,566,416.21","23,037,000.23","14,115,217.19","22,295,356.83","11,908,087.41","17,700,763.43","16,545,973.15"
预收款项,"403,520,373.75","817,513,776.32","460,276,938.17","294,126,232.87","201,399,663.61","260,957,723.12","244,971,396.34","202,538,584.92","309,332,556.35","325,896,989.72","307,336,103.48","315,253,437.04","397,832,804.49","390,305,771.52","320,823,145.11","269,865,732.38","254,054,659.84","256,713,576.93","222,037,491.62","242,154,942.48","225,899,121.85","174,592,846.48","135,379,148.00","127,257,137.23","133,319,777.46","167,325,162.84","139,529,430.92","138,341,415.64","199,241,126.21","146,020,356.71","155,012,679.80","129,363,688.36"
