科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
财务费用,"-52,658.28","-319,980.22","-142,390.82","-265,754.74","-1,470,692.48","-2,611,174.08","-278,635.93","-1,668,175.33","-3,283,784.06","-7,400,553.26","-510,211.05","-1,820,992.58","-5,746,921.55","-9,111,460.07","-1,018,613.27","-2,175,825.02","-4,579,376.78","-6,004,825.78","-577,939.14","-1,609,336.80","-2,177,712.96","-5,982,238.65","-1,495,882.13","-13,164,853.27","-20,528,227.73","-1,361,205.34","-325,828.75","-465,912.93","-1,595,328.25","-3,433,195.94","-1,331,529.10"
三、利润总额,"25,138,376.39","45,263,080.18","49,690,116.43","13,741,461.95","15,013,509.78","68,044,278.29","376,307.84","11,771,112.85","14,405,375.31","67,868,659.69","548,239.88","10,171,494.59","15,749,774.01","74,153,125.11","-1,167,795.60","12,135,486.88","18,975,685.76","77,690,258.14","-2,245,300.81","18,099,114.27","22,308,744.10","86,259,840.66","-576,184.72","16,044,323.07","21,840,054.61","97,798,416.57","1,346,266.67","24,512,381.38","31,217,694.61","98,142,401.05","2,804,466.63"
资产减值损失,"-950,474.01","1,664,812.64","2,567,414.79","3,026,351.09","1,526,278.79","7,313,798.63","24,309.40","3,974,463.20","4,385,828.58","12,861,939.54","333,797.32","4,974,154.20","7,885,984.88","23,499,695.97","584,883.99","9,365,732.14","12,464,587.19","28,854,075.21","4,680,186.56","13,618,855.17","24,349,888.45","32,437,553.62","9,251,984.05","21,833,171.29","36,093,296.00","54,967,847.24","13,352,305.07","26,501,300.84","42,276,434.88","83,662,915.41","10,982,581.50"
减:所得税,"2,576,076.05","4,978,587.50","4,920,614.90","1,731,649.15","1,630,547.54","7,936,749.30","188,175.22","-1,727,722.79","-1,234,126.89","77,419.91","284,519.21","-469,233.77","-636,838.00","6,159,239.57","-1,456,217.36","-1,537,183.31","-1,210,085.54","6,970,691.55","-2,636,167.05","967,380.90","-88,599.66","6,023,986.38","-1,181,212.87","-1,167,101.43","-2,211,212.15","7,454,310.78","299,970.51","508,864.66","-1,939,850.49","4,674,183.63","-799,799.30"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响净利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资收益,"373,645.81",,"17,264.38",,,,,,,,,,,,,,"226,667.00","226,667.00",,,"-427,759.05","-2,084,487.06","-1,101,726.67","-2,411,291.60","-3,860,565.23","22,873,350.49","1,205,586.17","7,966,983.22","8,818,541.84","8,069,732.52","-1,275,708.01"
四、净利润,"22,562,300.34","40,284,492.68","44,769,501.53","12,009,812.80","13,382,962.24","60,107,528.99","188,132.62","13,498,835.64","15,639,502.20","67,791,239.78","263,720.67","10,640,728.36","16,386,612.01","67,993,885.54","288,421.76","13,672,670.19","20,185,771.30","70,719,566.59","390,866.24","17,131,733.37","22,397,343.76","80,235,854.28","605,028.15","17,211,424.50","24,051,266.76","90,344,105.79","1,046,296.16","24,003,516.72","33,157,545.10","93,468,217.42","3,604,265.93"
其中:对联营企业和合营企业的投资权益,,,,,,,,,,,,,,,,,,,,,"-427,759.05","-2,229,267.89","-1,196,023.38","-2,557,461.03","-4,006,734.66","-7,867,431.39","-2,096,249.45","-4,318,206.62","-8,007,109.96","-11,516,064.04","-2,746,966.37"
归属于母公司所有者的净利润,"22,562,300.34","40,284,492.68","44,769,501.53","12,009,812.80","13,382,962.24","60,107,528.99","188,132.62","13,498,835.64","15,639,502.20","67,791,239.78","263,720.67","10,640,728.36","16,386,612.01","67,993,885.54","288,421.76","13,672,670.19","20,185,771.30","70,719,566.59","390,866.24","17,131,733.37","22,397,343.76","80,347,228.14","823,536.18","17,753,161.28","25,138,240.73","91,451,980.39","1,225,564.49","24,310,270.95","33,564,733.92","94,090,073.34","3,733,828.72"
影响营业利润的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
少数股东损益,,,,,,,,,,,,,,,,,,,,,,"-111,373.86","-218,508.03","-541,736.78","-1,086,973.97","-1,107,874.60","-179,268.33","-306,754.23","-407,188.82","-621,855.92","-129,562.79"
