科目,2009年度,2010年度,2011年度,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"69,016,621.97","91,686,470.98","126,950,700.98","69,753,627.83","94,415,069.38","189,957,858.76","28,266,297.61","65,288,792.27","105,355,610.11","228,204,554.56","38,136,458.58","86,889,218.93","139,486,083.35","262,733,639.30","43,349,805.86","105,719,184.08","166,934,905.23","470,015,347.51","59,026,245.35","142,273,165.37","224,615,081.94","492,299,777.56","62,275,313.16","168,723,168.68","279,695,034.82","514,852,610.92","86,469,555.01","196,127,393.66","304,875,328.32","572,400,445.59","110,189,911.38"
二、营业利润,"16,902,075.85","26,281,874.99","37,016,063.71","9,778,527.45","9,254,064.92","58,005,115.58","371,307.84","6,732,158.45","8,154,429.27","49,284,755.68","400,282.50","7,120,806.12","10,977,286.61","64,367,355.88","-3,158,997.14","2,647,797.41","8,203,362.81","56,741,359.37","-5,119,811.99","10,899,188.97","13,161,147.19","68,435,375.89","-8,376,442.23","15,217,171.69","20,134,423.73","98,478,993.99","74,076.95","24,539,387.67","31,244,675.72","98,775,801.98","2,804,416.35"
减:营业成本,"5,496,835.54","4,197,032.27","12,824,292.43","9,842,005.22","12,585,041.58","22,800,097.56","1,689,313.06","3,266,030.59","9,074,276.76","47,019,958.72","5,156,274.73","9,720,337.62","13,904,902.62","31,705,183.05","7,229,243.06","18,476,002.06","32,209,709.72","214,467,388.03","11,168,143.50","25,854,034.82","40,860,743.53","182,589,531.60","5,006,822.32","40,246,077.23","81,170,704.45","162,855,651.86","13,283,428.39","35,232,498.87","61,583,309.63","154,827,205.34","24,612,336.00"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,467,852.72","1,689,631.72","2,238,134.15","962,134.88","1,392,818.08","2,110,162.38","252,955.24","422,803.16","777,357.72","3,421,822.11","136,747.82","285,376.24","820,837.40","3,884,966.28","584,001.09","948,903.22","1,443,114.09","4,780,438.64","640,733.66","1,153,107.70","1,616,124.38","5,361,450.61","1,057,624.05","1,525,632.68","2,850,599.87","8,266,192.93","584,776.66","1,428,070.90","2,565,248.15","7,609,942.71","782,516.22"
营业外收入,"8,462,624.46","18,981,205.19","12,675,451.39","3,992,934.50","5,789,444.86","10,069,162.71","5,000.00","5,038,954.40","6,250,946.90","18,583,904.87","147,957.38","3,051,366.78","4,781,427.71","9,794,709.54","1,991,201.54","9,487,689.47","10,772,322.95","21,028,691.87","2,886,289.03","7,211,703.15","9,159,374.76","17,836,242.62","7,800,257.51","932,151.38","1,810,985.99","106,195.00","1,272,189.72",131.45,156.63,"141,427.90",50.28
销售费用,"29,551,998.24","33,240,717.00","37,591,823.30","25,184,687.82","37,703,081.14","52,514,065.77","11,535,280.71","22,788,919.87","39,408,095.36","56,975,534.62","14,979,216.20","28,702,929.41","48,157,330.86","66,353,355.81","16,097,545.51","34,551,135.95","55,303,730.33","76,014,148.82","19,459,904.54","36,743,125.76","58,894,128.69","89,353,087.21","22,261,220.31","44,170,764.19","69,164,762.81","101,298,707.36","22,467,073.17","48,475,149.15","75,865,858.05","105,684,430.47","29,854,983.25"
减:营业外支出,"226,323.92",,"1,398.67","30,000.00","30,000.00","30,000.00",,,0.86,0.86,,678.31,"8,940.31","8,940.31",,,,"79,793.10","11,777.85","11,777.85","11,777.85","11,777.85",,"105,000.00","105,355.11","786,772.42",,"27,137.74","27,137.74","774,828.83",
管理费用,"16,974,637.72","24,932,382.58","34,872,627.80","21,225,676.11","33,424,477.35","49,825,792.92","14,671,767.29","29,772,592.33","46,839,406.48","66,041,097.15","17,640,351.06","37,906,607.92","63,486,662.53","82,034,542.38","23,031,742.62","41,905,438.32","62,116,444.87","95,389,430.22","28,775,028.22","55,614,189.75","87,483,003.61","118,020,530.22","33,468,260.12","65,486,549.82","100,647,872.04","135,514,771.79","38,493,241.95","78,124,236.51","55,325,931.98","84,905,792.77","23,415,009.84"
其中:非流动资产处置净损失,"6,323.92",,"1,398.67",,,,,,0.86,,,678.31,,"8,940.31",,,,"79,793.10","11,777.85","11,777.85","11,777.85","11,777.85",,,355.11,,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
