科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
销售商品、提供劳务收到的现金,"177,744,144.95","255,725,509.25","56,484,800.76","90,822,416.23","285,763,189.73","28,815,435.38","63,951,713.08","117,892,045.41","352,047,465.52","28,967,207.06","94,519,892.57","167,468,141.03","419,484,301.42","64,457,842.79","169,458,651.94","324,129,973.16","616,491,102.15","155,228,266.03","193,842,945.38","367,113,476.48","807,115,036.31","96,493,949.51","286,959,543.02","518,056,488.90","942,062,363.33","139,940,258.77","387,446,125.76","670,011,269.83","1,401,282,863.13","213,431,276.62","417,940,393.62","620,194,772.76","1,143,427,663.33","206,327,742.56","438,172,195.63","626,698,245.53","891,366,565.62","117,336,857.44","286,004,196.26"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,"412,500,000.00","737,502,169.19",,,,,,,,,,
收到的税费返还,"5,087,099.74","8,925,629.22","5,370,634.43","12,800,726.08","18,497,898.08","6,974,535.05","6,974,535.05","11,151,660.37","20,603,078.35",,"4,574,302.22","4,574,302.22","16,062,169.91",,"7,096,733.03","13,154,889.19","17,189,551.02",,"10,864,706.71","19,486,853.64","25,086,424.82","16,833,213.90","16,846,207.63","20,934,389.44","20,486,223.73","15,316,641.60","31,215,609.22","31,215,609.22","41,796,514.29",,"16,564,985.94","16,564,985.94","21,333,069.66",,"1,290,474.15","1,290,474.15","1,290,474.15",,
支付其他与投资活动有关的现金,"27,726.52",,,,,,,,"290,000,000.00",,,,"10,000,000.00",,,,,,"56,016,024.00","48,192,462.79","59,400,000.00","14,617,717.98","14,626,691.78","28,626,691.78","99,105,788.37","27,310.57","39,792.00","52,926.50","710,000,000.00","1,550,043,152.50","2,300,000,000.00","3,685,045,737.50","5,897,900,000.00","1,607,000,300.00","3,094,200,000.00","4,197,530,000.00","7,372,682,737.15","3,239,500,604.12","4,732,090,908.94"
收到其他与经营活动有关的现金,"5,739,072.48","2,755,425.63","2,125,079.46","4,189,500.20","4,181,770.66","2,189,162.29","5,069,218.74","12,090,329.60","12,165,756.89","3,049,643.37","12,555,078.86","25,870,885.45","22,451,884.55","8,088,082.26","35,411,108.24","54,072,822.64","11,349,749.09","12,402,774.74","8,494,917.07","25,586,938.79","7,766,215.90","33,213,579.94","44,409,621.59","45,753,360.34","73,072,465.94","46,570,393.07","80,477,760.45","168,831,089.65","185,486,969.21","20,083,692.48","30,228,290.45","60,632,888.11","65,685,858.38","35,052,960.77","78,913,382.43","96,649,736.08","56,775,326.15","8,404,318.59","16,404,170.45"
投资活动现金流出小计,"11,318,535.62","34,367,034.32","7,488,561.67","10,306,888.74","27,053,907.90","2,007,932.88","7,691,195.08","22,926,565.08","319,468,461.78","5,139,197.07","11,476,327.29","19,733,562.01","102,866,937.83","26,509,734.77","63,755,326.91","85,136,747.85","146,163,844.25","29,809,076.91","110,095,963.35","151,178,040.89","264,183,643.21","44,797,287.73","112,787,221.18","158,318,268.46","615,881,185.89","185,401,631.70","341,652,107.15","910,745,824.60","2,288,320,759.51","1,879,003,907.76","2,859,261,641.63","4,292,302,113.34","6,597,732,814.53","1,687,812,137.78","3,189,220,482.90","4,305,145,595.80","7,513,107,476.59","3,244,723,306.12","4,736,676,443.70"
经营活动现金流入小计,"188,570,317.17","267,406,564.10","63,980,514.65","107,812,642.51","308,442,858.47","37,979,132.72","75,995,466.87","141,134,035.38","384,816,300.76","32,016,850.43","111,649,273.65","197,913,328.70","457,998,355.88","72,545,925.05","211,966,493.21","391,357,684.99","645,030,402.26","167,631,040.77","213,202,569.16","412,187,268.91","839,967,677.03","146,540,743.35","348,215,372.24","584,744,238.68","1,035,621,053.00","201,827,293.44","499,139,495.43","870,057,968.70","1,628,566,346.63","233,514,969.10","464,733,670.01","697,392,646.81","1,230,446,591.37","241,380,703.33","518,376,052.21","724,638,455.76","949,432,365.92","125,741,176.03","302,408,366.71"
投资活动产生的现金流量净额,"-11,251,480.20","-32,242,825.32","-7,488,561.67","-10,306,888.74","-27,053,907.90","-2,007,932.88","19,142,031.92","3,906,661.92","-289,304,659.78","-5,139,197.07","-11,473,792.29","-19,731,027.01","-50,908,541.71","-1,254,184.23","-23,755,231.91","-30,000,887.57","26,219,773.39","-29,809,076.91","-100,085,720.35","-121,167,307.89","-161,061,156.37","34,736,870.49","-31,202,690.39","-54,669,063.57","-493,992,678.37","-33,592,316.63","-189,842,772.08","-758,936,419.53","-2,115,533,479.51","-1,181,391,161.22","-790,137,120.26","-822,987,159.59","-1,149,852,638.86","-237,407,320.73","276,680,018.61","919,494,338.90","739,701,085.75","-184,577,997.99","-284,752,479.00"
购买商品、接受劳务支付的现金,"102,262,655.20","168,568,681.61","94,678,549.31","143,022,488.02","186,005,906.26","71,822,884.24","109,030,290.97","159,564,095.44","233,417,033.04","85,919,652.70","155,950,929.44","228,994,408.07","313,087,147.58","108,435,130.74","222,683,489.34","322,917,308.20","350,670,191.60","140,905,800.81","327,588,356.13","335,486,030.41","390,477,558.15","184,739,208.32","268,781,669.84","312,428,601.74","481,035,326.61","90,739,338.91","156,024,201.11","247,820,402.22","703,326,344.99","74,296,503.66","149,547,264.72","210,872,984.17","348,533,459.52","16,595,278.39","27,569,539.11","42,777,682.71","87,018,693.80","22,282,361.93","25,159,939.37"
吸收投资收到的现金,"38,151,000.00",,,,"410,130,000.00",,,,,,,,"4,500,000.00",,"57,170,875.00","57,170,875.00","57,169,125.00",,"5,032,000.00","5,032,000.00","112,087,660.38",,,,"715,771,562.95",,,,"2,868,569,984.74",,,,,,,"102,908,160.00","344,980,227.00",,
