科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"320,351,149.72","345,639,344.51","292,006,235.02","409,915,591.31","387,991,439.22","491,684,587.42","407,535,042.66","382,622,271.68","707,152,641.24","1,052,171,821.94","1,327,085,244.80","1,315,669,333.10","1,465,387,022.29","1,287,312,384.21","826,686,242.69","920,488,944.29","1,026,894,942.05","864,944,309.41","1,249,037,546.62","1,000,891,516.62","1,089,323,821.48","1,898,633,081.27","1,905,444,137.19","1,661,091,399.52","1,511,837,285.96","1,199,300,116.62","999,060,917.10","893,237,872.68","993,878,349.27","1,015,167,468.79","1,105,297,998.76","1,011,664,470.48","1,450,989,107.74","1,663,968,749.34","1,474,112,840.57","1,871,371,145.81","1,829,850,807.76","2,091,922,316.21","2,106,220,446.68","2,010,216,220.04","2,393,807,637.91","2,761,020,791.81","3,269,296,704.71","4,127,757,863.04","2,660,600,189.18","2,542,482,294.24"
短期借款,"1,197,037,856.87","1,259,141,410.20","1,218,836,921.69","1,140,518,478.46","1,030,882,721.90","966,708,133.91","882,012,556.03","915,549,088.93","933,693,630.38","929,743,405.19","897,006,902.90","886,835,578.82","856,806,546.63","888,251,830.89","1,065,514,848.91","1,013,295,233.86","1,043,788,965.04","970,857,030.94","872,025,086.61","791,634,717.49","866,429,023.43","857,127,524.49","853,488,914.10","1,115,087,068.55","1,507,451,851.95","1,293,520,334.07","1,133,110,127.25","1,126,065,743.22","1,392,759,046.65","1,672,806,109.17","1,556,912,507.13","1,606,601,172.09","2,239,777,685.48","2,258,914,084.41","2,706,072,313.06","3,223,344,240.00","2,324,330,000.00","2,112,470,000.00","1,890,050,000.00","1,531,663,288.66","1,426,291,000.00","1,481,392,118.26","1,356,123,794.97","963,398,699.83","894,715,730.55","1,007,540,000.00"
交易性金融资产,,"2,349,172.27","2,318,470.62","69,000.00","950,697.12","1,043,756.76","12,741,009.15",,"8,000,000.00","18,500,000.00","584,070.00","74,185.00","41,108,718.47",,,,,"5,000,000.00","2,000,000.00","10,020,000.00",,,,,,,,,,,,,,,,,,,,"9,637,204.00","9,778,712.00","10,515,900.00","10,471,415.00","9,035,509.30","9,005,097.00","8,052,208.20"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"290,214.00","913,547.50","623,333.50",,,,,,,,,
应付票据,,,"20,000,000.00","20,000,000.00","12,104,000.00","22,709,000.00","16,640,694.00","6,035,694.00",,"2,380,600.00","3,950,950.00","1,570,350.00",,,,,,,"200,000,000.00","200,000,000.00","85,000,000.00","125,000,000.00","84,500,000.00","44,500,000.00","50,000,000.00","50,000,000.00","90,000,000.00","50,000,000.00",,"50,000,000.00","50,000,000.00","55,000,000.00","105,000,000.00","50,000,000.00","45,000,000.00","46,000,000.00","101,000,000.00","180,478,593.00","212,028,593.00","232,078,593.00","197,700,000.00","135,571,407.00","120,571,407.00","123,021,407.00","91,400,000.00","50,000,000.00"
应收账款,"201,503,844.04","173,005,784.14","127,377,878.06","340,428,835.85","309,359,358.94","254,924,878.67","257,515,081.53","219,555,342.58","279,975,991.81","278,559,540.65","260,252,239.51","274,506,137.27","241,380,026.50","291,730,833.96","203,279,709.82","282,719,051.52","243,690,556.12","318,777,971.06","243,121,577.18","349,300,478.05","314,023,261.85","443,356,031.64","363,160,054.58","534,403,931.31","439,320,465.25","399,591,454.77","388,369,475.71","564,603,801.92","427,250,275.04","667,802,106.09","486,557,097.58","456,740,533.72","358,917,272.06","291,818,991.94","457,278,356.94","760,800,624.44","632,222,843.71","519,432,735.17","538,419,145.56","650,087,869.17","582,394,291.06","574,070,192.53","811,814,436.50","848,528,316.65","831,974,276.12","807,524,750.75"
应付账款,"198,538,037.99","205,450,750.50","183,057,403.29","451,498,356.17","358,344,068.22","467,514,790.61","466,531,817.57","639,817,465.03","612,229,417.08","447,962,187.06","568,900,422.95","542,061,436.20","474,090,600.48","461,206,586.42","425,040,901.70","620,964,607.01","561,676,651.45","278,432,305.90","261,106,947.28","647,719,806.57","580,382,673.99","616,051,127.04","438,481,733.10","658,113,995.14","646,803,203.94","686,325,165.04","755,552,593.07","647,191,834.38","564,812,897.25","524,777,711.97","545,235,003.01","484,793,609.54","394,080,363.04","442,062,158.48","494,882,371.87","492,516,609.61","472,223,130.81","609,797,817.03","601,769,189.32","972,080,910.51","766,116,235.60","854,167,881.89","866,037,657.52","1,062,671,108.28","976,733,976.57","973,788,462.25"
预付款项,"188,463,276.68","214,004,259.63","258,239,664.14","224,204,593.22","335,764,610.62","207,547,673.95","290,737,185.56","422,147,758.53","614,732,352.96","350,882,859.28","278,024,175.56","215,972,565.59","249,946,838.19","246,424,175.17","285,665,375.56","180,466,464.44","202,188,468.80","210,545,677.22","288,712,541.99","115,888,587.45","153,042,140.79","198,801,408.35","235,929,174.09","442,897,363.94","542,642,107.46","214,644,219.70","438,329,943.99","465,138,117.98","519,924,787.06","383,330,957.42","309,854,805.65","222,172,603.31","239,760,333.76","249,520,544.91","377,588,580.46","363,095,418.28","182,727,662.38","225,177,945.21","274,457,245.11","232,863,204.53","257,195,986.51","304,735,188.54","200,819,594.84","1,836,081,832.99","2,051,841,396.75","141,224,153.11"
预收款项,"350,745,213.72","454,140,653.87","562,493,001.00","240,843,468.81","276,604,263.71","523,580,591.46","607,031,652.62","421,881,415.57","638,964,621.58","1,245,663,617.66","1,777,745,522.59","885,679,494.98","715,001,114.77","660,708,611.86","647,808,039.19","331,626,598.49","450,033,709.51","460,059,330.95","695,591,031.49","678,882,761.48","870,100,274.62","1,171,782,372.28","1,660,268,484.03","1,179,181,812.04","1,076,304,794.63","1,060,960,351.75","1,074,841,949.49","954,326,279.09","973,123,265.04","954,889,151.89","818,631,636.07","646,418,473.27","612,178,195.06","439,054,605.39","663,240,571.53","873,523,355.53","1,122,667,117.36","1,985,233,534.14","2,524,032,068.32","2,279,377,693.97","2,314,966,363.74","2,802,842,395.73","2,765,277,082.90","1,618,548,521.34","1,964,353,793.89","2,554,911,299.42"
