科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"18,761,069.09","23,438,252.97","27,613,570.94","25,836,026.84","37,549,440.45","389,243,501.64","339,074,421.04","275,170,353.47","237,718,074.15","242,129,439.97","247,001,513.98","250,313,535.36","252,814,772.64","211,940,015.11","209,415,508.32","207,975,483.49","193,948,914.53","169,420,935.88","190,581,694.17","112,936,059.97","256,287,527.29","181,378,394.10","166,355,920.26","138,547,341.29","108,206,531.93","78,855,564.18","71,424,247.07","91,986,328.70","90,464,896.09","117,593,485.49","111,564,795.22","134,952,067.74","106,474,186.23","130,177,588.18","108,617,208.55","129,191,046.14"
短期借款,"17,445,282.04","22,000,000.00","25,000,000.00","25,000,000.00","29,500,000.00","29,500,000.00",,,,,,,"37,887,600.00",,,,,"24,387,600.00","43,064,700.00","18,458,400.00","84,610,000.00","130,824,000.00","145,674,120.00","150,542,560.00","155,996,347.51","186,662,880.00","260,321,960.00","254,251,760.00","249,000,000.00","284,000,000.00","305,000,000.00","305,000,000.00","320,000,000.00","333,760,000.00","341,709,436.00","386,071,896.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,"400,000.00",,,,,,,,"100,000.00",,,,,,"6,500,000.00","6,718,400.00","5,392,802.40","6,254,437.00","12,748,387.18","19,618,121.89","20,109,182.13","17,972,315.58","10,054,879.25","17,483,683.63","40,773,764.56","31,476,123.20","29,656,604.61","31,375,477.67","45,853,780.58","94,774,718.12","61,863,926.35","42,985,825.18","18,576,026.00","58,768,617.84","41,727,696.71"
应付票据,,,"21,771,238.39","21,569,327.31","29,678,950.90","43,850,588.69","21,583,211.03","12,464,780.94","17,614,638.26","19,904,787.95","13,859,262.19","12,939,961.57","13,347,244.25","20,000,549.64","13,726,799.19","23,714,378.81","36,069,469.43","27,222,590.56","20,911,727.65","19,809,762.50","35,341,437.55","39,428,807.36","42,297,770.11","34,265,568.35","31,122,377.02","26,069,185.64","33,684,605.89","24,913,570.67","25,028,663.13","19,184,070.90","18,868,532.56","18,598,222.65","14,279,313.85","108,640,573.11","146,838,451.50","105,528,670.12"
应收账款,"32,316,042.66","44,402,065.81","59,681,652.94","64,857,106.39","72,231,820.51","74,084,709.52","69,873,681.63","76,133,343.83","73,296,634.46","89,666,127.13","82,841,396.58","82,332,901.49","86,488,440.77","92,309,676.40","81,740,171.38","94,740,375.93","101,245,312.22","110,279,029.37","104,398,562.49","125,593,323.50","169,173,037.81","179,673,604.89","192,317,872.90","226,190,689.09","246,404,176.46","256,051,042.91","287,438,618.58","290,300,603.22","304,635,712.33","288,706,527.92","254,002,221.38","249,732,829.48","267,850,517.63","299,912,432.06","394,972,945.95","369,402,545.00"
应付账款,"25,266,280.64","33,557,677.19","26,134,058.14","53,311,704.95","53,262,283.54","40,078,897.43","41,475,650.29","45,090,416.70","40,237,913.86","34,097,353.40","41,199,127.39","41,812,719.42","42,942,551.52","39,155,679.99","37,284,830.95","57,605,862.26","42,228,774.47","65,842,332.78","40,910,170.94","52,712,630.38","69,897,232.27","58,693,015.95","53,233,113.92","58,000,134.67","103,603,913.48","125,920,892.47","115,021,065.46","119,847,428.53","103,586,053.55","115,044,514.03","119,252,751.55","113,223,201.19","135,092,622.60","229,248,729.42","206,579,967.17","227,631,325.70"
预付款项,"2,879,426.53","972,877.26","610,817.56","2,245,798.92","3,343,210.84","4,155,019.47","15,477,882.61","31,154,918.22","32,901,581.23","27,176,283.56","28,508,960.43","11,564,630.27","11,984,127.14","2,208,181.54","2,035,301.67","8,976,137.00","24,898,951.61","12,890,085.49","16,719,910.34","15,468,537.49","22,914,470.93","16,637,315.00","16,566,026.36","16,747,528.22","28,329,249.87","8,759,557.10","48,715,993.13","37,613,101.46","34,750,103.52","30,168,519.32","67,401,714.17","27,222,608.72","70,080,636.66","8,653,667.26","23,641,151.02","49,970,018.05"
预收款项,"34,469.68","1,008,232.68","1,733,487.77","1,441,615.95","1,627,910.72","1,048,235.63","794,348.49","1,153,043.65","1,410,055.59","876,939.36","1,008,210.12","752,258.42","571,193.87","703,922.79","2,339,144.17","736,167.96","1,097,194.04","897,111.06","633,842.44","597,542.06","369,902.56","7,868,353.56","3,847,444.44","4,987,549.35","5,685,465.00","18,710,432.24","24,319,724.11","16,970,284.16","53,598,432.37","56,135,256.79","58,583,078.54","59,127,356.61","75,399,853.47","29,121,915.47","5,820,041.43","31,316,121.69"
其他应收款,"1,771,449.94","2,909,965.85","7,616,335.58","8,771,002.32","8,829,190.77","3,625,237.56","1,574,031.23","1,233,555.19","2,627,309.05","8,714,668.31","9,804,459.88","3,741,246.78","3,917,875.37","3,601,908.47","4,204,817.66","2,395,606.47","4,559,393.09","7,664,922.65","6,417,483.68","21,088,450.60","8,209,848.75","9,455,466.72","7,440,181.95","9,762,290.72","11,805,973.31","23,690,333.90","21,243,082.24","60,448,533.25","64,115,320.41","41,298,914.93","42,764,667.79","38,495,329.51","31,858,370.80","24,750,712.09","11,048,557.28","10,223,608.22"
应付职工薪酬,"1,271,056.77","1,220,455.36","1,307,400.45","1,394,904.72","1,653,456.46","1,680,765.15","1,917,803.30","1,940,079.65","1,934,699.31","1,489,704.25","1,588,581.73","1,403,298.03","1,154,218.58","3,024,834.35","1,251,395.31","1,165,993.88","1,097,800.94","2,822,906.41","1,990,837.73","1,168,828.44","1,274,765.83","3,836,060.22","1,597,061.90","1,291,374.70","1,123,782.91","7,835,971.96","5,719,403.89","2,589,716.60","2,482,157.02","24,588,536.49","12,398,551.97","11,199,884.12","6,194,484.14","19,975,856.82","14,163,322.25","11,531,909.04"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"2,622,441.09","1,986,684.82","47,851.86","-2,436,696.84","1,788,188.35","-2,475,903.25","-501,778.26","-1,905,011.24","-2,507,704.85","-4,022,208.22","-2,733,116.12","-2,427,028.04","364,950.27","294,892.46","335,749.31","2,123,942.85","965,132.36","1,461,807.17","1,629,979.80","1,889,638.55","1,386,000.77","5,085,345.71","-89,258.42","1,191,154.97","2,492,303.90","12,193,237.99","7,216,188.11","9,009,242.45","11,278,557.75","6,575,655.84","9,347,271.15","9,577,621.07","7,413,080.13","10,539,816.08","13,546,362.17","1,519,562.77"
应收利息,,,,,,,"1,583,589.85","2,099,949.26","2,860,454.10","165,043.33","1,414,987.13","1,913,927.71","1,419,416.08","1,915,801.21","1,173,341.55","881,661.43","896,126.06","781,183.36","902,369.16","597,043.95","326,005.61","272,484.63","122,196.25","227,536.53","247,260.97","42,716.67","19,525.00","22,305.56",,,,,,"10,342.38",,
应付利息,"71,307.06",,,,,,,,,,,,,,,,,"81,345.86","82,625.37",,,"206,611.11","46,918.67","38,388.00",,"122,160.56","122,160.56","52,819.05",,"378,812.51","27,912.50",,,"450,139.69","34,711.07","577,409.74"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,"2,340,163.66",,,,,,,"16,131,200.03",,,,,"5,760,000.00",,,,,,"21,760,000.00",,,,,,,,,,,,,,,,,
存货,"18,691,367.77","27,099,181.75","27,430,541.57","45,162,858.33","51,875,712.35","55,183,986.25","62,133,556.40","75,932,268.28","73,463,621.35","55,734,180.83","60,831,820.68","62,677,000.30","65,536,771.06","68,128,698.71","72,215,962.17","70,295,640.39","80,050,070.40","86,495,353.59","91,628,064.43","85,985,396.53","102,754,158.93","103,627,596.98","108,084,120.89","103,168,642.33","142,422,823.53","147,899,039.43","163,002,001.10","145,731,144.27","168,762,953.18","194,579,898.11","189,280,298.57","254,670,479.60","268,965,809.16","223,366,634.02","163,081,972.74","176,135,080.00"
其他应付款,"6,783,855.24","1,819,452.57","1,075,036.13","61,836.58","97,013.44","371,199.67","442,742.50","335,689.52","154,914.58","335,687.12","211,253.48","314,786.33","305,840.26","235,706.73","380,133.98","459,050.75","191,479.54","321,579.13","374,292.89","285,027.17","65,637,276.15","12,836,962.15","776,423.55","841,853.37","917,164.36","2,071,577.91","323,636.32","4,635,466.25","8,361,154.46","1,260,726.38","291,800.81","548,428.01","1,227,898.71","3,658,599.68","1,663,671.50","1,170,300.49"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,"384,253.34","508,906.73","405,827.19",,,,,,,,,"22,012.98",,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他流动资产,,,,,,,,,,,,,,"20,000,000.00","22,500,000.00","16,000,000.00","7,000,000.00","30,000,000.00","4,000,000.00","14,000,000.00",,"4,669,197.14","12,746,537.26","13,277,533.91","12,046,519.27","18,555,695.64","24,418,984.70","23,066,806.70","29,642,621.37","32,295,232.50","30,155,294.59","30,117,550.33","39,032,032.48","34,051,188.72","18,746,113.01","21,846,136.34"
其他流动负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"74,419,355.99","99,222,343.64","122,952,918.59","146,872,792.80","173,829,374.92","526,292,454.44","489,717,162.76","461,724,388.25","422,867,674.34","423,685,743.13","430,403,138.68","412,543,241.91","422,161,403.06","400,104,281.44","393,285,102.75","407,764,904.71","419,317,167.91","422,924,312.74","420,902,521.27","388,417,199.22","579,283,171.21","515,823,241.59","521,989,424.79","518,485,348.07","567,352,046.16","574,627,714.39","647,738,575.02","678,825,427.77","723,747,084.57","775,705,719.07","815,153,070.06","822,264,151.95","852,456,738.36","739,520,603.69","778,876,566.39","798,496,130.46"
流动负债合计,"55,834,856.18","61,592,502.62","77,069,072.74","100,342,692.67","117,607,803.41","114,053,783.32","65,711,977.35","75,210,199.25","58,844,516.75","52,682,263.86","55,133,318.79","54,795,995.73","102,333,598.75","63,415,585.96","55,318,052.91","85,805,396.51","81,649,850.78","123,037,272.97","131,358,176.82","94,921,829.10","258,516,615.13","258,779,156.06","247,383,594.17","251,158,583.41","300,941,354.18","379,586,338.77","446,728,744.34","432,270,287.71","453,335,018.28","507,167,572.94","523,769,899.08","517,274,713.65","559,607,252.90","735,395,630.27","730,355,963.09","765,347,195.55"
可供出售金融资产,,,,,,,,,"5,000,000.00",,,,"27,000,000.00",,,,,,,,,,,,,"27,000,000.00","27,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","17,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00","22,000,000.00"
长期借款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期股权投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,,,,,,,,,,,,,,,"13,873,292.76","13,776,303.93","13,679,315.10","13,582,326.27","13,485,337.44","13,417,953.34","13,321,181.56","13,224,409.78","13,127,638.00","13,030,866.22","12,934,094.44"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,"8,551,038.52","3,867,524.53","190,000.00","190,000.00","20,677,888.14","20,677,888.14","20,677,888.14","20,677,888.14",,,
