科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"301,695,869.04","319,439,126.08","408,473,052.88","184,926,038.98","295,279,661.65","493,178,593.23","52,026,443.81","175,223,257.46","338,075,704.52","694,826,688.38","63,488,871.06","241,607,214.15","458,218,521.18","884,744,328.70","91,276,171.91","332,685,397.77","602,222,779.22","1,213,069,756.79","155,162,976.54","474,620,398.18","812,330,311.74","1,542,805,773.10","233,853,252.37","578,314,067.81","955,944,693.86","1,868,561,625.93","291,536,406.84","722,341,520.71","1,109,513,938.42","2,075,038,837.09","275,652,309.95","871,448,930.51","1,373,208,241.65","2,415,482,575.09","308,212,981.93","1,009,921,760.42","1,567,561,058.06","2,204,681,762.59","380,394,842.03"
二、营业利润,"27,750,385.13","25,573,912.24","42,547,758.38","14,386,027.76","25,919,402.63","55,704,790.00","1,087,618.73","8,879,743.82","31,135,045.33","88,364,709.40","1,630,981.89","13,862,292.16","43,392,576.86","117,198,755.14","704,146.58","15,017,285.80","46,559,022.70","136,835,556.63","2,102,044.47","21,856,665.74","63,215,111.88","214,875,647.33","1,356,689.97","16,965,838.53","64,858,457.89","247,046,648.62","-1,632,865.68","38,941,813.03","96,459,821.35","259,251,736.06","-178,987.57","35,287,659.24","83,982,546.89","338,911,487.66","4,424,842.38","78,407,420.67","164,821,475.26","249,712,625.17","25,495,123.51"
减:营业成本,"215,062,828.19","221,261,118.95","278,949,752.93","126,161,862.24","200,579,769.88","333,128,394.63","34,703,732.17","117,690,822.47","227,098,984.42","483,079,214.55","42,378,994.95","162,567,425.73","308,285,611.41","611,776,875.41","61,853,305.23","226,607,421.47","405,123,754.89","848,576,102.11","105,103,113.02","330,564,223.01","552,509,086.54","1,051,432,640.29","152,517,314.34","378,575,136.46","618,702,482.14","1,123,281,649.63","170,757,070.11","438,157,459.56","674,195,914.65","1,266,970,400.30","151,817,608.57","543,076,879.16","832,449,204.43","1,484,357,032.69","162,362,302.20","624,916,814.53","935,734,255.02","1,223,695,192.99","203,367,700.68"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,635,003.61","8,406,721.54","13,602,868.24","6,070,707.96","9,781,832.35","15,736,435.77","158,695.21","4,298,444.06","9,054,975.59","20,725,844.51","227,400.88","1,362,822.99","2,295,551.85","4,030,741.33","-349,607.37","350,107.26","1,886,717.11","4,114,574.28","432,257.01","1,307,292.12","2,698,467.13","6,242,444.43","614,945.85","1,763,769.89","2,303,902.83","7,428,381.57","1,525,782.30","2,557,222.97","3,921,197.38","10,222,373.21","416,911.25","4,310,480.89","5,863,989.17","10,796,058.25","1,474,530.98","5,223,431.67","7,621,062.54","12,560,858.20","1,259,041.60"
营业外收入,"4,925,195.43","3,533,283.17","1,754,791.72","958,554.45","968,054.45","3,066,900.81","1,200.00","3,200.00","3,200.00","5,794,642.40","6,500.00","39,728.86","44,728.86","8,718,629.22","2,320.84","6,418,540.44","6,821,801.65","11,894,062.34",,"987,372.72","6,966,448.27","9,535,424.51","272,963.68","11,580,484.58","19,426,327.15","27,967,593.54","4,863,092.48","14,499,894.76","20,785,357.00","31,145,650.42","3,646,971.06","10,007,935.60","30,522,050.28","28,762,206.15","222,923.51","501,166.86","3,055,023.00","8,682,280.65","6,241.26"
销售费用,"15,885,929.55","14,106,658.25","15,726,945.12","8,553,259.41","12,569,523.37","19,560,538.65","3,769,686.23","11,142,421.75","17,467,423.26","26,451,697.29","4,799,565.26","16,159,417.54","25,452,622.36","37,089,621.25","6,254,427.45","20,067,993.99","32,733,715.52","52,906,939.04","9,676,984.79","27,321,991.63","42,458,016.25","53,681,600.58","11,969,136.11","30,896,921.70","45,739,718.25","75,979,846.65","15,389,200.48","37,962,936.77","60,504,306.41","94,674,405.10","16,291,711.70","48,068,513.99","77,880,736.44","108,186,492.59","17,440,473.83","58,286,149.13","84,417,073.69","103,737,812.12","18,918,335.13"
减:营业外支出,"63,033.34","368,806.25","37,046.88","31,588.80","31,588.80","40,738.28",,,"30,055.66","30,155.66","37,246.61","137,827.81","167,827.81","161,378.17",600.00,"4,381,506.16","4,781,506.16","4,782,404.82",,"136,052.31","288,289.91","388,387.20","84,941.76","84,941.76","186,346.95","756,645.54","26,267.34","20,053,236.96","20,423,517.59","20,547,131.63",875.23,"291,768.24","407,793.18","577,793.18","5,425.75","354,686.70","1,067,393.12","1,824,629.90","77,786.19"
管理费用,"35,660,635.78","43,209,776.02","51,054,270.21","27,161,088.10","42,544,864.49","62,390,693.62","11,634,576.55","32,737,065.86","54,936,756.38","80,013,218.98","14,790,906.12","49,468,260.43","79,705,657.53","118,103,479.03","19,780,521.59","63,676,084.62","104,691,924.35","159,674,548.01","30,333,479.57","81,769,748.08","133,885,755.36","178,635,379.35","50,503,880.02","111,209,337.42","162,290,181.48","317,019,668.09","76,122,571.36","157,764,131.53","209,908,608.93","347,599,696.77","77,176,820.93","172,359,047.53","261,296,564.81","356,949,916.08","83,595,942.98","202,189,777.91","224,121,355.74","374,653,835.13","74,994,086.81"
其中:非流动资产处置净损失,"43,033.34","26,382.25","16,946.88","1,488.80","1,588.80","10,538.28",,,55.66,55.66,"37,246.61","37,227.81","37,227.81","22,878.17",,"80,906.16","80,906.16","81,107.61",,"135,852.31","135,852.31","135,852.31","34,941.76","34,941.76","35,614.02","337,450.50","26,217.34","53,115.92","110,223.43","109,847.40",229.95,229.95,"113,293.22",,,,,,
