科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"510,032,047.04","602,844,640.01","210,288,009.33","286,349,971.40","484,992,692.64","46,999,104.45","127,915,460.31","193,621,221.47","345,212,183.95","104,112,558.93","204,191,682.56","300,385,423.17","514,950,366.90","143,651,550.02","295,452,572.87","452,160,027.84","666,121,104.14","138,206,009.06","302,860,857.06","460,672,048.11","673,772,439.62","161,239,976.25","309,012,640.62","443,136,537.09","614,158,556.12","135,245,249.22","265,940,579.05","406,702,025.81","533,332,617.22","100,006,961.17","199,227,523.84","309,920,249.94","439,992,514.31","118,642,177.63","225,255,425.28","335,878,347.25","457,928,414.36","137,516,985.08"
取得子公司及其他营业单位支付的现金净额,"314,400.00",,,,,,,,,"26,394,775.25","26,394,775.25","26,394,775.25","26,394,775.25",,,,,,,,"-251,799.30",,,,"12,383,107.41","20,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00",,,,,,"56,392,400.00","57,392,400.00","56,392,400.00",
收到的税费返还,"1,016,280.37","3,878,454.21","13,461,210.14","15,314,354.96","19,243,279.66","407,224.81","1,605,957.28","3,975,063.82","3,548,532.24","1,906,265.08","2,082,832.53","2,519,503.00","10,575,494.91","1,356,234.41","2,455,754.85","4,607,477.68","4,607,477.68",,"2,261,227.94","8,748,289.54","10,083,554.20","1,505,574.54","4,679,786.56","7,839,941.96","10,475,433.02","3,950,018.14","8,736,291.76","15,723,523.34","30,076,428.21","4,250,986.79","8,430,685.19","11,744,246.07","13,286,531.17","9,487,769.57","9,428,880.80","12,387,097.48","14,957,178.19","5,677,011.50"
支付其他与投资活动有关的现金,"462,397.92",,,,,,,,,"200,000.00","350,000.00","350,000.00","350,000.00",,,,,"10,000.00","10,000.00","10,000.00","10,000.00",,"4,000.00","26,500.00",,,,,,,,,,,,,"3,400,384.31",
收到其他与经营活动有关的现金,"7,236,228.22","5,135,117.62","27,152,298.69","11,925,578.04","11,718,157.34","27,613,524.08","24,451,996.10","36,331,489.90","22,663,420.20","15,578,493.97","18,920,675.20","33,760,296.05","34,965,090.01","9,273,606.28","16,890,010.36","21,809,204.76","19,496,861.54","9,419,867.25","25,963,517.34","35,731,047.14","44,558,158.33","3,716,570.03","26,895,756.78","40,514,761.32","32,698,205.59","6,050,823.56","20,984,315.76","28,554,430.21","32,968,500.56","4,120,378.13","10,276,845.20","21,449,198.14","26,230,915.02","3,853,515.56","16,783,450.04","22,345,638.29","36,732,795.11","3,287,442.02"
投资活动现金流出小计,"12,477,294.25","14,535,372.33","6,104,454.81","9,956,446.08","33,584,921.65","13,499,784.00","52,543,221.10","88,678,647.15","72,877,264.48","31,152,414.99","37,034,827.13","48,642,058.83","54,087,733.77","13,383,317.38","13,740,313.02","18,224,898.20","34,867,617.44","13,096,599.85","23,238,796.07","42,164,722.35","49,116,483.07","232,187,680.33","471,542,490.85","691,640,404.93","1,038,612,009.21","220,784,260.81","261,611,463.61","277,959,817.86","399,346,823.96","116,648,132.76","118,192,488.64","249,721,579.33","280,980,151.66","12,340,275.85","128,887,241.24","197,818,418.09","383,956,234.26","69,812,177.55"
经营活动现金流入小计,"518,284,555.63","611,858,211.84","250,901,518.16","313,589,904.40","515,954,129.64","75,019,853.34","153,973,413.69","233,927,775.19","371,424,136.39","121,597,317.98","225,195,190.29","336,665,222.22","560,490,951.82","154,281,390.71","314,798,338.08","478,576,710.28","690,225,443.36","147,625,876.31","331,085,602.34","505,151,384.79","728,414,152.15","166,462,120.82","340,588,183.96","491,491,240.37","657,332,194.73","145,246,090.92","295,661,186.57","450,979,979.36","596,377,545.99","108,378,326.09","217,935,054.23","343,113,694.15","479,509,960.50","131,983,462.76","251,467,756.12","370,611,083.02","509,618,387.66","146,481,438.60"
投资活动产生的现金流量净额,"-6,476,125.25","-14,533,172.33","-5,971,841.36","-9,823,272.63","-25,352,361.65","-13,499,784.00","-52,461,071.10","-87,427,965.15","-61,615,882.75","-31,152,414.99","-36,684,827.13","-47,156,258.34","-50,865,168.97","-12,514,920.38","-12,869,468.02","-15,375,351.36","-30,357,996.48","-12,167,452.85","-22,104,849.07","-40,590,775.35","-47,096,105.87","-130,724,324.17","-176,667,236.36","-223,815,626.84","-258,070,301.48","-112,272,278.62","25,881,171.18","31,856,936.67","13,715,745.90","-24,207,917.17","87,108,605.64","-37,002,335.61","-46,429,054.63","-932,675.01","21,538,861.37","8,661,352.63","-38,229,125.81","37,383,525.60"
购买商品、接受劳务支付的现金,"426,025,704.69","387,047,227.47","106,559,997.14","167,728,375.42","310,139,384.00","44,302,471.15","81,634,207.07","116,905,139.05","170,374,245.94","83,894,497.24","152,676,742.76","202,151,202.95","322,957,180.11","78,956,926.63","139,173,939.09","238,815,926.42","336,285,324.04","91,667,805.06","173,611,016.23","278,570,654.06","356,386,952.68","105,451,954.75","195,760,025.28","268,150,761.50","350,131,057.16","90,803,257.82","182,408,058.67","287,993,168.47","346,775,123.34","62,231,344.72","119,057,847.24","177,889,890.51","278,343,579.18","46,939,205.16","103,554,406.28","162,603,048.06","241,948,853.95","77,218,713.29"
吸收投资收到的现金,"15,707,565.00",,,"713,118,200.00","699,991,606.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
