科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
货币资金,"39,064,091.87","12,578,187.97","8,934,609.32","9,731,583.74","14,864,374.04","547,925,195.40","472,381,353.40","434,553,960.30","408,218,485.09","333,267,755.90","331,292,030.62","275,404,580.51","124,992,791.29","302,812,691.12","198,167,651.64","83,867,152.96","58,896,065.32","38,713,339.18","34,449,305.46","64,855,279.57","10,481,784.85","17,069,860.83","443,598,707.55","263,479,043.07","243,391,469.21","48,579,897.03","20,071,179.87","14,796,532.37","93,935,082.30","21,760,918.27","358,995,209.39","147,021,511.03","264,785,499.82","430,482,020.28","349,822,965.34"
短期借款,"75,940,000.00","33,000,000.00","10,000,000.00","20,000,000.00","35,000,000.00",,,,,,,,,,,,,,,"93,000,000.00","35,000,000.00","27,000,000.00","46,000,000.00",,,,,,,,"100,000,000.00","101,010,000.00","101,000,000.00","50,000,000.00",
交易性金融资产,"4,710,860.00",,,,,,,,,,,,,,,,,,,,,,,,,,"341,397,259.00","180,850,500.00",,,,,,"121,656,245.00","121,656,245.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"53,010.00",,"56,000.00","136,000.00","191,859.00","56,000.00","60,000.00","60,000.00","165,261.59","211,660.86","305,457.46","60,000.00","429,756.68","5,225,472.82","29,997.81","1,321,146.16","574,416.70","18,613,516.10","8,000,000.00","413,835.91","851,962.50","10,069,884.76","10,000,000.00","286,250.00",,"4,614,448.77","3,097,204.76",,,"500,000.00","526,387.04","200,000.00"
应付票据,"33,000,000.00","14,000,000.00",,,,,,,,,,,,,,,,,,"18,418,050.76","1,519,258.88",,,,,,,,,,,,,,
应收账款,"4,987,015.62","8,286,324.67","12,898,351.72","9,275,524.20","12,573,877.44","16,411,047.58","33,382,050.39","14,519,043.25","12,856,803.13","22,885,892.39","20,468,434.12","13,963,602.99","17,520,740.82","17,594,912.70","22,997,038.80","16,848,671.60","15,887,913.28","22,456,345.67","31,363,550.79","18,560,483.13","16,963,555.37","16,256,917.06","19,553,592.77","16,649,319.47","13,797,144.85","10,766,094.48","14,259,604.19","12,169,570.39","14,761,470.89","13,671,598.52","39,824,748.20","66,706,844.62","109,676,409.00","60,819,698.25","87,682,147.57"
应付账款,"3,052,569.48","12,876,498.22","8,531,339.23","3,895,053.12","3,259,897.07","5,290,071.48","4,268,811.19","3,622,079.05","3,312,932.26","9,977,969.38","8,389,839.34","4,579,456.42","5,192,415.37","9,207,964.12","9,308,207.20","5,521,769.33","5,270,399.08","34,537,667.85","20,653,773.26","16,345,566.95","13,842,201.17","14,045,588.11","11,911,553.00","7,165,522.50","7,259,376.21","9,580,194.48","7,776,071.03","2,392,562.34","2,964,124.58","4,400,826.79","10,971,862.66","14,339,822.91","8,075,492.75","16,484,791.09","12,138,723.89"
预付款项,"27,947,842.36","29,548,124.86","2,399,893.69","7,322,108.81","4,287,788.40","6,407,256.11","49,223,552.27","23,166,373.18","23,485,003.13","6,528,168.93","5,190,518.22","6,034,125.79","7,422,995.27","3,892,071.53","38,467,596.15","4,350,517.48","9,957,374.18","9,670,895.21","23,279,985.83","18,123,030.64","8,428,357.27","3,146,097.80","10,216,605.81","14,060,097.22","5,498,429.42","2,042,620.15","1,902,032.12","2,429,180.30","2,029,900.67","2,039,218.25","81,315,396.90","50,208,997.84","32,726,644.26","15,522,807.52","25,773,679.05"
预收款项,"885,444.18","4,203,613.90","1,901,640.82","1,302,161.20","1,505,887.98","1,991,287.06","3,475,985.52","3,787,913.03","4,165,680.55","7,162,246.28","8,466,985.01","5,271,043.79","6,088,407.14","7,684,666.46","15,152,548.22","11,830,225.86","10,918,954.10","10,243,669.00","12,576,430.60","11,905,808.47","14,510,140.01","11,038,051.18","11,458,708.99","12,282,322.54","13,423,825.62","12,169,171.74","13,268,158.54","10,071,029.89","12,026,713.13","20,163,928.99","28,818,564.54","19,858,856.92","21,011,487.77","43,584,591.75","21,556,243.36"
其他应收款,"147,351.10","312,353.94","774,789.59","1,085,832.20","966,221.76","245,019.43","902,517.43","705,118.23","1,907,368.96","765,910.78","2,021,591.39","1,146,441.05","1,329,605.64","1,713,696.48","1,671,598.74","1,928,820.19","1,902,632.84","3,462,605.78","2,203,097.29","10,105,843.39","6,831,653.60","2,741,036.07","3,179,293.41","1,182,270.86","1,871,426.21","997,315.63","642,985.54","1,034,207.92","896,390.86","927,222.28","105,479,974.31","42,672,603.48","427,474,272.41","180,113,877.00","167,733,246.93"
应付职工薪酬,"45,915.57",,"179,693.15","529,403.97","683,044.87","1,120,601.87","777,196.29","1,031,572.09","1,229,974.22","2,177,961.21","1,714,377.79","1,662,733.72","2,031,855.76","2,435,243.71","2,118,094.36","2,002,519.25","2,204,790.71","2,749,443.23","2,246,687.99","2,533,390.54","2,658,462.86","2,747,026.43","2,760,615.43","2,322,847.08","2,313,124.75","2,279,544.93","2,486,237.27","2,157,889.81","1,993,709.14","2,120,373.10","6,969,469.99","8,523,751.43","8,028,705.09","14,018,871.07","9,023,660.61"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"-1,346,105.18","713,639.11","-2,216,531.09","-2,429,879.56","-3,096,113.30","-2,959,205.51","2,567,680.38","-5,479,824.73","-3,238,079.74","1,910,396.29","-3,372,016.80","-4,381,922.86","-4,173,291.03","2,999,937.50","3,267,032.00","611,803.77","1,004,836.11","7,622,647.47","5,100,163.10","2,382,515.34","2,464,449.59","3,848,597.66","5,398,073.75","2,269,148.83","2,205,901.27","3,415,551.43","3,043,220.19","1,935,518.00","2,248,985.03","5,792,052.20","23,411,621.80","10,781,714.24","39,364,602.67","40,802,331.40","14,047,554.17"
应收利息,,,,,,"344,708.33","507,233.00","54,763.27","2,233,402.12","3,209,360.94","4,872,437.52","474,338.41","368,878.64","759,392.02","752,944.77","627,566.80","493,975.97","705,875.00","38,175.00","31,500.00",,,"416,000.00","1,011,813.88","404,372.22","560,250.00","12,164.00",,,,"80,914.19",,,"1,849,569.86","3,230,759.19"
应付利息,,,,,,,,,,,,,,,,,,,,"460,300.00",,"47,900.00","115,000.00",,,,,,,,"87,000.00","5,300.14","423,983.11",,
应收股利,,,,,,,,,,,,,,,"16,390,000.00","16,390,000.00","11,390,000.00",,"12,150.00","17,810,000.00","10,000.00",,,"10,000,000.00",,,,"7,600,000.00","3,100,000.00",,,,,,
应付股利,,,,,,,,,,,,,,,,,,"5,850.00","18,000.00","1,016,961.00","5,850.00","1,051,664.00",,,,,,,,,,"1,638,000.00",,,
存货,"73,531,883.05","79,993,473.41","108,076,479.40","122,715,870.67","136,813,040.20","151,188,902.53","150,543,564.25","186,497,595.92","191,065,435.20","250,056,048.66","248,678,695.85","265,949,296.46","267,969,332.56","272,077,721.12","251,377,924.69","271,690,452.62","293,618,453.10","289,632,232.49","276,484,709.58","307,680,504.39","304,628,790.01","301,960,709.30","265,939,650.73","258,607,079.20","250,646,199.67","240,446,753.18","207,294,418.57","197,361,458.40","190,279,749.90","184,258,915.84","167,011,633.36","192,486,509.91","189,274,886.08","183,956,804.41","159,098,738.68"
其他应付款,"1,038,099.05","140,875.47","214,564.09","723,887.87","1,018,526.72","2,843,169.00","1,468,328.86","2,317,186.63","1,973,152.12","5,777,072.30","6,181,289.55","4,337,956.55","3,223,921.84","3,772,808.44","4,196,419.15","4,655,680.84","5,037,059.85","3,321,454.15","4,505,010.63","5,518,567.18","5,323,774.92","4,398,371.77","5,035,108.11","3,793,111.05","6,254,977.57","6,539,817.49","3,982,430.57","3,845,360.30","4,631,922.23","34,306,368.84","67,052,391.90","35,575,505.81","30,259,211.58","42,273,714.85","33,024,367.72"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,"352,838.00","246,986.00",,,,,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,"8,000,000.00",,,"20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,"209,670,806.76","214,890,209.48",,,,,,,,,,,,,,,"1,690,712.00",
其他流动资产,,"2,937,094.12",,,"1,898.90",,,,,"9,209,427.21",,,"80,000,000.00","84,243,248.74","81,314,800.84","151,677,313.61","140,514,192.34","161,412,236.78","159,964,676.25","3,600,328.93","1,395,650.10","1,021,258.66","947,590.04","1,050,725.82","50,555,598.05","270,992,468.41","20,588,645.12","173,347,483.85","299,337,255.99","1,266,704.10","2,574,200.69","126,089,911.13","151,404,861.59","258,928,035.60","130,104,208.12"
其他流动负债,,,,,,,"843,750.00","862,500.00","431,250.00",,,,,,,,"1,941,666.00","793,055.62","433,342.62","122,240.89",,,,,,,,,,,,,,,
流动资产合计,"150,389,044.00","133,655,558.97","133,084,123.72","150,183,929.62","169,507,200.74","722,578,129.38","707,076,270.74","659,688,713.15","639,822,497.63","625,982,564.81","612,583,707.72","563,137,646.80","499,816,005.08","683,399,191.17","611,199,555.63","548,163,089.94","538,133,065.85","526,083,527.92","529,116,796.36","441,341,386.75","367,353,307.30","350,195,879.72","744,265,276.22","566,892,312.02","576,234,524.39","584,385,398.88","606,454,538.41","589,588,933.23","608,954,299.38","227,021,782.02","755,282,077.04","625,186,378.01","1,175,842,573.16","1,263,269,030.38","1,045,301,989.88"
流动负债合计,"112,615,923.10","64,934,626.70","18,610,706.20","24,020,626.60","38,371,243.34","16,285,923.90","13,401,752.24","6,141,426.07","27,874,909.41","47,005,645.46","41,380,474.89","31,469,267.62","32,363,309.08","26,100,620.23","34,042,300.93","24,621,999.05","26,377,705.85","268,944,594.08","260,423,617.68","151,703,401.13","75,324,137.43","64,177,199.15","82,679,059.28","27,832,952.00","31,457,205.42","33,984,280.07","30,556,117.60","20,402,360.34","23,865,454.11","66,783,549.92","237,310,910.89","191,732,951.45","208,163,482.97","208,855,012.16","89,790,549.75"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,"138,940,000.00","258,940,000.00","384,940,000.00","384,940,000.00","384,940,000.00","384,940,000.00","386,940,000.00","380,000,565.00","380,000,565.00","416,307,576.96","441,335,557.99","69,706,502.15","66,756,605.48","95,362,554.62"
长期借款,,"48,000,000.00","48,000,000.00","48,000,000.00","48,000,000.00","40,000,000.00","40,000,000.00","40,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00",,,,,,,,,,,,,,,,,,,,,,,
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期应付款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,230,399.00","88,502,799.00","88,102,680.00","1,339,232.00","2,617,122.00"
长期股权投资,"2,000,000.00",,,,,,,,"10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","10,000,000.00","116,534,500.00","116,534,500.00","116,534,500.00","138,940,000.00","138,940,000.00","138,940,000.00","138,940,000.00",,,,,,,,,"430,000,000.00","25,373,798.65","55,126,509.16",,"515,967.25","20,027,476.41"
专项应付款,,,,,,,,,,,,,,,,,,,,,,,,"200,000.00",,,,,,,,,,,
投资性房地产,,,,,,,,"4,265,010.76","4,219,990.76","4,186,225.76","6,156,704.06","6,106,946.06","6,057,188.06","12,687,795.83","16,759,848.83","22,807,004.30","26,262,624.93","26,075,475.93","23,992,319.78","23,786,339.78","23,580,359.78","23,374,379.78","23,168,399.78","22,962,419.78","22,756,439.78","42,486,486.38","42,099,780.38","41,713,074.38","41,326,368.38","40,939,662.38","40,552,956.38","40,166,250.38","39,779,544.38","39,392,838.38","39,006,132.38"
预计负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
