科目,2013-12-31,2014-12-31,2015-12-31,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"186,542,466.80","201,215,508.02","254,510,409.79","258,581,962.55","579,566,560.69","572,206,434.20","565,636,980.10","551,747,753.03","571,721,172.76","216,829,785.91","281,308,855.19","197,489,701.28","269,794,700.87","206,033,882.82"
短期借款,,,,,,,,,,,,,,
交易性金融资产,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,
应收票据,"22,801,858.00","31,889,196.27","38,057,365.00","13,350,673.42","16,346,543.68","20,460,257.65","9,871,067.38","13,385,741.68","23,390,706.85","32,466,045.85","29,561,375.46","15,807,003.73","29,866,857.17","29,633,240.07"
应付票据,,,,,,,,,,,,,,
应收账款,"123,070,991.19","141,860,851.37","125,006,137.05","172,537,475.08","159,338,185.91","161,492,622.49","169,548,801.07","179,782,231.37","167,564,290.48","164,629,254.51","168,983,459.79","177,022,478.37",,"191,824,283.99"
应付账款,"28,504,671.12","27,760,456.10","34,339,143.69","25,238,901.02","24,071,415.94","34,315,942.18","35,131,828.76","36,665,537.39","33,730,390.08","35,560,296.16","34,974,011.46",,"50,584,723.60",
预付款项,"493,392.03","1,286,741.15","2,412,206.15","2,894,781.34","1,656,771.15","3,509,975.96","3,835,207.92","3,383,783.81","3,420,293.13","7,459,364.93","6,531,625.82","5,495,508.34","4,597,292.03","4,340,497.20"
预收款项,"10,935,084.57","8,759,090.42","8,913,954.09","4,197,887.64","3,464,488.10","5,650,948.11","4,107,210.96","2,594,855.26","4,437,969.29","6,112,321.85","4,298,304.03","4,319,700.23","6,814,427.97","8,811,701.25"
其他应收款,"2,398,705.36","1,947,138.01","2,634,581.53","2,968,410.73","2,754,052.46","3,376,502.70","2,532,133.38","2,447,122.18","2,455,970.22","855,638.68","1,879,003.20","1,545,088.19","1,997,483.49","1,161,792.35"
应付职工薪酬,"9,571,967.82","10,142,402.10","8,613,801.85","5,964,552.52","8,363,351.11","5,932,961.06","5,853,814.69","5,754,375.27","8,781,583.75","5,919,747.62","4,566,343.73","4,000,687.64","9,538,966.68","5,842,843.35"
应收关联公司款,,,,,,,,,,,,,,
应交税费,"6,581,135.88","5,019,771.81","3,307,520.06","6,131,000.57","2,281,749.65","2,491,853.16","3,590,598.88","2,872,530.57","2,882,952.68","740,172.38","3,189,319.87","2,018,746.31","4,821,089.70","4,546,042.94"
应收利息,,,,,,,,,,,,,,
应付利息,,,,,,,,,,,,,,
应收股利,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,
存货,"92,398,780.50","111,268,115.08","121,795,449.10","116,233,533.37","127,147,294.70","137,409,631.54","137,850,748.30","138,474,005.03","134,355,030.65","146,907,970.67","147,942,406.39","154,730,853.95","150,472,884.33","151,392,649.07"
其他应付款,"8,913,756.76","8,405,849.67","11,174,562.78","7,728,281.13","14,993,666.04","6,004,919.33","6,334,453.41","6,392,730.33","7,765,962.10","4,832,890.87","6,240,959.83","5,043,392.97","10,797,749.82","3,874,075.59"
其中:消耗性生物资产,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,,,,,
