科目,2008年度,2009年度,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
一、营业收入,"405,532,103.96","480,886,368.62","783,846,862.69","197,272,544.72","481,419,779.99","726,152,933.42","987,307,779.65","233,744,828.03","514,714,410.37","798,755,300.96","1,047,158,360.68","228,427,744.86","484,875,675.75","719,785,086.16","1,001,970,601.70","234,309,508.14","559,610,214.66","933,486,932.81","1,304,849,688.39","314,897,236.24","731,382,474.84","1,094,866,785.99","1,423,363,119.05","316,730,905.06","693,874,330.55","1,102,029,000.90","1,547,033,609.85","400,810,503.03","930,576,175.76","1,546,659,126.67","2,103,216,856.38","191,229,176.43"
二、营业利润,"24,837,833.38","62,967,078.38","93,535,266.79","22,671,275.92","56,770,143.63","82,667,105.63","111,541,861.22","27,530,962.13","72,309,943.14","105,714,722.31","112,112,209.09","11,894,117.04","32,719,839.95","51,997,576.90","62,756,950.89","12,190,347.68","28,689,845.75","47,223,722.22","66,317,685.31","30,015,426.82","60,456,580.43","98,296,866.16","123,015,497.33","20,903,503.59","56,803,933.58","85,834,750.00","103,329,608.22","12,884,579.67","48,272,574.92","100,643,333.44","156,967,045.84","36,015,244.63"
减:营业成本,"344,206,689.19","379,665,122.70","627,629,836.44","157,731,773.88","385,827,804.97","581,898,177.81","794,554,698.53","184,984,174.42","405,803,212.38","626,212,369.43","826,852,282.53","187,360,338.65","395,548,004.72","587,413,493.39","822,322,253.69","200,934,429.35","481,261,987.81","805,866,862.87","1,123,990,070.60","255,430,845.92","603,986,568.28","902,955,637.77","1,170,729,625.63","263,482,631.58","576,224,609.53","922,748,586.33","1,316,117,506.06","353,515,043.47","810,794,070.51","1,328,431,924.35","1,788,912,694.95","166,251,947.18"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"882,364.06","1,129,908.27","1,703,060.37","320,589.95","811,527.41","1,327,340.87","1,853,269.02","289,336.48","769,361.22","1,138,948.07","1,666,402.84","190,651.48","337,511.87","422,118.73","1,442,340.23","63,242.49","876,424.02","1,089,849.05","1,670,167.16","114,438.39","1,443,200.38","2,208,532.17","4,587,106.31","1,269,972.54","5,398,947.62","6,766,802.16","12,796,365.89","1,632,552.60","1,843,889.43","8,459,576.63","12,897,446.13","2,892,618.25"
营业外收入,"936,692.99","233,515.01","2,338,716.57","690,295.00","2,032,411.27","2,638,254.27","5,657,157.87","4,080,322.76","4,966,474.43","5,230,613.87","5,110,359.97","3,139,460.36","6,851,464.07","7,358,525.02","8,445,497.10","3,726,558.01","4,461,438.86","5,027,009.79","5,569,680.11","1,182,108.54","2,711,686.30","5,830,058.54","13,079,239.83","1,174,932.24","1,905,672.17","2,989,191.97","4,677,258.32","438,028.29","1,040,533.00","1,426,606.87","637,898.72","1,149,496.34"
销售费用,"15,017,747.18","17,200,844.40","24,180,617.64","4,765,599.07","13,247,958.66","21,008,481.31","29,616,012.42","7,772,593.86","17,915,270.59","33,894,158.51","51,609,211.47","12,477,735.94","25,558,103.75","37,461,271.08","50,342,352.13","9,945,662.09","25,264,005.02","41,074,743.60","57,950,436.66","14,199,548.64","33,699,655.61","52,680,389.13","71,764,401.94","16,593,694.20","32,904,341.29","50,301,753.98","68,601,474.23","15,087,180.29","32,718,884.95","52,214,833.52","72,900,416.60","10,797,177.67"
减:营业外支出,"250,818.13","360,951.00","57,495.85","1,500.00","173,500.00","173,500.00","175,463.92","10,769.55","338,477.07","338,477.07","1,859,913.73","35,533.58","35,533.58","35,533.58","2,186,454.96","391,557.28","391,557.28","776,498.44","383,051.89",,"196,551.75","243,452.20","199,524.45","25,971.26","37,306.20","100,894.41","456,832.32","337,701.31","355,564.90","376,936.90","29,264,812.07","225,040.76"
管理费用,"12,537,012.94","15,998,843.73","26,845,310.36","7,351,187.65","14,226,486.60","27,995,651.21","38,393,235.85","10,433,657.52","21,615,533.06","35,513,214.62","53,687,724.51","14,304,012.12","28,421,521.95","41,283,851.61","56,004,117.71","11,194,227.11","25,671,540.78","36,774,809.41","51,585,637.77","14,879,591.90","30,523,328.95","44,646,069.88","55,660,016.54","12,529,972.53","26,815,692.00","40,032,633.99","49,733,194.05","14,441,516.24","30,371,661.93","42,783,930.30","56,387,437.74","21,505,681.91"
其中:非流动资产处置净损失,"21,181.84","322,719.81",,,,,,,,,"1,514,286.75",,,,"2,092,471.52",,,"454,897.16","16,015.36",,"195,353.49","242,253.94","195,353.49","24,939.64","24,939.64","51,175.75","51,175.75","336,964.41","343,374.57","343,374.57",,
