科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"33,391,774.47","253,480,834.62","391,955,131.61","262,513,237.73","420,535,762.89","592,376,532.78","142,304,674.53","284,677,715.95","369,658,394.46","535,916,060.59","115,118,061.83","224,910,468.42","352,305,303.56","480,506,179.68","76,849,048.64","220,407,245.35","266,905,523.48","417,217,114.88","46,809,476.48","111,970,022.03","186,841,673.28","271,064,412.43","37,132,039.86","97,013,849.72","211,120,041.94","374,410,455.57","23,130,828.05","49,520,571.92","74,308,498.53","162,605,434.80","18,574,056.67","45,150,808.11","86,353,824.62"
二、营业利润,"4,308,163.38","33,184,642.63","43,466,892.70","39,508,019.25","64,220,317.18","78,839,256.51","25,048,442.46","39,737,067.76","53,555,628.86","59,849,090.58","11,878,318.92","22,510,874.36","11,314,983.06","17,400,607.45","2,924,183.79","14,453,600.91","3,571,026.52","21,153,419.74","4,714,669.14","12,159,145.64","-2,897,176.53","16,080,076.18","-18,646,076.70","-21,140,315.40","-23,215,522.83","-28,811,952.35","-13,274,804.46","-23,807,393.36","-28,024,845.91","-81,414,730.62","-12,141,342.00","-13,056,617.04","1,144,585.40"
减:营业成本,"21,449,486.29","197,130,938.47","313,968,572.48","204,928,985.04","327,660,660.85","465,595,109.94","111,539,452.61","228,187,930.84","288,653,003.96","424,601,196.13","90,954,852.88","180,143,617.75","289,256,670.21","384,971,171.61","63,896,858.22","179,517,357.18","212,273,435.06","331,913,298.47","33,177,638.76","82,372,562.51","146,773,454.81","208,457,416.43","26,289,351.06","74,070,772.29","171,028,979.29","293,503,547.35","19,784,797.94","40,627,621.90","56,951,478.38","132,388,790.27","14,086,507.02","29,710,744.30","51,313,023.44"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"443,798.42","755,113.58","2,999,960.45","2,083,097.83","3,700,969.12","5,562,140.62","2,544,661.60","4,255,205.87","5,582,965.81","7,576,561.15","1,872,821.43","3,851,920.63","4,701,015.35","5,048,999.36","584,779.25","1,323,038.31","1,721,169.97","383,631.49","67,094.53","130,637.29","276,218.23","607,317.80","762,455.06","976,520.04","1,098,692.29","1,708,683.85","649,501.63","868,897.55","914,728.11","2,581,408.61","392,209.74","782,773.22","1,223,238.57"
营业外收入,,,"1,565,620.45","2,009,156.00","2,009,156.00","3,909,956.00","1,500,000.00","3,008,000.00","3,013,000.00","3,322,000.00","972,835.46","2,060,835.13","2,614,658.35","3,221,223.60","367,247.36","753,963.65","1,478,920.90","4,963,085.00","727,121.13","1,262,755.75","1,684,413.71","2,189,838.35","539,179.51","851,306.58","914,059.28","36,576,204.39","1,287,418.93","1,640,326.40","1,991,690.65","48,275,343.07","50,783.32","36,655.68","2,271,826.07"
销售费用,"98,132.59","874,956.82","2,099,016.92","2,734,165.30","4,544,711.21","6,646,311.82","1,469,304.69","3,278,854.70","5,573,414.69","9,156,734.19","1,609,410.10","3,604,430.56","7,524,018.58","14,605,063.09","2,968,736.96","8,939,055.30","14,892,445.75","18,990,208.44","3,230,847.45","6,364,746.32","10,317,032.81","14,578,803.23","3,465,812.82","8,744,057.16","9,570,021.40","11,817,319.13","874,965.17","2,102,212.43","3,387,869.60","5,404,774.17","797,777.70","1,540,165.89","2,003,675.31"
减:营业外支出,232.43,"25,625.81","1,784.64",19.00,19.00,492.00,,,"22,636.67","22,686.67",,,,"4,644.40","1,123.72","1,123.72","101,123.72","101,599.98","48,293.71","49,131.62","49,131.62","49,131.62",126.79,"1,249.52","7,035,971.29","218,448.59","15,000.00","44,040.01","71,948.72","84,716.58","640,716.04","968,873.41","1,122,037.76"
管理费用,"5,342,590.66","15,343,877.90","20,325,704.41","14,295,238.76","20,140,228.21","36,043,198.24","4,584,058.60","17,482,541.32","25,064,511.23","43,830,865.20","7,375,310.93","16,042,541.08","26,328,838.51","43,490,067.81","9,594,563.06","19,333,204.48","29,153,274.41","42,943,875.38","8,588,940.27","18,202,873.26","28,586,004.87","41,233,844.26","14,265,843.09","28,830,242.92","37,516,726.66","52,782,857.89","8,391,694.36","15,793,922.32","23,807,603.81","35,110,510.81","9,324,434.79","17,449,995.52","25,911,971.16"
其中:非流动资产处置净损失,,,,,,,,,,,,,,,,,,,,"18,922.13","18,922.13","18,922.13",,,,"181,471.85",,"21,970.20","49,461.87","28,373.75",,,"124,307.75"
堪探费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
