科目,2007-12-31,2008-12-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"36,944,009.92","84,786,237.66","80,589,882.00","110,191,805.91","96,822,080.75","452,287,166.36","297,260,396.70","314,535,877.05","343,986,472.57","219,714,452.38","266,680,942.62","155,678,208.92","185,691,550.89","127,624,385.86","121,637,154.83","139,308,737.60","249,296,079.23","462,573,081.36","375,942,393.67","245,657,271.33","268,411,019.96","209,159,979.16","96,573,009.69","204,193,755.40","159,409,513.87","144,754,643.60","87,462,400.59","84,372,167.25","126,962,565.49","105,060,725.76","123,681,275.63","101,351,136.31","241,997,095.75","235,976,406.60","2,211,801,486.30","290,756,209.59","666,343,084.20","788,756,509.12","449,476,194.24"
短期借款,"25,600,000.00","58,500,000.00","20,000,000.00","60,000,000.00","37,000,000.00","77,000,000.00","4,000,000.00","2,000,000.00",,,"45,000,000.00","81,000,000.00","81,000,000.00","75,000,000.00","130,000,000.00","156,321,219.54","247,024,999.54","246,946,745.71","206,242,965.71","210,000,000.00","210,000,000.00","210,000,000.00","180,000,000.00","210,000,000.00","129,000,000.00","147,250,000.00","30,000,000.00","147,000,000.00","262,000,000.00","262,000,000.00","262,000,000.00","262,000,000.00","300,000,000.00","332,000,000.00","477,000,000.00","1,293,826,540.00","1,379,576,540.00","1,586,451,120.00","1,561,451,120.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,617,185.69","30,617,185.69","30,158,381.53"
应收票据,"4,935,000.00","9,670,000.00","550,000.00","1,980,000.00","977,471.60","4,670,000.00","1,830,000.00","5,280,000.00","1,849,000.00","690,000.00","1,452,692.71","8,594,806.00","15,246,579.00","4,027,057.38","5,859,601.75","3,990,000.00","41,980,960.60","10,560,960.60","15,000,000.00","42,561,924.05","46,952,799.68","26,290,000.00","5,250,000.00","13,805,268.56","4,600,453.17","17,090,000.00","3,800,000.00","16,582,967.47","23,030,580.29","27,621,645.00","32,595,034.70","23,000,000.00","7,964,074.27","21,257,120.03","22,779,840.72","12,090,736.71","34,037,677.94","21,739,491.44","2,323,178.21"
应付票据,,"40,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,,,,,"9,103,631.00","13,069,548.19","45,221,113.78","13,513,139.05","58,697,680.73","75,845,345.27","43,162,194.80","41,220,629.08","68,249,584.17","48,000,008.09","55,814,802.33","66,925,278.11","57,962,340.98","75,838,830.00","73,371,089.95","27,532,259.95","35,442,140.04","24,872,140.04","14,230,000.00","35,599,528.30","75,073,397.20","143,037,768.90","155,539,730.00","86,290,622.00","43,544,792.00","295,797,612.68","489,397,612.68","626,113,824.30"
应收账款,"82,750,294.10","74,175,824.87","80,595,256.03","96,461,938.63","93,190,723.80","140,356,395.82","183,020,001.55","164,075,240.38","188,810,466.55","205,402,468.93","209,116,575.06","194,402,289.37","182,949,498.55","192,800,675.31","252,485,393.70","274,344,212.51","246,644,858.60","361,725,340.38","387,048,838.60","410,286,466.72","440,001,684.53","443,732,207.46","488,243,956.52","448,059,508.24","504,355,413.70","487,679,272.88","532,664,139.07","494,353,764.83","464,245,416.30","428,434,479.54","496,498,516.88","602,639,672.20","647,981,794.10","600,810,359.42","906,263,741.38","1,049,718,482.53","871,480,631.81","1,331,671,459.43","1,730,970,074.07"
应付账款,"83,543,599.67","73,476,510.46","51,582,148.39","63,550,869.67","63,894,535.81","61,139,551.91","66,908,255.31","89,450,349.04","143,219,578.43","70,000,686.92","101,582,543.07","114,695,016.32","96,537,642.19","88,744,913.42","123,469,511.22","178,799,581.53","181,314,386.38","226,822,533.58","172,393,031.84","139,137,708.87","156,178,629.93","149,833,295.85","186,827,830.83","198,832,013.24","234,783,265.45","217,149,108.96","155,604,332.86","123,391,795.90","128,960,699.02","117,410,532.98","138,878,599.09","204,191,704.95","227,555,081.17","184,628,068.23","437,519,900.33","484,896,050.25","465,116,239.92","553,894,646.54","1,127,048,528.37"
预付款项,"4,102,812.39","4,763,435.40","4,886,022.01","4,236,387.43","19,027,104.17","17,504,823.96","39,503,089.53","32,371,182.30","55,681,292.09","52,585,734.05","78,179,116.30","75,495,188.36","30,341,880.86","48,102,272.27","48,962,020.94","33,715,521.73","29,143,481.45","73,844,409.99","27,039,624.93","132,877,004.32","43,884,786.96","88,535,312.03","107,102,035.85","49,526,258.35","11,811,514.56","14,553,025.75","3,704,182.03","13,400,543.84","11,678,725.74","14,893,753.67","7,269,590.62","22,250,713.01","12,431,577.89","40,101,675.56","88,213,261.63","112,682,982.57","91,363,280.71","49,432,798.66","33,909,266.53"
预收款项,"13,634,402.84","7,462,231.58","14,415,410.83","5,579,741.14","8,633,640.53","23,021,649.93","7,890,761.65","29,644,233.37","28,406,986.02","8,789,294.38","5,845,089.21","17,081,368.00","18,955,731.56","8,515,786.29","4,149,812.68","9,837,156.71","14,174,138.18","15,038,440.93","33,814,765.25","16,004,550.86","22,316,533.91","10,924,234.33","17,702,606.33","23,215,761.17","21,049,144.80","29,076,313.55","16,031,304.65","17,986,690.63","9,727,492.01","14,876,627.33","22,660,921.25","35,936,805.73","56,539,869.46","16,076,042.45","47,586,261.67","135,155,173.72","55,200,867.47","23,463,682.64","30,143,007.30"
其他应收款,"1,290,393.36","4,374,203.62","11,393,522.13","12,566,709.33","6,863,001.67","9,750,799.67","11,818,194.84","12,956,575.97","6,532,820.38","9,814,503.83","5,812,227.28","5,742,671.38","11,255,275.95","6,950,673.24","12,611,881.92","11,795,748.99","9,621,198.37","21,226,423.71","14,729,973.12","13,794,706.14","11,194,408.80","13,867,311.27","14,758,719.16","10,701,117.30","6,849,956.60","8,697,530.37","8,010,014.48","9,510,027.27","8,377,571.90","7,891,136.54","35,563,735.68","37,686,646.54","35,111,299.55","30,437,127.96","61,152,743.18","123,579,664.62","170,334,033.74","116,727,146.78","110,412,536.18"
应付职工薪酬,"4,584,893.21","2,998,507.72","4,124,955.45","5,149,514.08","6,571,674.05","6,715,145.15","7,361,267.96","5,383,103.06","4,711,844.28","3,745,294.02","3,447,069.22","3,045,687.26","5,022,449.38","5,957,487.70","5,975,926.28","4,759,293.80","5,731,656.58","5,705,694.13","5,961,740.95","6,805,734.43","7,942,018.47","7,103,235.92","6,679,063.04","7,307,043.73","9,826,100.96","5,605,889.33","5,202,762.18","5,583,668.00","9,506,867.50","8,129,199.89","7,961,461.43","8,661,008.75","12,834,497.66","9,536,213.89","8,546,600.94","8,418,946.15","10,032,315.22","8,123,984.55","10,124,001.04"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"3,827,454.61","9,859,552.11","7,427,670.16","445,003.86","1,513,975.74","1,067,940.33","6,453,369.05","843,238.66","4,255,832.97","-1,686,861.65","2,953,679.20","-9,727,565.56","-11,692,788.67","-23,453,269.74","-18,200,616.38",,"-19,046,665.20","-12,122,033.60","-17,911,947.85","-18,921,210.73","-16,709,127.87","-17,427,264.80","-16,389,276.50","-22,492,657.96","4,061,435.57","3,500,639.89","8,328,210.42","3,906,618.88","6,021,781.15","4,178,983.59","9,886,035.81","8,699,831.07","9,012,795.20","10,636,508.14","66,314,110.72","52,273,860.61","64,351,186.62","42,413,709.04","43,844,665.55"
应收利息,,,,,,,"484,425.00",,,,,,,,,,,,,,,,"857,204.01","728,060.74","834,927.95","1,115,852.06","1,133,784.95","857,809.12","642,733.15","534,690.55","473,440.21","495,584.55","645,531.41","742,190.69","2,668,997.56","1,052,968.65","1,044,421.11","1,282,645.20","1,265,056.66"
应付利息,,,,,,,,,,,,,,,,,,,,,,,"518,081.48","543,140.04","424,111.10","473,942.78","186,819.16","185,148.75","351,929.17","351,929.18","236,772.92","362,113.34","1,012,999.99","499,023.91","11,658,673.57","4,593,424.03","5,714,899.10","20,693,582.72","51,359,365.90"
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
存货,"78,375,590.54","66,032,454.87","50,724,884.94","78,687,719.19","82,160,733.21","108,233,189.22","98,300,812.02","118,959,848.27","91,514,893.68","93,759,293.99","98,521,054.94","144,656,847.39","115,393,964.37","158,848,802.22","141,909,912.11","222,683,815.85","215,706,789.44","243,031,762.79","229,274,621.83","241,631,178.35","164,271,018.77","171,740,527.04","173,885,585.40","181,381,308.25","197,857,163.22","200,637,851.35","146,364,941.83","158,455,777.01","182,334,710.10","230,100,220.57","201,312,693.55","281,282,810.98","297,455,363.11","256,938,748.85","251,201,183.20","230,851,178.28","196,155,854.03","177,867,890.77","214,110,464.18"
其他应付款,"56,045,133.61","1,096,933.88","1,238,472.04","1,323,583.07","1,630,398.76","1,629,811.56","1,763,867.45","1,824,047.85","551,763.11","2,169,009.01","59,681,094.33","3,911,133.26","2,743,424.27","3,089,611.94","3,634,631.09","3,721,570.61","4,518,451.19","6,056,582.79","6,023,060.90","4,001,482.83","5,929,434.72","2,434,122.42","4,801,917.69","4,256,058.56","9,245,918.10","7,135,400.13","136,398,495.17","36,557,764.24","6,661,860.70","4,949,045.92","6,623,778.41","135,160,647.10","154,926,753.42","134,277,903.92","1,111,840,291.58","996,093,986.56","1,002,290,489.32","636,623,588.75","833,671,259.31"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100,000.00","75,000.01","50,000.02","25,000.03",,,
一年内到期的非流动负债,,,,,,,,,,,,,,,,,,,"45,650,000.00","44,405,000.06","44,266,666.52","44,266,666.67","44,266,666.64","44,266,666.64","44,266,666.64","44,266,666.64","44,266,666.64","44,266,666.64",,,,,,,"303,229,075.99","291,719,602.45","795,020,544.80","848,416,677.84","1,198,043,237.08"
其他流动资产,,,,,,,,,,,,,,,,,,,,,,,"53,100,000.00","53,463,000.00","19,485,293.23","18,673,241.81","13,668,103.17","10,049,694.69","10,908,286.45","5,089,747.30","3,919,763.65","3,334,707.24","3,943,326.91","9,353,301.97","26,659,972.57","113,800,488.60","351,032,223.29","409,417,598.49","485,685,305.03"
其他流动负债,,,,,,,,,,,,"473,684.21",,,,,,,,,,,,,,,,,,,,,,,,,,,
流动资产合计,"208,398,100.31","243,802,156.42","228,739,567.11","304,124,560.49","299,041,115.20","732,802,375.03","632,216,919.64","648,178,723.97","688,374,945.27","581,966,453.18","659,762,608.91","584,570,011.42","540,878,749.62","538,353,866.28","583,465,965.25","685,838,036.68","792,393,367.69","1,172,961,978.83","1,049,035,452.15","1,086,808,550.91","974,715,718.70","953,325,336.96","939,770,510.63","961,858,276.84","905,204,236.30","893,201,417.82","796,807,566.12","787,582,751.48","828,180,589.42","819,626,398.93","901,314,050.92","1,072,041,270.83","1,247,630,062.99","1,195,691,931.09","3,570,791,226.56","1,934,557,711.58","2,381,791,206.83","2,896,895,539.89","3,028,152,075.10"
流动负债合计,"187,235,483.94","193,393,735.75","168,788,656.87","206,048,711.82","189,244,224.89","170,574,098.88","94,377,521.42","129,144,971.98","181,146,004.81","83,017,422.68","218,509,475.03","219,582,954.49","205,636,006.92","203,075,643.39","262,542,403.94","389,664,663.94","509,562,311.94","531,610,158.34","493,394,245.88","469,682,850.49","477,924,163.77","462,949,092.72","491,332,167.62","523,890,366.40","528,495,472.62","527,829,051.23","423,550,851.03","414,320,493.08","448,102,769.59","426,126,318.89","483,847,097.21","730,085,508.14","904,919,765.80","843,193,490.54","2,549,985,536.80","3,310,522,375.77","4,103,717,880.82","4,240,095,790.45","5,511,957,390.38"
可供出售金融资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
长期借款,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,"166,000,000.00","166,000,000.00","166,000,000.00","166,000,000.00","166,000,000.00","166,000,000.00","110,666,666.67","99,461,666.68","88,533,333.59","77,466,666.78","66,400,000.15","55,333,333.49","44,266,666.83","33,200,000.17","22,133,333.51","11,066,666.85",,,,,,,"698,947,011.20","263,095,610.97","1,151,662,758.52","1,646,739,898.00","1,733,804,557.47"
持有至到期投资,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付债券,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"697,745,641.08","1,458,271,410.89"
长期应收款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
