科目,2007年度,2008年度,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
一、营业收入,"164,959,480.52","164,111,511.82","83,387,418.87","123,828,825.81","172,706,842.84","40,794,813.29","108,684,898.18","157,539,654.11","218,095,683.61","56,122,667.10","141,650,251.43","235,659,278.31","298,083,187.28","81,456,363.98","162,995,451.60","238,911,166.93","308,614,297.13","92,668,845.48","206,905,205.75","287,224,616.73","367,085,538.59","82,674,663.06","188,739,578.15","279,456,018.11","380,247,814.55","72,588,717.39","157,664,121.15","224,014,562.02","319,429,296.63","98,728,951.73","214,845,661.05","354,845,228.23","515,093,143.97","122,344,239.00","268,952,454.11","398,783,451.76"
二、营业利润,"32,794,220.23","26,659,459.20","15,578,154.56","20,178,830.84","20,836,585.69","7,606,279.26","19,556,943.83","25,264,360.67","30,664,331.87","4,423,540.63","18,618,889.88","31,643,309.22","41,570,179.01","12,258,600.56","23,529,836.74","31,283,252.44","12,090,563.01","876,346.48","19,327,397.56","14,025,473.55","-52,299,282.33","-6,728,468.28","1,052,742.69","2,398,949.11","-21,346,152.19","-15,212,599.80","-31,369,160.72","-55,052,631.45","-161,830,273.53","-9,090,525.27","-24,351,910.21","-32,549,421.88","-53,610,180.81","-2,210,269.41","-9,679,742.09","-25,073,843.93"
减:营业成本,"105,939,194.85","106,111,124.18","53,577,558.63","82,218,844.90","114,594,841.63","25,528,502.87","68,790,060.05","103,081,996.45","145,541,958.66","42,516,848.53","96,930,256.97","166,518,172.55","204,338,880.16","55,676,345.54","111,190,788.12","164,802,037.07","220,622,446.33","73,059,167.52","146,649,483.57","205,960,628.15","275,595,349.50","66,505,414.95","144,730,103.78","213,918,731.59","295,392,270.74","57,895,508.73","124,511,457.13","179,680,549.79","273,467,438.24","75,054,656.73","164,383,020.82","271,908,917.70","384,868,689.72","92,073,191.45","203,694,710.49","304,139,825.50"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"604,529.00","813,316.82","293,503.48","563,055.95","916,631.66","224,537.39","568,238.54","606,985.85","751,821.27","47,386.83","373,425.23","403,350.55","415,505.38","305,641.46","597,466.63","1,157,755.52","1,686,906.14","402,495.26","1,268,177.68","1,484,424.21","1,986,084.74","381,029.01","766,940.56","1,090,520.70","2,041,089.15","262,982.46","495,806.11","622,114.58","1,148,095.95","377,182.25","812,926.33","1,396,280.16","5,723,913.93","1,555,616.40","4,558,045.63","6,962,486.93"
营业外收入,"1,476,498.66","3,218,894.90","980,848.21","1,140,848.21","10,865,098.70","237,000.00","701,346.00","879,041.00","3,085,529.53","585,260.67","870,830.38","1,305,047.54","3,071,249.98","6,055,581.34","3,478,355.15","9,532,151.89","13,522,144.67","1,751,557.77","4,826,354.07","7,133,986.77","12,633,451.22","2,143,889.84","4,129,708.53","6,325,555.78","30,410,329.17","1,437,834.89","3,490,689.78","6,309,442.09","8,599,396.46","3,774,417.57","5,586,257.35","10,085,809.40","74,522,718.20","1,457,531.07","3,667,319.42","6,935,843.99"
销售费用,"6,950,411.45","8,042,872.69","3,352,075.07","5,596,591.63","9,273,097.26","2,438,862.94","6,802,265.59","9,310,205.20","14,064,780.87","2,591,659.20","7,287,133.66","11,076,996.74","14,150,946.71","2,956,215.49","5,528,392.61","9,042,175.07","14,475,032.79","3,882,332.48","7,679,668.23","14,173,601.18","21,118,204.61","3,397,168.70","7,514,954.67","12,029,155.13","19,490,638.87","3,751,154.67","8,114,934.84","12,451,894.46","23,325,309.81","4,658,549.01","10,645,038.99","18,229,322.57","28,105,421.98","5,668,317.50","14,268,213.21","22,700,759.27"
减:营业外支出,"51,278.64","37,229.71","80,565.65","170,547.42","273,726.82","10,000.00","1,113,221.01","1,118,873.56","1,243,160.79","23,952.90","104,362.69","122,618.27","122,974.03","3,244,478.15","35,973.90","35,973.90","731,333.09","2,736.24","4,092.42","10,250.82","42,169.04","25,337.94","83,779.85","109,042.34","130,925.41",585.00,"21,871.50","87,857.34","497,577.78","38,313.01","95,427.90","122,122.57","216,645.77","112,572.51","57,407.36","199,020.85"
管理费用,"11,955,012.32","13,314,187.25","6,502,263.38","9,544,467.60","15,352,043.79","4,494,298.38","9,741,805.36","15,214,425.80","21,858,327.06","5,479,171.48","13,715,121.47","19,338,027.85","28,224,117.58","7,236,525.01","15,351,759.35","23,192,089.78","39,024,539.92","10,111,120.74","18,397,960.50","29,541,256.65","54,170,398.81","11,937,964.94","24,053,467.74","35,654,294.79","53,916,647.04","11,737,406.57","23,945,586.19","37,126,392.27","82,887,684.60","13,671,204.03","30,403,193.64","44,217,662.36","65,827,554.37","12,835,868.81","30,287,740.70","45,737,173.06"
其中:非流动资产处置净损失,,,,,"94,406.72",,,,"233,160.79",,,,"75,901.62",,,,"696,089.28",,,,"35,082.69",,"44,358.79","69,621.28","76,362.40",,375.00,"61,360.84","97,577.80",,"90,427.90","106,114.01","111,576.03",,,"69,033.49"
