科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
筹资活动产生的现金流量净额,"-27,164,312.85","-177,097,774.25","-472,884,263.10","-54,242,935.01","919,582,602.66","1,057,505,810.99","919,783,475.90","-3,020.83","-32,731,619.58","-33,733,162.87","-23,934,930.33",,"1,200,000.00","-26,576,000.00","-26,576,000.00",,,"-155,939,800.00","-158,472,514.63",
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,"1,692,553.86",,,,,,"2,000,000.00",,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"29,601,460.00","7,933,865.36","1,284,271.15","65,951.46","4,803,363.80","1,017,697.34","336,404,392.27","924,371,210.76","2,235,399,632.93","3,298,778,368.98","4,215,187,444.69","1,327,975,488.86","2,042,639,572.61","3,619,856,420.17","4,747,846,662.83","967,317,574.28","1,955,194,393.17","2,697,567,516.65","3,531,660,095.64","1,017,721,673.70"
五、现金及现金等价物净增加额,"2,954,895.61","96,127,399.74","73,026,740.16","-94,952,131.20","1,042,211,557.66","1,144,781,496.46","530,896,348.77","-44,043,334.56","-429,298,457.81","-415,309,912.83","-311,460,551.63","47,965,166.47","-127,616,636.39","-192,704,301.79","-61,688,447.04","-196,639,596.13","-86,614,114.85","-140,669,128.73","80,904,658.93","32,209,501.03"
购建固定资产、无形资产和其他长期资产支付的现金,"94,618,046.24","123,586,987.29","62,885,828.16","11,611,551.86","17,684,420.28","26,085,830.96","36,981,504.44","28,675,108.47","33,701,838.42","49,758,905.70","81,105,085.07","18,110,496.21","16,169,000.00","26,844,502.42","135,587,133.15","11,450,195.10","18,347,880.77","24,473,313.92","59,644,615.69","9,530,775.79"
期初现金及现金等价物余额,"273,793,395.40","276,748,291.01","372,875,690.75","445,902,430.91","445,902,430.91","445,902,430.91","445,902,430.91","976,798,779.68","976,798,779.68","976,798,779.68","976,798,779.68","665,338,228.05","665,338,228.05","665,338,228.05","665,338,228.05","603,649,781.01","603,649,781.01","603,649,781.01","603,649,781.01","684,554,439.94"
投资支付的现金,,,,,,,"1,050,000,000.00","846,000,000.00","2,539,000,000.00","3,524,000,000.00","4,530,000,000.00","1,105,000,000.00","2,076,000,000.00","3,541,000,000.00","4,826,000,000.00","1,145,290,000.00","2,129,000,000.00","2,669,000,000.00","3,443,700,000.00","974,100,000.00"
期末现金及现金等价物余额,"276,748,291.01","372,875,690.75","445,902,430.91","350,950,299.71","1,488,113,988.57","1,590,683,927.37","976,798,779.68","932,755,445.12","547,500,321.87","561,488,866.85","665,338,228.05","713,303,394.52","537,721,591.66","472,633,926.26","603,649,781.01","407,010,184.88","517,035,666.16","462,980,652.28","684,554,439.94","716,763,940.97"
