科目,2011年度,2012年度,2013年度,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
一、营业收入,"3,906,432,362.37","4,994,726,825.96","4,982,140,912.00","3,878,826,770.38","5,515,549,259.67","1,429,033,026.51","3,061,169,550.31","4,667,648,596.99","6,532,431,316.73","1,729,225,412.73","3,147,488,527.98","4,925,289,309.67","6,543,025,375.10","1,847,130,412.96","3,548,442,899.55","5,398,375,794.37","7,555,325,678.36","1,685,102,009.08","3,617,332,171.06","5,922,602,194.38","8,333,939,980.52","2,031,070,222.21"
二、营业利润,"151,717,838.88","182,128,561.96","168,542,167.31","183,314,725.79","196,832,740.66","73,874,819.93","151,078,081.03","198,318,970.61","261,846,103.18","93,614,637.57","185,320,505.33","266,133,703.65","336,172,665.34","95,312,284.84","135,491,849.05","120,687,623.31","64,950,186.93","5,733,236.89","52,322,360.22","113,923,438.87","190,235,031.35","91,561,244.42"
减:营业成本,"3,312,524,823.99","4,247,790,234.66","4,267,788,948.31","3,276,395,353.09","4,690,755,990.83","1,239,343,249.74","2,660,462,456.17","4,063,141,802.24","5,647,229,957.39","1,485,929,356.90","2,667,505,281.02","4,180,132,688.92","5,532,796,856.24","1,603,032,385.65","3,115,188,182.46","4,779,816,963.56","6,737,243,059.21","1,499,397,649.44","3,241,939,945.03","5,241,849,978.20","7,278,391,634.84","1,736,973,327.57"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"5,021,467.86","18,143,375.85","18,020,125.52","16,302,123.50","22,860,386.15","2,906,265.22","9,180,409.17","16,458,230.84","22,655,852.87","6,224,844.60","12,859,047.81","21,710,678.05","35,180,840.28","9,518,016.46","19,588,046.30","28,338,996.53","35,769,084.53","6,986,678.21","15,844,928.67","25,310,949.06","36,265,744.84","10,914,711.63"
营业外收入,"5,877,736.75","11,714,645.20","18,992,961.54","13,084,210.33","19,007,089.41","3,998,367.48","9,531,335.38","15,097,155.84","22,732,309.20","11,383,859.23","18,574,086.53","32,393,132.37","46,693,467.51","21,585,828.54","18,352,392.57","37,273,677.39","48,549,242.75","3,352,632.79","9,920,747.28","13,459,492.67","25,055,340.27","8,820,699.92"
销售费用,"72,357,212.53","92,000,188.69","95,231,634.42","75,136,909.28","110,731,435.36","29,344,691.81","61,500,571.67","91,477,940.25","135,891,414.44","27,066,875.98","50,876,097.48","76,348,136.24","114,206,921.04","27,379,570.67","52,558,620.56","84,269,595.41","123,126,695.24","28,317,175.76","64,372,079.05","108,539,318.78","162,808,121.72","42,146,166.85"
减:营业外支出,"2,469,956.32","3,912,688.22","3,332,522.91","3,738,249.36","5,952,057.59","3,468,058.38","2,601,768.33","1,045,229.73","3,259,469.33","2,439,937.69","4,294,438.53","5,125,286.76","6,798,377.29","639,864.30","2,303,499.04","5,464,261.11","5,956,914.74","3,589,674.86","6,782,940.95","8,141,631.66","13,311,798.58","6,803,679.28"
管理费用,"307,107,012.54","350,110,180.74","386,084,575.54","283,161,679.70","424,943,676.27","92,448,398.39","187,262,739.14","295,269,265.96","445,536,320.05","120,837,154.35","241,414,093.68","385,592,452.92","563,059,696.30","115,703,350.54","235,990,396.33","392,148,169.42","592,197,228.76","131,555,325.64","261,144,702.15","170,519,246.73","236,849,401.05","47,362,000.00"
其中:非流动资产处置净损失,"343,673.96","436,804.17","666,920.16","814,710.57",,"1,474,201.96","206,026.92","427,458.25","2,165,240.56","316,828.25","480,491.72","702,903.28","1,521,025.52","144,919.49","144,919.49","531,299.93",,,,,,
堪探费用,,,,,,,,,,,,,,,,,,,,,,
加:影响利润总额的其他科目,,,,,,,,,,,,,,,,,,,,,,
财务费用,"44,984,433.07","32,799,007.47","9,101,245.85","24,140,057.58","28,229,498.41","-6,140,468.21","-9,863,892.25","11,826,927.34","13,127,854.69","-2,501,291.71","-14,399,172.71","-21,794,891.48","-69,542,728.37","-3,306,652.84","2,046,230.40","6,522,860.67","90,812.67","15,055,863.58","-30,576,588.90","-56,448,282.87","-53,266,571.65","13,581,585.78"
三、利润总额,"155,125,619.31","189,930,518.94","184,202,605.94","192,660,686.76","209,887,772.48","74,405,129.03","158,007,648.08","212,370,896.72","281,318,943.05","102,558,559.11","199,600,153.33","293,401,549.26","376,067,755.56","116,258,249.08","151,540,742.58","152,497,039.59","107,542,514.94","5,496,194.82","55,460,166.55","119,241,299.88","201,978,573.04","93,578,265.06"
资产减值损失,"12,719,573.50","71,755,276.59","37,372,215.05","20,375,921.44","41,195,531.99","-2,743,930.37","6,582,458.59","1,810,488.88","17,754,900.71","-1,783,252.97","4,249,064.03","22,303,776.37","45,901,561.79","15,647,467.58","12,770,332.37","22,478,279.32","40,857,255.71","1,441,032.19","18,373,816.11","83,318,779.65","122,487,617.87","-7,690,985.00"
减:所得税,"17,595,987.20","16,179,026.46","15,341,594.17","31,247,609.44","16,114,428.17","10,932,330.61","21,875,168.34","27,801,435.40","28,824,113.81","12,991,021.65","22,720,704.87","32,194,598.16","36,434,296.32","16,034,221.63","17,306,113.00","16,134,008.94","8,111,818.46","4,381,294.75","-1,881,259.82","1,099,236.04","8,228,605.78","9,532,697.14"
加:公允价值变动净收益,,,,,,,,,,,,,,,,,,,,,,
