科目,2007年度,2008年度,2009年度,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"896,773,210.94","1,488,558,252.63","2,083,622,855.92","1,273,308,204.14","1,902,419,814.29","2,521,293,687.22","633,396,335.31","1,407,567,185.40","2,193,911,666.13","2,941,798,699.76","997,043,164.13","2,249,819,553.26","3,259,389,395.72","4,066,328,554.59","1,046,907,529.10","2,220,814,052.15","3,326,386,102.84","4,791,878,556.07","922,063,594.59","2,294,658,167.23","3,619,104,095.91","5,093,653,484.92","1,125,472,522.69","2,319,083,167.58","3,439,932,345.08","4,866,810,309.70","1,265,137,123.03","2,802,158,372.91","5,004,223,820.36","5,778,402,866.12","1,379,347,130.37","2,468,249,588.89","3,927,405,338.71","6,766,571,165.43","1,806,302,243.14","5,067,115,004.52","7,884,777,412.60","12,105,083,569.19","2,444,175,917.13"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,"550,755,780.00",,,,"30,026,523.00","34,828,221.96","34,828,221.96","34,828,221.96","40,112,563.96",,,,,,,"16,053,400.00","32,851,520.23",,,,,,,,"124,890,200.00",,,,,
收到的税费返还,,,,,,,,,,,,,,,,,,,,,,"293,372.09","1,124,182.17","1,124,182.17","1,124,182.17","1,124,182.17",,,,,,,"284,958.80","284,958.80","329,775.44","329,775.44","329,775.44","329,775.44",
支付其他与投资活动有关的现金,"26,747,797.74","4,437,232.73","30,000,000.00",,"753,019.45","809,007.03",,"221,713.44","4,511,083.44","4,511,083.44","506,082.84","506,082.84","506,082.84","506,082.84",,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"549,624,425.20","319,351,651.56","474,854,267.95","335,353,919.48","454,887,062.59","541,291,500.67","155,904,154.92","333,663,860.34","456,945,683.53","506,995,637.60","86,115,212.36","98,202,506.46","288,050,888.44","593,699,553.74","179,379,310.31","792,661,686.73","1,689,859,299.84","2,634,905,783.63","813,090,075.40","1,367,452,907.00","2,135,854,435.54","2,940,086,741.20","211,314,603.53","578,179,225.38","939,628,080.88","1,089,647,156.28","98,505,065.63","178,312,734.60","312,048,966.69","402,708,728.48","102,082,753.68","200,866,632.42","403,819,644.57","928,237,448.28","493,196,530.51","973,652,080.25","1,256,422,771.32","1,600,261,217.18","235,644,686.93"
投资活动现金流出小计,"328,361,668.80","1,668,021,881.56","398,808,966.31","110,717,436.51","271,676,345.74","535,173,791.04","148,999,162.93","335,328,887.20","2,242,323,448.52","2,442,219,988.05","145,895,524.92","629,471,519.05","843,010,909.88","1,046,631,113.51","291,086,391.82","479,723,717.61","751,218,657.04","1,140,575,500.53","612,818,081.54","908,190,244.99","1,591,706,411.16","1,872,434,805.96","458,566,140.03","575,749,637.93","620,282,854.11","730,851,342.79","68,144,711.82","139,516,966.92","145,930,142.95","304,313,272.59","1,072,438,198.07","1,205,429,695.38","1,325,163,984.67","1,896,367,705.59","492,891,676.82","1,083,949,712.34","1,446,694,456.62","1,657,294,138.78","518,929,095.49"
经营活动现金流入小计,"1,446,397,636.14","1,807,909,904.19","2,558,477,123.87","1,608,662,123.62","2,357,306,876.88","3,062,585,187.89","789,300,490.23","1,741,231,045.74","2,650,857,349.66","3,448,794,337.36","1,083,158,376.49","2,348,022,059.72","3,547,440,284.16","4,660,028,108.33","1,226,286,839.41","3,013,475,738.88","5,016,245,402.68","7,426,784,339.70","1,735,153,669.99","3,662,111,074.23","5,754,958,531.45","8,034,033,598.21","1,337,911,308.39","2,898,386,575.13","4,380,684,608.13","5,957,581,648.15","1,363,642,188.66","2,980,471,107.51","5,316,272,787.05","6,181,111,594.60","1,481,429,884.05","2,669,116,221.31","4,331,509,942.08","7,695,093,572.51","2,299,828,549.09","6,041,096,860.21","9,141,529,959.36","13,705,674,561.81","2,679,820,604.06"
投资活动产生的现金流量净额,"-310,106,118.66","-1,415,552,221.68","-357,129,568.73","-103,151,844.54","-264,087,809.11","-524,023,254.41","-148,371,679.49","-306,021,191.09","-2,202,442,936.99","-2,397,505,646.61","-145,860,524.92","-628,368,493.10","-841,726,977.14","-1,035,049,314.75","-291,086,391.82","-479,151,842.95","-750,604,082.38","-1,108,944,245.07","-612,581,401.54","-890,541,095.63","-1,571,491,269.80","-1,830,937,937.60","-458,541,855.03","-298,938,576.33","-343,428,091.51","-451,945,591.25","-68,144,711.82","-108,548,766.92","-114,765,322.95","-232,974,962.55","-1,072,438,198.07","-1,192,343,003.38","-1,253,278,090.58","-1,741,072,234.91","-471,366,986.82","-858,817,449.59","-1,199,935,973.87","-955,521,740.78","-504,926,850.49"
购买商品、接受劳务支付的现金,"515,851,172.87","426,229,580.98","1,134,296,593.01","712,945,342.28","972,672,655.76","1,291,409,887.38","331,972,192.97","727,946,897.17","1,211,630,697.89","1,741,683,582.15","537,845,238.93","1,177,722,779.09","1,759,384,592.63","1,992,115,919.79","559,366,998.16","1,353,434,938.14","1,805,057,482.11","2,789,183,857.35","646,863,707.16","1,571,087,603.91","2,490,887,956.59","3,459,907,456.14","486,896,696.36","1,261,235,162.04","1,825,976,129.24","2,836,631,822.47","800,934,549.03","1,842,683,670.39","2,977,844,330.07","3,197,133,916.65","672,009,190.92","1,200,394,751.39","2,002,897,866.08","4,019,184,738.74","1,442,640,239.89","3,805,384,172.02","5,863,246,623.93","9,606,388,389.56","2,091,345,423.75"
吸收投资收到的现金,"172,960,971.55","172,346,672.00",,"1,602,550,000.00","1,606,200,000.00","1,606,260,000.00",,,"1,073,026,859.69","1,073,026,859.69","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","15,000,000.00","15,000,000.00","15,000,000.00","35,616,000.00",,,,"10,800,000.00","800,000.00","2,481,764,803.86","2,482,529,332.16","2,482,529,332.16",,,,"1,167,068,876.69",,,,"60,000,000.00",,,,,
