科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度
一、营业收入,"179,370,386.21","363,439,990.45","530,560,622.54","640,891,951.83","131,986,382.11","1,173,090,196.56","1,763,997,335.46","2,256,300,800.18","449,445,778.06","953,229,524.19","1,525,235,180.37","2,167,898,789.11","517,915,026.01","898,489,779.81","1,443,721,841.84","2,056,913,641.54","600,654,559.46","1,243,618,291.53","2,005,600,647.96","2,589,605,502.21","762,347,653.09","1,304,660,762.13","1,965,939,594.22","2,570,058,533.48","676,817,137.88","1,205,511,560.43","2,002,178,197.46","2,649,090,050.07","724,587,353.91","1,307,804,744.71","1,954,925,803.15","2,669,041,935.96","694,991,502.88","1,169,371,498.42","1,886,044,041.16","2,552,632,936.29","554,772,397.56","941,477,164.97","1,570,384,325.41","2,176,561,485.20","668,758,587.64","1,063,628,617.86","1,584,309,143.02","2,126,267,944.86"
二、营业利润,"21,936,072.81","18,483,060.14","20,937,484.12","38,217,737.75","-3,043,539.18","-11,929,918.03","-1,905,472.96","31,572,237.01","15,725,800.29","39,100,530.57","80,058,602.26","94,675,037.73","9,458,992.57","8,654,040.12","-18,955,428.54","-39,750,040.45","-57,484,652.67","-110,092,274.00","-178,715,577.29","-271,932,790.45","10,843,448.68","74,156,648.52","117,150,811.23","164,669,943.57","123,145,121.25","187,702,283.25","354,250,443.21","440,474,560.34","125,626,051.04","228,493,173.28","363,900,937.80","499,338,262.41","200,641,600.93","334,203,902.81","554,487,936.92","751,174,195.20","199,691,975.25","336,639,703.70","505,629,355.57","492,493,221.46","87,935,357.00","108,613,039.95","178,971,214.45","188,322,851.30"
减:营业成本,"162,797,581.08","332,941,314.60","485,397,376.08","597,848,453.56","130,219,902.20","1,026,145,094.74","1,523,275,276.38","1,904,644,608.81","367,733,961.92","779,355,436.29","1,248,344,509.79","1,830,153,194.57","452,831,715.46","779,985,301.47","1,291,320,269.32","1,860,625,809.57","593,815,211.29","1,215,720,669.50","1,967,552,076.20","2,566,556,333.10","666,664,200.74","1,121,854,440.97","1,660,674,299.97","2,131,739,247.49","482,309,384.53","870,555,629.41","1,426,298,497.64","1,917,087,408.81","537,389,764.97","952,365,165.88","1,397,170,724.53","1,903,714,471.44","456,404,829.53","765,096,766.30","1,208,930,425.38","1,613,456,816.57","323,841,120.87","551,531,844.79","982,397,298.97","1,575,512,984.56","567,119,003.12","921,343,461.22","1,356,559,928.45","1,863,874,491.10"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,215,870.85","2,118,607.32","3,048,711.07","3,830,239.95","1,030,234.09","10,013,086.90","15,368,196.92","18,291,947.79","1,835,915.09","6,881,626.24","11,462,156.76","15,091,946.14","4,276,160.10","4,678,234.88","5,770,623.53","12,740,506.21","1,341,949.63","4,443,870.55","7,318,546.22","8,390,826.64","3,230,803.06","5,935,969.18","9,088,941.25","15,346,995.36","5,498,793.74","9,448,700.93","18,092,791.18","23,173,408.18","5,075,504.40","8,789,874.72","15,611,115.57","21,737,274.21","7,177,887.09","11,475,170.36","19,063,975.03","27,693,864.58","7,016,961.47","10,154,097.64","16,593,450.67","25,568,390.96","6,400,650.59","8,461,996.49","11,795,735.92","15,993,627.27"
营业外收入,,,,"6,053,353.07",,"7,630,448.06","7,663,648.06","462,020.00","20,420.44","58,368.74","58,368.74","354,696.87",,"205,052.25","723,133.30","2,066,398.99","7,988.88","149,961.19","196,244.19","493,093.55","451,001.78","534,856.98","821,797.15","502,458.79",407.00,"39,851.33","44,851.33","369,851.33","213,108.00","222,756.11","678,356.11","5,455,019.14","247,500.00","423,816.17","423,816.26","618,756.60","1,500.00","66,981.04","6,716,433.25","7,842,733.62","126,393.75","158,103.58","846,829.75","386,842.09"
销售费用,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:营业外支出,"16,780.23","50,594.28","297,263.91","353,758.19","50,500.00","322,412.68","1,381,876.71","491,944.55","40,586.00","43,976.25","49,105.53","86,143.01",616.46,"53,377.41","333,883.73","385,719.42",67.27,"2,621.41","10,621.41","99,968.75","135,528.71","136,428.71","156,660.33","257,669.47",913.80,"2,739.69","53,404.30","769,222.61","28,535.23","50,375.49","101,282.19","448,905.63","5,001.76","2,226.76","9,056.36","1,496,293.04","4,101,068.46","4,135,037.96","4,942,777.97","15,386,115.60","50,681.46","2,276,748.14","2,354,650.90","171,844,644.27"
管理费用,"10,593,575.17","26,647,924.33","41,057,463.43","59,548,375.12","12,871,439.50","33,775,703.08","46,582,110.23","66,790,088.43","10,643,937.97","24,029,155.50","34,426,862.52","48,439,400.57","10,108,742.14","21,395,950.79","33,720,482.79","50,061,757.58","9,493,828.71","20,998,708.72","32,555,040.26","49,644,026.66","11,413,560.38","24,508,601.79","37,216,675.44","54,717,187.25","11,419,483.04","24,933,150.90","38,181,916.82","56,345,194.59","12,000,048.40","26,362,089.45","42,297,287.80","60,988,259.42","12,976,780.95","26,221,061.44","39,367,003.89","59,933,323.22","10,290,410.70","22,805,628.16","40,304,974.97","53,888,678.69","11,978,649.72","25,928,270.77","41,612,138.22","71,122,106.35"
其中:非流动资产处置净损失,"16,580.23","49,894.28",,"338,443.14",,"19,055.33","19,055.33","34,241.67",,"3,390.25","6,019.53","9,712.11",616.46,"4,650.26","6,855.74","41,691.43",67.27,"1,558.04","1,558.04","47,905.38","56,778.77","56,778.77","71,010.39","81,284.70",,,"26,504.61","502,122.92",,,,"39,821.12",,,778.60,"68,152.28","1,068.46","1,142.36","708,798.83","8,615,671.68","13,372.16","139,088.36","159,217.92",
