科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"70,865,073.89","126,172,700.90","172,616,631.67","78,294,498.87","250,033,271.24","82,812,943.52","185,260,471.95","300,597,385.16","445,545,336.75","89,346,222.17","165,211,298.14","295,752,588.02","454,656,107.22","97,804,014.82","239,587,431.73","357,666,851.56","566,964,121.87","122,216,605.80","264,774,503.06","463,763,967.00","657,231,146.64","172,999,574.13","340,014,301.13","550,851,208.53","796,472,911.31","211,376,451.56","464,397,992.05","673,774,277.64","1,037,303,635.96","258,584,974.90","495,163,165.57","752,556,852.20","929,268,514.61","241,956,989.04","504,575,072.75","756,543,301.66","963,266,317.52","270,561,547.01"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,"10,460,629.63","19,000,000.00","10,460,629.63",,,"261,471,508.00","211,649,535.74",,,,"9,460,778.30",,,,"7,232,450.00",,,,,
收到的税费返还,"6,592,139.40","2,228,436.29","11,698,269.96","3,477,970.03","9,493,357.80","6,857,947.97","6,857,947.97","9,460,605.46","21,732,037.31","17,580,810.69","24,460,271.29","30,893,193.34","50,364,000.43","18,103,997.60","24,582,972.89","36,647,421.64","47,636,461.19","7,750,048.60","11,382,370.75","27,495,043.16","35,412,003.34","17,328,253.45","26,044,949.90","35,214,825.92","55,594,969.99","11,666,038.82","26,361,357.32","45,977,813.73","56,182,451.99","12,214,048.29","26,468,166.70","62,575,090.81","53,719,345.93","10,573,878.66","19,549,213.31","32,609,709.36","38,463,898.59","15,148,460.86"
支付其他与投资活动有关的现金,,"57,042,891.02",,,,,,,,,,,,,,,,,,,,,,,"4,130,000.00","700,000.00",,"1,200,000.00",,,,,,,,,,
收到其他与经营活动有关的现金,"1,152,962.75","915,323.59","2,107,458.53","8,648,527.72","10,208,724.26","2,403,143.61","10,086,066.53","14,256,260.96","38,279,806.53","4,857,119.57","12,172,468.17","16,839,645.56","59,243,900.55","3,081,969.04","6,651,465.27","7,629,218.32","15,767,534.82","43,388,031.64","57,606,363.02","72,285,615.76","76,283,980.32","42,281,889.24","55,706,639.15","67,395,686.47","75,386,026.09","7,254,844.43","19,338,295.28","26,003,913.51","52,557,091.60","17,633,629.65","24,325,780.43","25,568,651.01","65,839,368.09","9,608,489.69","27,864,461.02","37,349,235.71","56,977,868.84","11,185,535.50"
投资活动现金流出小计,"12,744,259.76","58,994,934.99","995,266.08","421,123.57","1,095,390.95","629,576.61","1,521,207.00","1,685,943.00","2,087,440.53","1,249,986.00","1,281,329.00","1,481,734.00","8,074,138.02","321,190.00","463,710.00","1,812,910.14","3,115,116.93","613,616.34","42,772,849.85","94,103,494.74","93,818,194.63","65,138,344.55","286,679,155.40","697,162,287.54","781,522,441.19","46,207,830.82","56,834,441.19","84,837,659.23","183,975,541.67","46,750,190.50","220,427,850.13","243,690,562.13","284,105,578.88","56,657,932.33","263,043,356.74","372,475,379.68","106,695,294.16","66,186,438.76"
经营活动现金流入小计,"78,610,176.04","129,316,460.78","186,422,360.16","90,420,996.62","269,735,353.30","92,074,035.10","202,204,486.45","324,314,251.58","505,557,180.59","111,784,152.43","201,844,037.60","343,485,426.92","564,264,008.20","118,989,981.46","270,821,869.89","401,943,491.52","630,368,117.88","173,354,686.04","333,763,236.83","563,544,625.92","768,927,130.30","232,609,716.82","421,765,890.18","653,461,720.92","927,453,907.39","230,297,334.81","510,097,644.65","745,756,004.88","1,146,043,179.55","288,432,652.84","545,957,112.70","840,700,594.02","1,048,827,228.63","262,139,357.39","551,988,747.08","826,502,246.73","1,058,708,084.95","296,895,543.37"
投资活动产生的现金流量净额,"-12,744,259.76","-58,938,234.99","-860,872.08","-421,123.57","-1,082,000.95","-629,576.61","-1,521,207.00","-1,685,943.00","-2,087,440.53","-1,249,986.00","-1,281,329.00","-1,481,734.00","-8,074,138.02","-321,190.00","-463,710.00","-1,812,910.14","-3,097,816.93","-613,616.34","-42,772,849.85","-94,103,052.43","-93,757,752.32","-65,130,251.92","-286,645,822.07","-697,099,087.50","-779,186,094.05","153,792,169.18","212,388,426.68","185,585,208.64","75,192,330.17","-43,611,187.97","-85,764,436.90","-109,017,943.44","-196,199,425.64","-7,513,247.40","47,623,364.49","19,467,560.72","-24,353,905.40","45,551,026.31"
购买商品、接受劳务支付的现金,"44,712,043.73","49,121,528.86","64,640,318.92","38,659,916.82","106,174,028.46","31,583,150.43","68,754,997.55","103,797,781.94","158,970,769.08","46,878,996.12","75,935,171.29","128,256,153.29","181,053,425.45","32,794,457.79","82,794,759.03","135,596,771.39","219,966,209.20","62,232,105.32","134,941,644.92","219,414,961.05","285,903,314.28","99,044,285.33","198,078,291.09","317,658,207.09","374,911,678.92","82,176,442.34","195,762,255.40","310,990,697.44","438,052,658.60","99,056,526.39","218,892,097.23","312,146,830.24","281,332,873.14","127,816,205.26","272,026,341.80","396,623,854.67","405,069,817.28","84,724,181.51"
吸收投资收到的现金,,"30,990,000.00",,,,"979,256,250.00","979,256,250.00","979,256,250.00","979,256,250.00",,,,,,,,"55,283,209.50",,,"6,153,115.80","6,153,115.80",,,,,,,,,,,,"183,574,650.00",,,,,
