科目,2007年度,2008年度,2009年度,2010年1-6月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付给职工以及为职工支付的现金,"2,636,563.74","8,570,297.52","11,149,979.48","8,149,014.69","18,371,270.22","12,458,405.65","16,566,886.33","20,440,573.18","25,882,187.61","15,633,527.76","23,437,381.71","30,883,769.79","37,674,663.37","23,786,405.33","33,539,055.67","45,499,511.46","57,678,227.01","25,241,632.04","39,821,802.75","56,771,290.15","76,575,351.89","34,931,796.49","57,599,628.76","93,645,417.59","129,397,925.19","59,035,750.73","93,519,053.95","134,389,639.46","173,500,012.94","67,876,694.21","121,984,707.29","164,621,605.29","222,642,547.71","78,840,761.55","128,578,842.35","182,894,358.96","230,137,588.66","79,688,212.27"
取得借款收到的现金,,,,,,,,,,,,,,,,,,,,,,,,"6,254,824.16","15,633,734.16",,,,,,,,,,,,,
支付的各项税费,"6,979,938.49","24,517,833.53","33,542,588.33","25,728,132.37","49,371,254.27","9,255,882.70","26,222,794.22","47,987,133.66","66,037,687.76","9,373,469.45","24,005,500.31","57,448,820.95","82,261,591.99","11,555,010.78","32,338,352.10","59,743,951.50","85,306,515.39","11,607,102.38","25,227,183.76","49,059,259.26","75,368,404.70","25,233,299.93","48,918,972.54","75,431,996.49","137,839,062.59","33,124,691.77","66,661,680.35","110,028,944.02","165,880,394.43","39,832,994.86","75,314,296.00","112,957,967.33","135,142,013.81","20,455,420.14","47,446,381.70","84,476,605.90","96,820,870.07","32,692,734.85"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"8,291,327.93","5,238,977.15","8,495,580.63","5,706,198.83","15,516,636.11","3,927,443.10","9,375,762.20","21,276,756.30","27,197,191.04","6,704,470.59","15,705,587.70","29,156,970.19","39,252,643.53","16,145,173.06","37,456,088.49","45,583,093.23","66,263,756.69","16,109,461.37","45,544,650.73","44,382,642.51","82,257,011.35","14,356,433.24","31,833,052.69","57,299,191.95","82,788,154.92","21,543,654.88","55,167,906.08","74,286,855.83","114,524,096.36","19,418,642.28","75,348,977.42","72,396,309.38","125,563,647.80","19,339,335.04","39,634,861.83","61,097,753.52","119,895,961.99","43,711,091.26"
筹资活动现金流入小计,,"30,990,000.00",,,,"979,256,250.00","979,256,250.00","979,256,250.00","979,256,250.00",,,,,,,,"55,283,209.50",,,"6,153,115.80","6,153,115.80",,,"6,254,824.16","15,633,734.16",,,,,,,,"183,574,650.00",,,,,
经营活动现金流出小计,"62,619,873.89","87,448,637.06","117,828,467.36","78,243,262.71","189,433,189.06","57,224,881.88","120,920,440.30","193,502,245.08","278,087,835.49","78,590,463.92","139,083,641.01","245,745,714.22","340,242,324.34","84,281,046.96","186,128,255.29","286,423,327.58","429,214,708.29","115,190,301.11","245,535,282.16","369,628,152.97","520,104,082.22","173,565,814.99","336,429,945.08","544,034,813.12","724,936,821.62","195,880,539.72","411,110,895.78","629,696,136.75","891,957,162.33","226,184,857.74","491,540,077.94","662,122,712.24","764,681,082.46","246,451,721.99","487,686,427.68","725,092,573.05","851,924,238.00","240,816,219.89"
偿还债务支付的现金,,,,,,,,,,,,,,,,,,,,"600,000.00","3,600,000.00",,,"22,979,824.16","30,011,130.14",,,"3,115,000.00","2,550,000.00",,,,,,,,,
经营活动产生的现金流量净额,"15,990,302.15","41,867,823.72","68,593,892.80","12,177,733.91","80,302,164.24","34,849,153.22","81,284,046.15","130,812,006.50","227,469,345.10","33,193,688.51","62,760,396.59","97,739,712.70","224,021,683.86","34,708,934.50","84,693,614.60","115,520,163.94","201,153,409.59","58,164,384.93","88,227,954.67","193,916,472.95","248,823,048.08","59,043,901.83","85,335,945.10","109,426,907.80","202,517,085.77","34,416,795.09","98,986,748.87","116,059,868.13","254,086,017.22","62,247,795.10","54,417,034.76","178,577,881.78","284,146,146.17","15,687,635.40","64,302,319.40","101,409,673.68","206,783,846.95","56,079,323.48"
分配股利、利润或偿还利息支付的现金,,,"24,800,000.00","32,000,000.00","32,000,000.00",,,,,,"100,000,000.00","100,000,000.00","100,000,000.00",,"110,000,000.00","110,000,000.00","110,000,000.00",,"111,380,659.49","111,447,961.50","111,468,111.50",,"66,817,200.00","67,022,638.75","67,022,638.75",,"90,652,971.40","90,887,671.40","90,897,449.45",,,"113,316,214.25","113,316,214.25",,"164,608,449.95","164,608,449.95","164,419,449.95",
收回投资收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,,"200,000,000.00","266,300,000.00","266,300,000.00","250,000,000.00",,"130,000,000.00","130,000,000.00","80,000,000.00","30,000,000.00","280,000,000.00","360,000,000.00","50,000,000.00","110,000,000.00"
支付其他与筹资活动有关的现金,,"5,100,000.00",,,,"4,442,370.00","6,510,000.00","6,510,000.00","6,633,000.00","697,000.00","697,000.00","697,000.00","697,000.00",,,,,,,,,,,,,,,,,,,,,,,,"5,815,800.00","3,528,212.00"
取得投资收益收到的现金,,,,,,,,,,,,,,,,,,,,,,,,,"2,303,013.81",,"2,616,096.17","2,616,096.17","9,167,871.84","3,137,767.53","4,662,178.23","4,671,383.69","7,397,132.74","364,684.93","11,886,721.23","13,162,940.40","14,435,419.85","1,697,315.07"
筹资活动现金流出小计,,"5,100,000.00","24,800,000.00","32,000,000.00","32,000,000.00","4,442,370.00","6,510,000.00","6,510,000.00","6,633,000.00","697,000.00","100,697,000.00","100,697,000.00","100,697,000.00",,"110,000,000.00","110,000,000.00","110,000,000.00",,"111,380,659.49","112,047,961.50","115,068,111.50",,"66,817,200.00","90,002,462.91","97,033,768.89",,"90,652,971.40","94,002,671.40","93,447,449.45",,,"113,316,214.25","113,316,214.25",,"164,608,449.95","164,608,449.95","170,235,249.95","3,528,212.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,"56,700.00","134,394.00",,"13,390.00",,,,,,,,,,,,"17,300.00",,,442.31,"60,442.31","8,092.63","33,333.33","63,200.04","33,333.33",,,,,"1,235.00","1,235.00","1,235.00","260,085.60",,,,"25,968.91","40,150.00"
筹资活动产生的现金流量净额,,"25,890,000.00","-24,800,000.00","-32,000,000.00","-32,000,000.00","974,813,880.00","972,746,250.00","972,746,250.00","972,623,250.00","-697,000.00","-100,697,000.00","-100,697,000.00","-100,697,000.00",,"-110,000,000.00","-110,000,000.00","-54,716,790.50",,"-111,380,659.49","-105,894,845.70","-108,914,995.70",,"-66,817,200.00","-83,747,638.75","-81,400,034.73",,"-90,652,971.40","-94,002,671.40","-93,447,449.45",,,"-113,316,214.25","70,258,435.75",,"-164,608,449.95","-164,608,449.95","-170,235,249.95","-3,528,212.00"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"248,934.90","18,780,000.00","18,780,000.00","18,780,000.00",,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,"-504,171.56","12,819.40","-151,438.84","-52,402.39","-78,225.21","-455,414.28","-37,472.80","-139,791.05","-341,397.77","42,636.08","-234,755.94","-49,361.41","200,876.81","3,248.72",4.91
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,,,,,,,,"306,771.70","1,506,771.70",,,,,,,,,"17,880,000.00",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,,"56,700.00","134,394.00",,"13,390.00",,,,,,,,,,,,"17,300.00",,,442.31,"60,442.31","8,092.63","33,333.33","63,200.04","2,336,347.14","200,000,000.00","269,222,867.87","270,422,867.87","259,167,871.84","3,139,002.53","134,663,413.23","134,672,618.69","87,906,153.24","49,144,684.93","310,666,721.23","391,942,940.40","82,341,388.76","111,737,465.07"
五、现金及现金等价物净增加额,"3,246,042.39","8,819,588.73","42,933,020.72","-20,243,389.66","47,220,163.29","1,009,033,456.61","1,052,509,089.15","1,101,872,313.50","1,198,005,154.57","31,246,702.51","-39,217,932.41","-4,439,021.30","115,250,545.84","34,387,744.50","-25,770,095.40","3,707,253.80","143,338,802.16","57,550,768.59","-65,925,554.67","-6,081,425.18","46,150,300.06","-6,086,350.09","-268,127,076.97","-671,923,990.01","-658,056,223.61","188,057,525.43","220,669,801.76","207,564,180.16","235,375,483.66","18,599,134.33","-31,487,193.19","-44,097,673.68","158,247,792.36","7,939,632.06","-52,732,127.47","-43,530,338.74","12,197,940.32","98,102,142.70"
购建固定资产、无形资产和其他长期资产支付的现金,"12,744,259.76","1,952,043.97","995,266.08","421,123.57","1,095,390.95","629,576.61","1,521,207.00","1,685,943.00","2,087,440.53","1,249,986.00","1,281,329.00","1,481,734.00","8,074,138.02","321,190.00","463,710.00","1,812,910.14","3,115,116.93","613,616.34","2,312,220.22","45,103,494.74","50,857,565.00","65,138,344.55","86,679,155.40","115,940,779.54","138,742,905.45","29,207,830.82","40,534,441.19","58,837,659.23","94,514,763.37","46,750,190.50","70,427,850.13","93,690,562.13","126,304,633.23","26,657,932.33","33,043,356.74","52,475,379.68","66,695,294.16","16,186,438.76"
期初现金及现金等价物余额,"25,071,242.21","28,317,284.60","37,136,873.33","80,069,894.05","80,069,894.05","127,290,057.34","127,290,057.34","127,290,057.34","127,290,057.34","1,325,295,211.91","1,325,295,211.91","1,325,295,211.91","1,325,295,211.91","1,440,545,757.75","1,440,545,757.75","1,440,545,757.75","1,440,545,757.75","1,583,884,559.91","1,583,884,559.91","1,592,423,930.28","1,583,884,559.91","1,630,034,859.97","1,630,034,859.97","1,630,034,859.97","1,630,034,859.97","971,978,636.36","971,978,636.36","971,978,636.36","971,978,636.36","1,216,215,430.97","1,207,354,120.02","1,207,354,120.02","1,207,354,120.02","1,365,601,912.38","1,365,601,912.38","1,365,601,912.38","1,365,601,912.38","1,377,799,852.70"
投资支付的现金,,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","32,500,000.00",,"200,000,000.00","319,750,000.00","427,000,000.00","16,300,000.00","16,300,000.00","24,800,000.00","80,000,000.00",,"150,000,000.00","150,000,000.00","150,568,495.65","30,000,000.00","230,000,000.00","320,000,000.00","40,000,000.00","50,000,000.00"
期末现金及现金等价物余额,"28,317,284.60","37,136,873.33","80,069,894.05","59,826,504.39","127,290,057.34","1,136,323,513.95","1,179,799,146.49","1,229,162,370.84","1,325,295,211.91","1,356,541,914.42","1,286,077,279.50","1,320,856,190.61","1,440,545,757.75","1,474,933,502.25","1,414,775,662.35","1,444,253,011.55","1,583,884,559.91","1,641,435,328.50","1,517,959,005.24","1,586,342,505.10","1,630,034,859.97","1,623,948,509.88","1,361,907,783.00","958,110,869.96","971,978,636.36","1,160,036,161.79","1,192,648,438.12","1,179,542,816.52","1,207,354,120.02","1,234,814,565.30","1,175,866,926.83","1,163,256,446.34","1,365,601,912.38","1,373,541,544.44","1,312,869,784.91","1,322,071,573.64","1,377,799,852.70","1,475,901,995.40"
