科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"958,513,471.83","872,248,899.27","801,477,457.23","104,655,883.15","295,740,880.41","399,253,239.20","535,964,211.64","93,175,490.66","224,381,113.19","353,140,625.32","543,853,167.64","122,582,147.81","265,894,439.28","420,946,144.54","585,938,719.10","116,807,508.71","268,936,427.05","492,226,887.28","647,395,289.79","158,320,848.19"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,,,,,
收到的税费返还,,,"134,100.00",,,,,,,,,,,,,,,,,
支付其他与投资活动有关的现金,,,,,,,,,"32,700.00",,,,"57,000.00",,,,,,,
收到其他与经营活动有关的现金,"3,134,957.03","4,089,395.21","4,817,151.78","217,698.33","2,354,682.04","4,200,657.56","9,157,736.98","4,712,472.09","7,507,334.54","8,885,255.83","8,301,761.21","4,230,601.00","5,800,753.36","6,436,549.45","4,401,382.37","1,653,089.38","4,367,181.12","5,881,983.82","3,744,775.39","970,836.05"
投资活动现金流出小计,"15,662,811.87","20,982,140.22","18,906,209.79","3,557,331.65","8,683,735.64","13,593,844.19","14,551,053.28","87,289,349.55","137,456,065.15","149,971,978.19","224,238,437.02","5,579,575.88","34,577,990.00","47,763,609.50","103,344,427.22","8,453,126.40","31,054,030.71","40,630,270.71","46,285,746.08","7,767,016.50"
经营活动现金流入小计,"961,648,428.86","876,338,294.48","806,428,709.01","104,873,581.48","298,095,562.45","403,453,896.76","545,121,948.62","97,887,962.75","231,888,447.73","362,025,881.15","552,154,928.85","126,818,748.81","271,695,192.64","427,382,693.99","590,340,101.47","118,460,598.09","273,303,608.17","498,108,871.10","651,140,065.18","159,291,684.24"
投资活动产生的现金流量净额,"-15,204,811.87","-20,982,140.22","-18,906,209.79","-3,557,331.65","-8,683,735.64","-13,593,844.19","-14,551,053.28","-87,289,349.55","-56,797,681.59","-69,313,594.63","-93,138,337.80","60,043,328.23","36,132,359.32","22,889,739.82","-32,621,257.39","-8,445,126.40","-31,031,030.71","-40,595,270.71","-46,175,921.88","-7,767,016.50"
购买商品、接受劳务支付的现金,"870,133,090.73","802,458,189.54","719,029,270.69","159,709,734.13","274,810,249.86","390,254,951.31","447,866,985.04","139,648,929.21","243,901,592.12","359,309,192.01","454,810,012.64","162,548,129.59","272,294,984.66","442,752,341.90","514,253,242.98","157,475,295.46","276,010,553.80","494,906,419.04","606,700,440.87","185,896,824.33"
吸收投资收到的现金,,,,,,,"176,550,000.00",,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"7,200,081.92","7,774,736.53","8,090,937.61","2,785,011.90","4,816,840.43","6,939,505.96","9,016,845.81","3,862,216.57","5,678,063.40","8,972,205.38","11,547,953.04","4,035,660.46","7,079,497.73","9,101,680.90","11,251,507.21","4,042,314.86","8,362,189.57","11,737,316.43","16,537,076.19","3,789,540.98"
取得借款收到的现金,"204,899,900.00","250,000,000.00","259,750,000.00","102,000,000.00","122,000,000.00","182,000,000.00","242,000,000.00","90,000,000.00","110,000,000.00","130,000,000.00","150,000,000.00","70,000,000.00","100,000,000.00","170,000,000.00","190,000,000.00","70,000,000.00","80,000,000.00","140,000,000.00","140,000,000.00","70,000,000.00"
