科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
支付的各项税费,"31,641,769.01","21,035,141.56","16,823,349.18","5,301,217.57","10,978,836.69","13,033,181.67","17,601,182.25","5,119,838.45","14,342,014.87","18,119,567.72","22,451,631.64","4,066,281.70","10,910,832.49","14,485,732.55","17,175,283.86","1,552,403.14","5,230,193.28","6,064,659.82","6,885,903.46","557,580.74"
收到其他与筹资活动有关的现金,,"8,000,835.24",,,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"22,733,921.81","33,863,857.55","32,418,072.59","6,651,095.17","15,659,430.60","21,558,598.80","36,211,029.34","5,023,604.71","11,920,325.31","15,730,540.66","31,901,714.50","8,137,969.88","14,175,951.72","21,619,265.97","27,806,634.90","8,264,984.43","13,498,972.88","21,014,924.08","23,845,611.89","8,206,000.50"
筹资活动现金流入小计,"204,899,900.00","258,000,835.24","259,750,000.00","102,000,000.00","122,000,000.00","182,000,000.00","418,550,000.00","90,000,000.00","110,000,000.00","130,000,000.00","150,000,000.00","70,000,000.00","100,000,000.00","170,000,000.00","190,000,000.00","70,000,000.00","80,000,000.00","140,000,000.00","140,000,000.00","70,000,000.00"
经营活动现金流出小计,"931,708,863.47","865,131,925.18","776,361,630.07","174,447,058.77","306,265,357.58","431,786,237.74","510,696,042.44","153,654,588.94","275,841,995.70","402,131,505.77","520,711,311.82","178,788,041.63","304,461,266.60","487,959,021.32","570,486,668.95","171,334,997.89","303,101,909.53","533,723,319.37","653,969,032.41","198,449,946.55"
偿还债务支付的现金,"254,000,000.00","222,000,000.00","279,750,000.00","62,000,000.00","92,000,000.00","180,000,000.00","252,000,000.00","130,000,000.00","140,000,000.00","160,000,000.00","210,000,000.00","70,000,000.00","90,000,000.00","130,000,000.00","180,000,000.00","40,000,000.00","50,000,000.00","100,000,000.00","129,000,000.00","41,000,000.00"
经营活动产生的现金流量净额,"29,939,565.39","11,206,369.30","30,067,078.94","-69,573,477.29","-8,169,795.13","-28,332,340.98","34,425,906.18","-55,766,626.19","-43,953,547.97","-40,105,624.62","31,443,617.03","-51,969,292.82","-32,766,073.96","-60,576,327.33","19,853,432.52","-52,874,399.80","-29,798,301.36","-35,614,448.27","-2,828,967.23","-39,158,262.31"
分配股利、利润或偿还利息支付的现金,"11,951,115.65","11,206,661.64","10,977,686.39","2,623,321.13","5,268,586.43","7,700,578.14","9,585,494.82","1,231,187.48","9,279,905.77","10,442,572.39","11,404,627.93","823,338.86","8,729,182.15","9,800,973.78","10,939,223.75","917,356.18","8,183,550.47","9,440,329.61","11,019,232.05","1,176,326.37"
收回投资收到的现金,,,,,,,,,"80,000,000.00","80,000,000.00","130,000,000.00","65,000,000.00","70,000,000.00","70,000,000.00","70,000,000.00",,,,,
支付其他与筹资活动有关的现金,"32,566,667.53","1,933,400.00","749,997.28","179,200.00","396,181.13","508,181.13","1,378,363.77","1,814,686.00","2,674,686.00","2,674,686.00","4,749,628.68",,,,,,"390,333.60","390,333.60",,
取得投资收益收到的现金,,,,,,,,,"658,383.56","658,383.56","1,087,547.94","622,904.11","710,349.32","710,349.32","710,349.32",,,,,
筹资活动现金流出小计,"298,517,783.18","235,140,061.64","291,477,683.67","64,802,521.13","97,664,767.56","188,208,759.27","262,963,858.59","133,045,873.48","151,513,549.25","173,117,258.39","226,154,256.61","70,823,338.86","98,729,182.15","139,800,973.78","190,939,223.75","40,917,356.18","58,573,884.07","109,830,663.21","140,019,232.05","42,176,326.37"
处置固定资产、无形资产和其他长期资产收回的现金净额,"458,000.00",,,,,,,,,,"12,551.28","6,000.00",,"-57,000.00","12,820.51","8,000.00","23,000.00","35,000.00","109,824.20",
筹资活动产生的现金流量净额,"-93,617,883.18","22,860,773.60","-31,727,683.67","37,197,478.87","24,335,232.44","-6,208,759.27","155,586,141.41","-43,045,873.48","-41,954,591.77","-43,117,258.39","-76,154,256.61","-823,338.86","1,270,817.85","30,199,026.22","-939,223.75","29,082,643.82","21,426,115.93","30,169,336.79","-19,232.05","27,823,673.63"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,,,,,,,,,,,,,,,,,,,,
收到其他与投资活动有关的现金,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"458,000.00",,,,,,,,"80,658,383.56","80,658,383.56","131,100,099.22","65,622,904.11","70,710,349.32","70,653,349.32","70,723,169.83","8,000.00","23,000.00","35,000.00","109,824.20",
五、现金及现金等价物净增加额,"-78,883,129.66","13,085,002.68","-20,566,814.52","-35,933,330.07","7,481,701.67","-48,134,944.44","175,460,994.31","-186,101,849.22","-142,705,821.33","-152,536,477.64","-137,848,977.38","7,250,696.55","4,637,103.21","-7,487,561.29","-13,707,048.62","-32,236,882.38","-39,403,216.14","-46,040,382.19","-49,024,121.16","-19,101,605.18"
购建固定资产、无形资产和其他长期资产支付的现金,"15,662,811.87","20,982,140.22","18,906,209.79","3,557,331.65","8,683,735.64","13,593,844.19","14,551,053.28","7,289,349.55","17,423,365.15","19,971,978.19","24,238,437.02","5,579,575.88","34,520,990.00","47,763,609.50","103,344,427.22","8,453,126.40","31,054,030.71","40,630,270.71","46,285,746.08","7,767,016.50"
期初现金及现金等价物余额,"145,880,744.84","66,997,615.18","80,082,617.86","59,515,803.34","59,515,803.34","59,515,803.34","59,515,803.34","234,976,797.65","234,976,797.65","234,976,797.65","234,976,797.65","97,127,820.27","97,127,820.27","97,127,820.27","97,127,820.27","83,420,771.65","83,420,771.65","83,420,771.65","83,420,771.65","34,396,650.49"
投资支付的现金,,,,,,,,"80,000,000.00","120,000,000.00","130,000,000.00","200,000,000.00",,,,,,,,,
期末现金及现金等价物余额,"66,997,615.18","80,082,617.86","59,515,803.34","23,582,473.27","66,997,505.01","11,380,858.90","234,976,797.65","48,874,948.43","92,270,976.32","82,440,320.01","97,127,820.27","104,378,516.82","101,764,923.48","89,640,258.98","83,420,771.65","51,183,889.27","44,017,555.51","37,380,389.46","34,396,650.49","15,295,045.31"
