科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月
支付给职工以及为职工支付的现金,"130,994,823.37","246,006,245.34","288,260,602.98","131,634,909.48","201,678,178.51","292,886,105.65","386,198,707.05","136,618,199.41","225,015,970.47","327,374,668.53","445,806,513.83","132,209,674.40","225,746,957.24","330,683,916.96","440,999,595.87","98,717,409.20","180,399,531.48","267,301,357.26","492,610,173.40","243,360,190.84","353,044,750.05","460,636,497.91","683,464,854.00","122,097,134.06","238,510,982.70","330,170,868.23","423,182,581.29","120,539,092.85","210,802,399.75","283,692,261.83","375,071,476.44","114,382,971.64","219,314,041.86","304,508,787.35"
取得借款收到的现金,"595,000,000.00","723,500,000.00","512,300,000.00","85,000,000.00","290,000,000.00","300,000,000.00","300,000,000.00",,,"302,000,000.00","1,097,839,880.00","285,000,000.00","355,000,000.00","534,800,000.00","2,635,598,480.00","2,355,000,000.00","4,511,765,742.23","6,026,975,742.23","6,771,387,500.00","1,305,434,478.78","3,656,556,334.00","6,346,326,143.91","8,019,742,699.11","2,774,792,380.99","5,997,840,955.49","10,158,739,133.15","13,076,728,442.71","1,807,000,000.00","3,073,080,561.53","6,852,538,729.17","7,623,277,795.69","1,491,307,948.88","6,247,606,853.52","8,010,606,853.52"
支付的各项税费,"110,891,146.62","227,285,877.18","292,549,568.02","69,161,562.45","194,572,008.50","318,358,548.52","448,081,840.08","74,722,661.18","176,737,833.11","280,156,634.78","367,307,352.25","79,001,949.67","155,986,228.62","190,434,532.91","233,342,207.89","53,498,056.96","96,316,883.05","195,500,686.99","349,991,595.77","73,405,545.01","200,376,195.59","269,358,746.72","336,270,169.50","96,391,704.70","166,250,900.76","215,455,451.98","264,480,806.55","29,459,338.46","97,491,784.05","224,842,052.13","288,872,211.11","61,629,183.11","89,866,181.39","141,288,444.85"
收到其他与筹资活动有关的现金,"6,502,607.11","45,656,971.70",,,"104,024,900.37","279,075,930.35","321,000,000.00",,,,,,"251,596,845.93","251,596,845.93","251,926,845.93",,"15,000,000.00","15,000,000.00","15,000,000.00",,"777,894,014.68","897,894,014.68","975,896,455.88","464,815,557.32","1,199,681,913.69","2,401,589,958.68","971,060,647.81","596,571,005.85","1,383,210,968.10","1,647,239,078.90","1,512,888,837.15","602,199,029.90","1,696,109,029.90","1,815,409,029.90"
支付其他与经营活动有关的现金,"493,428,024.67","394,453,260.88","387,948,423.29","499,177,358.20","242,393,986.55","439,119,949.21","458,052,931.00","127,270,324.68","245,102,036.12","387,297,379.16","535,169,872.95","128,496,855.45","236,722,454.43","429,671,295.14","546,323,804.13","173,401,279.11","284,732,769.89","453,235,899.40","658,296,881.70","283,820,105.64","735,519,857.33","1,068,217,907.55","1,430,055,930.04","297,210,450.36","918,893,013.60","1,245,717,442.61","1,311,524,508.30","744,585,960.67","1,335,410,878.70","1,543,377,863.95","1,489,718,662.94","155,459,157.31","218,841,813.83","538,913,566.12"
筹资活动现金流入小计,"622,702,607.11","769,156,971.70","515,300,000.00","85,000,000.00","2,545,274,900.37","2,730,325,930.35","2,772,250,000.00",,,"302,120,000.00","1,207,272,380.00","285,000,000.00","606,596,845.93","786,396,845.93","2,887,525,325.93","2,355,000,000.00","4,526,765,742.23","6,041,975,742.23","6,786,387,500.00","1,305,434,478.78","4,434,450,348.68","7,244,220,158.59","9,012,251,061.99","3,250,949,489.31","7,243,113,869.18","12,605,920,091.83","14,689,800,090.52","2,403,571,005.85","4,456,291,529.63","8,892,469,851.98","9,528,858,676.75","2,093,706,978.78","7,944,115,883.42","10,428,563,883.42"
经营活动现金流出小计,"5,181,328,189.24","8,275,521,659.76","9,562,825,453.57","3,547,529,376.18","6,565,064,395.34","9,957,116,642.88","13,355,814,950.80","3,576,726,828.30","6,962,011,006.37","11,849,547,955.55","15,856,248,968.45","5,400,973,430.04","10,406,267,281.89","15,687,786,816.28","22,984,944,224.97","13,173,132,095.12","23,095,585,269.74","34,462,351,019.43","44,595,022,068.44","13,324,883,527.21","29,291,715,068.97","43,323,326,795.26","56,521,452,273.99","16,775,363,788.20","27,987,332,223.75","40,183,006,531.78","59,927,235,475.86","15,280,559,302.93","27,791,093,579.46","40,640,479,775.39","56,029,546,548.91","14,042,668,775.69","28,916,955,514.55","49,366,689,754.80"
偿还债务支付的现金,"590,000,000.00","683,500,000.00","452,300,000.00","35,000,000.00","75,000,000.00","315,000,000.00","450,000,000.00",,,,"100,000,000.00","539,339,880.00","967,839,880.00","1,144,639,880.00","2,451,839,880.00","1,616,790,000.00","3,342,364,222.23","5,039,364,222.23","5,399,828,480.00","1,238,210,000.00","3,813,917,500.00","6,188,787,638.83","8,335,712,199.11","2,129,192,380.99","5,009,763,914.80","8,897,880,640.67","12,325,896,828.61","2,430,033,972.42","4,374,392,853.05","6,529,808,808.12","9,387,565,791.52","846,320,556.61","4,238,458,393.83","5,875,664,242.39"
经营活动产生的现金流量净额,"121,955,022.63","144,907,145.17","387,935,755.03","88,181,370.67","-441,496,313.46","-548,380,980.26","-878,357,487.44","-249,992,325.80","-222,533,358.44","-1,050,852,413.63","-883,183,878.74","-391,884,860.04","219,164,288.27","619,569,994.73","87,077,444.30","-1,528,898,198.06","-596,445,741.72","898,403,070.32","780,181,234.85","804,619,369.71","1,059,560,438.51","842,511,418.50","9,096,769.34","-922,089,983.50","233,918,527.68","724,833,772.03","292,544,694.61","28,147,194.68","310,533,430.89","773,920,139.37","1,389,738,733.61","-274,387,379.19","-914,979,365.01","-2,324,459,897.15"
分配股利、利润或偿还利息支付的现金,"226,706,485.75","59,331,753.79","30,492,196.45","15,632,787.85","23,502,937.23","25,962,595.56","56,055,816.16","504,999.00",,"30,955,354.09","40,267,250.73","17,524,093.41","306,072,006.44","320,867,368.59","349,911,155.14","18,447,674.65","72,400,604.78","113,588,034.10","169,450,365.78","165,420,050.39","357,755,952.41","572,988,637.84","621,131,903.12","36,672,557.70","91,560,356.26","125,089,064.45","158,471,564.08","30,872,179.67","56,013,643.28","81,039,389.01","169,323,202.38","13,118,288.51","75,399,459.16","241,255,785.00"
收回投资收到的现金,"23,601,650.00",,,,,,,,,,,,"300,000,000.00","800,050,000.00","1,153,000,000.00",,,"1,300,000,500.00","1,500,000,000.00","39,500,000.00","102,500,000.00","2,368,100,000.00","4,867,400,000.00","932,500,000.00","2,098,690,000.00","4,728,690,000.00","9,368,790,000.00","6,971,100,000.00","7,089,950,000.00","9,955,200,000.00","12,855,750,000.00","1,562,355,293.22","3,467,626,744.32","8,056,462,975.99"
支付其他与筹资活动有关的现金,"1,167,000.00","4,858,546.73","209,635,395.32","172,534,553.17","5,592,911.10","9,555,300.88","3,495,344.44","54,294,649.72",,,"22,389,972.34","71,242,590.37","210,000,000.00","230,000,000.00","442,839,332.00",,"70,000,000.00","160,000,000.00","872,141,455.88","569,108,231.24","522,852,798.80","1,162,796,798.80","1,238,510,647.81","208,468,475.85","2,130,048,162.04","3,298,050,890.21","1,569,903,837.15","445,863,075.30","1,051,003,107.35","2,634,041,333.65","1,839,459,029.90","1,112,494,340.00","851,766,297.50","778,133,213.20"
取得投资收益收到的现金,,,,,,,,,,,,,"1,268,219.17","3,355,290.41","6,023,098.62",,,"634,240.44","1,118,191.79","130,380.43","921,595.50","2,520,089.91","3,608,736.15","258,933.03","1,277,078.95","3,023,774.27","12,944,860.17","3,804,869.41","10,741,887.81","16,441,046.50","32,244,956.58","19,415,756.51","38,537,077.16","111,917,893.72"
筹资活动现金流出小计,"817,873,485.75","747,690,300.52","692,427,591.77","223,167,341.02","104,095,848.33","350,517,896.44","509,551,160.60","54,799,648.72",,"30,955,354.09","162,657,223.07","628,106,563.78","1,483,911,886.44","1,695,507,248.59","3,244,590,367.14","1,635,237,674.65","3,484,764,827.01","5,312,952,256.33","6,441,420,301.66","1,972,738,281.63","4,694,526,251.21","7,924,573,075.47","10,195,354,750.04","2,374,333,414.54","7,231,372,433.10","12,321,020,595.33","14,054,272,229.84","2,906,769,227.39","5,481,409,603.68","9,244,889,530.78","11,396,348,023.80","1,971,933,185.12","5,165,624,150.49","6,895,053,240.59"
处置固定资产、无形资产和其他长期资产收回的现金净额,"1,750.00",480.00,"220,947.42",360.00,"4,360.00","14,960.00","15,388.15",,"2,804.00","22,544.00","52,294.00","15,100.00","19,852.80","20,752.80","24,802.80","28,122.20","194,633.48","228,402.76","64,785.39","23,802.99","70,092.00","111,677.81","140,620.57","150,649.43","162,885.38","233,109.85","296,243.06","4,086,663.78","4,598,004.53","12,599,246.40","9,964,027.53","35,440.00","138,370.16","140,970.16"
筹资活动产生的现金流量净额,"-195,170,878.64","21,466,671.18","-177,127,591.77","-138,167,341.02","2,441,179,052.04","2,379,808,033.91","2,262,698,839.40","-54,799,648.72",,"271,164,645.91","1,044,615,156.93","-343,106,563.78","-877,315,040.51","-909,110,402.66","-357,065,041.21","719,762,325.35","1,042,000,915.22","729,023,485.90","344,967,198.34","-667,303,802.85","-260,075,902.53","-680,352,916.88","-1,183,103,688.05","876,616,074.77","11,741,436.08","284,899,496.50","635,527,860.68","-503,198,221.54","-1,025,118,074.05","-352,419,678.80","-1,867,489,347.05","121,773,793.66","2,778,491,732.93","3,533,510,642.83"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,,,,,0.47,,,,,,,,,,,"24,960,455.58",,,"99,413,000.00"
四、汇率变动对现金的影响,"-169,837.39",,,,,,,,,,,,786.64,786.64,-380.97,,,,,"2,885.31","4,159.39","-15,081.95","-273,521.91","524,073.70","503,233.11","2,541,398.68","2,689,112.66","418,653.25","683,124.17","761,619.78","1,417,732.93","-166,670.83","-5,087,746.11","-6,329,309.76"
收到其他与投资活动有关的现金,,,,,,,,,,,"98,000.00",,,,,,,,,,,,,,,,,,,,,,,
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
投资活动现金流入小计,"23,603,400.00",480.00,"220,947.42",360.00,"4,360.00","14,960.00","15,388.15",,"2,804.00","22,544.00","150,294.00","15,100.00","301,288,071.97","803,426,043.21","1,159,047,901.42","28,122.20","194,633.48","1,300,863,143.20","1,501,182,977.18","39,654,183.89","103,491,687.50","2,370,731,767.72","4,871,149,356.72","932,909,582.46","2,100,129,964.33","4,731,946,884.12","9,382,031,103.23","6,978,991,533.19","7,105,289,892.34","9,984,240,292.90","12,922,919,439.69","1,581,806,489.73","3,506,302,191.64","8,267,934,839.87"
五、现金及现金等价物净增加额,"-67,012,539.29","150,632,469.56","203,273,256.37","-51,786,388.09","1,994,029,248.69","1,821,285,141.02","1,361,849,366.00","-317,316,225.29","-245,797,847.66","-817,613,604.20","110,922,417.43","-744,892,816.26","-679,115,686.50","-318,358,204.05","-327,289,630.32","-814,550,640.10","435,389,083.47","1,617,042,733.23","1,008,172,952.48","-27,168,526.60","644,484,886.03","1,030,342.41","-1,403,679,695.13","-46,549,239.90","-15,807,812.95","305,433,083.44","269,435,215.23","-575,617,346.29","-614,936,041.75","159,437,346.52","-546,698,232.49","-92,637,172.69","1,930,059,693.69","1,431,835,919.12"
购建固定资产、无形资产和其他长期资产支付的现金,"10,612,669.26","15,544,270.01","7,755,854.31","1,800,777.74","5,657,849.89","10,156,872.63","22,507,374.11","12,524,250.77","23,267,293.22","37,948,380.48","50,659,154.76","9,916,492.44","22,253,792.87","32,244,625.97","63,349,553.86","5,442,889.59","10,360,723.51","11,246,466.19","68,858,457.89","1,489,102.54","20,468,178.72","28,217,526.86","42,913,935.40","2,008,987.33","11,720,974.15","11,958,467.89","39,113,449.40","1,076,238.87","8,135,415.10","8,876,026.73","11,262,583.91","13,406.06","12,817,099.76","13,770,356.67"
期初现金及现金等价物余额,"195,372,620.37","128,360,081.08","278,992,550.64","482,265,807.01","482,265,807.01","482,265,807.01","482,265,807.01","1,827,537,392.20","1,844,115,173.01","1,844,115,173.01","1,844,115,173.01","1,955,037,590.44","1,955,037,590.44","1,955,037,590.44","1,955,037,590.44","1,627,747,960.12","1,627,747,960.12","1,627,747,960.12","1,627,747,960.12","2,651,178,250.26","2,651,178,250.26","2,651,178,250.26","2,651,178,250.26","1,247,498,555.13","1,247,498,555.13","1,247,498,555.13","1,247,498,555.13","1,516,933,770.36","1,516,933,770.36","1,516,933,770.36","1,516,933,770.36","970,235,537.87","970,235,537.87","970,235,537.87"
投资支付的现金,"1,984,209.49","197,556.78",,,,,,,,,,,"300,000,000.00","800,000,000.00","1,153,000,000.00",,,"1,300,000,500.00","1,500,300,000.00","202,652,060.12","63,000,000.00","2,328,600,000.00","4,857,900,000.00","932,500,000.00","2,350,380,000.00","5,426,830,000.00","10,004,244,106.55","7,078,900,267.00","6,998,189,000.00","10,238,189,000.00","12,880,189,000.00","1,521,650,000.00","3,421,850,020.00","8,025,050,000.00"
期末现金及现金等价物余额,"128,360,081.08","278,992,550.64","482,265,807.01","430,479,418.92","2,476,295,055.70","2,303,550,948.03","1,844,115,173.01","1,510,221,166.91","1,598,317,325.35","1,026,501,568.81","1,955,037,590.44","1,210,144,774.18","1,275,921,903.94","1,636,679,386.39","1,627,747,960.12","813,197,320.02","2,063,137,043.59","3,244,790,693.35","2,635,920,912.60","2,624,009,723.66","3,295,663,136.29","2,652,208,592.67","1,247,498,555.13","1,200,949,315.23","1,231,690,742.18","1,552,931,638.57","1,516,933,770.36","941,316,424.07","901,997,728.61","1,676,371,116.88","970,235,537.87","877,598,365.18","2,900,295,231.56","2,402,071,456.99"
