科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30
货币资金,"402,268,444.95","348,200,314.58","332,104,516.20","430,641,750.46","440,991,971.85","216,046,676.51","131,225,141.39","127,756,880.36","99,104,551.49","92,533,207.23","98,041,610.37","66,867,575.27","267,472,689.11","256,800,809.82","333,019,098.32","472,064,219.08","504,470,839.94","515,192,444.22","596,362,378.71","393,311,780.98","438,224,054.76","461,629,612.71","279,839,330.13","967,427,544.69","622,419,007.22","653,861,963.53","680,052,193.99","1,197,930,509.52","1,256,179,473.71","895,602,732.58","968,525,245.05","448,295,190.02","299,492,752.12","207,536,856.41","113,302,017.89","792,683,127.60","133,630,860.48","159,663,156.76","196,323,410.52","208,929,024.42","143,674,288.78","357,464,153.24","35,382,861.37"
短期借款,,,,,,,,"50,000,000.00","100,000,000.00","50,000,000.00","7,243,756.35","16,960,299.00","14,820,119.40",,"7,161,817.26","5,829,391.94","6,574,410.91","4,919,040.18","4,919,040.18",,,,,,,,,,,,,,,,,,,,,,,,
交易性金融资产,"50,498,750.00","50,256,250.00","56,470,570.00",,,,,,,,"11,780.00","42,250.00","286,980.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,,,,,,,,"7,243,756.35","21,960,299.00","24,935,014.68","17,276,712.54","12,991,209.20","15,446,638.18","22,617,246.24","9,919,040.18","4,919,040.18",,,,,,,,,,,,,,,,,,,,,,,,
应付票据,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收账款,"61,398,648.38","68,765,667.21","80,736,782.23","79,616,659.16","83,483,824.48","86,010,008.86","159,684,662.20","198,849,614.29","178,822,601.40","208,304,623.92","189,789,078.69","149,874,367.67","141,082,603.78","149,750,449.45","155,548,582.70","140,929,857.68","145,825,755.72","161,225,061.65","183,970,850.56","143,816,263.90","190,758,570.13","174,842,355.30","224,163,701.92","171,920,680.28","232,596,646.73","201,433,290.30","247,386,731.53","181,773,474.71","248,924,332.72","257,745,201.39","216,048,655.28","186,430,583.97","266,513,060.95","255,986,647.11","316,851,835.46","186,638,032.11","277,882,548.82","225,429,169.64","310,946,499.09","214,778,662.54","307,340,840.84","282,080,724.64","364,981,175.90"
应付账款,"10,403,595.33","15,172,396.85","21,911,954.17","17,855,914.47","12,173,290.05","19,716,528.37","40,443,291.88","78,402,017.60","74,581,393.16","71,881,402.89","39,259,785.69","46,984,384.22","35,042,465.15","44,758,557.86","40,680,924.50","46,560,892.40","56,756,202.13","51,982,658.40","59,885,046.39","50,656,853.17","57,959,868.23","84,791,161.83","60,861,256.03","111,495,907.17","110,419,980.20","100,134,014.71","89,864,454.43","136,378,465.55","112,368,978.78","125,980,660.75","137,520,289.63","578,874,250.23","505,866,138.17","469,750,510.96","442,228,303.91","483,167,131.68","477,772,651.91","476,497,848.74","501,405,321.47","494,112,683.56","450,826,580.92","473,249,564.21","469,593,176.39"
预付款项,"1,614,397.63","3,627,858.83","11,127,704.49","4,922,311.62","5,462,642.33","8,444,995.32","15,097,133.04","9,100,122.86","14,570,337.24","8,955,772.04","4,980,909.65","2,089,638.69","2,052,122.74","3,054,394.29","11,758,101.22","12,918,770.73","16,957,588.13","10,852,591.48","10,956,719.99","16,893,763.21","10,015,690.12","9,818,392.96","19,061,499.02","16,798,685.65","29,272,463.61","20,563,192.88","23,335,430.62","501,175.11","540,911.15","1,261,247.71","3,798,001.98","2,219,057.15","1,259,806.58","823,871.84","818,051.77","1,077,320.46","2,988,476.38","1,546,493.43","12,324,027.57","206,070.48","1,190,582.25","147,164.93","6,410.00"
预收款项,"5,255,681.05","4,302,342.12","3,575,177.14","5,469,645.89","7,806,579.39","3,974,511.07","9,577,125.20","11,431,123.70","5,194,737.63","7,451,913.00","2,961,927.57","4,938,493.43","4,926,943.55","5,869,374.48","9,296,726.07","7,182,313.91","2,047,465.43","6,088,475.34","5,085,249.93","9,435,060.86","4,316,561.45","2,552,228.06","4,237,847.31","2,162,670.71","2,598,962.64","8,099,807.33","9,106,085.77","13,522,824.03","8,248,501.60","5,119,243.55","3,254,624.24","3,139,169.72","714,982.48","4,144,789.64","4,868,385.27","19,122,464.11","32,823,263.82","21,296,118.01","15,681,310.93","45,941,117.84","47,594,499.57","45,286,346.64","50,755,130.40"
其他应收款,"1,802,675.17","3,292,891.83","4,987,564.04","6,607,156.98","6,437,565.65","284,826,407.14","9,785,530.74","9,885,480.32","11,553,601.73","12,244,300.44","7,302,049.69","6,242,831.74","5,002,493.04","4,821,671.89","7,837,678.76","3,494,312.30","4,373,256.23","5,059,969.86","4,600,344.90","69,237,547.16","70,057,666.15","7,590,176.60","8,616,774.07","10,418,614.58","11,387,078.22","15,644,188.19","22,435,829.73","18,288,634.71","15,176,642.80","17,711,726.19","24,081,123.17","14,539,292.32","18,891,035.25","19,214,657.92","17,823,205.55","11,271,507.93","15,067,134.95","19,180,756.10","21,776,025.72","15,065,582.79","56,256,376.99","22,323,799.35","55,559,685.42"
应付职工薪酬,"11,828,397.23","11,671,478.59","12,623,134.02","19,171,123.26","13,288,186.80","13,762,196.78","26,477,212.86","37,948,060.87","30,862,250.35","28,194,997.35","27,934,587.40","35,017,593.07","30,415,888.61","36,372,311.31","34,261,225.18","34,843,572.87","29,653,420.18","38,206,855.65","39,769,095.04","47,850,451.40","33,448,305.07","42,101,975.07","49,074,501.89","53,960,315.35","41,389,916.30","50,484,441.54","57,091,420.82","55,814,863.26","47,698,332.88","49,753,862.19","56,466,796.73","70,556,328.14","64,694,897.09","59,218,641.03","71,443,438.38","74,465,087.18","68,969,205.45","66,756,548.07","75,392,275.44","99,479,795.02","74,132,827.73","80,925,435.30","93,812,789.60"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"17,793,965.92","13,741,448.73","12,454,657.78","11,167,975.56","16,937,090.59","9,981,205.75","15,517,574.81","20,318,118.33","30,528,555.39","27,348,133.91","28,585,591.58","24,315,849.72","36,730,471.68","25,096,757.49","24,384,743.03","32,311,231.29","49,722,564.68","32,709,466.13","27,687,417.38","30,227,025.19","49,009,696.02","40,213,850.74","35,870,514.77","41,948,899.09","72,780,406.79","46,455,839.96","58,731,109.68","47,150,104.93","86,128,596.72","64,463,785.38","53,760,516.11","36,964,338.97","62,189,763.17","47,820,941.60","41,092,060.34","31,808,323.81","48,028,268.57","50,183,455.81","51,501,101.54","38,588,377.08","32,217,613.40","52,806,448.79","39,911,252.43"
