科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"432,964,874.76","465,199,774.01","483,098,552.61","498,798,091.13","396,193,469.67","463,259,827.52","382,218,767.35","348,018,028.69","759,332,447.40","990,769,381.89","749,384,339.86","720,520,998.26","711,155,265.27","666,382,297.39","692,691,493.04","578,857,295.78","536,187,059.61","449,620,690.24","538,446,009.05","618,670,876.58","638,631,507.53","892,094,553.95","930,017,711.38","817,132,147.52","921,671,576.16","817,869,461.81","831,106,065.59","794,656,951.08","779,489,772.24","757,974,700.66","764,794,967.28","680,887,871.41","650,720,592.46","525,545,650.19","415,543,933.71","690,987,630.12","572,071,097.57","646,496,489.46","583,026,389.09","548,329,711.95","595,439,153.19","599,108,752.44","613,858,431.65","932,330,377.27","721,604,736.02","815,604,539.96"
短期借款,"13,000,000.00","41,564,120.00","44,461,100.00","22,000,000.00","10,000,000.00","14,000,000.00","62,430,000.00","45,500,000.00","335,280,000.00","424,980,000.00","139,980,000.00","60,990,080.00","45,896,100.00","46,497,200.00","63,832,500.00","50,836,510.00","51,285,500.00","47,500,000.00","51,600,000.00","49,750,000.00","46,200,000.00","42,700,000.00","43,490,000.00","43,490,000.00","37,500,000.00","43,500,000.00","68,500,000.00","40,000,000.00","40,000,000.00","43,000,000.00","54,500,000.00","67,500,000.00","104,400,000.00","89,400,000.00","83,500,000.00","80,500,000.00","80,500,000.00","81,500,000.00","81,500,000.00","90,500,000.00","9,000,000.00","8,000,000.00","8,000,000.00","14,000,000.00","14,000,000.00","16,000,000.00"
交易性金融资产,"37,434,414.80","60,909,887.37","73,214,101.79","40,841,666.92","29,075,565.27","948,894.33","76,844,744.67","151,736,349.70","91,744,306.31","27,227,500.00","55,875,520.14","39,154,895.00","24,036,377.40","30,764,085.15","32,877,415.00","60,121,916.78","75,013,920.00","98,501,971.90","101,277,800.00","91,068,800.05","65,523,780.00","56,409,700.00","48,244,142.00","37,372,580.00","15,557,400.00","27,200,661.80","47,555,642.80","39,978,932.78","37,820,676.40","37,052,883.30","40,441,965.00","52,049,229.32","56,453,104.00","72,012,442.34","82,276,993.00","28,813,000.00","28,634,450.00","28,860,449.99","24,729,000.00","21,166,100.00","20,592,286.00","25,819,900.00","144,994,620.00","208,000,000.00","172,086,000.00","96,810,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"76,313,153.61","90,481,881.82","76,201,616.90","89,851,222.25","115,708,565.50","104,285,294.98","102,116,932.01","78,493,531.56","73,398,308.20","57,388,009.09","45,288,529.46","33,097,639.71","46,715,678.68","78,693,469.53","68,898,234.11","75,407,058.96","109,696,254.42","151,200,666.99","147,806,699.58","181,130,002.52","209,872,821.91","213,912,789.32","216,413,992.93","236,635,311.02","266,196,582.71","284,577,089.23","252,340,608.72","275,515,404.62","275,858,540.54","307,203,795.15","321,959,819.24","342,264,535.12","316,527,793.48","304,626,431.04","346,818,143.16","294,183,510.98","346,836,505.20","382,888,407.38","331,597,620.98","344,344,910.23","346,633,261.70","331,285,941.84","291,327,135.32","280,327,229.22","363,502,927.78","388,338,924.23"
应付票据,"43,620,053.87","36,169,229.66","33,391,897.61","36,885,356.18","44,937,183.91","47,087,432.45","60,711,211.88","44,016,698.36","83,808,358.89","108,113,183.58","102,033,025.84","109,462,643.31","87,327,739.36","76,873,156.26","86,778,508.66","79,212,767.91","68,941,261.95","38,884,081.32","32,698,781.55","19,341,386.21","29,757,145.02","244,243,884.44","239,150,942.30","62,102,132.34","164,351,673.69","51,627,381.94","52,801,460.48","34,757,995.75","35,097,717.33","30,660,123.93","69,117,703.32","76,319,157.10","49,907,806.65","38,208,242.17","36,216,643.46","91,304,717.78","86,591,622.27","84,519,071.34","80,450,588.75","28,309,618.50","20,000,000.00",,,"8,053,075.08","1,799,000.40","1,655,515.00"
应收账款,"52,386,125.46","42,287,228.26","57,226,203.12","61,081,518.42","52,033,894.16","40,284,700.42","86,560,329.27","100,570,200.35","97,118,004.53","119,343,201.37","121,182,252.04","110,662,685.36","129,615,381.53","128,222,071.73","122,736,983.48","118,210,171.76","137,316,061.71","132,269,778.56","143,778,251.69","129,257,126.75","187,037,933.42","166,561,730.03","169,041,325.60","143,092,931.63","210,569,416.71","191,562,484.49","214,201,613.65","184,996,254.12","226,474,602.34","223,942,049.87","229,689,283.26","192,499,302.70","213,423,572.58","197,951,811.84","207,369,850.31","192,180,493.26","210,933,628.74","212,038,105.29","200,088,840.11","181,850,670.02","96,774,684.76","119,062,432.00","142,303,286.97","127,682,915.98","162,859,886.58","153,785,965.99"
应付账款,"42,619,415.08","42,307,958.09","49,544,350.20","59,755,929.80","59,363,928.27","45,126,629.46","84,033,469.20","86,310,133.67","106,740,093.57","108,359,376.57","96,531,248.72","89,181,510.34","136,596,988.05","120,882,906.75","109,566,551.28","87,317,463.02","102,658,461.61","123,464,226.31","116,684,252.82","103,121,244.41","161,988,745.30","143,121,341.11","132,410,287.29","114,430,528.97","162,218,103.49","142,528,251.28","175,049,908.64","152,957,156.76","149,997,021.59","133,509,041.00","161,030,940.93","120,631,499.69","145,834,200.15","132,532,154.05","151,285,557.33","134,251,072.47","151,123,534.87","142,658,089.45","125,016,106.88","111,742,517.64","101,251,499.37","90,494,559.73","95,088,357.83","72,980,331.19","93,287,501.58","67,138,970.19"
预付款项,"12,524,909.38","27,882,020.99","28,044,012.09","15,280,790.21","4,178,804.27","4,245,123.03","2,948,516.75","32,574,008.27","12,708,938.25","12,023,677.91","9,986,783.78","27,854,819.92","22,889,530.23","18,470,754.00","17,138,812.19","34,044,133.32","25,929,887.84","17,428,409.50","18,768,129.39","34,718,522.57","33,563,307.91","35,230,100.01","35,262,224.68","37,576,606.05","32,159,486.17","40,670,828.45","55,441,332.43","38,834,114.33","36,251,443.74","25,753,517.72","26,738,621.75","33,901,488.41","37,295,427.84","35,177,471.85","37,413,646.82","37,226,914.13","47,122,412.84","46,806,138.06","46,755,191.32","43,338,487.40","53,114,724.12","48,185,018.71","45,006,025.43","56,078,168.31","43,679,213.86","50,630,504.84"
预收款项,"7,106,985.58","10,909,280.09","13,662,449.43","32,030,346.99","22,682,174.87","22,869,623.33","17,744,159.60","41,879,892.44","19,026,731.02","26,046,624.41","36,958,029.79","34,168,062.37","18,647,561.89","8,202,872.05","7,382,394.23","13,044,632.32","20,293,866.39","13,003,066.48","17,762,524.66","36,499,306.59","21,284,034.35","16,785,323.76","14,211,614.96","17,231,464.62","17,209,510.26","23,138,436.21","24,199,151.56","12,348,920.17","20,179,431.55","23,302,523.57","26,160,121.34","40,913,147.45","17,589,934.00","18,478,486.20","22,076,770.41","25,268,514.76","25,143,934.73","34,315,444.25","37,654,084.56","23,121,847.52","32,673,460.91","49,764,412.09","67,888,732.61","50,111,375.71","82,689,039.58","95,262,940.91"
