科目,2007年1-3月,2007年1-6月,2007年1-9月,2007年度,2008年1-3月,2008年1-6月,2008年1-9月,2008年度,2009年1-3月,2009年1-6月,2009年1-9月,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月
一、营业收入,"223,429,170.64","484,537,373.37","746,141,351.76","1,012,129,757.92","252,070,387.79","566,191,025.21","895,209,049.79","1,158,292,067.43","266,084,878.52","562,273,598.74","858,937,268.99","1,242,158,522.88","336,232,983.77","704,411,712.97","1,059,696,048.18","1,513,418,307.20","374,073,213.12","740,726,211.59","1,078,566,017.57","1,397,177,995.09","327,266,570.35","712,807,830.32","1,071,348,975.94","1,468,092,831.37","357,205,871.04","758,927,999.57","1,122,396,553.02","1,544,544,952.06","390,024,307.40","813,544,477.91","1,230,791,444.55","1,691,112,456.28","415,868,291.43","892,965,130.71","1,310,745,450.45","1,723,207,165.99","450,581,543.14","971,033,253.88","1,447,732,454.85","2,057,473,059.65","574,570,999.28","1,150,037,339.97","1,704,720,603.58","2,330,488,351.67","644,403,416.61","1,300,106,472.46"
二、营业利润,"33,666,731.14","75,969,565.92","113,809,586.52","154,682,205.46","39,149,159.37","82,505,728.55","124,753,669.62","149,235,418.23","42,025,875.14","90,264,523.77","136,258,988.67","177,985,739.33","53,224,720.25","111,701,068.04","168,861,339.76","203,015,909.65","50,232,557.11","101,292,571.10","145,682,080.00","148,024,911.06","36,385,230.72","82,777,606.64","127,459,508.77","153,592,570.50","40,974,501.03","85,754,339.21","130,060,863.51","161,068,396.41","40,203,829.18","90,199,479.61","130,401,278.90","170,603,815.94","42,567,750.78","96,315,814.90","153,587,042.66","197,849,834.34","53,898,798.59","131,511,279.19","196,767,296.16","254,670,833.10","76,783,951.42","157,934,614.37","241,343,296.90","316,540,075.61","98,132,981.66","215,100,123.75"
减:营业成本,"155,088,250.44","334,221,833.20","515,912,786.25","711,281,672.12","178,944,728.38","397,642,299.65","634,021,966.73","818,989,302.24","187,493,809.57","386,402,196.72","582,879,138.94","853,986,940.03","231,108,203.18","478,525,587.08","715,710,989.24","1,055,308,223.25","273,131,191.94","538,361,908.04","790,385,986.67","1,013,706,164.67","242,687,344.61","519,428,180.99","777,805,780.03","1,060,594,067.31","258,279,524.26","545,516,762.56","808,786,141.91","1,104,935,553.88","291,515,172.33","593,503,600.03","902,356,240.62","1,243,464,862.09","292,314,282.33","624,520,521.65","908,369,418.73","1,183,736,156.67","307,907,841.32","649,258,615.40","970,886,286.33","1,382,503,304.68","411,318,554.22","796,388,753.15","1,153,215,749.49","1,579,599,031.70","440,081,312.91","854,568,934.95"
加:补贴收入,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
营业税金及附加,"1,415,613.30","4,775,319.48","7,156,603.37","9,883,236.04","1,977,399.43","4,526,248.92","7,119,661.37","8,934,334.17","1,804,981.40","4,689,256.97","7,236,297.60","11,808,952.53","1,873,141.16","5,182,403.62","8,177,518.02","14,515,701.47","2,569,824.13","5,118,884.42","6,657,156.92","7,181,078.29","1,529,153.15","4,029,760.16","6,347,982.51","9,590,386.39","2,635,022.39","6,465,348.36","9,009,604.81","12,011,351.15","2,925,789.53","6,293,788.28","9,834,744.00","13,678,444.02","3,855,290.08","7,736,321.07","10,982,454.40","14,127,458.35","3,842,736.13","8,091,865.99","11,254,195.64","26,306,781.69","8,827,932.01","16,453,610.79","23,958,370.80","32,609,223.29","10,181,924.70","21,041,697.53"
营业外收入,"406,479.20","1,550,675.96","5,297,757.59","7,018,181.11","794,490.93","4,341,372.77","5,922,551.95","19,332,421.16","352,210.12","1,425,480.13","2,137,703.41","6,365,416.81","240,412.02","1,624,676.77","2,655,199.00","6,948,447.69","3,079,392.69","3,871,069.23","4,058,070.08","22,621,853.66","773,318.41","2,748,070.14","3,181,393.05","9,403,950.87","411,463.00","3,429,068.48","4,084,840.30","7,725,338.71","638,583.05","987,583.83","1,760,130.99","4,310,474.68","638,855.41","3,502,632.53","4,065,867.05","6,011,659.13","367,653.50","803,591.58","3,001,098.68","5,841,850.02","1,985,191.94","3,740,289.95","2,707,152.91","3,006,290.32","145,843.23","341,475.87"
销售费用,"16,410,012.84","33,253,698.20","54,355,061.08","84,961,328.19","17,952,830.83","48,046,909.37","77,724,808.67","107,969,902.64","17,157,224.27","48,276,995.70","81,063,805.12","114,100,864.88","32,530,306.70","65,968,283.81","101,157,630.55","144,614,384.90","29,241,170.30","60,316,363.41","78,213,334.30","118,874,325.77","21,389,877.35","59,299,407.46","89,826,584.16","121,223,727.97","32,360,470.10","68,236,768.32","100,782,662.40","136,901,120.13","31,381,634.99","72,217,973.91","112,695,222.38","156,373,144.61","40,851,492.89","96,208,814.08","131,087,134.96","176,646,381.94","42,386,417.81","95,464,307.89","136,905,223.27","193,674,447.63","39,320,130.14","91,569,975.51","136,476,829.39","195,515,731.11","38,866,313.32","102,197,579.59"
减:营业外支出,"230,043.27","1,250,333.27","1,547,335.34","2,182,875.71","459,582.85","1,776,977.54","2,229,298.69","2,242,035.49","12,641.04","1,056,013.47","3,959,302.37","11,500,331.14","1,470,174.92","2,194,256.06","2,395,823.35","2,665,198.32","252,367.78","1,086,719.56","4,748,380.56","3,994,298.24","242,423.13","385,614.15","1,367,878.03","2,686,870.34","279,512.89","464,563.93","1,054,780.10","4,436,503.29","478,910.16","967,557.28","2,152,621.42","6,534,767.82","363,243.49","2,953,398.88","6,745,250.34","8,544,734.24","2,267,644.59","13,028,259.09","19,327,642.70","21,255,601.58","1,571,584.30","3,622,047.01","5,476,706.86","9,305,509.71","348,717.33","17,492,169.73"
管理费用,"12,601,679.59","27,311,664.02","43,786,161.29","43,014,387.20","12,394,912.02","28,724,292.07","41,852,232.54","57,170,546.46","16,124,039.44","35,579,197.03","54,778,332.56","74,153,649.76","16,125,793.96","38,908,166.91","57,858,620.54","74,906,223.37","16,676,547.47","36,348,109.23","59,456,124.81","97,127,072.05","23,222,635.90","42,860,569.25","64,464,993.71","88,696,133.49","20,365,627.23","41,678,536.29","62,153,636.38","92,042,333.80","22,124,442.12","44,810,493.99","66,824,485.92","92,841,424.16","30,874,311.73","56,280,089.62","85,042,533.20","111,178,732.96","34,878,450.44","72,211,426.53","105,429,596.77","133,257,009.32","34,819,249.84","84,464,700.48","150,917,124.32","197,402,020.01","41,820,119.77","105,652,729.68"
其中:非流动资产处置净损失,,,,"602,246.34",,,,,,,,"7,534,072.77",,,,"1,375,075.37",,"117,430.73",,"117,430.73",,,,"1,459,665.59",,,,"1,821,728.55",,,,"2,508,785.89",,,,"7,151,100.12",,"9,760,425.88",,"17,565,332.01",,"2,882,950.21",,,,
