科目,2007年度,2008年度,2009年度,2010年1-3月,2010年1-6月,2010年1-9月,2010年度,2011年1-3月,2011年1-6月,2011年1-9月,2011年度,2012年1-3月,2012年1-6月,2012年1-9月,2012年度,2013年1-3月,2013年1-6月,2013年1-9月,2013年度,2014年1-3月,2014年1-6月,2014年1-9月,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月,2018年1-6月,2018年1-9月,2018年度,2019年1-3月
销售商品、提供劳务收到的现金,"834,278,669.06","902,141,228.04","780,836,029.41","220,512,391.01","508,406,196.20","733,870,016.70","1,004,021,087.01","264,547,029.42","782,579,195.07","1,290,073,536.80","1,513,289,140.49","520,656,425.76","1,127,534,574.51","1,718,084,994.13","1,903,493,532.33","524,148,003.99","1,348,055,661.05","1,874,184,607.40","2,234,312,638.95","628,614,254.22","1,314,100,695.83","1,762,143,544.85","2,044,252,060.81","486,623,526.44","896,556,551.86","1,392,229,654.79","1,639,631,868.42","220,971,974.47","477,765,006.01","517,415,912.11","817,039,731.12","340,629,083.66","688,678,389.10","1,116,082,364.09","1,436,302,443.52","340,869,118.83","682,109,062.66","1,109,206,770.52","1,506,838,026.37","335,687,913.25"
取得子公司及其他营业单位支付的现金净额,,"8,775,578.79","27,130,260.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
收到的税费返还,"30,915,171.58","48,719,546.75","47,359,355.02","6,041,340.49","19,365,252.76","39,498,874.85","45,570,068.17","21,684,651.98","46,489,879.28","59,698,665.34","106,880,278.94","30,823,148.55","57,988,338.25","87,930,321.77","109,390,698.13","32,814,619.36","73,463,420.26","94,686,178.42","122,760,968.09","61,685,576.47","96,252,913.56","134,046,104.83","166,446,849.64","56,588,974.38","105,199,137.39","125,148,008.30","134,198,840.68",,"4,699.18","4,699.18","4,699.18",,,,,"134,481.53","275,876.48","275,876.48","275,876.48","988,103.02"
支付其他与投资活动有关的现金,,,,,,,,,,,,,,,"22,550,307.60",,,,,,,,,,,,,,,,,,,,,,,,,
收到其他与经营活动有关的现金,"6,337,340.06","2,927,428.38","22,820,652.38","416,205.88","2,148,248.26","7,071,017.50","12,519,197.68","1,612,859.02","4,342,785.21","7,520,243.74","27,352,755.62","80,595,061.16","57,410,760.92","31,752,701.30","36,808,466.92","116,821,867.67","9,687,242.14","62,368,220.08","39,792,442.84","7,861,368.20","17,557,932.06","203,900,640.58","2,785,082.24","34,795,679.16","58,075,879.21","122,857,317.67","20,654,658.39","669,755.97","4,302,840.28","5,836,745.77","4,490,798.04","1,332,378.10","6,134,882.71","7,357,119.84","4,655,240.82","953,686.23","6,294,987.08","9,677,971.48","10,436,974.88","5,642,277.58"
投资活动现金流出小计,"147,239,313.15","86,582,026.91","379,021,979.04","130,741,294.60","332,714,427.44","638,650,759.34","789,188,262.53","167,588,409.95","300,705,936.47","448,152,072.41","699,636,432.76","180,328,730.40","576,727,023.30","671,094,721.50","1,137,230,889.99","278,251,061.74","586,034,803.09","614,640,827.97","979,752,158.30","181,730,486.04","203,554,956.01","286,231,726.98","657,146,230.79","6,347,681.20","17,675,026.55","18,437,097.86","4,368,404.47",,"191,025.64","191,025.64","975,184.45",,"1,194,622.65","44,984,439.41","37,187,876.68","45,499,834.22","131,463,340.19","204,594,629.12","220,548,918.91","9,920,149.86"
经营活动现金流入小计,"871,531,180.70","953,788,203.17","851,016,036.81","226,969,937.38","529,919,697.22","780,439,909.05","1,062,110,352.86","287,844,540.42","833,411,859.56","1,357,292,445.88","1,647,522,175.05","632,074,635.47","1,242,933,673.68","1,837,768,017.20","2,049,692,697.38","673,784,491.02","1,431,206,323.45","2,031,239,005.90","2,396,866,049.88","698,161,198.89","1,427,911,541.45","2,100,090,290.26","2,213,483,992.69","578,008,179.98","1,059,831,568.46","1,640,234,980.76","1,794,485,367.49","221,641,730.44","482,072,545.47","523,257,357.06","821,535,228.34","341,961,461.76","694,813,271.81","1,123,439,483.93","1,440,957,684.34","341,957,286.59","688,679,926.22","1,119,160,618.48","1,517,550,877.73","342,318,293.85"
投资活动产生的现金流量净额,"-147,239,313.15","-85,329,101.91","-377,998,642.93","-130,544,627.60","-332,517,760.44","-638,454,092.34","-788,731,082.53","-167,278,166.74","-300,390,936.47","-447,837,072.41","-695,831,872.76","-180,028,730.40","-574,927,023.30","-667,294,721.50","-1,118,595,702.74","-272,951,061.74","-580,734,803.09","-609,040,827.97","-948,863,828.14","-181,612,066.04","-173,047,604.50","-159,524,375.47","-524,219,721.31","-6,347,681.20","180,524,973.45","576,696,767.27","560,609,520.37",,"2,997,597.46","424,902,734.49","737,754,575.70","56,871,929.55","55,677,306.90","11,887,490.14","329,535,786.45","-45,257,057.16","-131,172,554.49","-204,303,843.42","-212,268,373.71","-9,090,149.86"
购买商品、接受劳务支付的现金,"803,323,765.73","771,867,018.48","736,497,889.57","157,210,532.77","419,083,426.10","680,599,662.06","990,502,767.88","412,131,621.77","1,014,734,540.16","1,444,850,980.87","1,616,212,695.13","314,469,215.15","945,158,230.35","1,331,581,821.31","1,694,455,085.37","317,795,062.55","805,127,957.79","1,649,860,266.50","1,872,702,933.67","471,301,315.40","550,372,270.16","1,521,853,337.13","2,382,470,615.23","479,859,113.64","1,057,170,466.91","2,176,434,029.88","1,884,250,388.15","182,308,698.19","537,110,715.35","860,487,072.47","958,888,222.01","305,917,108.18","714,977,804.76","1,149,680,444.17","1,469,323,463.98","335,664,125.42","725,266,724.75","1,078,520,108.67","1,420,914,970.99","281,536,021.24"
吸收投资收到的现金,"55,000,000.00",,"24,500,000.00","608,795,000.00","608,795,000.00","608,795,000.00","608,795,000.00","11,800,000.00","11,800,000.00","11,800,000.00","11,800,000.00",,,,"762,744,338.23",,,,,,,,,,,,,,,,,,,,,,,,,
支付给职工以及为职工支付的现金,"12,843,545.17","18,022,078.41","23,493,525.93","5,652,480.83","12,062,389.21","19,535,911.81","30,814,735.70","7,068,292.89","19,364,666.80","28,790,367.91","34,549,593.40","18,426,330.74","36,547,490.85","51,907,726.63","78,684,027.30","16,248,065.70","48,020,653.33","71,477,186.81","96,065,901.77","21,665,185.88","46,323,527.95","79,393,181.45","102,160,129.69","17,433,500.72","40,285,592.70","46,550,371.70","55,486,309.65","3,836,320.93","9,058,033.03","10,410,673.80","21,873,160.81","5,750,852.86","11,770,789.23","18,290,464.49","24,026,545.73","9,251,514.32","19,008,194.30","28,686,431.27","43,531,668.43","11,632,680.10"
取得借款收到的现金,"583,977,302.38","597,584,854.13","1,039,191,061.60","461,130,242.89","678,240,000.00","1,112,039,876.00","1,400,489,876.00","716,429,022.00","1,174,779,022.00","2,374,604,999.00","2,671,229,022.00","783,328,669.14","1,757,643,244.59","2,493,885,197.41","3,236,500,295.36","978,359,799.39","2,424,037,689.23","3,514,088,260.51","5,374,294,106.11","1,556,282,458.58","2,393,496,966.50","3,751,551,952.42","6,579,747,308.55","1,177,975,014.53","1,552,784,842.94","2,403,021,511.21","2,597,821,511.21","491,000,000.00","610,500,000.00","757,500,000.00","800,483,323.87",,,"45,000,000.00","45,000,000.00",,,,,"50,000,000.00"
支付的各项税费,"32,370,104.38","17,971,834.30","27,219,218.99","7,428,047.84","21,849,532.42","25,939,192.05","39,243,386.73","10,012,120.06","25,644,787.36","39,855,436.57","55,817,158.25","10,699,383.55","34,423,009.25","44,807,291.70","56,126,612.06","12,441,749.15","43,016,041.71","67,410,655.43","66,837,300.25","12,627,727.35","36,710,158.37","61,119,868.88","51,389,878.38","8,832,523.66","18,682,323.33","30,059,495.81","37,044,308.38","6,635,176.10","12,047,995.37","16,661,887.41","18,667,074.73","5,191,721.00","8,672,300.50","13,522,797.51","25,464,470.21","5,288,500.69","8,760,674.93","13,351,873.08","21,150,793.34","5,925,524.14"
收到其他与筹资活动有关的现金,,,,,,,,,,,"362,825,977.00",,,,"133,000,000.00",,,,,,,,"3,010,191,832.29","349,867,005.73","543,686,953.50","667,416,982.06","1,397,944,982.43","113,621,032.50","304,023,984.16","521,108,317.24","359,086,412.50","310,309,130.84","339,851,733.58","339,851,733.58","30,000,000.00",,,,,
支付其他与经营活动有关的现金,"28,152,256.95","29,855,849.08","32,588,964.41","54,088,484.39","60,679,341.62","47,319,106.87","44,979,846.43","22,999,042.47","23,475,052.70","47,628,534.11","53,577,867.97","154,069,024.33","28,890,884.37","53,786,064.49","71,815,592.99","38,103,807.65","55,332,093.57","68,353,201.18","87,074,902.75","24,546,205.16","45,566,640.95","59,143,882.01","109,181,963.42","56,773,146.20","60,828,724.98","63,922,414.56","64,439,619.07","5,442,409.00","10,909,013.03","14,040,875.68","14,158,285.41","64,872.51","4,371,199.52","7,133,045.19","8,016,922.40","1,629,685.57","2,727,692.17","6,626,365.10","11,622,228.36","5,233,859.15"
筹资活动现金流入小计,"638,977,302.38","597,584,854.13","1,063,691,061.60","1,069,925,242.89","1,287,035,000.00","1,720,834,876.00","2,009,284,876.00","728,229,022.00","1,186,579,022.00","2,386,404,999.00","3,045,854,999.00","783,328,669.14","1,757,643,244.59","2,493,885,197.41","4,132,244,633.59","978,359,799.39","2,424,037,689.23","3,514,088,260.51","5,374,294,106.11","1,556,282,458.58","2,393,496,966.50","3,751,551,952.42","9,589,939,140.84","1,527,842,020.26","2,096,471,796.44","3,070,438,493.27","3,995,766,493.64","604,621,032.50","914,523,984.16","1,278,608,317.24","1,159,569,736.37","310,309,130.84","339,851,733.58","384,851,733.58","75,000,000.00",,,,,"50,000,000.00"
经营活动现金流出小计,"876,689,672.23","837,716,780.27","819,799,598.90","224,379,545.83","513,674,689.35","773,393,872.79","1,105,540,736.74","452,211,077.19","1,083,219,047.02","1,561,125,319.46","1,760,157,314.75","497,663,953.77","1,045,019,614.82","1,482,082,904.13","1,901,081,317.72","384,588,685.05","951,496,746.40","1,857,101,309.92","2,122,681,038.44","530,140,433.79","678,972,597.43","1,721,510,269.47","2,645,202,586.72","562,898,284.22","1,176,967,107.92","2,316,966,311.95","2,041,220,625.25","198,222,604.22","569,125,756.78","901,600,509.36","1,013,586,742.96","316,924,554.55","739,792,094.01","1,188,626,751.36","1,526,831,402.32","351,833,826.00","755,763,286.15","1,127,184,778.12","1,497,219,661.12","304,328,084.63"
偿还债务支付的现金,"467,198,334.33","557,870,190.07","611,344,806.00","184,160,498.49","551,508,055.60","715,858,055.60","965,277,174.72","264,572,077.02","566,059,022.00","1,389,724,222.09","1,947,909,022.00","401,559,165.09","1,080,444,829.55","1,940,377,805.95","2,606,570,372.81","547,729,535.93","1,839,297,561.77","2,703,643,166.45","4,238,563,060.67","1,258,795,975.92","2,460,291,450.03","3,615,054,803.08","5,732,795,250.90","1,234,884,324.91","1,946,880,144.38","2,827,252,420.48","2,877,252,420.48","525,700,000.00","624,300,000.00","973,800,000.00","1,267,304,149.61","132,000,000.00","132,000,000.00","232,000,000.00","232,000,000.00",,,"45,000,000.00","45,000,000.00",
经营活动产生的现金流量净额,"-5,158,491.53","116,071,422.90","31,216,437.91","2,590,391.55","16,245,007.87","7,046,036.26","-43,430,383.88","-164,366,536.77","-249,807,187.46","-203,832,873.58","-112,635,139.70","134,410,681.70","197,914,058.86","355,685,113.07","148,611,379.66","289,195,805.97","479,709,577.05","174,137,695.98","274,185,011.44","168,020,765.10","748,938,944.02","378,580,020.79","-431,718,594.03","15,109,895.76","-117,135,539.46","-676,731,331.19","-246,735,257.76","23,419,126.22","-87,053,211.31","-378,343,152.30","-192,051,514.62","25,036,907.21","-44,978,822.20","-65,187,267.43","-85,873,717.98","-9,876,539.41","-67,083,359.93","-8,024,159.64","20,331,216.61","37,990,209.22"
分配股利、利润或偿还利息支付的现金,"24,206,800.80","22,555,270.71","31,064,801.30","9,580,201.95","18,294,319.67","25,850,074.74","34,069,286.93","12,804,366.36","46,719,398.14","72,509,617.06","125,916,995.28","38,142,739.24","67,550,055.18","104,396,756.72","196,859,874.41","33,035,029.06","75,666,423.99","89,268,757.83","229,002,552.80","66,250,143.47","145,758,860.85","200,735,999.16","221,109,635.29","37,716,079.59","80,972,640.23","99,995,644.07","87,915,107.06","14,012,607.33","22,217,482.74","30,716,084.99","38,044,397.44","2,207,815.91","3,763,885.44","5,461,378.42","6,034,533.17","601,931.26","1,217,238.77","1,447,607.52","1,447,607.52","333,500.00"
收回投资收到的现金,,"1,000,000.00",,,,,,,,,,,,,,,,,,,"30,000,000.00","30,000,000.00","30,000,000.00",,,,,,,,"112,971,864.53","56,702,985.72",,,,,,,"6,000,000.00",
支付其他与筹资活动有关的现金,,,,,,"7,952,109.73","9,332,109.74",,,"17,205,745.00","105,716,260.79","6,460,938.84","31,455,213.85","47,797,883.98","97,091,473.33","5,275,258.95","71,934,052.53","107,901,078.79","143,868,105.04","35,967,026.26","71,934,052.52","95,436,227.33","2,927,930,382.00","319,923,076.19","375,218,301.21","485,160,079.55","1,765,540,203.41","72,800,000.00","176,780,642.22","253,576,865.93","249,924,343.23","30,000,000.00",,,,,,,,
取得投资收益收到的现金,,"252,925.00",,"196,667.00","196,667.00","196,667.00","196,667.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","300,000.00","118,420.00","507,351.51","507,351.51","320,000.00",,,,,,,,,,,,,,,,,
筹资活动现金流出小计,"491,405,135.13","580,425,460.78","642,409,607.30","193,740,700.44","569,802,375.27","749,660,240.07","1,008,678,571.39","277,376,443.38","612,778,420.14","1,479,439,584.15","2,179,542,278.07","446,162,843.17","1,179,450,098.58","2,092,572,446.65","2,900,521,720.55","586,039,823.94","1,986,898,038.29","2,900,813,003.07","4,611,433,718.51","1,361,013,145.65","2,677,984,363.40","3,911,227,029.57","8,881,835,268.19","1,592,523,480.69","2,403,071,085.82","3,412,408,144.10","4,730,707,730.95","612,512,607.33","823,298,124.96","1,258,092,950.92","1,555,272,890.28","164,207,815.91","135,763,885.44","237,461,378.42","238,034,533.17","601,931.26","1,217,238.77","46,447,607.52","46,447,607.52","333,500.00"
处置固定资产、无形资产和其他长期资产收回的现金净额,,,"1,022,823.95",,,,"260,513.00","10,243.21","15,000.00","15,000.00","504,560.00",,,,,,,,"16,012,730.16",,,,,,,,"12,000.00",,"3,188,623.10","3,188,623.10","3,188,623.07",,,,,"242,777.06","290,785.70","290,785.70","2,280,545.20","830,000.00"
筹资活动产生的现金流量净额,"147,572,167.25","17,159,393.35","421,281,454.30","876,184,542.45","717,232,624.73","971,174,635.93","1,000,606,304.61","450,852,578.62","573,800,601.86","906,965,414.85","866,312,720.93","337,165,825.97","578,193,146.01","401,312,750.76","1,231,722,913.04","392,319,975.45","437,139,650.94","613,275,257.44","762,860,387.60","195,269,312.93","-284,487,396.90","-159,675,077.15","708,103,872.65","-64,681,460.43","-306,599,289.38","-341,969,650.83","-734,941,237.31","-7,891,574.83","91,225,859.20","20,515,366.32","-395,703,153.91","146,101,314.93","204,087,848.14","147,390,355.16","-163,034,533.17","-601,931.26","-1,217,238.77","-46,447,607.52","-46,447,607.52","49,666,500.00"
处置子公司及其他营业单位收到的现金净额,,,512.16,,,,,,,,,,,,,,,,"2,575,600.00",,,"94,200,000.00","100,606,509.48",,"198,200,000.00","595,133,865.13","564,965,924.84",,,"393,811,642.56","622,569,272.55",,"56,871,929.55","56,871,929.55","56,871,929.55",,,,,
四、汇率变动对现金的影响,"-321,310.86","-34,923.71","-17,402.50","-11,961.73","-54,355.73","-49,314.81","-170,022.16","-1,148,192.14","-2,562,389.76","-2,532,949.96","-7,020,414.32","33,044.18","133,725.98","575,427.47","-101,916.78","-792,590.12","-3,325,589.22","-500,146.73","-256,848.56","5,153.96","-48,929.14","232,421.98","454,456.11","208,063.21","345,738.86","348,211.30","337,526.32","2,690.40",,,"2,690.40",,,,"3,012.82","-42,613.95","-30,362.41","-24,030.10","-106,404.66","-43,016.06"
收到其他与投资活动有关的现金,,,,,,,,,,,"3,000,000.00",,"1,500,000.00","3,500,000.00","18,335,187.25","5,000,000.00","5,000,000.00","5,300,000.00","12,000,000.00",,,"2,000,000.00","2,000,000.00",,,,,,,"28,093,494.47",,"168,943.83",,,"309,851,733.58",,,,,
