科目,2008-12-31,2009-12-31,2010-12-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
货币资金,"63,879,193.88","60,216,058.92","82,903,760.71","73,975,036.19","53,447,161.34","281,010,363.09","156,518,170.68","111,847,495.64","111,379,546.46","149,105,102.10","82,086,333.53","61,445,086.17","61,854,334.33","121,192,185.08","97,783,504.19","73,643,020.44","118,421,804.61","234,664,429.48","208,444,586.39","194,608,721.23","274,527,795.06","325,718,232.56","313,898,904.93","330,424,540.83","244,801,993.99","257,465,794.79","246,255,899.89","243,743,579.43","242,528,572.23","272,711,191.12","221,771,461.73","233,650,112.80"
短期借款,"90,020,578.19","70,972,574.97","71,600,000.00","95,419,276.00","105,000,000.00","33,141,600.00",,"10,000,000.00","20,000,000.00","20,000,000.00","20,000,000.00","50,000,000.00","50,000,000.00","70,000,000.00","60,000,000.00","60,000,000.00","80,000,000.00","50,000,000.00","20,000,000.00","20,000,000.00","62,000,000.00","92,000,000.00","92,000,000.00","92,000,000.00","42,000,000.00","52,000,000.00","52,000,000.00","82,000,000.00","97,000,000.00","97,000,000.00","90,902,936.00","142,853,038.00"
交易性金融资产,,,,,,,,,,,,,,,,,,,,,,,,,"60,000,000.00",,,,,"61,470,000.00","61,470,000.00","61,470,000.00"
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,,,,"342,078.00",,"100,000.00","100,000.00",,,,,,"120,000.00","550,000.00","390,000.00",,,,"200,000.00",,,,"149,558.00",,,,,,,,,
应付票据,"42,834,045.24","70,187,219.95","66,687,881.53","60,085,712.78","45,202,017.05","66,226,192.39","48,624,706.80","38,369,628.79","40,398,723.53","68,547,304.11","69,943,370.21","45,524,024.69","58,484,756.80","60,139,356.60","52,322,560.10","51,868,794.20","43,338,370.20","42,014,623.50","35,071,739.80","28,539,902.60","30,726,793.30","35,593,232.70","30,656,670.70","20,354,285.60","24,828,263.50","32,637,438.90","37,420,949.80","28,424,521.50","35,118,329.30","49,824,994.80","39,044,183.40","33,270,939.92"
应收账款,"17,223,038.46","29,973,450.52","43,769,819.54","55,493,096.86","61,525,998.85","57,134,922.75","57,123,989.86","50,619,718.59","74,101,155.31","60,519,750.30","61,755,815.87","69,630,766.36","76,207,944.31","61,702,916.32","66,944,189.82","92,118,028.03","82,561,561.48","43,930,047.91","44,208,072.64","58,288,219.23","59,971,977.57","38,269,044.60","65,531,161.56","42,727,657.44","36,755,858.72","33,228,321.07","47,641,570.28","65,097,761.12","63,251,024.17","49,288,975.82","59,777,214.16","42,020,631.19"
应付账款,"30,522,462.68","12,035,959.02","15,544,115.75","13,050,747.67","21,882,757.56","21,277,934.58","23,263,041.78","41,998,285.20","54,639,264.40","49,712,905.60","47,306,844.43","45,738,859.41","47,583,081.30","49,559,958.17","35,617,866.39","41,192,583.12","40,772,350.98","31,224,994.54","25,515,405.68","32,364,368.55","33,376,002.25","34,958,691.61","27,365,242.13","35,861,475.26","34,589,459.53","29,027,930.50","31,477,481.85","44,289,696.52","43,130,703.52","46,694,364.99","45,852,129.67","44,132,384.65"
预付款项,"18,687,989.61","15,158,576.57","7,038,764.56","37,473,619.42","14,511,163.54","5,987,015.44","14,087,285.20","15,528,265.87","17,563,253.62","15,429,914.15","18,479,289.26","20,029,397.85","13,048,537.70","8,386,495.63","7,996,651.08","10,891,124.60","16,279,723.36","3,028,833.69","14,534,351.25","12,119,887.67","45,381,432.63","5,665,486.80","26,241,188.48","19,234,165.86","8,933,823.11","7,124,161.04","8,351,591.24","8,252,620.94","7,491,838.13","3,860,204.84","4,858,756.50","6,378,397.55"
预收款项,"4,281,711.06","3,564,287.06","963,137.03","4,377,655.89","11,743,385.94","1,883,056.83","4,796,051.57","5,915,434.79","9,764,164.49","5,780,194.16","5,682,832.87","8,014,266.29","5,793,986.50","2,739,391.67","4,601,029.40","4,912,589.80","4,287,346.32","4,747,898.19","6,448,803.37","6,510,781.62","7,339,992.91","9,265,011.11","8,935,840.16","10,860,061.12","10,035,694.12","7,145,138.57","6,083,241.23","9,434,400.57","9,269,324.92","7,511,136.31","7,037,219.40","11,373,747.31"
其他应收款,"2,186,223.77","2,737,649.71","7,453,367.42","4,755,309.26","6,103,981.42","6,194,590.24","6,792,020.09","6,564,923.08","8,107,017.89","5,010,831.42","1,066,138.99","1,629,828.70","5,002,007.19","2,681,322.06","2,393,321.98","4,406,725.20","11,344,915.84","25,318,152.54","13,335,310.56","13,166,599.68","13,845,314.69","12,669,668.88","9,253,090.73","9,259,898.50","11,174,288.38","30,685,380.50","8,076,512.45","8,312,372.28","8,373,173.63","6,318,440.05","8,095,933.08","6,629,555.04"
应付职工薪酬,"1,809,148.66","1,916,709.22","2,574,378.50","2,448,698.25","2,195,838.79","2,630,887.72","2,235,529.36","2,437,638.49","4,077,593.90","7,203,292.69","5,501,814.81","5,614,235.32","5,572,586.74","8,893,544.31","5,964,815.24","7,242,213.90","7,982,185.09","9,087,202.56","5,693,414.92","6,135,846.00","5,490,283.02","10,600,917.97","5,937,818.67","8,257,254.06","7,256,542.14","13,855,391.72","5,730,541.23","7,712,425.98","7,243,426.76","14,204,970.14","4,813,019.59","6,764,885.36"
应收关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应交税费,"1,120,384.76","504,212.85","1,642,364.26","2,648,038.09","328,633.53","2,753,390.68","-2,132,901.87","746,546.49","1,589,164.01","604,921.11","-853,839.11","-1,019,087.54","804,234.50","147,072.98","-1,606,620.95","1,609,847.00","3,187,350.33","2,090,428.48","1,675,256.23","2,276,985.20","4,303,372.16","6,614,368.78","5,891,131.38","4,719,387.21","3,017,791.69","4,036,297.20","3,290,009.78","4,341,622.90","4,658,584.65","3,925,215.76","4,567,619.67","1,826,738.28"
应收利息,,,,,,,,,,,,,,,,,,,,,"1,326,965.84","1,084,687.04","1,326,850.84","1,104,281.24","774,223.32","664,671.33","816,326.08","795,484.04","477,362.15","545,560.12","899,575.99","475,863.98"
应付利息,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35,525.00",,
应收股利,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付股利,,,,,,,,,,,,"13,103,501.40",,,,,,,,,,,,,,,,,,,,
存货,"66,755,804.24","61,813,720.68","64,829,162.62","65,688,747.79","85,383,663.07","74,252,553.14","81,729,206.48","107,167,702.45","118,253,959.78","123,332,115.39","123,681,408.34","132,435,398.56","140,044,889.46","129,687,165.43","126,092,901.92","120,165,418.02","99,310,579.17","90,820,610.23","82,878,105.21","80,103,239.41","81,708,154.44","77,184,667.79","62,593,720.34","59,699,206.96","65,518,280.33","53,136,536.54","55,874,131.27","58,924,253.14","60,358,129.01","62,386,295.84","56,927,369.31","82,634,080.49"
其他应付款,"5,857,259.98","272,191.54","5,310,118.90","3,357,836.95","1,345,415.72","3,442,565.87","798,190.57","367,204.73","224,743.21","408,424.62","211,894.53","204,406.64","210,702.78","264,965.09","264,197.30","126,442.35","126,922.35","7,442,410.61","5,608,052.50","7,253,679.80","5,235,288.14","3,850,737.09","3,083,326.75","3,072,593.09","3,158,812.69","2,729,565.71","4,160,253.62","3,127,581.85","3,526,168.00","2,352,672.84","4,022,397.69","5,425,105.37"
其中:消耗性生物资产,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,"185,671.46","123,780.95","61,890.44","25,956.20","12,978.03",,,,"317,237.67","317,237.67","317,237.67","317,237.67","250,167.18","216,444.70","182,722.27","140,840.39","144,476.99","74,278.34",,,,,
一年内到期的非流动负债,"20,000,000.00","20,000,000.00",,,,"16,000,000.00",,,"8,800,000.00","8,800,000.00","8,800,000.00","22,800,000.00","14,000,000.00","10,000,000.00","10,000,000.00",,,,,,,,,,,,,,,,,
其他流动资产,"56,175.00",,,"85,324.50","66,363.50","37,922.00","9,480.50","94,805.00","66,363.50","37,922.00","9,480.50",,,,,,,"606,336.49","763,770.72","1,646,923.64","1,682,436.74","2,739,461.57","1,607,115.14","1,842,795.26","2,242,986.13","83,870,138.84","1,786,718.95","19,444,439.78","43,186,234.77","15,191,752.43","2,238,415.34","1,847,766.88"
其他流动负债,"157,872.94","265,099.18","292,697.81","292,697.81","292,697.81","403,607.14","403,607.14","403,607.14","403,607.14","403,607.14","403,607.14","403,607.14","961,907.02","961,907.02","961,907.02","961,907.02","961,907.02","961,907.14","961,907.14","902,903.58","961,907.14","1,468,771.10","1,468,771.10","1,350,763.96","51,610,166.62","52,218,038.98","52,810,021.20","53,389,143.85","1,268,125.22","69,073.83","69,073.83","69,073.83"
流动资产合计,"168,788,424.96","169,899,456.40","205,994,874.85","237,813,212.02","221,038,331.72","424,717,366.66","316,360,152.81","291,822,910.63","329,471,296.56","353,621,306.82","287,202,247.44","285,232,368.08","296,303,669.19","324,213,062.55","301,600,568.99","301,224,316.29","327,918,584.46","398,685,648.01","364,681,434.44","360,250,828.53","478,761,314.64","463,581,416.42","480,818,034.72","464,475,268.36","430,342,294.37","466,319,481.10","368,877,028.50","404,570,510.73","425,666,334.09","471,772,420.22","416,038,726.11","435,106,407.93"
