科目,2009-12-31,2010-12-31,2011-12-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
实收资本(或股本),"10,000,000.00","55,000,000.00","55,000,000.00","55,000,000.00","73,338,000.00","73,338,000.00","73,338,000.00","73,338,000.00","73,338,000.00","117,340,800.00","117,340,800.00","234,681,600.00","234,681,600.00","234,681,600.00","234,681,600.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00","422,426,880.00"
油气资产,,,,,,,,,,,,,,,,,,,,,,,,,,,
资本公积,"16,000,000.00","17,255,708.13","17,255,708.13","17,255,708.13","369,833,171.69","372,843,711.89","372,843,711.89","372,843,711.89","372,843,711.89","328,840,911.89","328,840,911.89","211,500,111.89","211,500,111.89","211,500,111.89","211,500,111.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89","23,754,831.89"
无形资产,"6,066,340.06","9,632,276.82","10,492,460.84","10,399,777.49","10,325,583.05","10,386,751.51","12,207,867.47","13,743,839.68","18,798,477.54","16,637,534.68","21,922,198.35","21,985,267.59","21,790,822.13","60,537,529.27","60,536,520.15","60,758,119.92","60,799,213.36","69,983,120.17","69,439,806.91","69,118,938.30","68,123,170.02","67,102,221.11","66,572,801.05","66,023,412.70","66,295,677.38","65,307,910.67","64,764,906.43"
盈余公积,"1,756,946.94","2,260,069.48","7,118,072.00","7,118,072.00","7,118,072.00","13,596,580.39","13,596,580.39","13,596,580.39","13,596,580.39","21,823,064.43","21,823,064.43","21,823,064.43","21,823,064.43","32,316,245.69","32,316,245.69","32,316,245.69","32,316,245.69","43,963,879.79","43,963,879.79","43,963,879.79","43,963,879.79","52,465,552.23","52,465,552.23","52,465,552.23","52,465,552.23","61,363,739.65","61,363,739.65"
开发支出,,,,,,,,,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,,,,,,,,,
商誉,,,,,,,,,,,,,,"9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60","9,476,193.60",,
未分配利润,"19,168,652.80","20,340,625.30","64,062,647.97","92,870,706.62","108,347,732.11","122,369,223.48","144,431,556.86","152,122,208.75","168,646,010.29","185,406,879.81","209,371,396.15","221,330,847.02","249,587,877.42","265,764,615.15","292,973,734.54","302,731,871.36","333,769,885.13","346,186,882.97","371,578,589.48","366,668,746.93","382,332,426.61","398,731,280.30","421,698,130.88","421,772,554.34","436,310,644.55","452,089,196.65","473,552,742.22"
长期待摊费用,"38,577.22","62,565.66","36,675.16","23,729.92","46,757.30","1,630,979.64","1,494,278.39","1,382,361.71","1,270,445.03","1,158,528.16","1,050,111.46","941,694.76","833,278.06","724,861.36","616,444.66","1,869,453.54","1,640,911.05","351,194.56","302,777.86","633,390.29","553,387.82","473,385.35","393,382.88","313,380.41","340,588.97","330,560.90","286,191.95"
少数股东权益,,,,,,,,,,,,,,"15,486,904.80","15,486,904.80","14,354,932.81","14,112,362.70","13,875,043.68","13,654,427.48","13,232,438.97","12,809,245.69","12,480,751.00","12,183,872.00","11,937,316.41","11,770,902.29","11,485,443.08","11,539,742.17"
递延所得税资产,"20,723.16","150,605.66","95,398.19","125,936.18","126,061.17","154,610.41","154,610.41","157,332.75","157,332.75","158,779.73","158,779.73","261,742.68","261,742.68","204,834.57","204,834.57","204,834.57","204,834.57","423,336.41","423,336.41","423,336.41","423,336.41","302,177.52","302,177.52","302,177.52","302,177.52","431,576.36","431,576.36"
外币报表折算价差,,,,,,,,,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,,"347,166.44",,,,,,,,,,,,,,,,,,,,
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,,,,,,,,,
非流动资产合计,"221,422,050.51","248,456,368.61","266,838,916.75","288,710,708.76","295,823,337.34","312,191,492.40","314,888,393.03","324,785,467.90","325,025,891.72","354,581,200.89","353,723,419.88","375,435,639.21","386,025,740.51","466,810,294.36","469,786,649.82","479,904,795.72","484,828,652.09","536,298,234.55","527,095,162.36","525,354,049.64","520,037,248.10","521,761,225.90","513,168,375.45","508,611,981.56","504,564,201.90","494,315,439.99","484,466,969.35"
所有者权益(或股东权益)合计,"48,534,574.84","97,821,512.77","147,902,005.44","178,100,927.97","564,331,244.69","587,336,788.03","610,643,532.26","617,908,629.75","634,105,761.92","657,436,718.01","682,926,422.40","694,988,150.13","722,746,523.19","763,258,001.76","790,790,011.92","800,487,167.94","830,929,313.79","850,285,674.23","877,587,616.60","871,849,171.76","887,148,192.30","911,675,938.45","935,838,371.35","934,833,045.67","948,579,678.67","972,532,537.10","995,517,565.63"
资产总计,"240,975,639.92","286,601,138.33","350,590,757.05","363,799,475.07","736,886,539.19","681,322,088.79","704,628,158.19","714,696,195.68","739,645,165.29","764,252,627.32","803,540,964.81","831,527,000.89","868,849,406.50","943,237,746.26","963,733,721.86","970,855,763.60","989,697,715.18","1,054,549,852.93","1,029,307,737.68","1,009,896,404.66","1,028,796,741.09","1,073,412,332.13","1,083,375,362.08","1,081,083,753.57","1,108,272,533.04","1,125,490,983.54","1,133,806,140.89"
负债和所有者(或股东权益)合计,"240,975,639.92","286,601,138.33","350,590,757.05","363,799,475.07","736,886,539.19","681,322,088.79","704,628,158.19","714,696,195.68","739,645,165.29","764,252,627.32","803,540,964.81","831,527,000.89","868,849,406.50","943,237,746.26","963,733,721.86","970,855,763.60","989,697,715.18","1,054,549,852.93","1,029,307,737.68","1,009,896,404.66","1,028,796,741.09","1,073,412,332.13","1,083,375,362.08","1,081,083,753.57","1,108,272,533.04","1,125,490,983.54","1,133,806,140.89"
