科目,2013-12-31,2014-12-31,2015-12-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30
存货,"28,009,059.53","37,273,305.50","41,829,097.20","38,876,374.88","33,822,336.10","33,221,686.61","40,784,569.34","50,364,243.59","55,552,155.10","64,066,743.71","68,680,727.52","68,066,476.96"
其他应付款,"136,703.26","85,694.00","60,879.07","430,572.52","236,013.78","269,811.35","2,710,178.53","2,746,756.63","2,756,016.84","2,861,146.59","3,124,848.91","3,599,361.98"
其中:消耗性生物资产,,,,,,,,,,,,
应付关联公司款,,,,,,,,,,,,
一年内到期的非流动资产,,,,,,,,,,,,
一年内到期的非流动负债,,,,,,,,,,"525,716.90","530,019.02","683,995.24"
其他流动资产,,"1,955,722.77",,,,"91,181,023.97","90,000,000.00","90,497,777.48","90,497,303.80","104,559,328.09","101,236,465.24","116,762,062.25"
其他流动负债,,,,,,,,,,,,
流动资产合计,"179,470,967.23","250,480,776.95","253,290,357.99","250,886,802.77","499,886,093.09","465,619,321.66","494,176,985.49","529,470,821.08","539,612,134.97","590,881,068.77","556,888,752.18","539,882,218.45"
流动负债合计,"125,357,162.03","173,199,592.91","207,246,635.76","184,242,270.29","200,449,211.21","147,338,080.47","163,189,020.21","219,257,220.92","223,289,670.33","248,335,219.81","199,465,816.90","229,440,965.35"
可供出售金融资产,,,,,,,,,,,,
长期借款,,,,,,,,,"1,190,000.00","13,427,087.00","13,427,087.00","13,427,087.00"
持有至到期投资,,,,,,,,,,,,
应付债券,,,,,,,,,,,,
长期应收款,,,,,,,,,,,,
长期应付款,,,,,,,,,,"675,833.55","564,386.10","640,314.65"
长期股权投资,,,,,,,,,,,,
专项应付款,,,,,,,,,,,,
投资性房地产,,,,,,,,,,,,
预计负债,,,,,,,,,,,,
固定资产,"84,102,240.82","90,014,618.55","93,649,927.89","91,508,215.26","91,216,638.75","89,180,847.02","91,780,261.14","91,089,097.31","94,411,102.45","94,712,364.82","92,854,967.47","98,583,137.32"
递延所得税负债,,,,,,,,,,"65,265.00",,
在建工程,,,,"785,793.25","864,153.91","3,196,936.54","3,917,136.12","35,962,162.65","43,915,932.87","50,689,463.05","50,936,181.95","69,499,958.37"
其他非流动负债,,,,,,,,,,,,
工程物资,,,,,,,,,,,,
非流动负债合计,,,"1,046,681.99","966,773.93","953,520.54","886,865.86","846,911.83","806,957.80","1,957,003.77","16,598,805.17","16,339,489.19","16,317,454.21"
固定资产清理,,,,,,,,,,,,
负债合计,"125,357,162.03","173,199,592.91","208,293,317.75","185,209,044.22","201,402,731.75","148,224,946.33","164,035,932.04","220,064,178.72","225,246,674.10","264,934,024.98","215,805,306.09","245,758,419.56"
生产性生物资产,,,,,,,,,,,,
实收资本(或股本),"50,000,000.00","50,000,000.00","50,000,000.00","50,000,000.00","66,670,000.00","66,670,000.00","66,670,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00","133,340,000.00"
油气资产,,,,,,,,,,,,
资本公积,"39,107,293.90","39,107,293.90","39,107,293.90","39,107,293.90","240,638,756.41","240,638,756.41","240,638,756.41","173,968,756.41","173,968,756.41","173,968,756.41","173,968,756.41","173,968,756.41"
无形资产,"2,934,659.91","3,376,803.03","25,498,479.30","24,916,442.96","25,698,842.10","24,460,217.57","24,241,048.47","23,990,611.68","25,798,295.20","26,749,852.17","26,484,384.75","26,202,102.71"
盈余公积,"6,186,851.03","11,054,027.19","15,455,012.65","15,455,012.65","15,455,012.65","20,655,124.14","20,655,124.14","20,655,124.14","20,655,124.14","28,225,868.07","28,225,868.07","28,225,868.07"
开发支出,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,
商誉,,,,,,,,,,,,
未分配利润,"48,681,659.27","72,486,244.73","62,095,113.91","81,947,735.05","95,071,491.43","108,896,117.29","128,077,266.94","136,346,986.66","155,107,603.07","163,698,812.62","179,725,591.62","157,054,665.08"
长期待摊费用,"2,567,232.35","1,528,985.25","1,838,539.03","1,292,432.36","1,072,337.50","884,486.82","710,822.49","625,488.17","372,759.09","209,653.92","60,591.15","105,372.32"
少数股东权益,,,,,,,,,,,,
递延所得税资产,"257,865.92","445,974.95","673,434.00","677,232.21","499,926.89","537,926.62","615,226.55","581,750.80","528,526.74","804,894.35","843,619.39","887,761.95"
外币报表折算价差,,,,,,,,,,,,
其他非流动资产,,,,"1,652,167.01",,"1,205,207.94","4,635,599.27","2,655,114.24","3,679,406.40","490,000.00","2,997,025.30","3,187,158.00"
非正常经营项目收益调整,,,,,,,,,,,,
非流动资产合计,"89,861,999.00","95,366,381.78","121,660,380.22","120,832,283.05","119,351,899.15","119,465,622.51","125,900,094.04","154,904,224.85","168,706,022.75","173,656,228.31","174,176,770.01","198,465,490.67"
所有者权益(或股东权益)合计,"143,975,804.20","172,647,565.82","166,657,420.46","186,510,041.60","417,835,260.49","436,859,997.84","456,041,147.49","464,310,867.21","483,071,483.62","499,603,272.10","515,260,216.10","492,589,289.56"
资产总计,"269,332,966.23","345,847,158.73","374,950,738.21","371,719,085.82","619,237,992.24","585,084,944.17","620,077,079.53","684,375,045.93","708,318,157.72","764,537,297.08","731,065,522.19","738,347,709.12"
负债和所有者(或股东权益)合计,"269,332,966.23","345,847,158.73","374,950,738.21","371,719,085.82","619,237,992.24","585,084,944.17","620,077,079.53","684,375,045.93","708,318,157.72","764,537,297.08","731,065,522.19","738,347,709.12"
