科目,2007-12-31,2008-12-31,2009-12-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31,2018-06-30,2018-09-30,2018-12-31,2019-03-31
货币资金,"27,619,304.29","35,955,966.53","56,478,629.14","50,260,544.20","30,378,770.84","811,940,547.03","758,854,408.52","706,244,445.75","604,563,071.77","659,138,191.99","560,359,375.70","533,397,265.67","496,572,308.12","495,628,381.66","466,846,674.70","471,275,586.98","465,215,066.78","467,433,854.51","418,511,373.23","397,096,471.61","390,240,581.21","384,531,597.82","340,082,440.22","338,043,384.52","267,257,887.76","340,196,960.55","278,939,466.16","284,746,410.34","281,248,450.68","363,348,579.58","247,089,770.16","188,794,247.19","201,662,530.27","255,383,782.82","215,647,238.01","238,522,050.16","199,236,738.54","279,266,507.05","188,619,777.61"
短期借款,"33,000,000.00","16,350,000.00","25,800,000.00","37,593,148.09","30,000,000.00","35,000,000.00","35,000,000.00","10,000,000.00","10,000,000.00","33,773,679.19","20,000,000.00","108,174,502.05","81,443,254.98","24,623,521.86",,,,,,,"63,007,694.13","29,000,000.00","32,337,981.18","17,456,362.90","43,051,457.12","84,646,582.17","82,699,037.00","71,595,517.99","169,271,763.93","61,565,444.11","65,959,323.75","93,892,568.16","111,836,448.78","74,306,841.52","47,807,800.00","83,936,228.07","117,428,011.03","146,867,891.88","123,814,263.30"
交易性金融资产,,"94,860.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"1,563,200.00","394,851.87","3,762,500.00","761,500.00","10,440,160.00","1,823,500.00","1,100,000.00","3,423,081.45","1,200,000.00","510,000.00","370,000.00","35,000.00","1,500,000.00","5,120,000.00","4,641,598.75","2,460,000.00","11,199,672.00","7,854,339.00","7,000,000.00","7,244,880.00","11,303,126.01","7,848,255.87","2,713,000.00","24,661,400.00","26,622,752.77","31,102,528.97","42,419,131.94","12,455,896.03","3,453,176.00","8,894,612.80","3,832,657.00","1,200,000.00","2,406,323.60","1,000,000.00",,"9,256,485.00","8,105,105.00","18,299,605.86","8,738,406.00"
应付票据,,,,,,,"5,494,736.70","16,742,757.00","16,594,059.80","4,078,402.20","4,201,842.88","5,760,280.31","5,451,321.61","9,221,675.36","4,379,132.16","9,537,432.11","10,479,106.42","16,695,070.56","2,548,874.00","12,596,196.00","27,550,525.76","40,948,535.36","39,396,946.42","16,887,953.36","19,267,107.36","27,533,078.00","24,292,005.00","33,369,991.00","42,033,225.40","46,873,886.40","49,220,222.20","65,499,069.12","99,190,157.21","114,887,557.26","86,263,493.44","74,631,165.84",,"133,181,149.15",
应收账款,"79,618,548.29","87,571,979.63","103,239,211.34","152,555,804.03","139,162,618.97","141,788,672.51","166,641,148.53","191,196,100.76","174,379,676.15","156,831,251.52","181,707,060.91","180,501,808.18","166,585,514.17","167,104,903.46","139,503,924.44","190,813,717.97","197,422,905.17","190,513,814.15","206,536,106.20","233,045,663.02","237,775,469.75","236,919,906.73","243,970,981.61","277,084,430.31","279,157,212.62","315,936,147.30","324,630,256.88","336,056,718.41","371,141,067.42","303,429,388.40","385,963,134.50","469,554,728.67","461,818,284.95","362,801,126.44","377,887,965.33","423,925,119.18","515,495,339.52","465,492,540.56","436,984,487.78"
应付账款,"84,458,077.93","53,215,140.95","67,039,826.28","71,373,812.59","59,467,767.84","73,144,756.53","84,763,061.76","115,738,563.21","117,812,782.35","158,429,617.79","113,243,324.56","72,834,329.40","48,320,247.84","35,632,789.39","20,482,259.56","43,644,963.13","54,477,933.98","79,040,395.72","93,125,757.08","134,033,311.50","114,571,692.00","81,395,204.19","72,358,354.63","148,106,201.28","176,643,353.62","95,272,701.73","167,297,164.27","301,642,104.28","301,457,204.44","188,360,029.86","210,556,978.62","223,642,030.62","212,455,952.11","167,254,552.20","198,047,438.01","220,216,636.08",,"197,133,734.64",
预付款项,"3,100,833.92","6,108,481.47","3,313,833.06","5,601,884.82","8,609,828.93","7,644,167.42","17,692,979.22","11,276,273.17","10,632,547.57","3,362,504.82","10,702,005.94","33,419,922.31","2,904,043.66","7,060,511.04","16,618,424.38","5,188,052.90","19,012,087.40","38,120,183.53","7,921,036.73","5,792,671.93","5,595,834.96","6,259,503.30","4,185,196.61","15,652,199.13","25,074,072.70","11,650,311.47","26,156,437.48","22,877,490.08","52,290,654.33","15,939,421.92","22,159,603.12","31,582,534.58","41,382,178.57","50,011,251.64","41,189,802.38","25,402,024.50","28,559,167.61","40,489,689.87","40,860,016.49"
预收款项,"15,949,182.18","34,268,623.62","19,204,206.92","20,168,263.14","15,974,293.04","7,092,604.80","8,696,516.84","12,759,042.71","11,713,723.19","11,354,343.44","17,230,713.89","14,610,513.17","12,583,732.65","22,088,460.43","19,267,263.64","16,025,617.83","21,318,969.37","12,230,700.99","24,854,708.33","23,705,486.04","29,312,492.28","36,995,496.13","20,851,518.01","23,269,352.73","39,371,793.30","62,341,150.53","51,446,980.06","48,657,889.43","64,426,147.93","41,636,134.71","42,022,212.19","48,023,853.91","69,159,014.39","82,242,912.58","58,085,839.64","46,050,445.67","63,605,952.28","46,865,141.88","50,707,235.73"
其他应收款,"5,429,676.09","9,179,821.60","3,521,323.60","4,366,772.20","6,734,525.58","4,287,411.77","7,925,980.27","9,104,099.74","9,247,585.05","5,951,041.65","7,342,427.90","12,249,510.41","8,820,465.93","3,732,058.88","8,468,416.11","8,489,770.33","5,695,262.98","7,910,060.28","7,378,715.11","6,523,617.67","6,295,136.51","7,819,249.71","7,275,226.23","9,077,256.13","12,223,937.16","13,554,768.49","20,029,607.67","23,719,225.42","25,472,049.59","17,567,099.28","10,702,016.45","11,778,001.85","12,717,916.38","13,555,871.84","12,734,484.79","13,832,965.68","13,445,093.55","28,044,975.87","27,583,884.39"
