科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
销售商品、提供劳务收到的现金,"542,436,880.24","654,788,834.35","878,199,103.53","204,916,273.91","418,112,008.86","660,935,222.92","865,302,467.70","267,003,801.14","427,460,382.70","609,098,813.03","996,819,538.54","235,243,818.97","533,487,665.67","849,544,409.56","1,305,470,180.21","145,218,333.10"
取得子公司及其他营业单位支付的现金净额,,,,,,,,,,,,,,,,
收到的税费返还,"92,410.15","32,953.28",,,,,"106,781.73",,"43,818.96","43,818.96","43,818.96",,,,"47,770.65",
支付其他与投资活动有关的现金,,,,,,,,"50,000,000.00",,,"277,000,000.00","180,000,000.00","240,000,000.00","441,000,000.00","446,891,600.00",
收到其他与经营活动有关的现金,"21,620,916.04","26,471,800.08","49,254,411.15","12,301,623.10","23,680,546.74","34,710,610.33","54,069,750.04","16,186,463.98","25,437,849.42","7,457,983.05","52,746,618.08","3,053,514.81","4,676,611.89","4,825,704.64","18,578,173.01","29,728,435.70"
投资活动现金流出小计,"82,866,755.82","90,636,396.26","87,749,309.83","19,378,288.73","40,968,464.01","74,415,492.18","74,217,885.86","74,514,322.74","211,615,852.84","242,845,214.51","397,323,763.94","235,476,483.20","328,779,571.42","535,515,811.91","569,282,236.47","57,944,565.60"
经营活动现金流入小计,"564,150,206.43","681,293,587.71","927,453,514.68","217,217,897.01","441,792,555.60","695,645,833.25","919,478,999.47","283,190,265.12","452,942,051.08","616,600,615.04","1,049,609,975.58","238,297,333.78","538,164,277.56","854,370,114.20","1,324,096,123.87","174,946,768.80"
投资活动产生的现金流量净额,"-82,865,955.82","-70,218,396.26","-86,781,309.83","-19,378,288.73","-40,937,464.01","-74,384,492.18","-73,856,331.62","-74,411,690.26","-104,527,686.61","-81,347,007.19","-206,347,658.40","-84,726,894.17","-27,186,998.68","-37,680,348.60","-35,643,391.73","-57,944,565.60"
购买商品、接受劳务支付的现金,"366,031,008.12","507,641,589.97","551,526,819.77","161,318,737.83","295,740,256.80","453,257,769.68","577,575,599.27","124,924,808.56","245,149,788.74","381,780,311.71","661,954,707.59","183,282,377.45","407,734,498.17","591,021,423.62","870,549,363.69","253,622,409.62"
吸收投资收到的现金,,,,,,,"364,406,080.00",,,,"84,662,200.00",,,,,
支付给职工以及为职工支付的现金,"52,201,237.27","70,701,041.44","88,464,140.09","23,441,402.26","47,728,633.90","70,600,553.83","94,193,902.64","27,259,112.69","52,758,809.69","77,908,470.16","105,191,075.16","29,587,635.67","51,232,677.58","84,480,039.67","111,906,206.20","33,014,282.47"
取得借款收到的现金,"137,488,387.38","220,886,672.85","251,427,578.29","38,000,000.00","96,100,000.00","160,890,000.00","175,890,000.00",,,"15,000,000.00","68,836,005.56","21,000,000.00","61,000,000.00","81,000,000.00","108,000,000.00","124,689,000.00"
支付的各项税费,"37,111,884.61","46,083,044.64","51,981,260.98","14,090,271.25","38,081,463.61","53,025,123.45","72,086,908.95","12,202,781.17","38,767,348.52","59,693,545.11","80,765,617.96","13,673,411.57","39,402,229.81","59,810,610.85","82,893,133.18","12,495,133.25"
收到其他与筹资活动有关的现金,,,,,,,,,,,,,,,,
支付其他与经营活动有关的现金,"46,139,388.97","53,256,978.64","96,574,210.21","22,176,005.67","54,275,959.00","72,807,853.61","106,992,066.65","28,935,829.03","62,883,607.74","48,569,403.92","99,438,036.21","16,406,105.80","50,429,874.36","87,158,841.47","107,824,810.41","17,633,830.42"
筹资活动现金流入小计,"137,488,387.38","220,886,672.85","251,427,578.29","38,000,000.00","96,100,000.00","160,890,000.00","540,296,080.00",,,"15,000,000.00","153,498,205.56","21,000,000.00","61,000,000.00","81,000,000.00","108,000,000.00","124,689,000.00"
经营活动现金流出小计,"501,483,518.97","677,682,654.69","788,546,431.05","221,026,417.01","435,826,313.31","649,691,300.57","850,848,477.51","193,322,531.45","399,559,554.69","567,951,730.90","947,349,436.92","242,949,530.49","548,799,279.92","822,470,915.61","1,173,173,513.48","316,765,655.76"
偿还债务支付的现金,"125,744,953.92","147,125,508.16","271,277,578.29","39,800,000.00","88,600,000.00","127,200,000.00","144,300,000.00","196,090,000.00","209,090,000.00","209,090,000.00","248,090,000.00","5,000,000.00","20,000,000.00","45,000,000.00","83,251,700.00","46,000,000.00"
经营活动产生的现金流量净额,"62,666,687.46","3,610,933.02","138,907,083.63","-3,808,520.00","5,966,242.29","45,954,532.68","68,630,521.96","89,867,733.67","53,382,496.39","48,648,884.14","102,260,538.66","-4,652,196.71","-10,635,002.36","31,899,198.59","150,922,610.39","-141,818,886.96"
