科目,2012年度,2013年度,2014年度,2015年1-3月,2015年1-6月,2015年1-9月,2015年度,2016年1-3月,2016年1-6月,2016年1-9月,2016年度,2017年1-3月,2017年1-6月,2017年1-9月,2017年度,2018年1-3月
分配股利、利润或偿还利息支付的现金,"6,238,727.22","10,418,655.80","15,263,076.81","2,922,895.10","5,917,842.10","8,935,219.89","12,079,731.12","1,468,493.44","1,594,293.16","72,034,965.66","72,368,795.05","370,790.01","72,928,512.24","73,748,757.19","74,170,290.87","1,091,395.84"
收回投资收到的现金,,,,,,,,,"104,000,000.00","158,000,000.00",,,,,,
支付其他与筹资活动有关的现金,,"13,496,854.15",,,,,"2,739,498.85",,"9,935,882.15","9,935,882.15","9,935,882.15",,,,"2,365,094.35","2,724,792.46"
取得投资收益收到的现金,,,,,,,,,"712,946.57","1,112,987.66",,,,,,
筹资活动现金流出小计,"131,983,681.14","171,041,018.11","286,540,655.10","42,722,895.10","94,517,842.10","136,135,219.89","159,119,229.97","197,558,493.44","220,620,175.31","291,060,847.81","330,394,677.20","5,370,790.01","92,928,512.24","118,748,757.19","159,787,085.22","49,816,188.30"
处置固定资产、无形资产和其他长期资产收回的现金净额,800.00,"18,000.00","968,000.00",,"31,000.00","31,000.00","361,554.24","102,632.48","475,219.66","485,219.66","542,109.66",,"33,728.46","32,137.30","626,082.94",
筹资活动产生的现金流量净额,"5,504,706.24","49,845,654.74","-35,113,076.81","-4,722,895.10","1,582,157.90","24,754,780.11","381,176,850.03","-197,558,493.44","-220,620,175.31","-276,060,847.81","-176,896,471.64","15,629,209.99","-31,928,512.24","-37,748,757.19","-51,787,085.22","74,872,811.70"
处置子公司及其他营业单位收到的现金净额,,,,,,,,,,,,,,,,
四、汇率变动对现金的影响,"23,741.89","-95,910.16","11,751.78",,"19,850.56","23,051.58","71,841.19",-773.15,"33,631.36","4,113.19","73,887.60","-2,144.53","-27,337.21","-5,211.31","-24,416.26",1.08
收到其他与投资活动有关的现金,,"20,400,000.00",,,,,,,"1,900,000.00","1,900,000.00","190,433,995.88","150,749,589.03","301,558,844.28","497,803,326.01","533,012,761.80",
四(2)、其他原因对现金的影响,,,,,,,,,,,,,,,,
投资活动现金流入小计,800.00,"20,418,000.00","968,000.00",,"31,000.00","31,000.00","361,554.24","102,632.48","107,088,166.23","161,498,207.32","190,976,105.54","150,749,589.03","301,592,572.74","497,835,463.31","533,638,844.74",
五、现金及现金等价物净增加额,"-14,670,820.23","-16,857,718.66","17,024,448.77","-27,909,703.83","-33,369,213.26","-3,652,127.81","376,022,881.56","-182,103,223.18","-271,731,734.17","-308,754,857.67","-280,909,703.78","-73,752,025.42","-69,777,850.49","-43,535,118.51","63,467,717.18","-124,890,639.78"
购建固定资产、无形资产和其他长期资产支付的现金,"82,866,755.82","90,636,396.26","87,749,309.83","19,378,288.73","40,968,464.01","74,415,492.18","74,217,885.86","24,514,322.74","53,615,852.84","55,845,214.51","83,612,763.94","25,196,483.20","38,211,571.42","43,947,811.91","71,822,636.47","35,598,608.10"
期初现金及现金等价物余额,"70,540,778.87","55,869,958.64","39,012,239.98","56,036,688.75","56,036,688.75","56,036,688.75","56,036,688.75","432,059,570.31","432,059,570.31","432,059,570.31","432,059,570.31","151,149,866.53","151,149,866.53","151,149,866.53","151,149,866.53","214,797,583.71"
投资支付的现金,,,,,,,,,"158,000,000.00","187,000,000.00","36,711,000.00","30,280,000.00","50,568,000.00","50,568,000.00","50,568,000.00","22,345,957.50"
期末现金及现金等价物余额,"55,869,958.64","39,012,239.98","56,036,688.75","28,126,984.92","22,667,475.49","52,384,560.94","432,059,570.31","249,956,347.13","160,327,836.14","123,304,712.64","151,149,866.53","77,397,841.11","81,372,016.04","107,614,748.02","214,617,583.71","89,906,943.93"
