科目,2011-12-31,2012-12-31,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31,2018-03-31
预计负债,,,,,,,,,,,,,,,,,,,
固定资产,"211,407,148.37","220,676,477.90","258,806,631.85","262,624,380.09","264,711,649.48","261,530,606.17","258,126,712.02","257,012,187.17","271,249,020.17","273,737,433.07","268,884,134.41","265,256,724.89","262,937,232.56","260,816,530.54","258,823,311.75","258,584,398.29","256,791,676.26","793,494,233.30","788,616,297.72"
递延所得税负债,,,,,,,,,,,,,,,,,,,
在建工程,,"1,709,512.37","2,966,913.88","470,091.62","732,601.62","2,868,539.60","10,261,960.25","14,201,522.40","49,903,735.91","73,996,342.45","93,169,067.83","97,223,390.92","151,827,367.20","187,710,565.53","229,451,264.44","267,498,954.04","299,999,139.95","49,894,829.61","54,253,408.39"
其他非流动负债,"6,138,277.53","9,900,977.66","7,606,869.99","8,452,646.83","8,300,951.92",,,,,,,,,,,,,,
工程物资,,,,,,,,,,,,,,,,,"398,562.89",,
非流动负债合计,"6,138,277.53","9,900,977.66","7,606,869.99","8,452,646.83","8,300,951.92","7,190,073.01","8,796,711.62","8,376,900.97","8,831,761.35","7,871,266.35","8,348,907.05","9,706,547.75","9,169,599.33","9,326,856.53","38,202,193.70","48,589,665.24","82,768,411.07","92,538,375.96","100,036,604.70"
固定资产清理,,,,,,,"82,316.45",,,,,,,,,,,,
负债合计,"189,096,587.69","193,477,069.47","228,271,830.51","206,839,907.91","191,792,764.15","220,917,843.43","206,968,057.66","230,238,198.19","204,803,612.40","226,432,985.74","141,928,011.77","211,349,828.88","205,134,360.96","284,952,277.88","229,047,135.75","249,738,492.21","276,778,868.76","368,706,243.44","378,353,642.21"
生产性生物资产,"19,327,464.52","33,451,483.48","38,074,241.46","61,642,005.04","65,041,776.11","67,619,934.83","70,872,440.93","72,916,596.16","73,835,332.41","71,748,633.26","74,099,532.83","73,445,692.16","75,503,118.74","78,030,772.71","80,089,535.77","81,116,866.93","83,459,771.78","85,913,636.72","88,101,663.78"
实收资本(或股本),"118,000,000.00","118,000,000.00","118,000,000.00","118,000,000.00","118,000,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00","157,350,000.00"
油气资产,,,,,,,,,,,,,,,,,,,
资本公积,"13,320,359.12","13,320,359.12","13,320,359.12","13,320,359.12","13,320,359.12","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55","319,405,903.55"
无形资产,"33,037,815.91","32,708,732.08","32,190,074.03","32,438,350.50","32,227,507.88","32,386,241.88","32,119,445.72","31,919,093.70","31,636,846.62","31,541,482.04","31,486,736.84","31,352,349.00","31,074,300.92","30,752,227.70","30,432,906.05","30,475,238.88","30,167,231.43","29,880,070.30","29,604,796.67"
盈余公积,"7,141,789.83","13,186,142.60","19,667,634.53","19,667,634.53","19,667,634.53","27,322,919.10","27,322,919.10","27,322,919.10","27,322,919.10","35,806,157.81","35,806,157.81","35,806,157.81","35,806,157.81","45,082,959.12","45,082,959.12","45,082,959.12","45,082,959.12","57,394,159.86","57,394,159.86"
开发支出,,,,,,,,,,,,,,,,,,,
减:库存股,,,,,,,,,,,,,,,,,,,
商誉,,,"397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49","397,571.49"
未分配利润,"59,150,100.39","117,539,133.54","180,789,342.98","221,996,342.46","210,108,686.33","216,793,559.46","227,751,352.61","231,169,719.17","265,930,073.32","272,897,972.67","281,882,520.19","282,192,904.09","323,232,826.60","330,371,087.74","342,407,116.21","366,978,205.97","412,780,024.04","415,225,154.36","424,730,755.23"
长期待摊费用,"2,231,375.59","1,347,471.91","588,426.33","478,060.23","422,877.18","480,191.77","421,292.91","337,683.49","255,874.99","122,071.80","142,493.80","418,810.93","340,048.92","189,500.05","701,053.01","1,061,600.96","1,242,723.36","229,031.43","739,052.45"
少数股东权益,"3,248,092.01","4,106,082.30","20,015,547.45","18,902,700.15","19,086,924.51","18,951,731.43","19,043,943.52","18,156,126.86","17,832,217.86","17,730,959.85","17,921,673.70","16,943,354.27","14,283,373.57","14,762,462.27","15,994,726.08","16,960,772.30","16,699,614.05","17,168,176.07","18,378,884.10"
递延所得税资产,"3,753,092.28","4,379,739.25","5,678,301.70","3,635,030.41","5,261,050.54","7,379,151.76","6,233,672.51","6,348,186.33","10,037,304.07","6,192,614.21","5,747,486.51","6,981,037.43","5,125,674.14","3,329,496.65","3,429,424.62","3,181,323.98","2,945,250.05","2,788,050.99","3,003,783.69"
外币报表折算价差,,,,,,,,,,,,,,,,,,,
其他非流动资产,,,,,,"9,574,816.20","7,163,900.70","12,638,426.55","8,663,999.46","43,260,492.89","49,361,103.20","69,167,927.24","81,177,009.51","78,001,291.38","113,504,036.56","138,824,001.79","171,286,523.79","4,893,939.39","11,483,540.86"
非正常经营项目收益调整,,,,,,,,,,,,,,,,,,,
非流动资产合计,"269,756,896.67","294,273,416.99","338,702,160.74","361,685,489.38","368,795,034.30","382,237,053.70","385,679,312.98","395,771,267.29","445,979,685.12","560,996,641.21","583,288,126.91","604,243,504.06","668,382,323.48","699,227,956.05","776,829,103.69","841,139,956.36","906,688,451.00","1,007,491,363.23","1,016,200,115.05"
所有者权益(或股东权益)合计,"200,860,341.35","266,151,717.56","351,792,884.08","391,887,036.26","380,183,604.49","739,824,113.54","750,874,118.78","753,404,668.68","787,841,113.83","803,190,993.88","812,366,255.25","811,698,319.72","850,078,261.53","866,972,412.68","880,240,704.96","905,777,840.94","951,318,500.76","966,543,393.84","977,259,702.74"
资产总计,"389,956,929.04","459,628,787.03","580,064,714.59","598,726,944.17","571,976,368.64","960,741,956.97","957,842,176.44","983,642,866.87","992,644,726.23","1,029,623,979.62","954,294,267.02","1,023,048,148.60","1,055,212,622.49","1,151,924,690.56","1,109,287,840.71","1,155,516,333.15","1,228,097,369.52","1,335,249,637.28","1,355,613,344.95"
负债和所有者(或股东权益)合计,"389,956,929.04","459,628,787.03","580,064,714.59","598,726,944.17","571,976,368.64","960,741,956.97","957,842,176.44","983,642,866.87","992,644,726.23","1,029,623,979.62","954,294,267.02","1,023,048,148.60","1,055,212,622.49","1,151,924,690.56","1,109,287,840.71","1,155,516,333.15","1,228,097,369.52","1,335,249,637.28","1,355,613,344.95"
