科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30,2009-12-31,2010-03-31,2010-06-30,2010-09-30,2010-12-31,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30,2017-09-30,2017-12-31
货币资金,"112,203,818.16","172,917,446.38","135,884,285.26","142,829,153.82","98,266,033.56","120,169,474.42","173,987,731.47","152,511,166.20","205,054,865.64","206,357,165.71","261,500,932.99","282,022,024.50","313,958,597.67","214,043,688.39","157,322,400.26","188,442,493.83","215,651,825.95","801,289,180.22","753,928,953.04","798,581,209.81","712,066,044.24","804,026,944.77","584,045,458.75","648,372,334.49","631,172,434.57","530,751,310.30","650,273,189.50","534,711,968.81","747,489,846.66","777,243,980.27","656,974,378.03","664,158,527.78","661,013,504.49","1,743,638,457.07","1,900,470,900.59","2,428,937,658.00","2,434,640,321.74","2,145,166,536.50","1,911,725,320.38","2,277,268,643.64","1,885,479,271.69","1,239,916,465.18","1,390,579,842.93","2,101,641,327.22"
短期借款,"349,800,000.00","356,200,000.00","347,200,000.00","312,900,000.00","292,000,000.00","320,000,000.00","320,000,000.00","305,000,000.00","268,300,000.00","295,000,000.00","359,500,000.00","406,500,000.00","381,000,000.00","309,000,000.00","276,000,000.00","276,000,000.00","244,500,000.00","157,500,000.00","207,500,000.00","207,500,000.00","130,000,000.00","149,000,000.00","69,000,000.00",,"50,000,000.00","50,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00",,"100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","100,000,000.00","130,000,000.00","30,000,000.00","90,850,000.00","72,500,000.00","118,945,276.20"
交易性金融资产,,,"1,146,690.00",,"20,000,000.00",,,,,,"55,280.00","20,310,255.00","749,520.00","322,360.00","499,702.50","119,890.00","10,794,780.92","3,350,057.50","56,660,967.66","46,087,187.76","72,177,242.87","51,325,351.21","81,417,130.84","341,524,634.14","222,589,548.00","346,005,219.86","113,643,199.75","212,106,770.53","212,666,219.98","213,391,248.87","162,006,426.60","241,732,747.63","313,760,828.34","8,200.00",,,,,,,,,,
交易性金融负债,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
应收票据,"6,783,597.99","6,197,325.10","2,988,058.82","2,533,000.00","13,500,000.00","7,000,000.00","6,348,148.30","7,248,148.30","26,500,000.00","16,207,895.00","3,207,895.00","1,862,603.53","11,766,734.64","25,083,379.50","2,650,000.00","12,793,931.43","27,580,342.86","36,893,803.00","16,902,300.00","5,302,800.00","15,851,995.97","14,939,866.17","14,658,905.20","22,545,717.00","7,327,733.00","4,654,279.00","6,595,300.00","8,288,300.00","15,474,760.00","41,091,000.00","9,106,420.45","17,510,490.75","39,851,707.00","57,886,000.00","51,462,985.00","104,854,943.42","144,976,530.00","167,698,249.08","63,275,241.33","233,686,942.56","161,749,773.61","60,231,211.09","36,260,037.99","348,302,985.91"
应付票据,"4,100,000.00","5,233,163.35","3,533,163.35","500,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,000,000.00","5,000,000.00",,"1,550,000.00","1,550,000.00",,"13,256,528.36","13,616,000.00","50,190,914.33","43,981,867.55","72,279,713.27","38,569,288.00","222,840,860.53"
应收账款,"72,790,229.91","76,050,553.53","62,852,308.13","38,336,682.43","64,359,894.16","86,930,112.21","130,677,816.05","156,117,456.77","96,655,808.98","143,491,605.64","173,313,843.34","160,665,268.70","145,059,641.08","132,282,161.54","165,244,886.48","186,770,035.20","125,832,495.10","154,829,047.25","133,411,522.52","181,222,501.52","150,257,485.47","158,595,767.81","164,905,273.84","254,279,666.93","183,302,747.81","199,398,436.40","307,015,648.55","360,417,549.12","197,647,237.25","311,668,400.66","411,898,135.50","427,077,800.14","370,083,740.74","359,095,454.31","667,117,855.37","555,973,007.26","551,796,217.79","667,930,365.29","748,458,996.04","712,236,120.87","919,264,943.45","1,172,607,495.81","1,521,121,241.23","1,012,195,430.05"
应付账款,"81,971,399.48","64,528,073.72","74,796,350.73","21,985,709.83","68,114,359.71","66,102,933.70","70,430,827.29","45,939,395.89","67,235,383.09","80,551,365.23","79,187,387.55","57,864,560.00","90,519,892.83","95,866,354.81","102,597,129.04","75,528,437.04","93,754,178.92","113,552,714.42","122,710,418.73","128,323,801.16","151,028,153.89","173,198,139.15","195,763,311.20","203,162,243.17","256,728,957.19","384,863,047.22","389,765,587.78","344,734,976.93","305,747,260.07","330,397,177.56","364,576,012.13","260,557,462.85","293,780,641.24","340,268,999.44","505,826,046.69","413,059,438.03","374,152,008.16","515,134,200.29","480,013,045.41","567,813,360.48","526,644,149.96","742,466,485.26","798,210,384.65","737,935,757.62"
预付款项,"55,616,586.99","43,781,639.91","51,451,087.25","31,185,349.81","16,058,763.23","15,913,985.80","15,325,306.95","14,682,649.79","17,205,707.32","17,334,574.82","13,763,421.48","60,565,216.91","14,516,675.26","19,267,971.80","21,011,271.43","11,154,876.08","18,243,693.84","14,095,455.44","17,197,447.67","11,697,821.32","15,993,078.29","15,331,572.39","17,566,075.59","16,277,070.56","31,010,457.26","31,668,238.80","39,545,395.46","17,850,302.04","39,984,302.79","37,787,002.77","35,667,026.93","28,526,739.00","41,238,445.16","33,468,031.57","122,870,492.08","71,294,184.57","98,911,118.82","201,731,034.35","219,118,068.31","189,361,513.46","196,470,121.40","240,760,647.98","185,542,537.92","301,995,271.73"
预收款项,"64,528,411.99","15,348,031.26","7,594,129.16","2,384,242.62","2,274,291.50","1,799,033.91","998,455.49","1,257,479.77","10,522,087.21","1,324,894.80","1,520,225.04","974,258.54","910,136.54","9,439,435.61","5,864,093.92","1,252,942.96","6,208,049.53","5,327,552.42","7,363,300.92","4,821,974.75","5,333,851.83","2,686,886.42","3,588,364.81","9,936,492.44","26,718,280.93","28,919,142.85","27,141,828.56","26,034,623.51","80,233,947.06","49,651,998.23","33,491,639.98","22,006,451.74","90,509,754.31","66,301,371.90","51,815,181.58","90,418,614.60","124,905,777.69","59,678,644.24","72,992,779.78","166,132,276.96","70,998,969.69","53,563,544.57","86,258,009.38","151,119,210.09"
