科目,2007-03-31,2007-06-30,2007-09-30,2007-12-31,2008-03-31,2008-06-30,2008-09-30,2008-12-31,2009-03-31,2009-06-30,2009-09-30
货币资金,"1,990,726,409.56","1,849,929,050.71","1,478,920,791.71","2,650,378,780.37","3,176,121,064.21","3,855,774,150.85","3,228,714,736.68","2,711,719,331.39","5,110,208,254.62","4,613,601,360.65","1,733,933,066.68"
短期借款,"4,010,400,000.00","4,183,400,000.00","4,254,800,000.00","4,719,200,000.00","4,399,200,000.00","5,169,200,000.00","4,884,200,000.00","5,344,200,000.00","6,406,500,000.00","7,923,200,000.00","8,787,200,000.00"
交易性金融资产,,"2,097,600.00","5,978,160.00",,,,,,,,
交易性金融负债,"675,966,666.67","690,386,666.67","697,596,666.67",,,,"1,200,000,000.00","1,200,000,000.00",,,
应收票据,"35,008,867.38","22,240,281.23","27,314,970.55","329,544,231.19","135,770,205.00","229,823,790.95","648,387,594.40","36,744,229.74","13,256,555.94","1,329,286,541.00","2,114,670,054.15"
应付票据,"496,867,589.20","426,227,500.00","391,120,000.00","1,187,460,000.00","817,457,100.00","1,508,457,100.00","1,925,600,000.00","3,928,330,000.00","5,983,686,500.00","5,427,956,500.00","1,826,000,000.00"
应收账款,"57,674,325.19","116,650,825.02","42,540,372.03","88,631,527.00","130,985,115.37","285,610,606.73","239,676,767.35","109,391,145.04","47,673,419.70","56,654,291.63","94,288,092.21"
应付账款,"424,070,882.10","341,756,285.15","144,884,688.64","755,826,064.84","831,101,079.19","999,979,079.45","1,720,832,629.32","1,312,066,261.98","1,442,054,733.92","2,270,545,767.35","3,700,011,582.65"
预付款项,"239,064,073.88","75,130,650.48","49,555,760.67","284,688,096.44","771,120,814.99","366,415,120.05","351,117,339.59","888,353,843.90","1,010,547,118.94","1,043,052,555.81","1,163,925,172.72"
预收款项,"199,015,570.01","80,301,879.86","100,123,638.03","325,438,103.78","331,932,441.98","402,297,175.34","813,447,158.73","1,162,963,906.27","1,340,833,525.59","1,878,834,186.81","2,848,535,031.50"
其他应收款,"13,686,478.07","15,288,107.90","19,250,961.71","18,471,486.17","18,201,090.79","218,712,257.43","265,121,751.57","346,132,673.12","302,354,484.40","294,627,144.82","297,817,023.31"
应付职工薪酬,"82,624,972.64","50,575,527.99","92,275,311.05","74,040.99","69,521,613.63","12,096,433.73","80,327,296.96","4,517,026.01","20,357,300.60","8,683,602.86","6,713,909.24"
应收关联公司款,,,,,,,,,,,
应交税费,"71,371,356.71","108,689,081.93","123,225,242.47","59,749,163.83","-112,428,621.35","3,403,834.65","-124,982,171.61","31,082,541.17","-129,821,722.49","-257,103,536.84","-328,926,033.65"
应收利息,,,,,,,,,,,
应付利息,,,,,,"29,466,666.67","94,648,333.34","145,443,760.59","7,366,666.67","29,542,736.18","51,566,666.69"
应收股利,,,,,,,,,,,
应付股利,"7,644,569.54","7,503,124.00","6,250,734.04","6,253,505.69","6,253,505.69","6,253,505.69","6,253,505.69","6,251,905.69","6,251,905.69","30,881,282.68","7,222,444.28"
存货,"1,025,435,988.63","1,433,704,837.73","1,375,183,229.21","1,008,968,521.93","1,481,462,120.87","2,698,954,696.21","3,271,960,831.48","2,380,750,702.06","2,539,607,520.01","2,057,164,421.91","4,456,207,894.04"
